track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,local_time,count_scaling,n_animals,overthresh_percent
5,KOKX20160601_085900_V06,-22.859,0.050,245.530,228.731,2.371,-73.189,41.186,1185.497,20160601_045900,1.200000,496.2656,0.012195
5,KOKX20160601_090844_V06,-13.126,0.102,245.856,229.839,10.170,-73.187,41.181,5084.926,20160601_050844,1.200000,1628.1804,0.005171
1,KOKX20160601_085900_V06,-22.859,0.151,287.141,135.633,2.435,-72.942,41.606,1217.281,20160601_045900,1.200000,52.8871,0.000000
3,KOKX20160601_085900_V06,-22.859,0.077,192.365,354.950,2.504,-73.500,40.616,1252.180,20160601_045900,1.200000,216.5768,0.000000
7,KOKX20160601_090844_V06,-13.126,0.082,367.582,252.798,2.035,-72.462,41.077,1017.658,20160601_050844,1.200000,669.6238,0.000000
8,KOKX20160601_093759_V06,16.124,0.089,219.807,369.811,15.751,-73.338,40.550,7875.319,20160601_053759,1.200000,7852.5811,0.001935
9,KOKX20160601_094744_V06,25.874,0.615,248.624,233.791,11.065,-73.171,41.163,5532.703,20160601_054744,1.200000,4234.5740,0.012940
1,KOKX20160603_090204_V06,-19.018,0.054,39.797,503.395,42.239,-74.387,39.940,21119.684,20160603_050204,1.200000,141848.5146,0.000140
1,KOKX20160603_090644_V06,-14.351,0.136,41.281,499.608,49.910,-74.378,39.957,24954.965,20160603_050644,1.200000,265863.0098,0.000000
1,KOKX20160603_091121_V06,-9.735,0.145,46.682,496.118,54.956,-74.347,39.973,27478.064,20160603_051121,1.200000,361421.2627,0.000080
1,KOKX20160603_091602_V06,-5.051,0.269,51.387,492.280,54.073,-74.320,39.991,27036.271,20160603_051602,1.200000,336525.9508,0.000081
1,KOKX20160603_092040_V06,-0.418,0.246,53.327,488.481,55.521,-74.309,40.008,27760.504,20160603_052040,1.200000,326504.9760,0.000151
1,KOKX20160603_092517_V06,4.199,0.185,54.915,489.105,56.535,-74.300,40.005,28267.424,20160603_052517,1.200000,275279.4783,0.000000
1,KOKX20160603_092955_V06,8.832,0.092,56.637,493.641,56.424,-74.289,39.985,28212.048,20160603_052955,1.200000,181053.7363,0.000000
2,KOKX20160603_090644_V06,-14.351,0.084,28.178,340.195,18.080,-74.472,40.673,9039.772,20160603_050644,1.200000,320.7151,0.000000
2,KOKX20160605_090157_V06,-18.494,0.162,336.886,381.146,15.476,-72.647,40.500,7737.814,20160605_050157,1.200000,692.7953,0.000000
10,KOKX20160605_104335_V06,83.140,0.175,22.373,515.252,37.036,-74.487,39.885,18517.878,20160605_064335,1.200000,4572.4869,0.000000
1,KOKX20160607_101836_V06,58.664,0.122,359.590,282.574,14.204,-72.511,40.943,7101.894,20160607_061836,1.200000,234.6150,0.000000
1,KOKX20160611_085705_V06,-22.234,0.638,427.840,226.304,10.608,-72.102,41.195,5304.188,20160611_045705,1.200000,5621.8923,0.000992
4,KOKX20160611_091634_V06,-2.750,0.423,228.944,349.708,8.346,-73.284,40.641,4172.760,20160611_051634,1.200000,1654.0701,0.000000
5,KOKX20160611_094547_V06,26.466,0.055,172.883,364.350,6.463,-73.615,40.573,3231.554,20160611_054547,1.200000,1212.6944,0.007712
1,KOKX20160615_085802_V06,-21.190,0.063,169.640,360.764,3.573,-73.634,40.589,1786.440,20160615_045802,1.200000,1165.9471,0.000000
1,KOKX20160615_090747_V06,-11.440,0.406,194.380,359.294,12.650,-73.488,40.597,6325.174,20160615_050747,1.200000,7429.4289,0.005143
2,KOKX20160615_100825_V06,49.193,0.058,206.172,351.968,13.989,-73.419,40.630,6994.352,20160615_060825,1.200000,7366.7454,0.000000
2,KOKX20160616_090738_V06,-11.648,0.091,429.251,513.469,10.704,-72.109,39.902,5352.038,20160616_050738,1.200000,590.7381,0.000000
2,KOKX20160616_091321_V06,-5.931,0.122,430.298,513.730,18.191,-72.103,39.901,9095.437,20160616_051321,1.200000,340.9673,0.000000
1,KOKX20160616_085543_V06,-23.564,0.135,419.092,507.801,8.401,-72.168,39.928,4200.265,20160616_045543,1.200000,220.1738,0.000000
3,KOKX20160617_092228_V06,3.096,0.188,270.673,146.155,1.832,-73.040,41.558,916.019,20160617_052228,1.200000,53.5381,0.000000
3,KOKX20160617_093210_V06,12.796,0.439,270.453,146.163,7.747,-73.042,41.558,3873.336,20160617_053210,1.200000,206.4524,0.000000
4,KOKX20160617_092228_V06,3.096,0.100,310.884,121.764,1.808,-72.799,41.668,903.759,20160617_052228,1.200000,9.7696,0.000000
4,KOKX20160617_093210_V06,12.796,0.062,310.957,121.022,10.497,-72.799,41.671,5248.311,20160617_053210,1.200000,136.5936,0.000000
10,KOKX20160617_095140_V06,32.296,0.350,422.846,512.648,16.177,-72.146,39.906,8088.424,20160617_055140,1.200000,6353.2645,0.000000
12,KOKX20160617_102054_V06,61.530,0.185,266.978,147.154,2.670,-73.062,41.554,1334.961,20160617_062054,1.200000,41.0474,0.000000
12,KOKX20160617_103037_V06,71.246,0.063,268.494,146.802,1.875,-73.053,41.555,937.523,20160617_063037,1.200000,142.9890,0.000000
13,KOKX20160617_102054_V06,61.530,0.099,268.558,144.875,2.275,-73.053,41.564,1137.505,20160617_062054,1.200000,58.0030,0.000000
1,KOKX20160618_090847_V06,-10.708,0.564,186.031,361.896,7.416,-73.538,40.585,3707.966,20160618_050847,1.200000,2081.7657,0.000000
3,KOKX20160618_090847_V06,-10.708,0.092,433.509,511.749,8.196,-72.084,39.909,4098.164,20160618_050847,1.200000,52.4497,0.000000
5,KOKX20160618_091832_V06,-0.958,0.076,419.676,516.948,5.593,-72.165,39.887,2796.642,20160618_051832,1.200000,472.1506,0.000000
6,KOKX20160618_100720_V06,47.842,0.080,432.726,536.500,22.988,-72.090,39.798,11494.231,20160618_060720,1.200000,7766.0193,0.000000
1,KOKX20160619_090800_V06,-11.644,0.116,379.803,171.338,2.621,-72.387,41.444,1310.486,20160619_050800,1.200000,148.5904,0.000000
2,KOKX20160619_090800_V06,-11.644,0.103,198.913,402.545,16.680,-73.460,40.402,8339.819,20160619_050800,1.200000,230.7551,0.000000
8,KOKX20160621_093444_V06,14.692,0.097,342.108,33.446,45.591,-72.610,42.065,22795.555,20160621_053444,1.200000,2874.9144,0.000000
9,KOKX20160621_093444_V06,14.692,0.050,143.586,372.020,24.831,-73.788,40.538,12415.320,20160621_053444,1.200000,38453.2294,0.007585
16,KOKX20160621_102126_V06,61.392,0.058,208.038,142.300,32.268,-73.416,41.574,16133.945,20160621_062126,1.200000,7722.8871,0.000000
4,KOKX20160622_104103_V06,80.763,0.054,383.630,168.834,36.861,-72.364,41.455,18430.542,20160622_064103,1.200000,7207.8111,0.000770
4,KOKX20160622_104646_V06,86.480,0.134,383.563,170.177,43.723,-72.364,41.449,21861.604,20160622_064646,1.200000,6745.7268,0.000060
1,KOKX20160622_091237_V06,-7.670,0.058,423.561,247.954,2.817,-72.129,41.098,1408.516,20160622_051237,1.200000,243.2634,0.000000
2,KOKX20160622_093418_V06,14.013,0.109,377.468,269.162,20.205,-72.404,41.003,10102.596,20160622_053418,1.200000,1471.8851,0.000305
3,KOKX20160622_101821_V06,58.063,0.256,434.719,235.083,19.324,-72.062,41.155,9662.228,20160622_061821,1.200000,25642.9415,0.006031
