track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,local_time,count_scaling,n_animals,overthresh_percent
3,KOKX20030601_103315,71.047,0.100,447.335,309.944,12.231,-71.991,40.817,6115.322,20030601_063315,1.200000,925.5869,0.000000
3,KOKX20030601_103905,76.880,0.232,445.426,308.936,19.835,-72.002,40.822,9917.572,20030601_063905,1.200000,6563.3559,0.000000
1,KOKX20030601_090549,-16.386,0.126,448.174,301.385,23.053,-71.986,40.856,11526.566,20030601_050549,1.200000,114511.9975,0.000000
2,KOKX20030601_102725,65.214,0.082,179.176,238.309,13.931,-73.584,41.141,6965.408,20030601_062725,1.200000,162307.9398,0.043022
1,KOKX20030603_093539,14.279,0.062,511.086,228.674,9.597,-71.607,41.180,4798.729,20030603_053539,1.200000,23790.1823,0.083636
2,KOKX20030603_095857,37.579,0.068,263.911,457.846,26.311,-73.076,40.155,13155.298,20030603_055857,1.200000,9597.5529,0.000350
3,KOKX20030604_093656,15.928,0.185,163.520,249.488,27.281,-73.677,41.090,13640.333,20030604_053656,1.200000,111306.6279,0.000000
3,KOKX20030604_094246,21.762,0.076,167.649,248.378,33.717,-73.652,41.095,16858.713,20030604_054246,1.200000,358634.1442,0.002024
5,KOKX20030604_102331,62.512,0.115,305.360,194.667,21.982,-72.832,41.340,10990.856,20030604_062331,1.200000,3703.9470,0.000000
5,KOKX20030604_102921,68.345,0.079,307.274,193.888,28.706,-72.821,41.343,14353.171,20030604_062921,1.200000,17219.9333,0.000000
1,KOKX20030604_092518,4.295,0.059,150.927,387.313,24.586,-73.743,40.469,12293.240,20030604_052518,1.200000,581282.5083,0.017895
2,KOKX20030604_093108,10.128,0.074,184.432,288.936,24.470,-73.550,40.913,12234.865,20030604_053108,1.200000,565741.6309,0.041511
4,KOKX20030604_101742,56.695,0.085,389.536,234.520,29.278,-72.331,41.159,14639.156,20030604_061742,1.200000,266088.3702,0.000000
1,KOKX20030607_094419,24.213,0.073,516.341,465.620,27.914,-71.596,40.113,13956.907,20030607_054419,1.200000,108.7658,0.000000
2,KOKX20030607_102325,63.313,0.096,20.589,311.348,24.648,-74.520,40.803,12323.793,20030607_062325,1.200000,4116.6844,0.000000
3,KOKX20030607_102325,63.313,0.074,30.244,466.722,39.850,-74.446,40.104,19924.911,20030607_062325,1.200000,44.1457,0.000000
1,KOKX20030608_085215,-27.620,0.529,453.898,446.611,10.177,-71.961,40.202,5088.564,20030608_045215,1.200000,652.2695,0.000000
1,KOKX20030608_085805,-21.787,0.129,452.293,444.914,19.397,-71.970,40.210,9698.631,20030608_045805,1.200000,937.9504,0.000000
1,KOKX20030608_090355,-15.953,0.096,450.081,442.441,28.997,-71.983,40.221,14498.314,20030608_050355,1.200000,914.1130,0.000000
1,KOKX20030609_102202,62.364,0.054,371.695,554.669,58.100,-72.446,39.718,29050.041,20030609_062202,1.200000,1173127.5225,0.006769
6,KOKX20030611_100814,48.867,0.299,232.143,376.112,14.663,-73.265,40.522,7331.430,20030611_060814,1.200000,55760.1299,0.023355
6,KOKX20030611_101403,54.684,0.068,234.150,375.014,22.770,-73.253,40.527,11384.815,20030611_061403,1.200000,49493.3890,0.022443
6,KOKX20030611_101952,60.500,0.246,244.752,376.446,24.163,-73.190,40.521,12081.407,20030611_061952,1.200000,48501.4801,0.014313
6,KOKX20030611_102540,66.300,0.723,253.569,372.399,25.413,-73.138,40.539,12706.630,20030611_062540,1.200000,44671.6354,0.011470
6,KOKX20030611_103128,72.100,0.094,261.184,370.277,28.444,-73.094,40.549,14221.874,20030611_063128,1.200000,40088.3329,0.003293
6,KOKX20030611_103716,77.900,0.055,266.476,363.494,31.476,-73.062,40.580,15737.915,20030611_063716,1.200000,34280.7700,0.006036
7,KOKX20030611_101403,54.684,0.605,346.373,135.884,9.524,-72.586,41.604,4762.249,20030611_061403,1.200000,1602.6618,0.000000
7,KOKX20030611_101952,60.500,0.385,345.707,136.223,15.225,-72.590,41.603,7612.674,20030611_061952,1.200000,1290.1563,0.000000
2,KOKX20030611_095045,31.384,0.194,84.821,285.890,31.038,-74.142,40.922,15518.787,20030611_055045,1.200000,8273.9626,0.000000
3,KOKX20030611_095045,31.384,0.140,188.522,160.770,7.067,-73.532,41.490,3533.464,20030611_055045,1.200000,13256.8600,0.000000
5,KOKX20030611_100224,43.034,0.052,104.001,374.738,22.073,-74.021,40.523,11036.511,20030611_060224,1.200000,438.2530,0.000000
4,KOKX20030612_095750,38.569,0.543,107.262,236.594,21.912,-74.012,41.145,10956.094,20030612_055750,1.200000,11097.1295,0.000000
4,KOKX20030612_100340,44.402,0.079,109.097,235.985,28.993,-74.002,41.148,14496.267,20030612_060340,1.200000,19761.7821,0.000711
1,KOKX20030612_085938,-19.631,0.150,431.009,435.712,45.310,-72.095,40.252,22655.163,20030612_045938,1.200000,30069.0545,0.000000
2,KOKX20030612_091705,-2.181,0.167,213.488,323.296,20.418,-73.377,40.760,10209.097,20030612_051705,1.200000,319.0449,0.000000
3,KOKX20030612_094611,26.919,0.078,84.495,232.546,24.197,-74.148,41.162,12098.546,20030612_054611,1.200000,3937.7726,0.000000
5,KOKX20030612_100340,44.402,0.062,239.109,266.298,21.353,-73.226,41.017,10676.310,20030612_060340,1.200000,544.2693,0.000000
5,KOKX20030612_100930,50.236,0.077,259.881,261.625,14.145,-73.103,41.038,7072.550,20030612_060930,1.200000,687.4093,0.000000
3,KOKX20030613_091844,-0.462,0.142,323.724,530.033,38.642,-72.726,39.830,19321.117,20030613_051844,1.200000,77682.8958,0.000000
3,KOKX20030613_092434,5.371,0.298,327.202,529.110,44.495,-72.706,39.834,22247.453,20030613_052434,1.200000,86489.3455,0.000000
3,KOKX20030613_093024,11.204,0.084,344.085,528.320,39.578,-72.607,39.837,19789.246,20030613_053024,1.200000,64991.5605,0.000000
1,KOKX20030613_090115,-17.946,0.266,157.106,433.267,25.994,-73.704,40.262,12997.185,20030613_050115,1.200000,134652.2333,0.025376
2,KOKX20030613_090705,-12.112,0.090,303.160,540.143,34.648,-72.846,39.784,17324.203,20030613_050705,1.200000,108830.6321,0.000000
5,KOKX20030613_102249,63.621,0.067,301.725,415.195,26.661,-72.854,40.347,13330.261,20030613_062249,1.200000,160473.0380,0.209859
6,KOKX20030613_104018,81.104,0.194,534.296,444.374,24.729,-71.488,40.207,12364.725,20030613_064018,1.200000,2386.9143,0.000000
1,KOKX20030614_085126,-27.726,0.666,171.814,340.367,10.546,-73.623,40.681,5273.083,20030614_045126,1.200000,466.5909,0.000000
1,KOKX20030614_085716,-21.893,0.210,173.017,340.641,19.366,-73.615,40.680,9683.150,20030614_045716,1.200000,271.8660,0.000000
2,KOKX20030614_090306,-16.060,0.321,237.794,334.183,26.890,-73.233,40.711,13444.904,20030614_050306,1.200000,968.8942,0.000000
1,KOKX20030618_085919,-20.025,0.135,415.891,313.515,50.047,-72.178,40.803,25023.285,20030618_045919,1.200000,903720.8593,0.001339
2,KOKX20030618_103232,73.192,0.053,233.097,291.329,29.278,-73.261,40.904,14638.891,20030618_063232,1.200000,223929.3242,0.054784
1,KOKX20030619_085425,-25.051,0.269,285.226,134.115,11.170,-72.953,41.612,5584.812,20030619_045425,1.200000,2242.2902,0.000000
