track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,local_time
6,KBUF20220802_102330_V06,16.387,0.572,93.118,400.019,57.292,-79.995,42.491,28646.244,20220802_062330
6,KBUF20220802_103336_V06,26.487,0.592,98.254,402.952,63.647,-79.964,42.479,31823.617,20220802_063336
6,KBUF20220802_104353_V06,36.770,0.421,102.527,405.786,74.955,-79.938,42.466,37477.253,20220802_064353
4,KBUF20220802_095105_V06,-16.030,0.113,354.322,268.039,8.462,-78.403,43.092,4230.953,20220802_055105
4,KBUF20220802_100403_V06,-3.063,0.473,360.379,268.934,18.373,-78.366,43.088,9186.400,20220802_060403
4,KBUF20220802_101032_V06,3.420,0.358,362.721,267.520,19.974,-78.352,43.094,9987.094,20220802_061032
11,KBUF20220802_102330_V06,16.387,0.062,145.897,123.050,42.793,-79.693,43.741,21396.536,20220802_062330
11,KBUF20220802_103336_V06,26.487,0.427,142.195,127.054,55.320,-79.716,43.723,27659.880,20220802_063336
1,KBUF20220802_093749_V06,-29.296,0.321,215.141,421.244,6.221,-79.252,42.402,3110.691,20220802_053749
3,KBUF20220802_094503_V06,-22.063,0.053,354.147,274.348,14.094,-78.405,43.064,7046.829,20220802_054503
5,KBUF20220802_095105_V06,-16.030,0.053,236.336,289.794,13.962,-79.127,42.994,6981.085,20220802_055105
9,KBUF20220802_101701_V06,9.904,0.348,277.514,244.587,8.351,-78.875,43.198,4175.537,20220802_061701
12,KBUF20220802_112500_V06,77.887,0.094,196.078,212.374,33.730,-79.378,43.341,16864.843,20220802_072500
5,KBUF20220803_094212_V06,-25.966,0.058,49.439,347.823,11.213,-80.267,42.723,5606.313,20220803_054212
5,KBUF20220803_100348_V06,-4.366,0.822,59.023,374.055,24.507,-80.205,42.606,12253.528,20220803_060348
5,KBUF20220803_101355_V06,5.751,0.707,65.715,384.609,37.256,-80.163,42.559,18627.870,20220803_061355
5,KBUF20220803_102411_V06,16.018,0.420,69.273,381.691,51.008,-80.142,42.572,25503.945,20220803_062411
5,KBUF20220803_103428_V06,26.301,0.141,71.156,381.257,61.136,-80.131,42.574,30567.787,20220803_063428
1,KBUF20220803_094212_V06,-25.966,0.458,350.143,261.021,12.874,-78.429,43.124,6437.248,20220803_054212
1,KBUF20220803_100348_V06,-4.366,0.062,352.817,264.399,20.591,-78.412,43.108,10295.722,20220803_060348
2,KBUF20220803_094212_V06,-25.966,0.330,231.458,276.936,6.127,-79.158,43.052,3063.585,20220803_054212
4,KBUF20220803_094212_V06,-25.966,0.065,216.439,421.736,7.314,-79.244,42.400,3657.015,20220803_054212
6,KBUF20220803_100348_V06,-4.366,0.082,110.733,164.515,44.091,-79.908,43.552,22045.715,20220803_060348
7,KBUF20220803_101355_V06,5.751,0.292,171.505,309.536,17.066,-79.524,42.903,8533.154,20220803_061355
8,KBUF20220803_101355_V06,5.751,0.077,18.394,372.304,14.076,-80.453,42.610,7037.753,20220803_061355
4,KBUF20220804_100440_V06,-4.556,0.128,356.486,258.231,9.861,-78.390,43.136,4930.439,20220804_060440
4,KBUF20220804_100920_V06,0.110,0.591,357.693,257.307,16.296,-78.382,43.140,8148.121,20220804_060920
4,KBUF20220804_101522_V06,6.144,0.093,365.008,252.759,24.700,-78.337,43.161,12349.793,20220804_061522
7,KBUF20220804_101522_V06,6.144,0.056,79.164,385.711,22.755,-80.081,42.555,11377.430,20220804_061522
7,KBUF20220804_102023_V06,11.160,0.111,80.716,385.412,30.587,-80.072,42.556,15293.586,20220804_062023
7,KBUF20220804_102525_V06,16.194,0.179,86.871,381.139,39.576,-80.035,42.576,19787.931,20220804_062525
6,KBUF20220804_100920_V06,0.110,0.163,165.128,365.525,39.662,-79.559,42.651,19831.232,20220804_060920
6,KBUF20220804_101522_V06,6.144,0.165,168.557,365.720,45.874,-79.538,42.650,22936.913,20220804_061522
6,KBUF20220804_102023_V06,11.160,-1.000,171.005,365.859,51.436,-79.523,42.649,25718.204,20220804_062023
6,KBUF20220804_102525_V06,16.194,0.085,194.353,396.403,22.364,-79.380,42.513,11181.849,20220804_062525
6,KBUF20220804_103040_V06,21.444,0.170,197.598,396.029,27.885,-79.360,42.515,13942.472,20220804_063040
13,KBUF20220804_103525_V06,26.194,0.069,414.520,159.160,32.278,-78.028,43.580,16139.042,20220804_063525
13,KBUF20220804_104039_V06,31.427,0.063,417.151,159.024,38.216,-78.012,43.581,19108.224,20220804_064039
17,KBUF20220804_104607_V06,36.894,0.096,37.670,355.983,45.748,-80.337,42.685,22873.863,20220804_064607
17,KBUF20220804_105214_V06,43.010,0.074,38.632,355.651,53.495,-80.332,42.687,26747.469,20220804_065214
17,KBUF20220804_110253_V06,53.660,-1.000,40.075,355.154,67.460,-80.323,42.689,33729.999,20220804_070253
17,KBUF20220804_110730_V06,58.277,0.370,19.728,390.264,23.045,-80.443,42.530,11522.504,20220804_070730
26,KBUF20220804_111309_V06,63.927,0.395,63.077,318.400,49.317,-80.186,42.857,24658.440,20220804_071309
26,KBUF20220804_111848_V06,69.577,0.052,63.683,315.326,58.828,-80.183,42.870,29414.051,20220804_071848
18,KBUF20220804_105214_V06,43.010,0.442,367.994,401.773,21.469,-78.323,42.490,10734.480,20220804_065214
19,KBUF20220804_110253_V06,53.660,0.097,319.007,149.894,28.880,-78.619,43.624,14439.899,20220804_070253
22,KBUF20220804_110730_V06,58.277,0.313,297.375,433.156,25.834,-78.753,42.349,12916.819,20220804_070730
24,KBUF20220804_110730_V06,58.277,0.166,57.678,304.915,65.118,-80.221,42.917,32558.907,20220804_070730
27,KBUF20220804_111309_V06,63.927,0.095,399.348,388.349,25.191,-78.132,42.549,12595.533,20220804_071309
30,KBUF20220804_112426_V06,75.210,0.104,195.394,289.730,18.450,-79.378,42.993,9225.063,20220804_072426
32,KBUF20220804_113005_V06,80.860,0.056,367.737,144.518,26.420,-78.317,43.648,13209.938,20220804_073005
5,KBUF20220805_095000_V06,-20.284,0.058,349.426,264.035,7.331,-78.433,43.110,3665.710,20220805_055000
5,KBUF20220805_100305_V06,-7.201,0.839,352.802,262.777,11.073,-78.413,43.116,5536.745,20220805_060305
5,KBUF20220805_100937_V06,-0.668,0.928,354.318,263.012,14.683,-78.403,43.115,7341.497,20220805_060937
5,KBUF20220805_101622_V06,6.082,0.644,355.975,263.040,18.053,-78.393,43.114,9026.261,20220805_061622
5,KBUF20220805_102411_V06,13.899,0.548,354.931,267.213,20.700,-78.400,43.096,10350.225,20220805_062411
13,KBUF20220805_101622_V06,6.082,0.179,64.753,388.711,21.977,-80.169,42.540,10988.573,20220805_061622
13,KBUF20220805_102411_V06,13.899,0.454,68.168,389.933,30.359,-80.148,42.535,15179.663,20220805_062411
13,KBUF20220805_103057_V06,20.666,0.271,70.648,383.320,42.179,-80.134,42.565,21089.551,20220805_063057
13,KBUF20220805_103742_V06,27.416,0.074,75.155,374.904,54.031,-80.107,42.603,27015.567,20220805_063742
10,KBUF20220805_100937_V06,-0.668,0.793,267.787,430.501,15.671,-78.932,42.361,7835.541,20220805_060937
10,KBUF20220805_101622_V06,6.082,0.051,269.581,430.111,25.259,-78.922,42.363,12629.269,20220805_061622
14,KBUF20220805_103742_V06,27.416,0.311,298.398,110.122,20.172,-78.747,43.803,10086.121,20220805_063742
14,KBUF20220805_104426_V06,34.149,-1.000,298.398,110.122,30.878,-78.747,43.803,15439.121,20220805_064426
14,KBUF20220805_105137_V06,41.332,0.241,303.754,107.297,30.909,-78.714,43.816,15454.281,20220805_065137
6,KBUF20220805_100305_V06,-7.201,0.629,455.866,349.704,14.999,-77.785,42.721,7499.329,20220805_060305
11,KBUF20220805_100937_V06,-0.668,0.336,233.145,281.792,16.539,-79.147,43.030,8269.684,20220805_060937
12,KBUF20220805_100937_V06,-0.668,0.053,269.686,535.124,35.849,-78.920,41.890,17924.406,20220805_060937
7,KBUF20220806_100716_V06,-4.083,0.869,59.969,373.674,26.520,-80.200,42.608,13259.768,20220806_060716
7,KBUF20220806_101541_V06,4.333,0.768,62.613,374.027,34.596,-80.183,42.606,17298.078,20220806_061541
7,KBUF20220806_102412_V06,12.850,0.837,65.460,370.072,44.606,-80.166,42.624,22302.784,20220806_062412
7,KBUF20220806_103411_V06,22.833,0.642,65.039,375.177,53.656,-80.169,42.601,26827.971,20220806_063411
7,KBUF20220806_104250_V06,31.483,0.345,65.260,366.188,61.578,-80.168,42.642,30789.189,20220806_064250
7,KBUF20220806_105129_V06,40.133,0.058,73.483,372.385,60.598,-80.117,42.614,30298.775,20220806_065129
1,KBUF20220806_095027_V06,-20.900,0.820,352.559,259.748,6.316,-78.414,43.129,3158.142,20220806_055027
1,KBUF20220806_100716_V06,-4.083,0.067,353.575,261.639,16.864,-78.408,43.121,8431.939,20220806_060716
1,KBUF20220806_101541_V06,4.333,0.371,358.337,262.137,26.354,-78.379,43.118,13177.074,20220806_061541
2,KBUF20220806_095027_V06,-20.900,0.575,236.753,272.061,8.294,-79.125,43.074,4146.908,20220806_055027
2,KBUF20220806_100716_V06,-4.083,0.136,235.969,272.901,19.836,-79.130,43.070,9917.850,20220806_060716
8,KBUF20220806_100716_V06,-4.083,0.114,166.464,306.401,17.397,-79.555,42.917,8698.725,20220806_060716
7,KBUF20220807_100714_V06,-5.185,0.911,72.299,379.779,22.752,-80.124,42.581,11376.127,20220807_060714
7,KBUF20220807_101333_V06,1.131,0.848,76.660,379.897,29.116,-80.097,42.581,14558.220,20220807_061333
7,KBUF20220807_101950_V06,7.415,0.756,80.078,382.012,35.230,-80.076,42.572,17615.101,20220807_061950
7,KBUF20220807_102619_V06,13.898,0.659,85.552,379.386,45.183,-80.043,42.584,22591.339,20220807_062619
7,KBUF20220807_103248_V06,20.381,0.751,88.583,377.878,51.112,-80.025,42.591,25556.188,20220807_063248
7,KBUF20220807_104027_V06,28.031,0.542,99.586,376.717,59.349,-79.958,42.597,29674.593,20220807_064027
7,KBUF20220807_104656_V06,34.515,0.391,101.852,375.160,67.601,-79.944,42.604,33800.519,20220807_064656
7,KBUF20220807_105324_V06,40.981,0.091,103.539,385.598,72.103,-79.933,42.557,36051.353,20220807_065324
1,KBUF20220807_094820_V06,-24.085,0.108,352.724,263.231,10.296,-78.413,43.114,5147.999,20220807_054820
1,KBUF20220807_100056_V06,-11.485,0.466,358.476,259.959,22.888,-78.378,43.128,11444.178,20220807_060056
1,KBUF20220807_100714_V06,-5.185,0.208,364.551,250.552,29.458,-78.340,43.170,14729.137,20220807_060714
4,KBUF20220807_100056_V06,-11.485,0.143,458.473,353.554,9.957,-77.770,42.703,4978.518,20220807_060056
4,KBUF20220807_100714_V06,-5.185,0.198,460.355,351.533,20.268,-77.758,42.712,10134.124,20220807_060714
3,KBUF20220808_101354_V06,0.410,0.737,76.590,374.921,24.397,-80.098,42.603,12198.381,20220808_061354
3,KBUF20220808_101917_V06,5.793,0.740,80.272,374.117,30.863,-80.076,42.607,15431.679,20220808_061917
3,KBUF20220808_102440_V06,11.176,0.665,85.392,374.481,37.957,-80.045,42.606,18978.502,20220808_062440
3,KBUF20220808_103004_V06,16.576,0.688,89.559,368.931,44.731,-80.020,42.631,22365.526,20220808_063004
3,KBUF20220808_103527_V06,21.960,0.561,93.607,364.609,53.145,-79.995,42.651,26572.389,20220808_063527
3,KBUF20220808_104050_V06,27.343,0.518,100.394,360.010,59.365,-79.954,42.672,29682.743,20220808_064050
3,KBUF20220808_104730_V06,34.010,0.167,107.955,358.578,64.665,-79.908,42.679,32332.669,20220808_064730
5,KBUF20220808_105302_V06,39.543,0.056,14.021,422.458,21.228,-80.473,42.384,10614.143,20220808_065302
5,KBUF20220808_110358_V06,50.476,0.189,19.011,424.573,33.552,-80.443,42.375,16775.782,20220808_070358
5,KBUF20220808_110922_V06,55.876,0.074,23.759,427.608,35.167,-80.414,42.362,17583.689,20220808_070922
1,KBUF20220808_095228_V06,-21.024,0.075,440.746,325.478,4.624,-77.876,42.831,2312.057,20220808_055228
2,KBUF20220808_095228_V06,-21.024,0.051,420.976,321.986,2.295,-77.997,42.847,1147.423,20220808_055228
4,KBUF20220808_104050_V06,27.343,0.069,25.912,233.840,36.505,-80.424,43.234,18252.459,20220808_064050
3,KBUF20220809_100806_V06,-6.465,0.593,351.463,265.164,7.375,-78.421,43.105,3687.546,20220809_060806
3,KBUF20220809_101438_V06,0.069,0.583,353.575,266.068,14.160,-78.408,43.101,7080.201,20220809_061438
3,KBUF20220809_102111_V06,6.619,0.774,357.657,269.607,15.591,-78.383,43.085,7795.463,20220809_062111
3,KBUF20220809_102743_V06,13.152,0.634,360.232,275.310,16.121,-78.367,43.059,8060.633,20220809_062743
3,KBUF20220809_103416_V06,19.702,0.318,355.779,278.360,17.750,-78.395,43.045,8875.231,20220809_063416
3,KBUF20220809_104049_V06,26.252,0.353,352.026,279.787,23.223,-78.418,43.039,11611.725,20220809_064049
3,KBUF20220809_104800_V06,33.435,0.068,354.290,283.873,28.916,-78.404,43.021,14458.107,20220809_064800
3,KBUF20220809_110312_V06,48.635,0.063,361.587,294.356,25.468,-78.359,42.973,12734.146,20220809_070312
3,KBUF20220809_111010_V06,55.602,0.060,361.493,292.960,34.827,-78.360,42.980,17413.550,20220809_071010
1,KBUF20220809_100134_V06,-12.998,0.645,233.557,279.845,5.800,-79.145,43.039,2899.818,20220809_060134
1,KBUF20220809_100806_V06,-6.465,0.524,234.272,281.503,13.245,-79.140,43.031,6622.701,20220809_060806
1,KBUF20220809_101438_V06,0.069,0.277,236.061,284.698,18.577,-79.129,43.017,9288.576,20220809_061438
4,KBUF20220809_101438_V06,0.069,0.151,162.135,320.274,9.501,-79.580,42.854,4750.643,20220809_061438
4,KBUF20220809_102111_V06,6.619,0.349,162.486,321.672,17.062,-79.578,42.848,8530.791,20220809_062111
4,KBUF20220809_102743_V06,13.152,0.088,164.248,324.086,19.890,-79.567,42.837,9945.080,20220809_062743
1,KBUF20220810_094709_V06,-28.491,0.314,349.209,264.974,10.623,-78.435,43.106,5311.321,20220810_054709
1,KBUF20220810_100742_V06,-7.941,0.765,350.712,265.395,13.513,-78.425,43.104,6756.390,20220810_060742
1,KBUF20220810_101759_V06,2.342,0.876,354.535,266.716,16.419,-78.402,43.098,8209.335,20220810_061759
1,KBUF20220810_102816_V06,12.626,0.308,358.421,268.499,20.715,-78.378,43.090,10357.659,20220810_062816
1,KBUF20220810_103832_V06,22.892,0.370,359.641,282.178,32.602,-78.371,43.028,16300.920,20220810_063832
1,KBUF20220810_104849_V06,33.176,0.208,360.466,291.223,42.088,-78.366,42.988,21043.833,20220810_064849
3,KBUF20220810_100742_V06,-7.941,0.895,53.984,387.539,20.392,-80.235,42.545,10195.910,20220810_060742
3,KBUF20220810_101759_V06,2.342,0.884,56.479,389.099,33.791,-80.219,42.538,16895.517,20220810_061759
3,KBUF20220810_102816_V06,12.626,0.848,60.100,392.600,48.630,-80.197,42.522,24314.995,20220810_062816
3,KBUF20220810_103832_V06,22.892,0.571,62.637,396.549,57.188,-80.181,42.505,28594.044,20220810_063832
3,KBUF20220810_104849_V06,33.176,0.466,61.351,392.978,60.745,-80.189,42.521,30372.261,20220810_064849
2,KBUF20220810_094709_V06,-28.491,0.069,348.934,264.311,5.233,-78.436,43.109,2616.722,20220810_054709
2,KBUF20220810_100742_V06,-7.941,0.054,400.966,310.916,11.051,-78.119,42.898,5525.539,20220810_060742
2,KBUF20220810_101759_V06,2.342,-1.000,426.639,333.911,14.151,-77.963,42.793,7075.262,20220810_061759
2,KBUF20220810_102816_V06,12.626,0.916,450.604,369.604,29.548,-77.819,42.632,14774.157,20220810_062816
2,KBUF20220810_103832_V06,22.892,0.539,456.907,375.514,40.570,-77.781,42.605,20285.204,20220810_063832
4,KBUF20220810_100742_V06,-7.941,0.577,157.836,316.113,10.199,-79.607,42.873,5099.649,20220810_060742
4,KBUF20220810_101759_V06,2.342,0.617,159.854,316.792,19.497,-79.595,42.870,9748.707,20220810_061759
4,KBUF20220810_102816_V06,12.626,0.740,160.181,318.049,24.692,-79.592,42.864,12345.857,20220810_062816
4,KBUF20220810_103832_V06,22.892,0.589,163.704,318.956,33.454,-79.571,42.860,16726.779,20220810_063832
6,KBUF20220810_100742_V06,-7.941,0.242,454.256,362.372,19.748,-77.796,42.664,9873.837,20220810_060742
6,KBUF20220810_101759_V06,2.342,0.921,449.125,362.068,21.410,-77.827,42.666,10705.234,20220810_061759
10,KBUF20220810_111034_V06,54.926,0.106,558.019,304.085,20.557,-77.157,42.919,10278.534,20220810_071034
10,KBUF20220810_112051_V06,65.209,0.211,557.688,308.267,31.017,-77.159,42.901,15508.552,20220810_072051
5,KBUF20220810_100742_V06,-7.941,0.457,413.025,323.313,9.313,-78.046,42.842,4656.391,20220810_060742
7,KBUF20220810_100742_V06,-7.941,0.056,85.789,208.521,28.183,-80.058,43.353,14091.617,20220810_060742
3,KBUF20220811_100247_V06,-13.936,0.219,53.329,389.349,10.118,-80.238,42.537,5058.846,20220811_060247
3,KBUF20220811_100859_V06,-7.736,0.133,54.297,390.751,18.456,-80.232,42.530,9227.849,20220811_060859
3,KBUF20220811_101529_V06,-1.236,0.748,59.670,398.024,24.542,-80.199,42.498,12271.156,20220811_061529
3,KBUF20220811_102159_V06,5.264,0.803,64.903,404.977,33.211,-80.166,42.467,16605.517,20220811_062159
3,KBUF20220811_102828_V06,11.747,0.811,69.246,412.423,41.595,-80.139,42.434,20797.419,20220811_062828
3,KBUF20220811_103458_V06,18.247,0.569,72.235,408.464,55.108,-80.121,42.452,27553.875,20220811_063458
3,KBUF20220811_104128_V06,24.747,0.432,76.319,412.464,63.579,-80.096,42.434,31789.592,20220811_064128
3,KBUF20220811_104757_V06,31.230,0.309,79.841,419.538,69.188,-80.074,42.403,34593.999,20220811_064757
22,KBUF20220811_102828_V06,11.747,0.198,104.148,179.166,68.944,-79.947,43.486,34471.889,20220811_062828
22,KBUF20220811_103458_V06,18.247,0.168,104.059,180.368,77.036,-79.948,43.481,38518.155,20220811_063458
22,KBUF20220811_104128_V06,24.747,0.254,107.034,184.797,78.167,-79.929,43.461,39083.568,20220811_064128
22,KBUF20220811_104757_V06,31.230,0.328,106.645,202.102,77.782,-79.930,43.383,38890.980,20220811_064757
22,KBUF20220811_110055_V06,44.197,0.585,105.563,205.866,88.753,-79.936,43.366,44376.410,20220811_070055
22,KBUF20220811_110725_V06,50.697,-1.000,105.119,209.082,93.680,-79.939,43.352,46839.781,20220811_070725
22,KBUF20220811_111354_V06,57.180,0.083,104.475,226.017,100.215,-79.941,43.275,50107.267,20220811_071354
22,KBUF20220811_112023_V06,63.664,0.058,105.314,235.334,109.416,-79.935,43.233,54707.766,20220811_072023
1,KBUF20220811_100247_V06,-13.936,0.855,353.058,265.118,10.898,-78.411,43.105,5448.883,20220811_060247
1,KBUF20220811_100859_V06,-7.736,0.835,354.483,266.609,16.843,-78.402,43.098,8421.559,20220811_060859
1,KBUF20220811_101529_V06,-1.236,0.773,357.984,266.011,19.368,-78.381,43.101,9684.225,20220811_061529
1,KBUF20220811_102159_V06,5.264,0.079,362.121,264.933,27.228,-78.355,43.106,13613.826,20220811_062159
4,KBUF20220811_100247_V06,-13.936,0.188,235.757,282.939,9.009,-79.131,43.025,4504.498,20220811_060247
4,KBUF20220811_100859_V06,-7.736,0.611,236.988,283.530,13.452,-79.123,43.022,6726.161,20220811_060859
4,KBUF20220811_101529_V06,-1.236,0.371,239.275,285.357,15.664,-79.109,43.014,7831.858,20220811_061529
4,KBUF20220811_102159_V06,5.264,0.181,243.530,286.597,20.977,-79.083,43.008,10488.735,20220811_062159
9,KBUF20220811_100859_V06,-7.736,0.610,387.332,32.098,6.852,-78.191,44.153,3426.003,20220811_060859
9,KBUF20220811_101529_V06,-1.236,0.898,391.190,35.783,12.664,-78.167,44.136,6331.909,20220811_061529
9,KBUF20220811_102159_V06,5.264,0.887,396.335,39.664,16.866,-78.135,44.119,8433.201,20220811_062159
9,KBUF20220811_102828_V06,11.747,0.542,398.395,41.676,20.851,-78.122,44.110,10425.628,20220811_062828
20,KBUF20220811_101529_V06,-1.236,0.064,21.977,384.114,8.875,-80.430,42.557,4437.523,20220811_061529
20,KBUF20220811_102159_V06,5.264,0.065,21.632,384.267,16.835,-80.432,42.557,8417.437,20220811_062159
20,KBUF20220811_102828_V06,11.747,0.260,24.027,392.444,17.327,-80.416,42.520,8663.539,20220811_062828
5,KBUF20220811_100247_V06,-13.936,0.068,449.759,360.166,4.830,-77.823,42.674,2415.121,20220811_060247
5,KBUF20220811_100859_V06,-7.736,-1.000,449.759,360.166,14.688,-77.823,42.674,7344.121,20220811_060859
5,KBUF20220811_101529_V06,-1.236,0.399,460.054,360.478,21.042,-77.761,42.672,10520.828,20220811_061529
7,KBUF20220811_100859_V06,-7.736,0.952,305.008,86.529,7.423,-78.706,43.909,3711.552,20220811_060859
7,KBUF20220811_101529_V06,-1.236,0.712,306.202,88.064,13.238,-78.698,43.902,6618.924,20220811_061529
8,KBUF20220811_100859_V06,-7.736,0.820,257.257,31.224,8.410,-79.004,44.158,4205.107,20220811_060859
8,KBUF20220811_101529_V06,-1.236,0.571,258.221,31.796,16.723,-78.998,44.155,8361.585,20220811_061529
14,KBUF20220811_100859_V06,-7.736,0.058,216.439,421.403,6.449,-79.244,42.401,3224.663,20220811_060859
14,KBUF20220811_101529_V06,-1.236,0.136,216.021,419.775,15.285,-79.247,42.408,7642.431,20220811_061529
10,KBUF20220811_100859_V06,-7.736,0.155,159.872,315.708,6.969,-79.594,42.875,3484.566,20220811_060859
12,KBUF20220811_100859_V06,-7.736,0.084,443.522,284.359,9.353,-77.857,43.016,4676.281,20220811_060859
16,KBUF20220811_101529_V06,-1.236,0.111,194.208,43.733,18.603,-79.398,44.100,9301.565,20220811_061529
1,KBUF20220812_100744_V06,-10.067,0.677,154.781,317.209,8.218,-79.626,42.868,4108.891,20220812_060744
1,KBUF20220812_101801_V06,0.217,0.682,153.055,319.952,17.980,-79.636,42.855,8990.203,20220812_061801
1,KBUF20220812_102817_V06,10.483,0.548,150.890,320.820,22.077,-79.649,42.851,11038.440,20220812_062817
1,KBUF20220812_103833_V06,20.750,0.394,147.803,325.669,28.438,-79.668,42.829,14219.073,20220812_063833
1,KBUF20220812_104445_V06,26.950,0.316,147.570,330.658,31.530,-79.669,42.807,15764.954,20220812_064445
1,KBUF20220812_105115_V06,33.450,0.379,143.622,337.069,35.915,-79.692,42.778,17957.488,20220812_065115
1,KBUF20220812_110415_V06,46.450,0.104,139.350,340.392,43.537,-79.718,42.763,21768.460,20220812_070415
3,KBUF20220812_100744_V06,-10.067,0.652,41.271,392.378,20.539,-80.311,42.522,10269.463,20220812_060744
3,KBUF20220812_101801_V06,0.217,0.691,38.438,398.042,35.263,-80.328,42.496,17631.255,20220812_061801
3,KBUF20220812_102817_V06,10.483,0.586,41.299,406.720,44.557,-80.310,42.457,22278.505,20220812_062817
3,KBUF20220812_103833_V06,20.750,0.438,41.055,405.978,51.537,-80.311,42.461,25768.397,20220812_063833
3,KBUF20220812_104445_V06,26.950,0.681,38.013,409.485,53.456,-80.329,42.445,26727.965,20220812_064445
3,KBUF20220812_105115_V06,33.450,0.102,37.538,413.268,53.334,-80.332,42.428,26666.904,20220812_065115
4,KBUF20220812_100744_V06,-10.067,0.495,419.351,527.997,13.192,-78.018,41.920,6596.223,20220812_060744
4,KBUF20220812_101801_V06,0.217,0.688,419.405,529.852,20.011,-78.017,41.912,10005.600,20220812_061801
4,KBUF20220812_102817_V06,10.483,0.665,421.978,532.539,23.504,-78.002,41.900,11752.244,20220812_062817
4,KBUF20220812_103833_V06,20.750,0.216,423.341,536.167,27.495,-77.994,41.883,13747.694,20220812_063833
2,KBUF20220812_100744_V06,-10.067,0.653,440.583,356.721,13.398,-77.879,42.690,6699.184,20220812_060744
2,KBUF20220812_101801_V06,0.217,0.465,440.920,358.441,23.576,-77.877,42.682,11788.155,20220812_061801
2,KBUF20220812_102817_V06,10.483,0.211,439.880,364.185,30.692,-77.884,42.657,15345.866,20220812_062817
7,KBUF20220812_100744_V06,-10.067,0.117,202.045,421.758,11.931,-79.332,42.399,5965.574,20220812_060744
7,KBUF20220812_101801_V06,0.217,0.325,201.207,421.937,20.590,-79.337,42.398,10294.884,20220812_061801
7,KBUF20220812_102817_V06,10.483,0.105,205.681,423.423,23.812,-79.310,42.392,11906.025,20220812_062817
12,KBUF20220812_101801_V06,0.217,0.592,49.211,305.719,9.300,-80.273,42.913,4649.893,20220812_061801
12,KBUF20220812_102817_V06,10.483,0.541,49.406,308.290,18.344,-80.271,42.901,9172.069,20220812_062817
12,KBUF20220812_103833_V06,20.750,0.132,49.234,308.953,19.065,-80.272,42.898,9532.401,20220812_063833
13,KBUF20220812_101801_V06,0.217,0.568,127.247,501.105,14.697,-79.780,42.039,7348.347,20220812_061801
13,KBUF20220812_102817_V06,10.483,0.469,124.899,502.420,25.121,-79.794,42.033,12560.478,20220812_062817
13,KBUF20220812_103833_V06,20.750,0.089,126.308,504.178,28.407,-79.786,42.025,14203.570,20220812_063833
14,KBUF20220812_101801_V06,0.217,0.152,549.791,346.340,15.828,-77.212,42.730,7914.192,20220812_061801
14,KBUF20220812_102817_V06,10.483,0.056,549.300,346.856,25.607,-77.215,42.728,12803.405,20220812_062817
15,KBUF20220812_101801_V06,0.217,0.112,82.995,313.215,14.638,-80.065,42.881,7319.087,20220812_061801
15,KBUF20220812_102817_V06,10.483,0.116,82.898,313.367,23.483,-80.066,42.881,11741.736,20220812_062817
5,KBUF20220812_100744_V06,-10.067,0.425,422.309,287.627,9.724,-77.987,43.002,4861.824,20220812_060744
6,KBUF20220812_100744_V06,-10.067,0.313,514.407,274.065,14.216,-77.421,43.058,7107.834,20220812_060744
