track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,local_time,count_scaling,n_animals,overthresh_percent
5,KOKX20120602_092147_V06,0.319,0.267,355.606,397.405,22.924,-72.537,40.427,11461.788,20120602_052147,1.200000,2857.6095,0.000000
2,KOKX20120603_091616_V06,-4.824,0.090,295.562,332.705,8.854,-72.891,40.718,4426.796,20120603_051616,1.200000,12.6963,0.000000
1,KOKX20120608_085547_V06,-23.935,0.097,380.027,207.755,2.304,-72.387,41.280,1151.768,20120608_045547,1.200000,146.4790,0.000000
2,KOKX20120608_085547_V06,-23.935,0.051,235.262,347.955,2.961,-73.247,40.649,1480.513,20120608_045547,1.200000,1259.8838,0.035971
3,KOKX20120608_094434_V06,24.848,0.201,357.493,193.500,15.863,-72.521,41.345,7931.454,20120608_054434,1.200000,1181.6105,0.000000
4,KOKX20120608_095420_V06,34.615,0.053,99.728,357.151,3.200,-74.048,40.602,1600.180,20120608_055420,1.200000,2718.0251,0.061538
2,KOKX20120610_091615_V06,-3.155,0.229,71.881,154.697,10.606,-74.231,41.512,5303.200,20120610_051615,1.200000,2404.7226,0.000000
2,KOKX20120610_092202_V06,2.628,0.109,73.977,155.998,18.235,-74.218,41.506,9117.374,20120610_052202,1.200000,4343.6181,0.000000
2,KOKX20120610_092749_V06,8.412,0.124,75.638,156.917,25.769,-74.208,41.502,12884.461,20120610_052749,1.200000,5191.9184,0.000000
2,KOKX20120610_093338_V06,14.228,0.332,89.571,169.082,20.151,-74.124,41.448,10075.294,20120610_053338,1.200000,3538.6744,0.000000
2,KOKX20120610_093926_V06,20.028,0.151,90.106,170.258,28.198,-74.120,41.443,14099.196,20120610_053926,1.200000,1297.8826,0.000000
1,KOKX20120611_094236_V06,23.301,0.097,455.537,416.468,39.970,-71.949,40.338,19985.241,20120611_054236,1.200000,62369.9300,0.001093
1,KOKX20120611_094657_V06,27.651,-1.000,455.537,416.468,46.887,-71.949,40.338,23443.491,20120611_054657,1.200000,85919.0969,0.000527
1,KOKX20120611_095118_V06,32.001,0.104,449.617,425.085,47.671,-71.985,40.299,23835.715,20120611_055118,1.200000,107818.3420,0.000576
2,KOKX20120611_094657_V06,27.651,0.068,429.072,409.590,25.430,-72.105,40.370,12715.158,20120611_054657,1.200000,74864.4429,0.001577
7,KOKX20120613_094140_V06,22.480,0.053,27.265,132.393,19.837,-74.500,41.609,9918.485,20120613_054140,1.200000,275.4732,0.000000
7,KOKX20120613_094728_V06,28.280,0.147,27.221,132.703,26.746,-74.501,41.607,13373.113,20120613_054728,1.200000,196.9015,0.000000
13,KOKX20120613_101632_V06,57.347,0.055,26.489,215.850,42.711,-74.496,41.233,21355.717,20120613_061632,1.200000,2582.0985,0.000000
3,KOKX20120614_085655_V06,-22.263,0.055,285.028,136.909,3.278,-72.954,41.600,1639.153,20120614_045655,1.200000,549.6304,0.000000
3,KOKX20120614_090642_V06,-12.480,0.055,284.624,137.139,11.609,-72.957,41.599,5804.492,20120614_050642,1.200000,697.8382,0.000000
1,KOKX20120615_085109_V06,-28.056,0.057,290.579,204.730,2.166,-72.921,41.294,1083.134,20120615_045109,1.200000,330.3287,0.268657
2,KOKX20120615_085109_V06,-28.056,0.051,246.171,231.129,2.629,-73.185,41.175,1314.487,20120615_045109,1.200000,1078.9283,0.056604
3,KOKX20120615_090056_V06,-18.273,0.087,339.873,207.785,2.009,-72.626,41.280,1004.543,20120615_050056,1.200000,209.4259,0.000000
4,KOKX20120615_090056_V06,-18.273,0.059,341.668,206.314,2.237,-72.616,41.287,1118.366,20120615_050056,1.200000,323.3389,0.000000
5,KOKX20120615_091045_V06,-8.456,0.079,392.701,257.870,5.034,-72.313,41.054,2517.056,20120615_051045,1.200000,1183.5626,0.000000
6,KOKX20120615_094006_V06,20.894,0.084,393.454,207.339,2.082,-72.307,41.281,1040.752,20120615_054006,1.200000,320.3093,0.000000
1,KOKX20120616_085530_V06,-23.766,0.201,286.634,206.336,6.050,-72.944,41.287,3024.807,20120616_045530,1.200000,1324.1618,0.035225
1,KOKX20120616_090516_V06,-13.999,0.324,285.634,207.326,13.337,-72.950,41.283,6668.335,20120616_050516,1.200000,3367.8243,0.005971
3,KOKX20120616_085530_V06,-23.766,0.057,246.862,231.357,2.461,-73.181,41.174,1230.337,20120616_045530,1.200000,816.4170,0.010989
4,KOKX20120616_090516_V06,-13.999,0.094,114.316,306.370,9.541,-73.965,40.832,4770.664,20120616_050516,1.200000,1958.8756,0.000000
5,KOKX20120616_090516_V06,-13.999,0.063,168.466,273.901,2.105,-73.646,40.980,1052.505,20120616_050516,1.200000,61.3430,0.000000
6,KOKX20120616_091502_V06,-4.232,0.184,510.343,219.144,9.427,-71.610,41.223,4713.726,20120616_051502,1.200000,8626.5295,0.001912
4,KOKX20120621_094301_V06,22.978,0.076,434.460,240.338,17.205,-72.064,41.131,8602.402,20120621_054301,1.200000,57521.7976,0.005251
4,KOKX20120621_095235_V06,32.544,0.315,438.869,234.876,30.167,-72.037,41.156,15083.319,20120621_055235,1.200000,96992.9170,0.008846
4,KOKX20120621_100211_V06,42.144,0.067,440.425,232.242,32.001,-72.028,41.168,16000.403,20120621_060211,1.200000,41645.5283,0.001370
4,KOKX20120621_101141_V06,51.644,0.122,434.182,238.835,18.522,-72.065,41.138,9261.005,20120621_061141,1.200000,34137.6901,0.009743
1,KOKX20120621_090450_V06,-15.206,0.066,240.809,345.070,10.511,-73.214,40.662,5255.613,20120621_050450,1.200000,279.7993,0.000000
2,KOKX20120621_090450_V06,-15.206,0.060,320.418,279.404,4.470,-72.743,40.958,2234.787,20120621_050450,1.200000,154.2252,0.000000
2,KOKX20120622_091401_V06,-6.270,0.064,17.759,208.927,24.465,-74.549,41.263,12232.723,20120622_051401,1.200000,146051.5389,0.000000
2,KOKX20120622_092340_V06,3.380,0.067,22.079,205.036,34.043,-74.523,41.281,17021.637,20120622_052340,1.200000,85004.4473,0.000000
2,KOKX20120622_093310_V06,12.880,0.064,35.910,190.792,54.373,-74.442,41.346,27186.359,20120622_053310,1.200000,58252.4825,0.000000
2,KOKX20120622_094234_V06,22.280,0.341,45.090,182.217,56.389,-74.388,41.386,28194.518,20120622_054234,1.200000,43956.7889,0.000000
2,KOKX20120622_095156_V06,31.647,0.128,53.605,172.356,61.534,-74.338,41.431,30767.028,20120622_055156,1.200000,23099.6732,0.000000
1,KOKX20120626_092823_V06,6.815,0.062,203.069,187.282,2.743,-73.444,41.372,1371.569,20120626_052823,1.200000,85.5887,0.000000
1,KOKX20120627_085453_V06,-27.076,0.368,392.538,195.162,5.217,-72.312,41.336,2608.662,20120627_045453,1.200000,39.5337,0.000000
1,KOKX20120628_085633_V06,-25.827,0.226,392.021,196.707,5.938,-72.315,41.329,2968.983,20120628_045633,1.200000,64.1490,0.000000
1,KOKX20120628_090618_V06,-16.077,0.100,391.154,196.564,13.730,-72.320,41.330,6864.854,20120628_050618,1.200000,79.8589,0.000000
6,KOKX20120628_090618_V06,-16.077,0.073,288.383,205.086,2.366,-72.934,41.293,1182.842,20120628_050618,1.200000,297.4026,0.240506
1,KOKX20120629_085647_V06,-26.038,0.123,228.600,374.930,9.097,-73.286,40.527,4548.256,20120629_045647,1.200000,6498.6102,0.012276
12,KOKX20120629_101026_V06,47.612,0.402,28.934,205.100,34.147,-74.482,41.282,17073.513,20120629_061026,1.200000,155028.3532,0.000372
2,KOKX20120630_090319_V06,-19.975,0.106,384.366,196.198,5.357,-72.361,41.332,2678.715,20120630_050319,1.200000,206.1065,0.000000
2,KOKX20120630_090907_V06,-14.175,-1.000,384.366,196.198,14.579,-72.361,41.332,7289.715,20120630_050907,1.200000,658.6690,0.000000
2,KOKX20120630_091455_V06,-8.375,0.071,389.533,195.781,16.467,-72.330,41.334,8233.572,20120630_051455,1.200000,1445.6551,0.000000
5,KOKX20120630_092630_V06,3.209,0.123,167.105,381.447,2.776,-73.648,40.496,1388.247,20120630_052630,1.200000,828.6286,0.000000
7,KOKX20120630_101242_V06,49.409,0.058,293.725,481.434,27.606,-72.901,40.049,13802.977,20120630_061242,1.200000,7337.6911,0.000000
7,KOKX20120630_101830_V06,55.209,0.106,299.009,467.017,17.352,-72.870,40.114,8675.839,20120630_061830,1.200000,7672.0043,0.000000
2,KOKX20120701_090600_V06,-17.787,0.083,213.678,357.230,3.629,-73.374,40.607,1814.693,20120701_050600,1.200000,3467.9847,0.030120
2,KOKX20120701_091735_V06,-6.204,0.253,214.357,357.547,14.848,-73.370,40.605,7424.016,20120701_051735,1.200000,5423.2916,0.001058
2,KOKX20120701_092720_V06,3.546,0.370,217.317,355.965,20.364,-73.353,40.613,10182.086,20120701_052720,1.200000,6942.7944,0.001263
4,KOKX20120701_092720_V06,3.546,0.059,377.949,212.487,2.167,-72.399,41.259,1083.721,20120701_052720,1.200000,118.7126,0.000000
4,KOKX20120701_093703_V06,13.263,0.246,379.084,213.825,10.966,-72.393,41.253,5483.033,20120701_053703,1.200000,512.8866,0.000000
1,KOKX20120701_090600_V06,-17.787,0.096,390.271,386.301,26.985,-72.332,40.476,13492.718,20120701_050600,1.200000,3915.8429,0.000000
3,KOKX20120701_092720_V06,3.546,0.070,403.990,195.535,28.703,-72.243,41.334,14351.322,20120701_052720,1.200000,3028.2794,0.000000
1,KOKX20120702_090516_V06,-19.041,0.396,389.541,199.998,2.928,-72.330,41.315,1464.111,20120702_050516,1.200000,29.9078,0.000000
1,KOKX20120702_091500_V06,-9.307,-1.000,389.541,199.998,18.404,-72.330,41.315,9202.111,20120702_051500,1.200000,3362.5647,0.000000
1,KOKX20120702_092048_V06,-3.507,0.062,395.551,207.333,28.453,-72.294,41.281,14226.374,20120702_052048,1.200000,5358.1981,0.000000
1,KOKX20120702_092839_V06,4.343,0.196,387.302,225.459,21.693,-72.344,41.200,10846.668,20120702_052839,1.200000,2978.0990,0.000000
1,KOKX20120702_093429_V06,10.176,0.251,384.583,227.601,27.649,-72.360,41.190,13824.301,20120702_053429,1.200000,4958.3047,0.000000
7,KOKX20120702_090516_V06,-19.041,0.068,385.353,197.470,2.075,-72.355,41.326,1037.418,20120702_050516,1.200000,138.5811,0.000000
4,KOKX20120703_091918_V06,-5.552,0.569,385.828,201.852,15.695,-72.352,41.306,7847.378,20120703_051918,1.200000,16630.2143,0.000000
4,KOKX20120703_092507_V06,0.265,0.098,387.383,200.730,23.855,-72.343,41.311,11927.724,20120703_052507,1.200000,16350.8198,0.000000
1,KOKX20120703_085947_V06,-25.069,0.090,384.722,195.399,5.913,-72.358,41.335,2956.360,20120703_045947,1.200000,11280.9299,0.020468
3,KOKX20120703_090933_V06,-15.302,0.051,338.833,224.285,12.808,-72.633,41.206,6404.106,20120703_050933,1.200000,33051.5529,0.084474
3,KOKX20120703_091918_V06,-5.552,-1.000,338.833,224.285,28.311,-72.633,41.206,14155.356,20120703_051918,1.200000,31939.5535,0.001561
3,KOKX20120703_092507_V06,0.265,0.056,345.746,227.486,20.096,-72.592,41.192,10047.985,20120703_052507,1.200000,20879.5673,0.001744
2,KOKX20120704_090256_V06,-22.487,0.058,239.259,527.755,17.255,-73.219,39.839,8627.357,20120704_050256,1.200000,96121.1924,0.047761
5,KOKX20120704_093746_V06,12.346,0.225,270.174,523.410,14.675,-73.039,39.859,7337.267,20120704_053746,1.200000,15158.7350,0.000790
1,KOKX20120705_092633_V06,0.538,0.139,382.836,219.785,8.749,-72.370,41.226,4374.741,20120705_052633,1.200000,198.8354,0.000000
4,KOKX20120705_104230_V06,76.488,0.251,278.668,84.076,35.783,-72.993,41.838,17891.621,20120705_064230,1.200000,10849.9465,0.000000
1,KOKX20120706_092001_V06,-6.609,0.898,384.153,202.022,16.482,-72.362,41.306,8241.154,20120706_052001,1.200000,77738.4141,0.012912
1,KOKX20120706_092946_V06,3.141,0.192,384.346,205.658,30.428,-72.361,41.289,15213.975,20120706_052946,1.200000,78944.7962,0.001222
2,KOKX20120706_092001_V06,-6.609,0.121,514.050,231.308,6.672,-71.589,41.168,3335.991,20120706_052001,1.200000,3819.1671,0.000000
8,KOKX20120707_104251_V06,75.588,0.059,13.687,476.571,21.806,-74.542,40.058,10903.049,20120707_064251,1.200000,1077.3607,0.000000
3,KOKX20120708_090438_V06,-23.286,0.869,387.203,201.525,7.004,-72.344,41.308,3501.968,20120708_050438,1.200000,1460.2501,0.000000
3,KOKX20120708_090857_V06,-18.969,0.948,388.213,203.443,12.808,-72.338,41.299,6403.913,20120708_050857,1.200000,4677.9345,0.000000
3,KOKX20120708_091316_V06,-14.652,0.962,388.095,204.598,17.239,-72.339,41.294,8619.443,20120708_051316,1.200000,8115.0641,0.000000
3,KOKX20120708_091736_V06,-10.319,0.970,386.047,207.599,21.421,-72.351,41.280,10710.471,20120708_051736,1.200000,11392.9402,0.000000
3,KOKX20120708_092156_V06,-5.986,0.961,385.440,207.971,26.097,-72.355,41.279,13048.432,20120708_052156,1.200000,11395.7252,0.000000
3,KOKX20120708_092615_V06,-1.669,0.944,383.588,209.700,27.721,-72.366,41.271,13860.708,20120708_052615,1.200000,15410.3776,0.000000
3,KOKX20120708_093034_V06,2.648,0.670,382.175,215.975,31.954,-72.374,41.243,15977.091,20120708_053034,1.200000,17422.6535,0.000000
8,KOKX20120708_102011_V06,52.264,0.380,26.332,305.817,29.374,-74.487,40.828,14687.103,20120708_062011,1.200000,2345.2703,0.000000
1,KOKX20120709_090449_V06,-23.780,0.441,384.357,200.965,5.269,-72.361,41.310,2634.556,20120709_050449,1.200000,659.8000,0.000000
1,KOKX20120709_091037_V06,-17.980,0.940,381.327,204.365,11.606,-72.379,41.295,5803.147,20120709_051037,1.200000,4063.8820,0.000000
1,KOKX20120709_091625_V06,-12.180,0.942,378.230,209.659,18.254,-72.398,41.271,9127.156,20120709_051625,1.200000,10000.9272,0.000000
1,KOKX20120709_092212_V06,-6.397,0.913,378.193,212.854,24.474,-72.398,41.257,12237.247,20120709_052212,1.200000,13495.2321,0.000000
1,KOKX20120709_092800_V06,-0.597,0.170,378.136,213.346,26.651,-72.398,41.255,13325.322,20120709_052800,1.200000,12138.1015,0.000000
1,KOKX20120710_090746_V06,-21.528,0.808,383.450,198.583,5.464,-72.366,41.321,2731.934,20120710_050746,1.200000,3015.9703,0.000000
1,KOKX20120710_091731_V06,-11.778,0.982,379.324,203.177,13.094,-72.391,41.301,6547.159,20120710_051731,1.200000,18164.7275,0.000000
1,KOKX20120710_092717_V06,-2.012,0.959,377.454,201.904,20.426,-72.402,41.306,10213.137,20120710_052717,1.200000,24307.6056,0.000000
