track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,local_time,count_scaling,n_animals,overthresh_percent
1,KOKX20190601_091608_V06,-6.066,0.554,255.141,96.383,8.742,-73.134,41.782,4370.792,20190601_051608,1.200000,1131.6841,0.000000
3,KOKX20190601_101452_V06,52.668,0.123,512.126,225.479,11.090,-71.600,41.194,5545.128,20190601_061452,1.200000,9826.2719,0.001385
5,KOKX20190602_103800_V06,76.228,0.133,405.983,388.152,15.596,-72.240,40.467,7797.823,20190602_063800,1.200000,568.6467,0.000000
5,KOKX20190602_104748_V06,86.028,0.364,403.256,414.188,24.606,-72.257,40.350,12303.171,20190602_064748,1.200000,1327.4113,0.000383
1,KOKX20190602_093916_V06,17.495,0.099,288.277,385.332,7.945,-72.934,40.481,3972.483,20190602_053916,1.200000,21.6702,0.000000
2,KOKX20190602_093916_V06,17.495,0.050,310.847,416.389,29.850,-72.801,40.341,14925.161,20190602_053916,1.200000,362.8171,0.000000
3,KOKX20190602_102813_V06,66.445,0.074,388.549,381.050,17.690,-72.342,40.499,8844.839,20190602_062813,1.200000,954.1517,0.000000
4,KOKX20190602_103800_V06,76.228,0.172,195.942,29.088,15.324,-73.493,42.083,7662.203,20190602_063800,1.200000,2555.4803,0.000000
1,KOKX20190604_090725_V06,-13.600,0.137,288.436,203.681,2.948,-72.933,41.299,1474.087,20190604_050725,1.200000,884.7939,0.008621
1,KOKX20190604_091713_V06,-3.800,0.054,288.464,204.157,10.416,-72.933,41.297,5208.169,20190604_051713,1.200000,1172.1356,0.008108
3,KOKX20190604_090725_V06,-13.600,0.067,299.229,364.469,5.164,-72.869,40.575,2581.841,20190604_050725,1.200000,0.5401,0.000000
4,KOKX20190604_090725_V06,-13.600,0.061,253.227,236.025,5.743,-73.143,41.153,2871.286,20190604_050725,1.200000,98.2145,0.000000
14,KOKX20190605_103554_V06,75.212,0.178,303.085,203.830,16.443,-72.846,41.299,8221.542,20190605_063554,1.200000,1801.7646,0.000000
14,KOKX20190605_104134_V06,80.878,0.086,307.894,203.963,22.374,-72.817,41.298,11187.162,20190605_064134,1.200000,1830.4940,0.000000
6,KOKX20190605_091337_V06,-7.072,0.059,294.244,324.899,9.008,-72.899,40.753,4503.754,20190605_051337,1.200000,82.0422,0.000000
8,KOKX20190605_093431_V06,13.828,0.159,247.420,229.386,6.169,-73.178,41.183,3084.501,20190605_053431,1.200000,153.4072,0.000000
8,KOKX20190605_093945_V06,19.062,-1.000,247.420,229.386,14.490,-73.178,41.183,7245.001,20190605_053945,1.200000,241.0519,0.000000
8,KOKX20190605_094525_V06,24.728,0.252,250.623,228.699,6.824,-73.159,41.186,3412.096,20190605_054525,1.200000,289.9697,0.000000
10,KOKX20190605_094525_V06,24.728,0.146,298.031,533.475,23.003,-72.876,39.814,11501.388,20190605_054525,1.200000,48438.8744,0.000000
12,KOKX20190605_100224_V06,41.712,0.094,196.540,337.855,25.740,-73.476,40.693,12869.896,20190605_060224,1.200000,296.5455,0.000000
13,KOKX20190605_100805_V06,47.395,0.087,248.025,232.307,23.012,-73.174,41.170,11506.010,20190605_060805,1.200000,588.9859,0.000000
4,KOKX20190606_090551_V06,-14.543,0.267,383.875,162.695,7.952,-72.362,41.483,3976.109,20190606_050551,1.200000,158.9716,0.000000
12,KOKX20190606_092226_V06,2.040,0.065,201.057,183.128,28.314,-73.456,41.390,14156.975,20190606_052226,1.200000,6368.1915,0.000000
19,KOKX20190606_093842_V06,18.307,0.058,229.589,424.967,28.437,-73.279,40.302,14218.468,20190606_053842,1.200000,1692.1768,0.000000
1,KOKX20190607_092206_V06,1.968,0.103,324.075,117.548,22.983,-72.720,41.687,11491.508,20190607_052206,1.200000,326.6140,0.000000
1,KOKX20190608_091420_V06,-5.570,0.098,280.005,161.625,1.897,-72.984,41.488,948.353,20190608_051420,1.200000,94.7851,0.000000
3,KOKX20190608_091420_V06,-5.570,0.053,281.310,163.316,2.046,-72.976,41.481,1022.820,20190608_051420,1.200000,42.1576,0.000000
