track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,local_time,count_scaling,n_animals,overthresh_percent
1,KOKX20000601_090224,-19.483,0.075,283.016,372.464,9.549,-72.965,40.539,4774.551,20000601_050224,1.200000,32.9592,0.000000
2,KOKX20000601_103105,69.200,0.114,371.771,299.104,8.090,-72.439,40.869,4045.174,20000601_063105,1.200000,8.3677,0.000000
1,KOKX20000602_090405,-17.392,0.056,332.656,228.347,6.808,-72.670,41.188,3403.946,20000602_050405,1.200000,927.3209,0.000000
2,KOKX20000602_093339,12.175,0.117,324.750,395.851,6.555,-72.719,40.434,3277.298,20000602_053339,1.200000,356.8375,0.000000
1,KOKX20000603_091515,-5.850,0.098,225.726,285.830,16.719,-73.305,40.929,8359.436,20000603_051515,1.200000,724.5090,0.000000
3,KOKX20000605_093144,11.284,0.086,67.510,374.925,65.273,-74.236,40.520,32636.726,20000605_053144,1.200000,1229739.0401,0.002187
3,KOKX20000605_093735,17.134,0.092,68.966,373.035,72.555,-74.228,40.529,36277.636,20000605_053735,1.200000,1091059.2991,0.000269
5,KOKX20000605_100649,46.368,0.053,116.493,362.641,19.356,-73.948,40.578,9678.105,20000605_060649,1.200000,35667.5120,0.000000
5,KOKX20000605_101240,52.218,0.070,120.640,361.331,25.709,-73.924,40.585,12854.710,20000605_061240,1.200000,52133.8206,0.002570
1,KOKX20000605_090821,-12.099,0.053,356.288,98.901,32.893,-72.526,41.770,16446.690,20000605_050821,1.200000,475496.6404,0.001150
2,KOKX20000605_092552,5.418,0.110,345.972,129.160,50.624,-72.589,41.634,25312.183,20000605_052552,1.200000,1521041.8544,0.004151
4,KOKX20000605_094326,22.984,0.068,186.382,78.724,16.272,-73.549,41.860,8135.950,20000605_054326,1.200000,210592.7030,0.090909
6,KOKX20000605_102422,63.918,0.126,33.996,398.656,28.953,-74.431,40.411,14476.666,20000605_062422,1.200000,252298.6310,0.024255
7,KOKX20000605_103012,69.751,0.056,277.569,302.450,46.127,-72.997,40.854,23063.271,20000605_063012,1.200000,25284.4584,0.005782
1,KOKX20000606_085019,-29.857,0.117,104.310,110.460,25.312,-74.040,41.713,12655.766,20000606_045019,1.200000,10679.2166,0.000000
1,KOKX20000606_085609,-24.023,0.122,104.080,110.000,32.006,-74.042,41.715,16002.880,20000606_045609,1.200000,6513.1200,0.000000
1,KOKX20000606_090201,-18.157,0.088,104.402,104.210,31.998,-74.040,41.741,15998.816,20000606_050201,1.200000,2350.1226,0.000000
2,KOKX20000606_085019,-29.857,0.056,309.132,320.120,8.368,-72.810,40.775,4183.796,20000606_045019,1.200000,9046.3100,0.263731
3,KOKX20000606_092526,5.260,0.058,147.588,387.855,6.942,-73.763,40.466,3470.835,20000606_052526,1.200000,1849.4830,0.000000
3,KOKX20000606_093116,11.093,-1.000,147.588,387.855,16.217,-73.763,40.466,8108.335,20000606_053116,1.200000,16735.1896,0.009009
3,KOKX20000606_093707,16.943,0.293,149.011,386.395,10.325,-73.755,40.473,5162.497,20000606_053707,1.200000,17246.1038,0.021898
1,KOKX20000607_085924,-20.531,0.233,439.654,226.626,7.596,-72.032,41.193,3797.928,20000607_045924,1.200000,51808.6593,0.147541
3,KOKX20000607_094613,26.286,0.170,155.386,343.041,28.015,-73.720,40.669,14007.359,20000607_054613,1.200000,73875.9974,0.000000
4,KOKX20000607_102710,67.236,0.055,320.131,304.230,20.101,-72.745,40.846,10050.674,20000607_062710,1.200000,32333.7518,0.018736
1,KOKX20000610_102731,68.115,0.086,164.577,358.024,3.184,-73.664,40.602,1591.770,20000610_062731,1.200000,641.3050,0.000000
2,KOKX20000610_103722,77.965,0.066,25.903,319.298,31.752,-74.488,40.767,15876.207,20000610_063722,1.200000,136.5116,0.000000
7,KOKX20000612_094639,27.437,0.080,451.084,338.151,22.362,-71.971,40.690,11180.943,20000612_054639,1.200000,6561.1223,0.000000
7,KOKX20000612_095229,33.270,0.587,455.728,341.261,26.838,-71.943,40.676,13419.198,20000612_055229,1.200000,11283.8509,0.000000
7,KOKX20000612_095819,39.103,0.110,461.609,343.167,29.204,-71.909,40.667,14601.901,20000612_055819,1.200000,20832.0734,0.000000
5,KOKX20000612_093458,15.753,0.106,48.071,439.289,27.300,-74.345,40.229,13650.080,20000612_053458,1.200000,199884.9305,0.000000
5,KOKX20000612_094048,21.587,0.157,50.415,440.218,33.842,-74.331,40.225,16921.146,20000612_054048,1.200000,249121.8455,0.000000
5,KOKX20000612_094639,27.437,0.074,64.906,443.977,26.769,-74.245,40.209,13384.576,20000612_054639,1.200000,149718.5812,0.002872
1,KOKX20000612_085401,-25.197,0.077,370.395,371.756,12.612,-72.449,40.542,6306.044,20000612_045401,1.200000,1647.8252,0.000000
2,KOKX20000612_085401,-25.197,0.057,264.847,182.118,18.927,-73.075,41.396,9463.451,20000612_045401,1.200000,129399.0490,0.004475
3,KOKX20000612_091136,-7.613,0.183,245.626,288.128,16.929,-73.187,40.919,8464.279,20000612_051136,1.200000,17822.9673,0.001419
4,KOKX20000612_091727,-1.763,0.054,411.049,327.069,8.381,-72.207,40.742,4190.517,20000612_051727,1.200000,913.8823,0.000000
6,KOKX20000612_094639,27.437,0.125,421.602,255.643,20.235,-72.141,41.063,10117.668,20000612_054639,1.200000,4053.3149,0.000000
9,KOKX20000612_102142,62.487,0.173,123.636,270.266,16.217,-73.912,40.995,8108.538,20000612_062142,1.200000,10186.8732,0.000000
10,KOKX20000612_102733,68.337,0.129,247.448,223.237,29.648,-73.178,41.211,14823.902,20000612_062733,1.200000,183766.8172,0.007849
11,KOKX20000612_103914,80.020,0.054,149.033,278.991,22.166,-73.761,40.957,11083.025,20000612_063914,1.200000,7364.4967,0.000000
7,KOKX20000613_102849,69.648,0.108,394.499,297.169,20.901,-72.304,40.877,10450.329,20000613_062849,1.200000,229.0284,0.000000
7,KOKX20000613_103441,75.515,0.430,396.283,296.827,27.723,-72.293,40.878,13861.414,20000613_063441,1.200000,238.9495,0.000000
7,KOKX20000613_104031,81.348,0.073,398.445,292.051,32.388,-72.280,40.900,16193.823,20000613_064031,1.200000,274.0715,0.000000
7,KOKX20000613_104623,87.215,0.152,396.852,287.133,37.824,-72.290,40.922,18911.822,20000613_064623,1.200000,484.0661,0.000000
3,KOKX20000613_092430,5.331,0.195,371.043,254.708,17.107,-72.442,41.069,8553.364,20000613_052430,1.200000,2933.4966,0.000000
3,KOKX20000613_093021,11.181,0.569,372.530,254.441,22.655,-72.433,41.070,11327.564,20000613_053021,1.200000,2014.3521,0.000000
3,KOKX20000613_093612,17.031,0.309,378.712,252.921,23.245,-72.396,41.077,11622.497,20000613_053612,1.200000,1448.1453,0.000000
3,KOKX20000613_094202,22.865,0.553,383.713,255.297,20.391,-72.366,41.066,10195.564,20000613_054202,1.200000,932.8963,0.000000
5,KOKX20000613_094753,28.715,0.050,227.308,273.752,14.112,-73.296,40.983,7056.139,20000613_054753,1.200000,188.7515,0.000000
5,KOKX20000613_095344,34.565,0.137,226.935,273.705,21.767,-73.299,40.983,10883.405,20000613_055344,1.200000,176.4925,0.000000
5,KOKX20000613_095934,40.398,0.081,188.753,283.273,61.572,-73.525,40.939,30786.198,20000613_055934,1.200000,11698.4985,0.000000
5,KOKX20000613_100525,46.248,0.060,190.471,284.539,67.893,-73.515,40.933,33946.443,20000613_060525,1.200000,15454.9153,0.000133
1,KOKX20000613_085517,-23.885,0.353,347.905,259.679,10.700,-72.580,41.047,5349.766,20000613_045517,1.200000,14237.0224,0.000812
2,KOKX20000613_091840,-0.502,0.146,365.009,251.270,19.766,-72.478,41.084,9882.915,20000613_051840,1.200000,4907.3615,0.000000
1,KOKX20000614_092705,7.927,0.115,406.560,209.333,3.077,-72.229,41.272,1538.685,20000614_052705,1.200000,10.1999,0.000000
2,KOKX20000614_101940,60.510,0.171,416.020,530.816,31.963,-72.187,39.824,15981.289,20000614_061940,1.200000,35500.5712,0.000000
1,KOKX20000615_090425,-14.761,0.071,210.914,257.385,6.848,-73.394,41.056,3424.185,20000615_050425,1.200000,9.0066,0.000000
4,KOKX20000616_093220,13.103,0.403,404.547,341.644,29.309,-72.246,40.676,14654.518,20000616_053220,1.200000,1029.6121,0.000000
4,KOKX20000616_093811,18.953,0.534,408.086,340.428,36.956,-72.225,40.682,18478.248,20000616_053811,1.200000,1189.2501,0.000000
4,KOKX20000616_094401,24.786,0.227,416.368,324.612,38.030,-72.175,40.753,19014.921,20000616_054401,1.200000,971.5956,0.000000
1,KOKX20000616_092037,1.386,0.354,371.682,328.536,5.971,-72.440,40.736,2985.565,20000616_052037,1.200000,189.5539,0.000000
1,KOKX20000617_092334,4.251,0.097,291.250,393.787,6.645,-72.916,40.443,3322.567,20000617_052334,1.200000,10.3858,0.000000
1,KOKX20000618_085045,-28.682,0.100,387.150,255.942,2.786,-72.346,41.063,1393.089,20000618_045045,1.200000,1063.2128,0.000000
1,KOKX20000618_085637,-22.816,0.197,386.649,256.194,9.036,-72.349,41.062,4518.055,20000618_045637,1.200000,1974.7114,0.019504
5,KOKX20000618_090819,-11.116,0.138,51.226,273.528,20.900,-74.342,40.975,10450.202,20000618_050819,1.200000,382.3774,0.000000
5,KOKX20000618_091411,-5.249,0.093,52.675,271.759,28.644,-74.334,40.983,14321.872,20000618_051411,1.200000,528.4809,0.000000
7,KOKX20000618_094916,29.834,0.152,275.391,379.974,17.698,-73.010,40.505,8848.763,20000618_054916,1.200000,955.3504,0.000000
7,KOKX20000618_095507,35.684,0.595,280.193,379.804,21.741,-72.981,40.506,10870.466,20000618_055507,1.200000,718.4892,0.000000
7,KOKX20000618_100058,41.534,0.484,286.984,375.085,19.399,-72.941,40.527,9699.261,20000618_060058,1.200000,789.1907,0.000000
7,KOKX20000618_100649,47.384,0.095,287.654,374.194,26.093,-72.937,40.531,13046.544,20000618_060649,1.200000,1223.4330,0.001446
7,KOKX20000618_101240,53.234,0.056,292.435,364.512,18.699,-72.909,40.575,9349.401,20000618_061240,1.200000,418.6838,0.000000
12,KOKX20000618_104154,82.468,0.242,308.044,413.394,23.188,-72.817,40.355,11594.107,20000618_064154,1.200000,7172.3875,0.000000
12,KOKX20000618_104745,88.318,0.093,309.567,411.984,29.417,-72.808,40.361,14708.635,20000618_064745,1.200000,4943.1443,0.000000
2,KOKX20000618_085045,-28.682,0.059,226.419,358.164,9.852,-73.299,40.603,4925.787,20000618_045045,1.200000,14769.0519,0.085014
4,KOKX20000618_090228,-16.966,0.056,35.264,276.019,27.529,-74.437,40.963,13764.498,20000618_050228,1.200000,600.9945,0.000000
6,KOKX20000618_093734,18.134,0.184,267.401,386.897,16.442,-73.057,40.474,8220.997,20000618_053734,1.200000,1740.2169,0.000000
