track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,local_time,count_scaling,n_animals,overthresh_percent
1,KOKX20130613_085454_V06,-24.295,0.174,288.818,206.132,2.530,-72.931,41.288,1264.915,20130613_045454,1.200000,798.9340,0.033708
13,KOKX20130614_103821_V06,79.170,0.116,37.831,141.495,46.707,-74.436,41.569,23353.683,20130614_063821,1.200000,25404.4535,0.000000
13,KOKX20130614_104416_V06,85.087,0.166,38.370,140.103,54.644,-74.433,41.575,27321.858,20130614_064416,1.200000,44672.5575,0.000000
7,KOKX20130614_100842_V06,49.520,0.156,83.865,203.229,30.604,-74.155,41.294,15301.989,20130614_060842,1.200000,6593.2974,0.000000
1,KOKX20130616_090724_V06,-11.848,0.311,288.450,204.344,3.296,-72.933,41.296,1648.109,20130616_050724,1.200000,679.2475,0.040268
3,KOKX20130616_095610_V06,36.918,0.103,228.427,286.560,24.732,-73.289,40.925,12366.003,20130616_055610,1.200000,1239.7309,0.000088
1,KOKX20130619_093431_V06,14.928,0.580,340.433,37.466,5.435,-72.620,42.047,2717.545,20130619_053431,1.200000,228.2463,0.000000
1,KOKX20130620_085603_V06,-23.715,0.115,288.500,204.198,2.904,-72.933,41.297,1452.126,20130620_045603,1.200000,505.0742,0.000000
1,KOKX20130620_090549_V06,-13.948,0.062,288.449,204.282,10.271,-72.933,41.296,5135.581,20130620_050549,1.200000,222.9952,0.000000
1,KOKX20130621_085723_V06,-22.588,0.084,506.454,223.223,10.023,-71.634,41.205,5011.318,20130621_045723,1.200000,3920.2399,0.000000
1,KOKX20130621_090708_V06,-12.838,0.098,510.176,227.455,8.773,-71.612,41.185,4386.581,20130621_050708,1.200000,19891.0871,0.065502
1,KOKX20130622_085459_V06,-25.224,0.296,176.768,361.944,7.020,-73.592,40.584,3510.162,20130622_045459,1.200000,15351.3665,0.025424
1,KOKX20130622_090444_V06,-15.474,0.115,178.285,361.754,16.127,-73.583,40.585,8063.367,20130622_050444,1.200000,26246.3452,0.054257
2,KOKX20130622_085459_V06,-25.224,0.285,289.958,204.014,2.490,-72.924,41.298,1245.075,20130622_045459,1.200000,958.5694,0.071429
2,KOKX20130622_090444_V06,-15.474,0.294,290.017,204.097,9.093,-72.924,41.297,4546.731,20130622_050444,1.200000,1114.2096,0.016799
8,KOKX20130622_100756_V06,47.726,0.147,390.690,331.340,2.529,-72.328,40.723,1264.359,20130622_060756,1.200000,191.2992,0.000000
8,KOKX20130622_101351_V06,53.642,0.169,391.136,331.321,8.952,-72.325,40.723,4476.037,20130622_061351,1.200000,843.1761,0.000000
5,KOKX20130622_090444_V06,-15.474,0.275,357.104,194.120,18.161,-72.523,41.342,9080.513,20130622_050444,1.200000,1103.3138,0.000824
7,KOKX20130622_095603_V06,35.842,0.105,370.051,252.869,8.398,-72.448,41.077,4199.085,20130622_055603,1.200000,2794.5483,0.007253
