track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,local_time,count_scaling,n_animals,overthresh_percent
1,KOKX20210601_090936_V06,-12.352,0.058,379.709,125.832,4.572,-72.386,41.649,2286.030,20210601_050936,1.200000,348.9198,0.000000
2,KOKX20210601_093807_V06,16.165,0.050,430.216,234.031,16.134,-72.089,41.160,8067.028,20210601_053807,1.200000,22470.7619,0.003812
3,KOKX20210601_094345_V06,21.798,0.054,499.126,411.027,47.043,-71.692,40.360,23521.633,20210601_054345,1.200000,1799.7619,0.000000
4,KOKX20210601_100043_V06,38.765,0.062,302.746,471.585,35.591,-72.848,40.093,17795.521,20210601_060043,1.200000,310.2820,0.000000
5,KOKX20210601_100620_V06,44.381,0.062,506.273,435.808,89.794,-71.652,40.248,44896.996,20210601_060620,1.200000,11488.6238,0.000000
1,KOKX20210603_090219_V06,-18.845,0.119,25.259,377.051,33.642,-74.485,40.507,16820.999,20210603_050219,1.200000,903.9484,0.000000
1,KOKX20210605_090652_V06,-13.638,0.260,314.394,490.022,11.195,-72.780,40.010,5597.684,20210605_050652,1.200000,214.8935,0.000000
1,KOKX20210605_091357_V06,-6.554,0.119,310.218,486.896,24.983,-72.805,40.024,12491.322,20210605_051357,1.200000,252.3037,0.000000
1,KOKX20210605_092057_V06,0.446,0.052,306.328,485.217,32.542,-72.827,40.032,16271.165,20210605_052057,1.200000,244.7820,0.000000
4,KOKX20210605_093502_V06,14.529,0.166,343.176,503.320,13.851,-72.612,39.950,6925.466,20210605_053502,1.200000,260.1676,0.000000
3,KOKX20210607_094827_V06,28.469,0.064,380.298,384.281,31.349,-72.391,40.485,15674.379,20210607_054827,1.200000,7.8227,0.000000
1,KOKX20210608_100539_V06,45.880,0.333,23.123,233.251,31.110,-74.514,41.154,15555.191,20210608_060539,1.200000,5412.8710,0.000000
1,KOKX20210608_101423_V06,54.613,0.070,23.126,234.499,40.158,-74.514,41.149,20078.939,20210608_061423,1.200000,14347.4346,0.000000
3,KOKX20210609_085230_V06,-27.093,0.198,220.845,254.611,5.255,-73.335,41.069,2627.522,20210609_045230,1.200000,74.0063,0.000000
10,KOKX20210610_093752_V06,18.418,0.109,166.685,412.165,5.527,-73.649,40.358,2763.590,20210610_053752,1.200000,4745.3856,0.000000
10,KOKX20210610_094636_V06,27.152,0.053,167.308,412.955,13.570,-73.645,40.354,6785.106,20210610_054636,1.200000,20106.9338,0.001432
10,KOKX20210610_095158_V06,32.518,-1.000,167.663,413.405,18.775,-73.643,40.352,9387.270,20210610_055158,1.200000,64807.1231,0.015344
10,KOKX20210610_100409_V06,44.702,0.392,167.206,417.436,17.792,-73.646,40.334,8896.019,20210610_060409,1.200000,103897.9232,0.018660
10,KOKX20210610_100945_V06,50.302,0.312,166.103,418.718,20.235,-73.652,40.328,10117.444,20210610_060945,1.200000,65722.0413,0.005605
10,KOKX20210610_101520_V06,55.885,0.073,165.385,418.348,21.988,-73.656,40.330,10993.952,20210610_061520,1.200000,25946.6950,0.000000
1,KOKX20210610_084959_V06,-29.465,0.176,423.079,229.993,3.420,-72.131,41.178,1709.846,20210610_044959,1.200000,902.3273,0.000000
1,KOKX20210610_090256_V06,-16.515,0.092,423.358,231.996,13.587,-72.129,41.169,6793.322,20210610_050256,1.200000,1582.4437,0.000000
1,KOKX20210610_091141_V06,-7.765,0.087,424.977,231.617,10.127,-72.120,41.171,5063.576,20210610_051141,1.200000,1341.5720,0.000000
13,KOKX20210610_100945_V06,50.302,0.143,539.672,392.698,48.657,-71.452,40.440,24328.468,20210610_060945,1.200000,16118.3189,0.000000
13,KOKX20210610_101520_V06,55.885,0.072,537.948,392.058,57.192,-71.462,40.443,28596.121,20210610_061520,1.200000,12445.6556,0.000000
15,KOKX20210610_103554_V06,76.452,0.223,499.741,435.826,82.064,-71.691,40.248,41031.792,20210610_063554,1.200000,35998.0032,0.000000
15,KOKX20210610_104439_V06,85.202,0.347,496.495,440.232,87.557,-71.710,40.228,43778.382,20210610_064439,1.200000,53011.6305,0.000023
3,KOKX20210610_091141_V06,-7.765,0.167,385.240,201.521,12.478,-72.355,41.308,6239.143,20210610_051141,1.200000,2251.3016,0.000633
3,KOKX20210610_092025_V06,0.968,0.082,377.433,209.777,6.553,-72.402,41.271,3276.657,20210610_052025,1.200000,1922.3224,0.000000
3,KOKX20210610_092908_V06,9.685,-1.000,377.433,209.777,20.413,-72.402,41.271,10206.407,20210610_052908,1.200000,5243.7308,0.000000
3,KOKX20210610_093752_V06,18.418,0.116,381.117,205.739,11.621,-72.380,41.289,5810.619,20210610_053752,1.200000,4818.9200,0.006940
6,KOKX20210610_092025_V06,0.968,0.075,175.166,517.372,3.070,-73.594,39.884,1534.792,20210610_052025,1.200000,6263.5708,0.020408
8,KOKX20210610_092908_V06,9.685,0.187,564.521,408.668,17.463,-71.307,40.366,8731.623,20210610_052908,1.200000,330.4660,0.000000
11,KOKX20210610_094636_V06,27.152,0.069,89.732,431.491,18.878,-74.100,40.267,9438.961,20210610_054636,1.200000,108294.0651,0.027865
12,KOKX20210610_095158_V06,32.518,0.349,167.063,413.924,9.829,-73.647,40.350,4914.387,20210610_055158,1.200000,49607.1444,0.050616
14,KOKX20210610_100945_V06,50.302,0.142,388.945,206.724,11.345,-72.334,41.284,5672.672,20210610_060945,1.200000,4337.9150,0.004545
16,KOKX20210610_103554_V06,76.452,0.073,385.035,207.923,8.368,-72.357,41.279,4184.078,20210610_063554,1.200000,2964.7061,0.000000
2,KOKX20210611_100709_V06,47.812,0.080,529.846,440.486,55.768,-71.514,40.225,27884.209,20210611_060709,1.200000,75839.9206,0.000065
2,KOKX20210611_101354_V06,54.562,0.051,531.714,432.927,62.392,-71.503,40.259,31195.881,20210611_061354,1.200000,31244.0701,0.000000
1,KOKX20210611_093307_V06,13.779,0.075,310.967,552.850,32.382,-72.800,39.727,16190.763,20210611_053307,1.200000,128418.6490,0.002548
9,KOKX20210612_090237_V06,-16.643,0.063,523.408,486.002,34.372,-71.556,40.021,17186.104,20210612_050237,1.200000,196.9658,0.000000
5,KOKX20210613_091308_V06,-6.082,0.095,279.690,195.001,5.168,-72.986,41.338,2583.759,20210613_051308,1.200000,1425.6546,0.000000
5,KOKX20210613_092014_V06,1.018,0.077,280.930,196.589,16.092,-72.978,41.331,8046.180,20210613_052014,1.200000,2586.6209,0.000000
1,KOKX20210613_090604_V06,-13.148,0.774,451.825,217.825,19.871,-71.959,41.232,9935.539,20210613_050604,1.200000,22655.1504,0.000330
1,KOKX20210613_091308_V06,-6.082,0.122,449.143,220.294,17.084,-71.975,41.221,8541.965,20210613_051308,1.200000,12137.9116,0.000875
3,KOKX20210613_090604_V06,-13.148,0.057,101.939,486.928,9.309,-74.024,40.018,4654.542,20210613_050604,1.200000,5235.9362,0.000000
9,KOKX20210613_100244_V06,43.518,0.134,456.532,274.612,12.137,-71.935,40.976,6068.699,20210613_060244,1.200000,9947.4379,0.004072
10,KOKX20210613_103107_V06,71.902,0.094,452.768,259.525,12.831,-71.956,41.044,6415.291,20210613_063107,1.200000,6179.2899,0.000000
4,KOKX20210615_094046_V06,21.544,0.052,100.302,357.131,2.946,-74.044,40.602,1473.050,20210615_054046,1.200000,1303.7181,0.000000
2,KOKX20210616_091600_V06,-3.276,0.058,316.301,128.641,2.042,-72.767,41.637,1021.088,20210616_051600,1.200000,18.3200,0.000000
2,KOKX20210616_092251_V06,3.574,0.064,315.504,128.155,9.521,-72.771,41.639,4760.565,20210616_052251,1.200000,223.6033,0.000000
2,KOKX20210616_092941_V06,10.408,0.057,311.318,130.354,3.506,-72.797,41.629,1753.017,20210616_052941,1.200000,160.9971,0.000000
2,KOKX20210616_093635_V06,17.308,0.172,309.427,130.947,10.860,-72.808,41.627,5430.009,20210616_053635,1.200000,584.9822,0.000000
4,KOKX20210616_093635_V06,17.308,0.082,329.562,116.751,11.829,-72.687,41.690,5914.524,20210616_053635,1.200000,214.2025,0.000000
1,KOKX20210617_091756_V06,-1.427,0.174,207.259,364.469,15.899,-73.412,40.574,7949.619,20210617_051756,1.200000,1183.5196,0.000000
2,KOKX20210617_100030_V06,41.140,0.534,263.917,373.536,6.882,-73.077,40.534,3440.758,20210617_060030,1.200000,3.1842,0.000000
1,KOKX20210618_091517_V06,-4.193,0.055,413.325,520.743,21.424,-72.202,39.870,10712.133,20210618_051517,1.200000,5588.3643,0.000000
2,KOKX20210618_095231_V06,33.040,0.160,318.568,496.908,15.590,-72.756,39.979,7794.858,20210618_055231,1.200000,12111.7347,0.000000
3,KOKX20210618_101115_V06,51.774,0.155,403.667,455.159,32.582,-72.256,40.165,16290.981,20210618_061115,1.200000,1765.7173,0.000000
4,KOKX20210618_101821_V06,58.874,0.056,170.586,430.098,24.911,-73.625,40.277,12455.328,20210618_061821,1.200000,2034.7091,0.000000
5,KOKX20210618_102527_V06,65.974,0.109,437.747,505.684,21.804,-72.059,39.937,10901.956,20210618_062527,1.200000,6224.9226,0.000000
6,KOKX20210618_103233_V06,73.074,0.062,334.922,508.991,33.049,-72.660,39.924,16524.532,20210618_063233,1.200000,27841.6881,0.000000
16,KOKX20210619_094036_V06,20.976,0.543,114.891,423.318,22.612,-73.953,40.305,11306.214,20210619_054036,1.200000,2053.9969,0.000000
16,KOKX20210619_094401_V06,24.393,0.450,116.833,423.308,26.613,-73.942,40.305,13306.645,20210619_054401,1.200000,2826.4694,0.000000
16,KOKX20210619_094727_V06,27.826,0.383,131.506,424.130,22.495,-73.855,40.302,11247.376,20210619_054727,1.200000,1800.6165,0.000000
16,KOKX20210619_095053_V06,31.260,0.070,133.146,424.024,26.937,-73.846,40.303,13468.722,20210619_055053,1.200000,616.0443,0.000000
3,KOKX20210619_090605_V06,-13.540,0.207,39.712,394.864,42.179,-74.398,40.428,21089.520,20210619_050605,1.200000,76658.7388,0.004691
1,KOKX20210620_091149_V06,-7.985,0.059,246.919,228.692,4.689,-73.181,41.186,2344.351,20210620_051149,1.200000,29.5282,0.000000
2,KOKX20210620_092858_V06,9.165,0.064,207.267,384.626,23.818,-73.411,40.483,11908.972,20210620_052858,1.200000,1801.4695,0.000000
3,KOKX20210620_093729_V06,17.681,0.150,227.927,369.356,17.786,-73.290,40.552,8893.095,20210620_053729,1.200000,1658.3735,0.000238
4,KOKX20210620_100244_V06,42.931,0.165,189.654,393.230,27.822,-73.515,40.444,13910.843,20210620_060244,1.200000,2307.0370,0.000840
5,KOKX20210620_101121_V06,51.548,0.081,173.956,355.170,19.923,-73.609,40.615,9961.353,20210620_061121,1.200000,7493.3181,0.001829
2,KOKX20210622_090221_V06,-17.900,0.054,509.673,328.695,24.654,-71.623,40.730,12327.160,20210622_050221,1.200000,859.6156,0.000000
9,KOKX20210625_102625_V06,65.272,0.075,412.957,198.384,30.670,-72.190,41.321,15335.018,20210625_062625,1.200000,374.1432,0.000000
9,KOKX20210625_103331_V06,72.372,-1.000,412.957,198.384,41.959,-72.190,41.321,20979.518,20210625_063331,1.200000,735.3857,0.000000
9,KOKX20210625_104037_V06,79.472,0.077,426.134,175.650,31.150,-72.110,41.423,15574.768,20210625_064037,1.200000,471.7547,0.000000
1,KOKX20210701_090047_V06,-22.911,0.535,392.465,196.784,7.820,-72.312,41.329,3910.049,20210701_050047,1.200000,2391.9633,0.000000
1,KOKX20210701_090614_V06,-17.461,0.717,390.857,197.588,13.513,-72.322,41.325,6756.686,20210701_050614,1.200000,1326.5065,0.000000
7,KOKX20210701_090614_V06,-17.461,0.064,462.154,256.031,2.380,-71.900,41.059,1189.926,20210701_050614,1.200000,118.8631,0.000000
8,KOKX20210702_104103_V06,76.839,0.083,75.644,294.025,28.310,-74.195,40.885,14155.211,20210702_064103,1.200000,14405.9052,0.000634
19,KOKX20210704_104037_V06,75.296,0.174,377.583,310.453,38.944,-72.405,40.818,19472.191,20210704_064037,1.200000,1600.5269,0.000000
19,KOKX20210704_104922_V06,84.046,0.094,382.237,313.062,48.009,-72.377,40.806,24004.712,20210704_064922,1.200000,2782.6109,0.000000
18,KOKX20210704_104037_V06,75.296,0.238,402.045,127.799,12.616,-72.252,41.639,6308.205,20210704_064037,1.200000,615.1863,0.000000
2,KOKX20210705_091053_V06,-15.027,0.059,384.022,202.570,2.777,-72.363,41.303,1388.645,20210705_051053,1.200000,34.3026,0.000000
2,KOKX20210705_091419_V06,-11.594,0.110,384.369,202.786,7.875,-72.361,41.302,3937.312,20210705_051419,1.200000,186.6004,0.000000
2,KOKX20210705_091743_V06,-8.194,0.670,381.953,203.727,11.233,-72.375,41.298,5616.543,20210705_051743,1.200000,361.0881,0.000000
2,KOKX20210705_092114_V06,-4.677,0.080,382.504,206.261,12.761,-72.372,41.287,6380.671,20210705_052114,1.200000,480.3866,0.000000
2,KOKX20210705_092445_V06,-1.160,0.749,381.322,201.628,17.744,-72.379,41.307,8871.761,20210705_052445,1.200000,579.1926,0.000000
2,KOKX20210705_092806_V06,2.190,-1.000,380.597,199.844,21.424,-72.383,41.315,10712.095,20210705_052806,1.200000,683.8632,0.000000
2,KOKX20210705_093132_V06,5.623,0.213,379.693,194.901,30.391,-72.388,41.338,15195.544,20210705_053132,1.200000,873.1648,0.000000
2,KOKX20210705_093503_V06,9.140,0.273,378.039,189.461,38.343,-72.398,41.362,19171.343,20210705_053503,1.200000,911.7614,0.000000
3,KOKX20210705_092806_V06,2.190,0.145,378.419,193.699,29.232,-72.396,41.343,14616.146,20210705_052806,1.200000,780.3249,0.000000
1,KOKX20210706_100950_V06,43.310,0.053,527.443,426.774,58.667,-71.527,40.287,29333.740,20210706_060950,1.200000,2919.4615,0.000000
2,KOKX20210706_103232_V06,66.010,0.078,527.734,501.826,47.765,-71.532,39.949,23882.620,20210706_063232,1.200000,14452.6810,0.000000
2,KOKX20210707_091728_V06,-9.691,0.093,369.277,526.739,35.846,-72.460,39.844,17923.157,20210707_051728,1.200000,1972.6045,0.000000
2,KOKX20210707_092211_V06,-4.974,0.055,370.757,525.186,41.687,-72.451,39.851,20843.731,20210707_052211,1.200000,2177.7138,0.000000
1,KOKX20210707_090743_V06,-19.441,0.264,251.091,505.480,30.101,-73.151,39.940,15050.746,20210707_050743,1.200000,646.2627,0.000000
3,KOKX20210707_102219_V06,55.159,0.066,343.736,418.373,29.614,-72.607,40.332,14807.161,20210707_062219,1.200000,34785.5232,0.000215
4,KOKX20210707_103914_V06,72.076,0.676,348.464,462.839,21.727,-72.580,40.132,10863.371,20210707_063914,1.200000,26307.9121,0.000544
7,KOKX20210708_093349_V06,6.003,0.070,365.371,220.948,19.954,-72.475,41.221,9977.188,20210708_053349,1.200000,4155.5494,0.000000
7,KOKX20210708_093853_V06,11.069,0.245,362.774,222.498,26.062,-72.490,41.214,13030.898,20210708_053853,1.200000,5757.4402,0.000000
7,KOKX20210708_094348_V06,15.986,0.060,360.367,221.150,34.115,-72.504,41.220,17057.502,20210708_054348,1.200000,7974.9853,0.000000
