track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,local_time,count_scaling,n_animals,overthresh_percent
1,KOKX20080601_101650,54.974,0.486,218.966,510.125,28.252,-73.338,39.918,14125.877,20080601_061650,1.200000,1057.5686,0.000000
2,KOKX20080601_103610,74.307,0.109,273.670,559.419,14.482,-73.018,39.697,7241.116,20080601_063610,1.200000,331.3001,0.000000
3,KOKX20080601_103610,74.307,0.056,263.833,511.113,18.277,-73.076,39.915,9138.636,20080601_063610,1.200000,22232.8091,0.000000
1,KOKX20080603_100748,46.718,0.066,409.672,423.387,29.007,-72.219,40.308,14503.605,20080603_060748,1.200000,2900.3521,0.000000
1,KOKX20080604_090901,-11.726,0.141,244.668,291.272,23.617,-73.193,40.904,11808.699,20080604_050901,1.200000,220987.5948,0.123156
6,KOKX20080605_103156,71.497,0.877,200.635,369.989,17.436,-73.451,40.549,8718.136,20080605_063156,1.200000,1013.1938,0.000000
6,KOKX20080605_104134,81.130,0.889,201.427,372.120,29.220,-73.446,40.539,14610.062,20080605_064134,1.200000,2534.9219,0.000000
1,KOKX20080605_090705,-13.353,0.165,239.698,483.493,25.101,-73.218,40.039,12550.602,20080605_050705,1.200000,11110.6908,0.000000
2,KOKX20080605_090705,-13.353,0.153,328.699,348.194,14.355,-72.695,40.648,7177.353,20080605_050705,1.200000,8083.7116,0.000000
3,KOKX20080605_091251,-7.586,0.057,417.264,314.559,23.967,-72.170,40.798,11983.513,20080605_051251,1.200000,33071.0758,0.000000
4,KOKX20080605_095317,32.847,0.555,360.043,352.447,9.632,-72.510,40.629,4816.156,20080605_055317,1.200000,4195.1988,0.000000
5,KOKX20080605_095317,32.847,0.051,410.186,293.548,51.429,-72.211,40.893,25714.619,20080605_055317,1.200000,33564.9102,0.000000
19,KOKX20080606_095536,35.436,0.248,165.101,215.789,31.657,-73.669,41.242,15828.733,20080606_055536,1.200000,253848.2855,0.131811
19,KOKX20080606_095953,39.720,0.377,165.088,218.585,36.601,-73.669,41.229,18300.708,20080606_055953,1.200000,315893.7205,0.115891
19,KOKX20080606_100411,44.020,0.420,163.639,224.380,39.639,-73.677,41.203,19819.702,20080606_060411,1.200000,295566.4051,0.094914
19,KOKX20080606_100826,48.270,0.614,165.108,227.201,42.425,-73.668,41.191,21212.330,20080606_060826,1.200000,286179.8637,0.084512
19,KOKX20080606_101243,52.553,0.371,166.745,227.135,46.791,-73.659,41.191,23395.593,20080606_061243,1.200000,292576.5533,0.078964
19,KOKX20080606_101659,56.820,-1.000,168.081,228.111,50.763,-73.651,41.187,25381.656,20080606_061659,1.200000,283974.2756,0.064229
19,KOKX20080606_102116,61.103,0.190,175.422,245.114,39.011,-73.606,41.110,19505.348,20080606_062116,1.200000,141471.3103,0.026787
19,KOKX20080606_102532,65.370,0.073,175.356,245.939,45.119,-73.606,41.107,22559.648,20080606_062532,1.200000,178069.8127,0.022530
19,KOKX20080606_102949,69.653,0.066,182.815,253.597,38.027,-73.562,41.072,19013.592,20080606_062949,1.200000,126367.8477,0.016030
19,KOKX20080606_103405,73.920,0.120,182.693,252.993,44.923,-73.562,41.075,22461.386,20080606_063405,1.200000,203425.4328,0.019930
19,KOKX20080606_103821,78.186,0.078,200.205,259.238,33.960,-73.458,41.048,16980.011,20080606_063821,1.200000,168619.3846,0.032606
19,KOKX20080606_104237,82.453,0.089,200.975,260.213,39.655,-73.453,41.043,19827.432,20080606_064237,1.200000,207880.1465,0.026096
4,KOKX20080606_090835,-11.580,0.184,292.970,117.948,28.261,-72.907,41.685,14130.436,20080606_050835,1.200000,396373.9307,0.001373
4,KOKX20080606_091252,-7.297,0.500,295.177,119.194,32.361,-72.893,41.680,16180.635,20080606_051252,1.200000,605458.4412,0.010660
4,KOKX20080606_091708,-3.030,0.235,298.890,122.285,33.029,-72.871,41.666,16514.673,20080606_051708,1.200000,665061.7909,0.021526
