track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,local_time,count_scaling,n_animals,overthresh_percent
1,KOKX20060601_095207,30.029,0.093,266.076,501.863,19.914,-73.063,39.956,9956.900,20060601_055207,1.200000,51.5669,0.000000
1,KOKX20060601_100151,39.763,0.258,269.137,500.378,25.584,-73.045,39.963,12791.791,20060601_060151,1.200000,169.5843,0.000000
1,KOKX20060601_101134,49.479,0.112,278.381,498.253,25.104,-72.991,39.973,12551.819,20060601_061134,1.200000,293.5440,0.000000
1,KOKX20060602_090349,-17.848,0.055,319.746,125.052,28.446,-72.746,41.653,14223.232,20060602_050349,1.200000,18786.7921,0.000000
1,KOKX20060602_090803,-13.614,0.094,321.213,125.316,33.312,-72.737,41.652,16655.952,20060602_050803,1.200000,16864.6463,0.000000
1,KOKX20060602_091216,-9.398,-1.000,322.307,125.513,38.624,-72.731,41.651,19312.137,20060602_051216,1.200000,11145.2322,0.000000
1,KOKX20060602_091629,-5.181,0.095,337.896,124.226,24.270,-72.637,41.657,12134.892,20060602_051629,1.200000,12773.6113,0.000000
3,KOKX20060602_100714,45.569,0.052,65.352,319.337,24.444,-74.254,40.770,12222.220,20060602_060714,1.200000,10706.6343,0.000000
3,KOKX20060602_101129,49.819,-1.000,65.352,319.337,31.202,-74.254,40.770,15600.970,20060602_061129,1.200000,14417.7751,0.000000
3,KOKX20060602_101542,54.036,0.274,71.786,312.833,24.770,-74.217,40.800,12384.792,20060602_061542,1.200000,11170.4847,0.000000
5,KOKX20060602_101956,58.269,0.064,208.347,508.922,23.688,-73.400,39.924,11843.942,20060602_061956,1.200000,599.9260,0.000000
6,KOKX20060602_103237,70.952,0.193,221.424,559.765,28.784,-73.322,39.695,14391.938,20060602_063237,1.200000,1939.1747,0.000000
2,KOKX20060603_085537,-25.657,0.223,140.969,267.221,33.042,-73.810,41.009,16520.851,20060603_045537,1.200000,117371.8375,0.000000
2,KOKX20060603_085951,-21.424,0.370,139.023,264.192,41.557,-73.821,41.023,20778.458,20060603_045951,1.200000,110879.3977,0.001282
2,KOKX20060603_090405,-17.190,0.748,138.358,248.363,49.350,-73.826,41.094,24675.195,20060603_050405,1.200000,156432.1082,0.002381
2,KOKX20060603_090819,-12.957,0.704,145.631,242.470,51.495,-73.784,41.121,25747.632,20060603_050819,1.200000,165422.8764,0.003587
2,KOKX20060603_091233,-8.724,0.316,153.005,236.592,50.856,-73.740,41.148,25427.767,20060603_051233,1.200000,175848.6301,0.004941
9,KOKX20060603_095450,33.560,0.099,262.626,182.953,31.191,-73.088,41.392,15595.600,20060603_055450,1.200000,157985.5266,0.006591
9,KOKX20060603_095904,37.793,0.849,266.066,179.998,35.595,-73.067,41.406,17797.324,20060603_055904,1.200000,165134.3863,0.004975
9,KOKX20060603_100318,42.026,0.558,274.773,172.949,35.659,-73.015,41.437,17829.423,20060603_060318,1.200000,170985.9164,0.004400
9,KOKX20060603_100733,46.276,0.181,278.925,163.468,38.647,-72.991,41.480,19323.292,20060603_060733,1.200000,210846.2107,0.002202
14,KOKX20060603_102014,58.960,0.196,372.468,306.183,4.569,-72.435,40.837,2284.542,20060603_062014,1.200000,4312.2415,0.372973
14,KOKX20060603_102428,63.193,0.362,373.985,304.425,9.977,-72.426,40.845,4988.370,20060603_062428,1.200000,4550.5990,0.100338
14,KOKX20060603_102841,67.410,0.399,381.543,298.533,13.364,-72.381,40.871,6682.250,20060603_062841,1.200000,7592.2486,0.056357
14,KOKX20060603_103256,71.660,0.150,386.039,298.045,17.208,-72.354,40.873,8603.894,20060603_063256,1.200000,13079.7760,0.038916
7,KOKX20060603_095036,29.326,0.249,128.873,390.847,22.195,-73.873,40.452,11097.264,20060603_055036,1.200000,99261.5711,0.012478
7,KOKX20060603_095450,33.560,0.307,129.553,390.230,27.897,-73.869,40.455,13948.518,20060603_055450,1.200000,96051.6628,0.013453
7,KOKX20060603_095904,37.793,0.252,133.958,384.380,29.893,-73.844,40.481,14946.691,20060603_055904,1.200000,104228.9635,0.018233
6,KOKX20060603_094209,20.876,0.060,109.844,405.517,21.915,-73.984,40.385,10957.532,20060603_054209,1.200000,135256.5576,0.005461
6,KOKX20060603_094623,25.110,0.091,111.788,403.953,27.142,-73.973,40.392,13570.957,20060603_054623,1.200000,144115.3323,0.006157
10,KOKX20060603_100733,46.276,0.104,163.491,362.561,19.988,-73.671,40.581,9994.083,20060603_060733,1.200000,95407.6933,0.018130
10,KOKX20060603_101146,50.493,0.152,163.739,362.595,26.258,-73.669,40.581,13128.757,20060603_061146,1.200000,102882.8865,0.014720
11,KOKX20060603_101146,50.493,0.074,51.063,315.202,30.378,-74.339,40.788,15188.808,20060603_061146,1.200000,20555.4637,0.000000
11,KOKX20060603_101559,54.710,0.136,51.391,314.343,35.668,-74.337,40.792,17834.189,20060603_061559,1.200000,17947.3566,0.000000
11,KOKX20060603_102014,58.960,0.093,61.723,302.248,30.972,-74.277,40.847,15486.000,20060603_062014,1.200000,15855.9362,0.000000
11,KOKX20060603_102428,63.193,0.085,63.125,300.918,35.899,-74.269,40.853,17949.438,20060603_062428,1.200000,16295.9160,0.000000
12,KOKX20060603_101559,54.710,0.403,247.267,283.880,14.855,-73.178,40.938,7427.654,20060603_061559,1.200000,1112.8022,0.000000
12,KOKX20060603_102014,58.960,0.881,249.633,282.848,18.481,-73.164,40.942,9240.541,20060603_062014,1.200000,640.1055,0.000000
1,KOKX20060603_085124,-29.874,0.474,299.274,397.939,29.191,-72.869,40.425,14595.577,20060603_045124,1.200000,214782.4441,0.054437
4,KOKX20060603_092514,3.960,0.081,353.451,294.998,34.497,-72.547,40.888,17248.505,20060603_052514,1.200000,36132.0302,0.000000
1,KOKX20060604_103117,70.367,0.168,252.780,127.187,22.580,-73.148,41.643,11289.976,20060604_063117,1.200000,180.6940,0.000000
3,KOKX20060605_091154,-8.692,0.059,344.446,251.871,15.156,-72.600,41.082,7577.831,20060605_051154,1.200000,497.8643,0.000000
3,KOKX20060605_092138,1.042,0.122,345.593,251.644,25.846,-72.593,41.083,12922.794,20060605_052138,1.200000,740.7743,0.000287
1,KOKX20060605_085228,-28.125,0.076,196.570,400.240,3.158,-73.474,40.413,1579.123,20060605_045228,1.200000,193.5470,0.000000
2,KOKX20060605_085228,-28.125,0.059,305.563,355.025,9.455,-72.832,40.618,4727.312,20060605_045228,1.200000,415.6093,0.000000
2,KOKX20060606_093655,16.617,0.068,219.218,572.520,31.944,-73.335,39.637,15971.897,20060606_053655,1.200000,473327.4545,0.017234
2,KOKX20060606_094637,26.317,0.207,216.930,570.347,40.072,-73.348,39.647,20036.131,20060606_054637,1.200000,855980.2265,0.011144
2,KOKX20060606_095619,36.017,0.055,212.938,564.408,34.629,-73.372,39.674,17314.537,20060606_055619,1.200000,571429.0061,0.026999
4,KOKX20060606_102528,65.167,0.374,425.352,553.769,34.285,-72.133,39.721,17142.433,20060606_062528,1.200000,11853.3535,0.000000
4,KOKX20060606_103511,74.883,0.060,429.548,546.052,41.168,-72.109,39.755,20583.826,20060606_063511,1.200000,5787.1579,0.000000
1,KOKX20060606_092712,6.900,0.086,463.845,482.304,24.564,-71.905,40.041,12281.949,20060606_052712,1.200000,1206.8575,0.000000
1,KOKX20060607_085102,-29.008,0.190,276.845,409.142,28.503,-73.001,40.374,14251.404,20060607_045102,1.200000,147243.4539,0.006956
1,KOKX20060607_085648,-23.242,0.431,273.659,410.537,34.249,-73.020,40.368,17124.503,20060607_045648,1.200000,125148.4115,0.000000
1,KOKX20060607_090235,-17.458,0.730,269.112,410.043,32.673,-73.046,40.370,16336.318,20060607_050235,1.200000,82619.8147,0.000954
1,KOKX20060607_090822,-11.675,0.605,264.595,405.508,39.300,-73.073,40.390,19650.214,20060607_050822,1.200000,167243.7569,0.000847
