track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
1,KOKX20140103_120626_V06,0,0.483,1.200,16553,0,62323.435
1,KOKX20140103_120626_V06,2,1.450,1.200,16573,0,3149.730
1,KOKX20140104_115600_V06,0,0.483,1.200,181,0,288.265
1,KOKX20140104_115600_V06,2,1.494,1.200,181,0,0.005
1,KOKX20140104_115600_V06,4,2.505,1.200,88,0,0.005
1,KOKX20140104_115600_V06,5,3.516,1.200,88,0,0.005
1,KOKX20140104_115600_V06,6,4.482,1.200,92,0,0.005
3,KOKX20140104_115600_V06,0,0.483,1.200,126,0,75.224
3,KOKX20140104_115600_V06,2,1.494,1.200,125,0,0.229
3,KOKX20140104_115600_V06,4,2.505,1.200,63,0,0.008
3,KOKX20140104_115600_V06,5,3.516,1.200,62,0,0.008
3,KOKX20140104_115600_V06,6,4.482,1.200,63,0,0.008
2,KOKX20140105_120322_V06,0,0.483,1.200,1344,0,9.119
2,KOKX20140105_120322_V06,2,1.494,1.200,1344,0,4.573
2,KOKX20140105_120322_V06,4,2.505,1.200,1346,0,0.240
2,KOKX20140105_120322_V06,6,3.516,1.200,669,0,0.133
2,KOKX20140105_120322_V06,7,4.482,1.200,672,0,0.087
1,KOKX20140107_120311_V06,0,0.483,1.200,4706,79,1068.916
1,KOKX20140107_120311_V06,2,1.494,1.200,4709,1,3.967
1,KOKX20140107_120311_V06,4,2.505,1.200,2358,0,0.031
1,KOKX20140107_120311_V06,5,3.516,1.200,2356,0,0.065
1,KOKX20140107_120311_V06,6,4.482,1.200,2362,0,0.161
1,KOKX20140107_121259_V06,0,0.483,1.200,21489,206,1845.052
1,KOKX20140107_121259_V06,2,1.494,1.200,21502,0,2.315
1,KOKX20140107_121259_V06,4,2.505,1.200,10756,1,0.954
1,KOKX20140107_121259_V06,5,3.516,1.200,10767,0,0.468
1,KOKX20140107_121259_V06,6,4.482,1.200,10778,0,0.349
1,KOKX20140108_120245_V06,0,0.483,1.200,2038,64,1631.216
1,KOKX20140108_120245_V06,2,1.494,1.200,2038,0,1.498
1,KOKX20140108_120245_V06,4,2.505,1.200,1018,0,0.011
1,KOKX20140108_120245_V06,5,3.516,1.200,1018,0,0.018
1,KOKX20140108_120245_V06,6,4.482,1.200,1022,0,0.045
1,KOKX20140109_120100_V06,0,0.483,1.200,306,0,255.272
1,KOKX20140109_120100_V06,2,1.494,1.200,306,0,0.057
1,KOKX20140109_120100_V06,4,2.505,1.200,149,0,0.016
1,KOKX20140109_120100_V06,5,3.516,1.200,150,0,0.016
1,KOKX20140109_120100_V06,6,4.482,1.200,157,0,0.017
3,KOKX20140109_120100_V06,0,0.483,1.200,2407,27,1064.914
3,KOKX20140109_120100_V06,2,1.494,1.200,2408,0,0.785
3,KOKX20140109_120100_V06,4,2.505,1.200,1202,0,0.018
3,KOKX20140109_120100_V06,5,3.516,1.200,1203,0,0.028
3,KOKX20140109_120100_V06,6,4.482,1.200,1204,0,0.031
2,KOKX20140110_125632_V06,0,0.483,1.200,3266,0,4468.489
2,KOKX20140110_125632_V06,2,1.494,1.200,3263,0,226.199
