track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time,n_radar_pixels,n_refAbove40_pixels
3,KDFX20240114_004339_V06,40.474,0.077,421.305,293.299,3.073,-99.656,29.301,1536.396,60745.195,20240113_184339,479175,19
5,KDFX20240114_010409_V06,60.974,0.305,416.793,264.051,7.088,-99.678,29.433,3543.999,61100.023,20240113_190409,479177,15
6,KDFX20240114_010409_V06,60.974,0.069,422.643,297.119,3.546,-99.649,29.284,1773.010,61338.541,20240113_190409,479177,15
7,KDFX20240114_013131_V06,88.341,0.089,207.670,191.151,3.475,-100.758,29.763,1737.419,71367.133,20240113_193131,479175,13
9,KDFX20240114_015221_V06,109.174,0.065,209.274,190.777,2.384,-100.749,29.764,1192.142,70994.230,20240113_195221,479177,13
1,KDFX20240115_231726_V06,-47.401,0.292,281.253,306.786,27.850,-100.377,29.242,13925.135,9968.512,20240115_171726,479173,34
2,KDFX20240116_000548_V06,0.965,0.064,258.729,284.343,19.023,-100.493,29.343,9511.305,22070.737,20240115_180548,479173,46
3,KDFX20240116_011328_V06,68.632,0.055,377.465,252.673,7.408,-99.881,29.485,3704.166,45389.275,20240115_191328,479174,30
1,KDFX20240119_010047_V06,53.428,0.154,254.289,423.864,20.593,-100.514,28.714,10296.329,66014.739,20240118_190047,479177,14
23,KDFX20240122_020437_V06,114.718,0.104,25.455,467.945,31.797,-101.682,28.508,15898.575,160919.531,20240121_200437,479177,17
23,KDFX20240122_020930_V06,119.602,0.239,26.606,464.365,40.140,-101.677,28.524,20070.164,159499.084,20240121_200930,479178,15
23,KDFX20240122_021437_V06,124.718,0.101,32.041,461.271,49.498,-101.649,28.538,24748.999,156373.324,20240121_201437,479180,11
4,KDFX20240123_013742_V06,86.951,0.103,20.108,110.779,32.768,-101.732,30.118,16384.073,168925.931,20240122_193742,479185,80
4,KDFX20240123_014216_V06,91.518,0.469,21.690,110.175,38.959,-101.724,30.121,19479.710,168441.598,20240122_194216,479182,119
4,KDFX20240123_014650_V06,96.085,0.248,26.100,112.146,46.878,-101.701,30.112,23438.943,166065.025,20240122_194650,479182,212
4,KDFX20240123_015133_V06,100.801,-1.000,29.944,113.637,54.724,-101.681,30.106,27362.054,164058.818,20240122_195133,479179,207
4,KDFX20240123_020117_V06,110.535,0.086,47.881,135.811,75.095,-101.587,30.007,37547.513,150434.343,20240122_200117,479179,188
2,KDFX20240123_004856_V06,38.185,0.191,440.712,195.461,6.881,-99.553,29.742,3440.334,87647.663,20240122_184856,479183,82
6,KDFX20240123_015133_V06,100.801,0.136,38.052,147.565,66.738,-101.637,29.953,33368.973,151536.406,20240122_195133,479179,207
9,KDFX20240123_023244_V06,141.985,0.100,24.409,229.760,25.196,-101.703,29.582,12597.755,142200.779,20240122_203244,479178,219
10,KDFX20240124_015340_V06,102.067,0.255,31.320,360.701,47.400,-101.659,28.992,23699.858,137725.757,20240123_195340,479180,971
10,KDFX20240124_020520_V06,113.734,0.176,38.284,361.075,60.587,-101.623,28.990,30293.659,134373.727,20240123_200520,479181,1392
3,KDFX20240123_233842_V06,-32.899,0.075,38.524,343.760,30.870,-101.623,29.068,15435.049,132556.267,20240123_173842,479180,30
4,KDFX20240123_234949_V06,-21.783,0.444,37.606,295.695,44.227,-101.630,29.285,22113.642,131214.791,20240123_174949,479179,41
2,KDFX20240124_224714_V06,-85.217,0.069,317.573,78.760,21.487,-100.189,30.270,10743.587,110968.259,20240124_164714,479186,1166
11,KDFX20240124_235321_V06,-19.100,0.052,54.898,213.705,97.044,-101.546,29.656,48522.156,129924.793,20240124_175321,479195,10410
13,KDFX20240125_003038_V06,18.183,0.050,96.751,244.686,116.140,-101.329,29.518,58069.874,105320.431,20240124_183038,479199,10719
7,KDFX20240126_003236_V06,19.299,0.396,495.869,287.875,14.848,-99.272,29.323,7423.897,98121.747,20240125_183236,479170,23
7,KDFX20240126_004113_V06,27.916,0.077,496.180,282.919,27.260,-99.270,29.346,13629.899,98460.991,20240125_184113,479177,7
7,KDFX20240126_004941_V06,36.383,0.126,490.379,274.417,35.752,-99.300,29.384,17875.754,96045.335,20240125_184941,479173,16
7,KDFX20240126_010654_V06,53.599,0.370,490.456,268.360,44.640,-99.299,29.412,22319.979,96533.036,20240125_190654,479173,5
7,KDFX20240126_011530_V06,62.199,0.186,492.003,265.601,50.471,-99.291,29.424,25235.670,97530.216,20240125_191530,479178,12
7,KDFX20240126_012405_V06,70.783,0.107,490.791,253.818,62.488,-99.297,29.477,31243.775,98150.207,20240125_192405,479173,14
10,KDFX20240126_004941_V06,36.383,0.849,417.714,259.207,8.429,-99.674,29.455,4214.695,62291.106,20240125_184941,479173,16
10,KDFX20240126_010654_V06,53.599,0.425,419.957,260.256,18.573,-99.662,29.450,9286.509,63184.996,20240125_190654,479173,5
10,KDFX20240126_011530_V06,62.199,-1.000,421.055,260.769,23.811,-99.656,29.448,11905.345,63626.852,20240125_191530,479178,12
10,KDFX20240126_012405_V06,70.783,-1.000,422.151,261.281,29.038,-99.651,29.446,14519.106,64070.531,20240125_192405,479173,14
10,KDFX20240126_013242_V06,79.399,-1.000,423.252,261.795,34.286,-99.645,29.443,17143.018,64518.568,20240125_193242,479178,21
10,KDFX20240126_014118_V06,87.999,-1.000,424.350,262.309,39.524,-99.639,29.441,19761.854,64968.317,20240125_194118,479175,24
10,KDFX20240126_014954_V06,96.599,-1.000,425.448,262.822,44.761,-99.634,29.439,22380.690,65420.590,20240125_194954,479175,25
10,KDFX20240126_020706_V06,113.799,0.050,448.844,251.310,50.825,-99.513,29.490,25412.699,78302.722,20240125_200706,479177,12
5,KDFX20240126_002359_V06,10.683,0.749,374.544,333.177,9.826,-99.897,29.122,4912.777,40797.031,20240125_182359,479170,10
5,KDFX20240126_003236_V06,19.299,0.161,375.399,334.622,19.754,-99.893,29.116,9876.988,41483.857,20240125_183236,479170,23
5,KDFX20240126_004113_V06,27.916,0.062,376.984,329.702,16.582,-99.885,29.138,8290.836,41257.773,20240125_184113,479177,7
12,KDFX20240126_004941_V06,36.383,0.050,447.320,187.263,17.777,-99.519,29.779,8888.485,92753.291,20240125_184941,479173,16
12,KDFX20240126_010654_V06,53.599,0.178,452.111,190.551,32.732,-99.494,29.764,16366.057,93697.663,20240125_190654,479173,5
1,KDFX20240125_224807_V06,-85.184,0.159,419.100,244.224,1.825,-99.666,29.523,912.407,65756.427,20240125_164807,479177,9
8,KDFX20240126_003236_V06,19.299,0.270,442.187,195.517,7.323,-99.545,29.742,3661.678,88224.038,20240125_183236,479170,23
11,KDFX20240126_004941_V06,36.383,0.144,253.162,413.618,16.148,-100.520,28.760,8074.015,61446.708,20240125_184941,479173,16
4,KDFX20240127_004542_V06,31.550,0.690,419.569,272.679,11.670,-99.664,29.394,5834.843,61325.270,20240126_184542,479173,13
4,KDFX20240127_010254_V06,48.750,0.638,426.072,279.706,21.209,-99.631,29.362,10604.574,63847.319,20240126_190254,479175,11
4,KDFX20240127_011129_V06,57.333,0.509,429.413,286.188,28.154,-99.614,29.333,14077.185,65073.827,20240126_191129,479178,21
4,KDFX20240127_012005_V06,65.933,0.557,431.377,290.821,32.555,-99.604,29.312,16277.675,65848.709,20240126_192005,479176,5
4,KDFX20240127_012832_V06,74.383,0.651,437.327,298.383,42.840,-99.574,29.278,21420.118,68668.231,20240126_192832,479173,6
4,KDFX20240127_013708_V06,82.983,0.250,437.976,295.428,49.443,-99.570,29.291,24721.685,69025.907,20240126_193708,479182,8
5,KDFX20240127_004542_V06,31.550,0.499,445.401,203.580,5.170,-99.529,29.705,2585.079,87232.750,20240126_184542,479173,13
5,KDFX20240127_010254_V06,48.750,0.194,448.466,207.862,16.783,-99.513,29.686,8391.667,87366.361,20240126_190254,479175,11
8,KDFX20240127_012832_V06,74.383,0.240,241.740,151.469,56.662,-100.582,29.942,28331.188,79774.306,20240126_192832,479173,6
8,KDFX20240127_013708_V06,82.983,0.072,239.866,156.011,64.200,-100.592,29.922,32100.177,78020.874,20240126_193708,479182,8
2,KDFX20240127_002831_V06,14.367,0.530,253.797,429.042,16.816,-100.517,28.690,8407.963,68532.156,20240126_182831,479175,12
9,KDFX20240127_012832_V06,74.383,0.175,183.068,403.782,11.244,-100.879,28.803,5622.118,78172.470,20240126_192832,479173,6
1,KDFX20240128_010612_V06,51.202,0.584,421.113,271.249,8.987,-99.656,29.401,4493.286,62239.407,20240127_190612,479176,16
6,KDFX20240129_002414_V06,8.389,0.455,262.105,417.999,2.927,-100.474,28.740,1463.543,61967.519,20240128_182414,479174,1
6,KDFX20240129_003241_V06,16.839,0.614,261.747,417.857,11.739,-100.476,28.741,5869.570,61954.704,20240128_183241,479179,7
6,KDFX20240129_004110_V06,25.322,0.632,257.563,419.684,15.234,-100.497,28.732,7617.193,63492.537,20240128_184110,479177,8
6,KDFX20240129_004932_V06,33.689,0.337,257.137,422.465,14.591,-100.500,28.720,7295.745,64874.520,20240128_184932,479180,11
1,KDFX20240128_224836_V06,-87.245,0.081,280.897,433.444,2.009,-100.378,28.670,1004.549,67402.324,20240128_164836,479179,14
5,KDFX20240128_233135_V06,-44.261,0.079,167.661,286.981,2.410,-100.962,29.329,1205.057,66488.946,20240128_173135,479176,9
13,KDFX20240129_013201_V06,76.172,0.075,434.390,297.056,31.156,-99.589,29.284,15577.980,67210.883,20240128_193201,479177,15
14,KDFX20240129_014855_V06,93.072,0.190,428.066,265.195,17.057,-99.620,29.428,8528.389,66355.730,20240128_194855,479175,11
1,KDFX20240130_001714_V06,0.544,0.299,262.362,416.052,3.238,-100.473,28.749,1619.087,61001.464,20240129_181714,479173,17
1,KDFX20240130_002536_V06,8.911,0.702,260.641,413.753,10.801,-100.482,28.759,5400.736,60184.771,20240129_182536,479171,21
1,KDFX20240130_003404_V06,17.377,0.715,253.518,415.178,16.643,-100.518,28.753,8321.323,62101.956,20240129_183404,479172,17
1,KDFX20240130_004231_V06,25.827,0.799,251.180,412.559,17.649,-100.530,28.764,8824.421,61344.996,20240129_184231,479172,14
1,KDFX20240130_005100_V06,34.311,0.608,252.285,414.511,16.994,-100.525,28.756,8496.765,62027.161,20240129_185100,479173,20
1,KDFX20240130_010815_V06,51.561,0.111,250.876,407.456,28.919,-100.532,28.788,14459.413,59076.263,20240129_190815,479174,8
7,KDFX20240130_004231_V06,25.827,0.392,495.402,287.328,10.442,-99.274,29.326,5221.176,97906.115,20240129_184231,479172,14
7,KDFX20240130_005100_V06,34.311,0.253,495.601,287.016,17.744,-99.273,29.327,8872.159,98015.608,20240129_185100,479173,20
7,KDFX20240130_010815_V06,51.561,0.193,499.929,287.165,24.781,-99.251,29.326,12390.303,100170.202,20240129_190815,479174,8
7,KDFX20240130_011652_V06,60.177,0.087,503.646,286.237,31.060,-99.232,29.330,15529.946,102055.090,20240129_191652,479175,18
9,KDFX20240130_005100_V06,34.311,0.052,420.375,267.349,2.069,-99.660,29.418,1034.554,62362.426,20240129_185100,479173,20
9,KDFX20240130_010815_V06,51.561,0.838,419.287,263.994,9.408,-99.666,29.434,4703.916,62301.064,20240129_190815,479174,8
9,KDFX20240130_011652_V06,60.177,0.436,419.058,262.833,13.328,-99.667,29.439,6664.155,62362.321,20240129_191652,479175,18
9,KDFX20240130_012530_V06,68.811,0.226,419.914,260.380,19.886,-99.662,29.450,9943.108,63144.916,20240129_192530,479174,11
8,KDFX20240130_005100_V06,34.311,0.690,443.857,197.830,9.849,-99.537,29.731,4924.309,88223.172,20240129_185100,479173,20
8,KDFX20240130_010815_V06,51.561,0.445,445.494,192.348,21.006,-99.528,29.756,10502.970,90495.084,20240129_190815,479174,8
8,KDFX20240130_011652_V06,60.177,0.122,449.410,192.480,20.740,-99.508,29.755,10369.837,92037.650,20240129_191652,479175,18
10,KDFX20240130_010815_V06,51.561,0.207,424.666,300.522,11.131,-99.639,29.269,5565.586,62333.371,20240129_190815,479174,8
5,KDFX20240131_004658_V06,29.435,0.110,252.632,420.444,14.342,-100.523,28.729,7170.763,64712.071,20240130_184658,479178,9
5,KDFX20240131_010402_V06,46.502,0.323,245.311,417.188,29.877,-100.560,28.744,14938.485,64660.166,20240130_190402,479175,18
5,KDFX20240131_011238_V06,55.102,0.052,242.890,412.585,35.924,-100.573,28.764,17962.044,63120.763,20240130_191238,479169,9
7,KDFX20240131_010402_V06,46.502,0.908,413.474,260.994,15.158,-99.695,29.447,7578.808,59995.405,20240130_190402,479175,18
7,KDFX20240131_011238_V06,55.102,0.958,412.283,260.332,23.594,-99.702,29.450,11796.870,59542.202,20240130_191238,479169,9
7,KDFX20240131_012113_V06,63.685,0.601,412.267,258.481,30.091,-99.702,29.459,15045.744,59849.000,20240130_192113,479179,12
7,KDFX20240131_012948_V06,72.269,0.058,424.889,278.574,22.211,-99.637,29.368,11105.663,63356.834,20240130_192948,479178,15
2,KDFX20240131_001240_V06,-4.865,0.063,29.092,412.308,46.065,-101.667,28.759,23032.600,146632.587,20240130_181240,479176,17
3,KDFX20240131_003831_V06,20.985,0.304,492.560,297.029,8.633,-99.289,29.282,4316.620,96291.673,20240130_183831,479177,10
4,KDFX20240131_004658_V06,29.435,0.134,371.105,333.969,3.747,-99.915,29.119,1873.631,39401.007,20240130_184658,479178,9
7,KDFX20240201_010212_V06,43.829,0.669,438.460,196.808,8.441,-99.565,29.736,4220.657,86341.942,20240131_190212,479173,15
7,KDFX20240201_010734_V06,49.196,0.566,438.903,196.814,13.620,-99.562,29.736,6810.137,86517.744,20240131_190734,479174,1
7,KDFX20240201_011255_V06,54.546,0.862,439.257,193.742,14.410,-99.560,29.750,7204.873,87583.125,20240131_191255,479179,6
7,KDFX20240201_011816_V06,59.896,0.571,439.788,192.457,15.943,-99.558,29.756,7971.587,88184.510,20240131_191816,479177,9
7,KDFX20240201_012336_V06,65.229,0.492,440.474,192.251,17.002,-99.554,29.757,8501.177,88519.418,20240131_192336,479177,3
7,KDFX20240201_012857_V06,70.579,0.164,442.489,190.102,21.018,-99.544,29.766,10508.996,89973.106,20240131_192857,479177,9
7,KDFX20240201_013417_V06,75.913,0.133,443.936,186.827,25.668,-99.536,29.781,12833.985,91549.959,20240131_193417,479179,6
5,KDFX20240201_004610_V06,27.796,0.070,479.613,280.038,17.517,-99.355,29.359,8758.694,90359.231,20240131_184610,479175,10
5,KDFX20240201_005131_V06,33.146,0.223,477.885,279.325,25.250,-99.364,29.363,12625.212,89541.424,20240131_185131,479176,9
5,KDFX20240201_010212_V06,43.829,-1.000,475.034,278.147,40.960,-99.379,29.368,20480.034,88196.431,20240131_190212,479173,15
5,KDFX20240201_010734_V06,49.196,-1.000,473.602,277.556,48.852,-99.386,29.371,24425.826,87523.245,20240131_190734,479174,1
5,KDFX20240201_011255_V06,54.546,0.164,464.999,263.673,48.124,-99.430,29.434,24062.164,84475.279,20240131_191255,479179,6
5,KDFX20240201_011816_V06,59.896,0.094,454.273,252.519,60.916,-99.485,29.484,30458.192,80707.271,20240131_191816,479177,9
5,KDFX20240201_012336_V06,65.229,0.066,461.357,262.607,53.910,-99.449,29.439,26954.975,82816.510,20240131_192336,479177,3
5,KDFX20240201_012857_V06,70.579,0.174,460.181,259.579,62.232,-99.455,29.452,31116.211,82601.301,20240131_192857,479177,9
5,KDFX20240201_013417_V06,75.913,-1.000,459.212,257.084,70.561,-99.460,29.464,35280.379,82447.569,20240131_193417,479179,6
5,KDFX20240201_013937_V06,81.246,-1.000,458.244,254.588,78.889,-99.465,29.475,39444.548,82315.315,20240131_193937,479177,6
5,KDFX20240201_014458_V06,86.596,0.065,456.009,242.673,76.645,-99.476,29.529,38322.511,83104.238,20240131_194458,479177,9
4,KDFX20240201_004049_V06,22.446,0.160,253.149,417.618,16.587,-100.520,28.742,8293.493,63302.974,20240131_184049,479185,0
4,KDFX20240201_004610_V06,27.796,0.231,251.800,417.344,23.495,-100.527,28.743,11747.458,63428.896,20240131_184610,479175,10
4,KDFX20240201_005131_V06,33.146,0.507,244.798,418.379,23.002,-100.563,28.738,11501.110,65308.767,20240131_185131,479176,9
4,KDFX20240201_010212_V06,43.829,0.152,249.821,420.784,20.385,-100.537,28.727,10192.444,65396.252,20240131_190212,479173,15
4,KDFX20240201_010734_V06,49.196,0.451,249.878,421.492,24.865,-100.537,28.724,12432.330,65712.396,20240131_190734,479174,1
1,KDFX20240131_231234_V06,-65.804,0.129,27.314,407.885,44.139,-101.677,28.779,22069.605,146626.079,20240131_171234,479170,10
3,KDFX20240201_002013_V06,1.846,0.074,23.277,216.472,28.340,-101.709,29.642,14169.876,144527.183,20240131_182013,479172,17
8,KDFX20240201_010212_V06,43.829,0.255,68.145,365.185,28.721,-101.470,28.973,14360.748,120422.209,20240131_190212,479173,15
9,KDFX20240201_010212_V06,43.829,0.159,482.140,180.469,15.265,-99.338,29.808,7632.275,108929.515,20240131_190212,479173,15
1,KDFX20240202_002223_V06,3.176,0.237,245.563,413.535,18.935,-100.559,28.760,9467.615,62955.585,20240201_182223,479173,27
1,KDFX20240202_003058_V06,11.760,0.948,242.964,410.117,20.970,-100.572,28.775,10484.825,62005.763,20240201_183058,479182,14
1,KDFX20240202_003931_V06,20.310,0.951,242.564,406.351,24.196,-100.574,28.792,12098.048,60434.948,20240201_183931,479178,39
1,KDFX20240202_004805_V06,28.876,0.941,236.946,402.554,28.010,-100.603,28.809,14004.804,60193.494,20240201_184805,479180,20
1,KDFX20240202_010516_V06,46.060,0.654,238.535,401.579,28.011,-100.595,28.814,14005.433,59363.810,20240201_190516,479173,25
1,KDFX20240202_011350_V06,54.626,-1.000,239.230,401.041,28.071,-100.592,28.816,14035.617,58954.124,20240201_191350,479175,35
1,KDFX20240202_012224_V06,63.193,0.152,241.487,403.850,34.332,-100.580,28.804,17166.121,59599.774,20240201_192224,479175,25
2,KDFX20240202_003058_V06,11.760,0.855,487.669,277.683,11.705,-99.314,29.370,5852.367,94495.642,20240201_183058,479182,14
2,KDFX20240202_003931_V06,20.310,0.646,487.551,276.089,19.414,-99.314,29.377,9706.937,94534.568,20240201_183931,479178,39
2,KDFX20240202_004805_V06,28.876,0.326,487.172,274.579,25.316,-99.316,29.384,12657.837,94445.111,20240201_184805,479180,20
2,KDFX20240202_010516_V06,46.060,-1.000,486.472,271.559,37.667,-99.320,29.397,18833.454,94314.391,20240201_190516,479173,25
2,KDFX20240202_011350_V06,54.626,0.211,481.180,268.823,37.467,-99.347,29.410,18733.279,91921.449,20240201_191350,479175,35
2,KDFX20240202_012224_V06,63.193,0.060,459.885,230.526,73.128,-99.455,29.583,36564.003,87163.289,20240201_192224,479175,25
5,KDFX20240202_003931_V06,20.310,0.551,438.674,192.144,6.969,-99.563,29.757,3484.447,87839.725,20240201_183931,479178,39
5,KDFX20240202_004805_V06,28.876,0.849,437.681,188.915,12.598,-99.568,29.772,6299.138,88453.227,20240201_184805,479180,20
5,KDFX20240202_010516_V06,46.060,0.069,439.902,187.444,12.691,-99.557,29.778,6345.254,89779.812,20240201_190516,479173,25
13,KDFX20240202_010516_V06,46.060,0.189,173.133,349.712,3.398,-100.932,29.047,1698.992,68129.374,20240201_190516,479173,25
13,KDFX20240202_011350_V06,54.626,0.293,172.855,349.219,11.431,-100.933,29.049,5715.632,68169.785,20240201_191350,479175,35
17,KDFX20240202_023937_V06,140.410,0.445,321.843,327.307,12.447,-100.168,29.149,6223.690,17483.993,20240201_203937,479174,22
17,KDFX20240202_024812_V06,148.993,0.128,321.903,326.571,20.001,-100.168,29.153,10000.474,17217.335,20240201_204812,479179,17
3,KDFX20240202_003058_V06,11.760,0.183,276.209,194.877,5.361,-100.403,29.747,2680.290,53890.836,20240201_183058,479182,14
8,KDFX20240202_004805_V06,28.876,0.613,367.888,320.493,14.999,-99.931,29.180,7499.306,35456.555,20240201_184805,479180,20
