track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_refAbove40_pixels,n_refBelow40_animals
KEWX20240101-4,KEWX20240102_001858_V06,0,0.483,1.200,1016,0,5814.780
KEWX20240101-4,KEWX20240102_001858_V06,2,0.879,1.200,1017,0,644.381
KEWX20240101-4,KEWX20240102_001858_V06,4,1.318,1.200,1018,0,8.619
KEWX20240101-4,KEWX20240102_001858_V06,6,1.802,1.200,508,0,0.475
KEWX20240101-4,KEWX20240102_001858_V06,7,2.417,1.200,507,0,1.065
KEWX20240101-4,KEWX20240102_001858_V06,8,3.120,1.200,510,0,0.107
KEWX20240101-4,KEWX20240102_001858_V06,9,3.999,1.200,509,0,0.054
KEWX20240101-4,KEWX20240102_001858_V06,10,5.098,1.200,511,0,0.197
KEWX20240101-4,KEWX20240102_001858_V06,11,6.416,1.200,513,0,0.055
KEWX20240101-4,KEWX20240102_002540_V06,0,0.483,1.200,4848,0,15540.127
KEWX20240101-4,KEWX20240102_002540_V06,2,0.879,1.200,4850,0,1991.265
KEWX20240101-4,KEWX20240102_002540_V06,4,1.318,1.200,4852,0,35.358
KEWX20240101-4,KEWX20240102_002540_V06,6,1.802,1.200,2430,0,2.902
KEWX20240101-4,KEWX20240102_002540_V06,7,2.417,1.200,2432,0,1.878
KEWX20240101-4,KEWX20240102_002540_V06,8,3.120,1.200,2434,0,1.039
KEWX20240101-4,KEWX20240102_002540_V06,9,3.999,1.200,2438,0,0.729
KEWX20240101-4,KEWX20240102_002540_V06,10,5.098,1.200,2441,0,0.671
KEWX20240101-4,KEWX20240102_002540_V06,11,6.416,1.200,2443,0,0.872
KEWX20240101-4,KEWX20240102_003241_V06,0,0.483,1.200,5357,0,31038.593
KEWX20240101-4,KEWX20240102_003241_V06,2,0.879,1.200,5358,0,3833.400
KEWX20240101-4,KEWX20240102_003241_V06,4,1.318,1.200,5362,0,55.460
KEWX20240101-4,KEWX20240102_003241_V06,6,1.802,1.200,2677,0,1.932
KEWX20240101-4,KEWX20240102_003241_V06,7,2.417,1.200,2682,0,2.003
KEWX20240101-4,KEWX20240102_003241_V06,8,3.120,1.200,2689,0,1.096
KEWX20240101-4,KEWX20240102_003241_V06,9,3.999,1.200,2687,0,0.672
KEWX20240101-4,KEWX20240102_003241_V06,10,5.098,1.200,2687,0,1.587
KEWX20240101-4,KEWX20240102_003241_V06,11,6.416,1.200,2692,0,0.867
KEWX20240101-4,KEWX20240102_003923_V06,0,0.483,1.200,6814,0,42119.678
KEWX20240101-4,KEWX20240102_003923_V06,2,0.879,1.200,6813,0,5991.627
KEWX20240101-4,KEWX20240102_003923_V06,4,1.318,1.200,6809,0,112.370
KEWX20240101-4,KEWX20240102_003923_V06,6,1.802,1.200,3402,0,7.492
KEWX20240101-4,KEWX20240102_003923_V06,7,2.417,1.200,3402,0,2.058
KEWX20240101-4,KEWX20240102_003923_V06,8,3.120,1.200,3410,0,0.992
KEWX20240101-4,KEWX20240102_003923_V06,9,3.999,1.200,3412,0,408.584
KEWX20240101-4,KEWX20240102_003923_V06,10,5.098,1.200,3421,0,0.857
KEWX20240101-4,KEWX20240102_003923_V06,11,6.416,1.200,3421,0,1.023
KEWX20240101-4,KEWX20240102_004624_V06,0,0.483,1.200,9914,2,55359.665
KEWX20240101-4,KEWX20240102_004624_V06,2,0.879,1.200,9915,0,6892.858
KEWX20240101-4,KEWX20240102_004624_V06,4,1.318,1.200,9919,0,162.006
KEWX20240101-4,KEWX20240102_004624_V06,6,1.802,1.200,4959,0,6.142
KEWX20240101-4,KEWX20240102_004624_V06,7,2.417,1.200,4959,0,1.814
KEWX20240101-4,KEWX20240102_004624_V06,8,3.120,1.200,4964,0,1.451
KEWX20240101-4,KEWX20240102_004624_V06,9,3.999,1.200,4972,0,1.530
KEWX20240101-4,KEWX20240102_004624_V06,10,5.098,1.200,4980,0,1.385
KEWX20240101-4,KEWX20240102_004624_V06,11,6.416,1.200,4987,0,1.199
