track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_refAbove40_pixels,n_refBelow40_animals
KSJT20250205-1,KSJT20250206_003004_V06,7,2.417,1.200,7112,0,5.027
KSJT20250205-1,KSJT20250206_003004_V06,8,3.120,1.200,7114,0,5.216
KSJT20250205-1,KSJT20250206_003004_V06,9,3.999,1.200,7121,0,3.966
KSJT20250205-1,KSJT20250206_003004_V06,10,5.098,1.200,7130,0,3.025
KSJT20250205-1,KSJT20250206_003004_V06,11,6.416,1.200,7143,0,3.121
KSJT20250205-2,KSJT20250206_005200_V06,0,0.483,1.200,9159,15,50712.546
KSJT20250205-2,KSJT20250206_005200_V06,2,0.879,1.200,9156,2,10694.142
KSJT20250205-2,KSJT20250206_005200_V06,4,1.318,1.200,9155,0,248.025
KSJT20250205-2,KSJT20250206_005200_V06,6,1.802,1.200,4581,0,62.915
KSJT20250205-2,KSJT20250206_005200_V06,7,2.417,1.200,4583,0,9.384
KSJT20250205-2,KSJT20250206_005200_V06,8,3.120,1.200,4582,0,2.184
KSJT20250205-2,KSJT20250206_005200_V06,9,3.999,1.200,4593,0,1.683
KSJT20250205-2,KSJT20250206_005200_V06,10,5.098,1.200,4598,0,1.384
KSJT20250205-2,KSJT20250206_010547_V06,0,0.483,1.200,17170,20,44135.165
KSJT20250205-2,KSJT20250206_010547_V06,2,0.879,1.200,17170,2,8679.068
KSJT20250205-2,KSJT20250206_010547_V06,4,1.318,1.200,17173,0,596.974
KSJT20250205-2,KSJT20250206_010547_V06,6,1.802,1.200,8585,0,239.057
KSJT20250205-2,KSJT20250206_010547_V06,7,2.417,1.200,8590,0,80.682
KSJT20250205-2,KSJT20250206_010547_V06,8,3.120,1.200,8595,0,39.007
KSJT20250205-2,KSJT20250206_010547_V06,9,3.999,1.200,8610,0,6.672
KSJT20250205-2,KSJT20250206_010547_V06,10,5.098,1.200,8618,0,2.564
KSJT20250205-3,KSJT20250206_005200_V06,0,0.483,1.200,9688,51,136379.914
KSJT20250205-3,KSJT20250206_005200_V06,2,0.879,1.200,9686,0,2543.593
KSJT20250205-3,KSJT20250206_005200_V06,4,1.318,1.200,9686,0,565.525
KSJT20250205-3,KSJT20250206_005200_V06,6,1.802,1.200,4845,0,14.616
KSJT20250205-3,KSJT20250206_005200_V06,7,2.417,1.200,4851,0,9.048
KSJT20250205-3,KSJT20250206_005200_V06,8,3.120,1.200,4850,0,5.018
KSJT20250206-2,KSJT20250206_231407_V06,0,0.483,1.200,356,1,39923.642
KSJT20250206-2,KSJT20250206_231407_V06,2,0.879,1.200,357,0,300.027
KSJT20250206-2,KSJT20250206_231407_V06,4,1.318,1.200,358,0,61.028
KSJT20250206-2,KSJT20250206_231407_V06,6,1.802,1.200,179,0,3.855
KSJT20250206-2,KSJT20250206_231407_V06,7,2.417,1.200,179,0,2.098
KSJT20250206-2,KSJT20250206_231407_V06,8,3.120,1.200,180,0,0.056
KSJT20250206-2,KSJT20250206_231407_V06,9,3.999,1.200,180,0,4.937
KSJT20250206-2,KSJT20250206_232053_V06,0,0.483,1.200,3047,26,116643.297
KSJT20250206-2,KSJT20250206_232053_V06,2,0.879,1.200,3050,0,2504.439
KSJT20250206-2,KSJT20250206_232053_V06,4,1.318,1.200,3050,0,451.837
KSJT20250206-2,KSJT20250206_232053_V06,6,1.802,1.200,1523,0,11.405
KSJT20250206-2,KSJT20250206_232053_V06,7,2.417,1.200,1528,0,4.780
KSJT20250206-2,KSJT20250206_232053_V06,8,3.120,1.200,1524,0,0.715
KSJT20250206-2,KSJT20250206_232053_V06,9,3.999,1.200,1523,0,4.927
KSJT20250206-2,KSJT20250206_232754_V06,0,0.483,1.200,3049,34,92462.471
KSJT20250206-2,KSJT20250206_232754_V06,2,0.879,1.200,3051,0,2932.927
KSJT20250206-2,KSJT20250206_232754_V06,4,1.318,1.200,3051,0,502.905
KSJT20250206-2,KSJT20250206_232754_V06,6,1.802,1.200,1527,0,13.391
KSJT20250206-2,KSJT20250206_232754_V06,7,2.417,1.200,1528,0,7.817
KSJT20250206-2,KSJT20250206_232754_V06,8,3.120,1.200,1527,0,2.876
KSJT20250206-2,KSJT20250206_232754_V06,9,3.999,1.200,1529,0,9.198
KSJT20250206-2,KSJT20250206_233449_V06,0,0.483,1.200,3117,46,103750.071
KSJT20250206-2,KSJT20250206_233449_V06,2,0.879,1.200,3118,0,2834.008
KSJT20250206-2,KSJT20250206_233449_V06,4,1.318,1.200,3116,0,1194.893
KSJT20250206-2,KSJT20250206_233449_V06,6,1.802,1.200,1558,0,13.908
KSJT20250206-2,KSJT20250206_233449_V06,7,2.417,1.200,1560,0,5.367
KSJT20250206-2,KSJT20250206_233449_V06,8,3.120,1.200,1563,0,2.792
KSJT20250206-2,KSJT20250206_233449_V06,9,3.999,1.200,1563,0,15.210
KSJT20250206-3,KSJT20250206_235506_V06,0,0.483,1.200,2331,37,107235.484
KSJT20250206-3,KSJT20250206_235506_V06,2,0.879,1.200,2331,0,9502.149
KSJT20250206-3,KSJT20250206_235506_V06,4,1.318,1.200,2331,0,1071.023
KSJT20250206-3,KSJT20250206_235506_V06,6,1.802,1.200,1168,0,31.073
KSJT20250206-3,KSJT20250206_235506_V06,7,2.417,1.200,1164,0,17.670
KSJT20250206-3,KSJT20250206_235506_V06,8,3.120,1.200,1169,0,20.843
KSJT20250206-3,KSJT20250206_235506_V06,9,3.999,1.200,1170,0,8.532
KSJT20250206-3,KSJT20250207_000200_V06,0,0.483,1.200,5092,51,138120.050
KSJT20250206-3,KSJT20250207_000200_V06,2,0.879,1.200,5093,0,5659.909
KSJT20250206-3,KSJT20250207_000200_V06,4,1.318,1.200,5089,0,1876.948
