track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time,n_radar_pixels,n_refAbove40_pixels
1,KGRK20250102_222346_V06,-76.561,0.177,222.985,421.488,4.496,-97.783,30.173,2247.919,71921.171,20250102_162346,479172,2
1,KGRK20250104_002833_V06,47.475,0.240,328.550,408.911,30.967,-97.234,30.230,15483.404,56295.678,20250103_182833,479171,0
4,KGRK20250105_011132_V06,89.697,0.089,240.994,338.198,13.895,-97.690,30.549,6947.504,35145.240,20250104_191132,479173,0
4,KGRK20250105_011832_V06,96.697,0.054,236.799,341.800,28.734,-97.712,30.533,14367.126,37886.788,20250104_191832,479170,0
6,KGRK20250105_015259_V06,131.147,0.069,240.384,342.899,11.494,-97.693,30.528,5746.950,36723.192,20250104_195259,479175,0
6,KGRK20250105_020644_V06,144.897,0.422,240.364,348.933,25.041,-97.693,30.501,12520.331,38570.782,20250104_200644,479174,0
1,KGRK20250104_221646_V06,-85.070,0.099,339.068,383.704,2.225,-97.180,30.344,1112.455,46186.369,20250104_161646,479173,0
8,KGRK20250109_234305_V06,-2.736,0.084,67.927,146.566,73.948,-98.603,31.408,36974.129,139104.142,20250109_174305,479179,1663
17,KGRK20250110_014210_V06,116.347,0.234,40.584,136.429,73.429,-98.747,31.452,36714.684,153339.504,20250109_194210,479166,1856
2,KGRK20250118_004847_V06,56.142,0.068,319.248,383.651,15.945,-97.283,30.344,7972.595,42918.660,20250117_184847,479171,0
3,KGRK20250120_002653_V06,32.482,0.056,382.465,345.486,22.265,-96.953,30.516,11132.317,47088.777,20250119_182653,479171,0
1,KGRK20250122_002753_V06,31.709,0.065,253.793,329.880,5.086,-97.624,30.587,2543.133,27513.111,20250121_182753,479169,0
1,KGRK20250123_234237_V06,-15.338,0.268,475.560,273.841,11.426,-96.465,30.836,5712.883,88749.079,20250123_174237,479174,6
1,KGRK20250123_234921_V06,-8.605,0.122,475.620,274.580,18.931,-96.465,30.833,9465.459,88724.936,20250123_174921,479171,1
1,KGRK20250123_235609_V06,-1.805,-1.000,475.673,275.240,26.888,-96.465,30.830,13444.088,88704.707,20250123_175609,479171,0
1,KGRK20250124_000251_V06,4.895,0.092,480.033,276.926,21.845,-96.442,30.822,10922.428,90752.829,20250123_180251,479177,0
2,KGRK20250125_234029_V06,-19.256,0.073,376.484,154.294,34.647,-96.981,31.378,17323.360,82280.263,20250125_174029,479173,0
3,KGRK20250126_234235_V06,-18.048,0.055,306.681,349.935,13.573,-97.348,30.496,6786.711,25189.825,20250126_174235,479178,3
6,KGRK20250129_000725_V06,5.004,0.107,459.031,509.743,34.850,-96.561,29.773,17425.226,131607.998,20250128_180725,479172,0
6,KGRK20250129_001418_V06,11.888,0.065,507.547,515.537,76.509,-96.310,29.745,38254.284,149609.586,20250128_181418,479176,0
1,KGRK20250131_002456_V06,20.747,0.736,303.090,218.794,5.727,-97.367,31.088,2863.354,40632.380,20250130_182456,479176,0
1,KGRK20250131_003149_V06,27.631,0.800,304.017,218.244,13.852,-97.362,31.090,6926.074,40927.235,20250130_183149,479175,6
1,KGRK20250131_003848_V06,34.614,0.933,308.879,216.779,21.871,-97.336,31.097,10935.276,41846.778,20250130_183848,479174,4
1,KGRK20250131_004546_V06,41.581,0.529,312.056,215.521,29.712,-97.320,31.103,14856.024,42667.728,20250130_184546,479179,3
5,KGRK20250131_003149_V06,27.631,0.432,245.551,351.290,13.893,-97.666,30.490,6946.657,37401.168,20250130_183149,479175,6
5,KGRK20250131_003848_V06,34.614,0.724,247.659,347.861,18.650,-97.655,30.506,9325.049,35462.099,20250130_183848,479174,4
5,KGRK20250131_004546_V06,41.581,0.863,249.127,348.139,23.725,-97.648,30.504,11862.667,35019.519,20250130_184546,479179,3
5,KGRK20250131_005245_V06,48.564,0.684,252.266,347.182,30.146,-97.631,30.509,15072.808,33558.641,20250130_185245,479172,7
7,KGRK20250131_003149_V06,27.631,0.115,243.707,392.155,16.155,-97.675,30.306,8077.415,53994.195,20250130_183149,479175,6
7,KGRK20250131_003848_V06,34.614,0.274,243.723,393.419,22.177,-97.675,30.300,11088.641,54530.616,20250130_183848,479174,4
7,KGRK20250131_004546_V06,41.581,0.599,243.095,397.589,22.303,-97.679,30.281,11151.348,56483.888,20250130_184546,479179,3
7,KGRK20250131_005245_V06,48.564,0.575,247.701,401.017,24.160,-97.655,30.266,12080.118,56876.053,20250130_185245,479172,7
1,KGRK20250131_223955_V06,-85.152,0.057,286.452,417.215,2.392,-97.453,30.193,1195.986,58997.663,20250131_163955,479171,1
2,KGRK20250201_010340_V06,58.598,0.443,259.362,372.770,38.889,-97.594,30.393,19444.469,41673.951,20250131_190340,479173,0
2,KGRK20250201_011039_V06,65.581,0.065,253.887,367.727,31.638,-97.623,30.416,15818.832,40967.497,20250131_191039,479175,0
3,KGRK20250202_003136_V06,25.652,0.161,243.036,344.143,6.480,-97.680,30.522,3240.219,36033.139,20250201_183136,479174,0
3,KGRK20250202_003934_V06,33.619,0.443,243.338,340.936,14.628,-97.678,30.537,7314.050,34950.932,20250201_183934,479172,0
3,KGRK20250202_004622_V06,40.419,0.462,244.363,335.631,15.782,-97.673,30.561,7891.244,33034.336,20250201_184622,479179,0
3,KGRK20250202_010019_V06,54.369,0.128,243.282,324.932,27.852,-97.679,30.609,13926.182,30978.059,20250201_190019,479173,1
4,KGRK20250202_003136_V06,25.652,0.093,299.166,210.469,7.357,-97.387,31.125,3678.383,44767.658,20250201_183136,479174,0
4,KGRK20250202_003934_V06,33.619,0.110,300.104,209.118,16.389,-97.382,31.132,8194.690,45440.973,20250201_183934,479172,0
1,KGRK20250201_224034_V06,-85.381,0.098,367.840,351.446,4.832,-97.029,30.489,2416.109,42570.415,20250201_164034,479171,2
5,KGRK20250202_010019_V06,54.369,0.123,228.988,376.558,26.693,-97.752,30.376,13346.258,52210.541,20250201_190019,479173,1
1,KGRK20250203_002847_V06,21.959,0.110,243.220,345.068,5.942,-97.679,30.518,2971.020,36245.961,20250202_182847,479172,0
