track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_refAbove40_pixels,n_refBelow40_animals
KGRK20250102-1,KGRK20250102_222346_V06,0,0.483,1.200,186,0,142.220
KGRK20250102-1,KGRK20250102_222346_V06,2,0.879,1.200,187,0,0.599
KGRK20250102-1,KGRK20250102_222346_V06,4,1.318,1.200,186,0,0.044
KGRK20250102-1,KGRK20250102_222346_V06,6,1.802,1.200,92,0,0.043
KGRK20250102-1,KGRK20250102_222346_V06,7,2.417,1.200,92,0,0.043
KGRK20250102-1,KGRK20250102_222346_V06,8,3.120,1.200,93,0,0.044
KGRK20250103-1,KGRK20250104_002833_V06,0,0.483,1.200,11444,0,161.825
KGRK20250103-1,KGRK20250104_002833_V06,2,0.879,1.200,11442,0,45.707
KGRK20250103-1,KGRK20250104_002833_V06,4,1.318,1.200,11451,0,121.611
KGRK20250103-1,KGRK20250104_002833_V06,6,1.802,1.200,5724,0,19.871
KGRK20250103-1,KGRK20250104_002833_V06,7,2.417,1.200,5735,0,3.146
KGRK20250103-1,KGRK20250104_002833_V06,8,3.120,1.200,5741,0,1.659
KGRK20250103-1,KGRK20250104_002833_V06,9,3.999,1.200,5744,0,1.663
KGRK20250104-4,KGRK20250105_011132_V06,0,0.483,1.200,3663,0,6623.679
KGRK20250104-4,KGRK20250105_011132_V06,2,0.879,1.200,3664,0,1753.149
KGRK20250104-4,KGRK20250105_011132_V06,4,1.318,1.200,3665,0,147.038
KGRK20250104-4,KGRK20250105_011132_V06,6,1.802,1.200,1837,0,30.108
KGRK20250104-4,KGRK20250105_011132_V06,7,2.417,1.200,1838,0,62.173
KGRK20250104-4,KGRK20250105_011132_V06,8,3.120,1.200,1841,0,40.830
KGRK20250104-4,KGRK20250105_011132_V06,9,3.999,1.200,1837,0,1.696
KGRK20250104-4,KGRK20250105_011132_V06,10,5.098,1.200,1833,0,0.699
KGRK20250104-4,KGRK20250105_011132_V06,11,6.416,1.200,1847,0,0.812
KGRK20250104-4,KGRK20250105_011832_V06,0,0.483,1.200,15020,0,13141.230
KGRK20250104-4,KGRK20250105_011832_V06,2,0.879,1.200,15018,0,4157.755
KGRK20250104-4,KGRK20250105_011832_V06,4,1.318,1.200,15021,0,832.290
KGRK20250104-4,KGRK20250105_011832_V06,6,1.802,1.200,7514,0,147.491
KGRK20250104-4,KGRK20250105_011832_V06,7,2.417,1.200,7514,0,140.018
KGRK20250104-4,KGRK20250105_011832_V06,8,3.120,1.200,7517,0,88.640
KGRK20250104-4,KGRK20250105_011832_V06,9,3.999,1.200,7530,0,56.752
KGRK20250104-4,KGRK20250105_011832_V06,10,5.098,1.200,7541,0,17.280
KGRK20250104-4,KGRK20250105_011832_V06,11,6.416,1.200,7559,0,3.548
KGRK20250104-6,KGRK20250105_015259_V06,0,0.483,1.200,2389,0,8487.760
KGRK20250104-6,KGRK20250105_015259_V06,2,0.879,1.200,2389,0,2223.801
KGRK20250104-6,KGRK20250105_015259_V06,4,1.318,1.200,2392,0,85.260
KGRK20250104-6,KGRK20250105_015259_V06,6,1.802,1.200,1194,0,8.530
KGRK20250104-6,KGRK20250105_015259_V06,7,2.417,1.200,1193,0,16.141
KGRK20250104-6,KGRK20250105_015259_V06,8,3.120,1.200,1197,0,1.276
KGRK20250104-6,KGRK20250105_015259_V06,9,3.999,1.200,1195,0,0.299
KGRK20250104-6,KGRK20250105_015259_V06,10,5.098,1.200,1202,0,0.461
KGRK20250104-6,KGRK20250105_015259_V06,11,6.416,1.200,1204,0,0.351
KGRK20250104-6,KGRK20250105_020644_V06,0,0.483,1.200,11064,0,16910.046
KGRK20250104-6,KGRK20250105_020644_V06,2,0.879,1.200,11065,0,5755.505
KGRK20250104-6,KGRK20250105_020644_V06,4,1.318,1.200,11072,0,421.878
KGRK20250104-6,KGRK20250105_020644_V06,6,1.802,1.200,5537,0,15.412
KGRK20250104-6,KGRK20250105_020644_V06,7,2.417,1.200,5539,0,15.562
KGRK20250104-6,KGRK20250105_020644_V06,8,3.120,1.200,5540,0,3.769
KGRK20250104-6,KGRK20250105_020644_V06,9,3.999,1.200,5553,0,3.715
KGRK20250104-6,KGRK20250105_020644_V06,10,5.098,1.200,5555,0,1.764
KGRK20250104-6,KGRK20250105_020644_V06,11,6.416,1.200,5575,0,1.760
KGRK20250104-1,KGRK20250104_221646_V06,0,0.483,1.200,70,0,4.343
KGRK20250104-1,KGRK20250104_221646_V06,2,0.879,1.200,70,0,0.059
KGRK20250104-1,KGRK20250104_221646_V06,4,1.318,1.200,70,0,0.007
KGRK20250104-1,KGRK20250104_221646_V06,6,1.802,1.200,34,0,0.007
KGRK20250104-1,KGRK20250104_221646_V06,7,2.417,1.200,37,0,0.007
KGRK20250104-1,KGRK20250104_221646_V06,8,3.120,1.200,37,0,0.007
KGRK20250104-1,KGRK20250104_221646_V06,9,3.999,1.200,35,0,0.007
KGRK20250104-1,KGRK20250104_221646_V06,10,5.098,1.200,35,0,0.007
KGRK20250109-8,KGRK20250109_234305_V06,0,0.483,1.200,26459,506,18591730.744
KGRK20250109-8,KGRK20250109_234305_V06,2,0.879,1.200,26466,652,15236537.117
KGRK20250109-8,KGRK20250109_234305_V06,4,1.318,1.200,26475,312,10588651.767
KGRK20250109-17,KGRK20250110_014210_V06,0,0.483,1.200,23574,90,6570478.082
KGRK20250109-17,KGRK20250110_014210_V06,2,0.879,1.200,23579,1,2770578.873
KGRK20250109-17,KGRK20250110_014210_V06,4,1.318,1.200,23585,0,639564.638
KGRK20250117-2,KGRK20250118_004847_V06,0,0.483,1.200,3959,0,53.212
KGRK20250117-2,KGRK20250118_004847_V06,2,0.879,1.200,3959,0,16.254
KGRK20250117-2,KGRK20250118_004847_V06,4,1.318,1.200,3962,0,1.189
KGRK20250117-2,KGRK20250118_004847_V06,6,1.802,1.200,1984,0,0.442
KGRK20250117-2,KGRK20250118_004847_V06,7,2.417,1.200,1988,0,0.700
KGRK20250117-2,KGRK20250118_004847_V06,8,3.120,1.200,1988,0,0.334
KGRK20250117-2,KGRK20250118_004847_V06,9,3.999,1.200,1987,0,0.334
KGRK20250117-2,KGRK20250118_004847_V06,10,5.098,1.200,1990,0,0.336
KGRK20250117-2,KGRK20250118_004847_V06,11,6.416,1.200,1994,0,0.481
KGRK20250119-3,KGRK20250120_002653_V06,0,0.483,1.200,7054,0,2099.010
