track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_refAbove40_pixels,n_refBelow40_animals
KDFX20250102-2,KDFX20250103_020200_V06,0,0.483,1.200,9473,0,5793.595
KDFX20250102-2,KDFX20250103_020200_V06,2,0.879,1.200,9473,0,37.535
KDFX20250102-2,KDFX20250103_020200_V06,4,1.318,1.200,9480,0,49.595
KDFX20250103-1,KDFX20250104_021631_V06,0,0.483,1.200,5116,0,2436.821
KDFX20250103-1,KDFX20250104_021631_V06,2,0.879,1.200,5117,0,13.718
KDFX20250103-1,KDFX20250104_021631_V06,4,1.318,1.200,5118,0,4.964
KDFX20250105-1,KDFX20250106_003901_V06,0,0.483,1.200,234,0,40.668
KDFX20250105-1,KDFX20250106_003901_V06,2,0.879,1.200,234,0,0.041
KDFX20250105-1,KDFX20250106_003901_V06,4,1.318,1.200,232,0,0.040
KDFX20250105-1,KDFX20250106_003901_V06,6,1.802,1.200,116,0,0.040
KDFX20250105-1,KDFX20250106_003901_V06,7,2.417,1.200,117,0,0.041
KDFX20250105-1,KDFX20250106_003901_V06,8,3.120,1.200,117,0,0.041
KDFX20250105-1,KDFX20250106_003901_V06,9,3.999,1.200,116,0,0.041
KDFX20250105-1,KDFX20250106_004555_V06,0,0.483,1.200,1678,0,103.893
KDFX20250105-1,KDFX20250106_004555_V06,2,0.879,1.200,1682,0,0.290
KDFX20250105-1,KDFX20250106_004555_V06,4,1.318,1.200,1679,0,0.290
KDFX20250105-1,KDFX20250106_004555_V06,6,1.802,1.200,840,0,0.290
KDFX20250105-1,KDFX20250106_004555_V06,7,2.417,1.200,842,0,0.291
KDFX20250105-1,KDFX20250106_004555_V06,8,3.120,1.200,841,0,0.291
KDFX20250105-1,KDFX20250106_004555_V06,9,3.999,1.200,840,0,0.291
KDFX20250105-1,KDFX20250106_005254_V06,0,0.483,1.200,5086,0,248.840
KDFX20250105-1,KDFX20250106_005254_V06,2,0.879,1.200,5088,0,7.067
KDFX20250105-1,KDFX20250106_005254_V06,4,1.318,1.200,5087,0,1.122
KDFX20250105-1,KDFX20250106_005254_V06,6,1.802,1.200,2549,0,0.796
KDFX20250105-1,KDFX20250106_005254_V06,7,2.417,1.200,2551,0,0.797
KDFX20250105-1,KDFX20250106_005254_V06,8,3.120,1.200,2550,0,1.063
KDFX20250105-1,KDFX20250106_005254_V06,9,3.999,1.200,2553,0,0.801
KDFX20250108-1,KDFX20250109_003052_V06,0,0.483,1.200,5747,0,2056.171
KDFX20250108-1,KDFX20250109_003052_V06,2,0.879,1.200,5750,0,114.963
KDFX20250108-1,KDFX20250109_003052_V06,4,1.318,1.200,5749,0,5.777
KDFX20250108-1,KDFX20250109_003052_V06,6,1.802,1.200,2874,0,17.834
KDFX20250108-1,KDFX20250109_003052_V06,7,2.417,1.200,2876,0,3.941
KDFX20250108-1,KDFX20250109_003052_V06,8,3.120,1.200,2876,0,5.653
KDFX20250108-1,KDFX20250109_003052_V06,9,3.999,1.200,2881,0,5.186
KDFX20250108-1,KDFX20250109_003052_V06,10,5.098,1.200,2893,0,4.152
KDFX20250108-1,KDFX20250109_003052_V06,11,6.416,1.200,2896,0,1.773
KDFX20250109-3,KDFX20250110_003403_V06,0,0.483,1.200,48529,0,31256.497
KDFX20250109-3,KDFX20250110_003403_V06,2,0.879,1.200,48541,0,48598.089
KDFX20250109-3,KDFX20250110_003403_V06,4,1.318,1.200,48549,0,77830.384
KDFX20250109-3,KDFX20250110_003951_V06,0,0.483,1.200,58082,0,43433.237
KDFX20250109-3,KDFX20250110_003951_V06,2,0.879,1.200,58106,0,53807.004
KDFX20250109-3,KDFX20250110_003951_V06,4,1.318,1.200,58123,0,99159.414
KDFX20250109-3,KDFX20250110_003951_V06,6,1.802,1.200,29070,0,86866.023
KDFX20250109-3,KDFX20250110_004539_V06,0,0.483,1.200,72758,0,63904.806
KDFX20250109-3,KDFX20250110_004539_V06,2,0.879,1.200,72790,0,61601.642
KDFX20250109-3,KDFX20250110_004539_V06,4,1.318,1.200,72805,0,111660.204
KDFX20250109-3,KDFX20250110_004539_V06,6,1.802,1.200,36426,0,119131.982
KDFX20250109-4,KDFX20250110_012621_V06,0,0.483,1.200,18436,0,262841.412
KDFX20250109-4,KDFX20250110_012621_V06,2,0.879,1.200,18439,0,422602.141
KDFX20250109-4,KDFX20250110_012621_V06,4,1.318,1.200,18455,0,379014.258
