track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_refAbove40_pixels,n_refBelow40_animals
KEWX20250102-3,KEWX20250102_231956_V06,0,0.483,1.200,1413,0,3329.318
KEWX20250102-3,KEWX20250102_231956_V06,2,0.879,1.200,1414,0,394.681
KEWX20250102-3,KEWX20250102_231956_V06,4,1.318,1.200,1413,0,0.575
KEWX20250102-3,KEWX20250102_231956_V06,6,1.802,1.200,711,0,0.579
KEWX20250102-3,KEWX20250102_231956_V06,7,2.417,1.200,709,0,0.578
KEWX20250103-1,KEWX20250103_223043_V06,0,0.483,1.200,34241,4,2907.177
KEWX20250103-1,KEWX20250103_223043_V06,2,0.879,1.200,34244,0,623.551
KEWX20250103-1,KEWX20250103_223043_V06,4,1.318,1.200,34251,0,468.240
KEWX20250103-1,KEWX20250103_223043_V06,6,1.802,1.200,17123,0,220.619
KEWX20250103-1,KEWX20250103_223043_V06,7,2.417,1.200,17133,0,106.094
KEWX20250103-1,KEWX20250103_223043_V06,8,3.120,1.200,17143,0,67.330
KEWX20250103-1,KEWX20250103_223043_V06,9,3.999,1.200,17159,0,18.036
KEWX20250103-1,KEWX20250103_223043_V06,10,5.098,1.200,17187,0,9.126
KEWX20250103-1,KEWX20250103_223043_V06,11,6.416,1.200,17235,0,4.694
KEWX20250104-15,KEWX20250105_003158_V06,0,0.483,1.200,1137,0,761.048
KEWX20250104-15,KEWX20250105_003158_V06,2,0.879,1.200,1138,0,18.236
KEWX20250104-15,KEWX20250105_003158_V06,4,1.318,1.200,1138,0,0.584
KEWX20250104-15,KEWX20250105_003158_V06,6,1.802,1.200,568,0,0.200
KEWX20250104-15,KEWX20250105_003158_V06,7,2.417,1.200,568,0,0.201
KEWX20250104-15,KEWX20250105_003158_V06,8,3.120,1.200,566,0,0.200
KEWX20250104-15,KEWX20250105_003158_V06,9,3.999,1.200,570,0,0.202
KEWX20250104-15,KEWX20250105_003859_V06,0,0.483,1.200,3361,0,1343.774
KEWX20250104-15,KEWX20250105_003859_V06,2,0.879,1.200,3358,0,37.073
KEWX20250104-15,KEWX20250105_003859_V06,4,1.318,1.200,3359,0,1.834
KEWX20250104-15,KEWX20250105_003859_V06,6,1.802,1.200,1681,0,0.891
KEWX20250104-15,KEWX20250105_003859_V06,7,2.417,1.200,1677,0,0.592
KEWX20250104-15,KEWX20250105_003859_V06,8,3.120,1.200,1680,0,0.594
KEWX20250104-15,KEWX20250105_003859_V06,9,3.999,1.200,1685,0,0.597
KEWX20250104-15,KEWX20250105_004601_V06,0,0.483,1.200,7006,0,2123.008
KEWX20250104-15,KEWX20250105_004601_V06,2,0.879,1.200,7009,0,125.764
KEWX20250104-15,KEWX20250105_004601_V06,4,1.318,1.200,7010,0,21.013
KEWX20250104-15,KEWX20250105_004601_V06,6,1.802,1.200,3503,0,1.811
KEWX20250104-15,KEWX20250105_004601_V06,7,2.417,1.200,3507,0,1.241
KEWX20250104-15,KEWX20250105_004601_V06,8,3.120,1.200,3510,0,1.244
KEWX20250104-15,KEWX20250105_004601_V06,9,3.999,1.200,3520,0,1.250
KEWX20250104-15,KEWX20250105_005256_V06,0,0.483,1.200,5087,0,2059.122
KEWX20250104-15,KEWX20250105_005256_V06,2,0.879,1.200,5087,0,152.551
KEWX20250104-15,KEWX20250105_005256_V06,4,1.318,1.200,5083,0,27.375
KEWX20250104-15,KEWX20250105_005256_V06,6,1.802,1.200,2543,0,1.256
KEWX20250104-15,KEWX20250105_005256_V06,7,2.417,1.200,2541,0,0.816
KEWX20250104-15,KEWX20250105_005256_V06,8,3.120,1.200,2543,0,0.817
KEWX20250104-15,KEWX20250105_005256_V06,9,3.999,1.200,2552,0,0.822
KEWX20250104-13,KEWX20250105_001802_V06,0,0.483,1.200,4205,0,12718.256
KEWX20250104-13,KEWX20250105_001802_V06,2,0.879,1.200,4208,0,1464.982
KEWX20250104-13,KEWX20250105_001802_V06,4,1.318,1.200,4206,0,122.195
KEWX20250104-13,KEWX20250105_001802_V06,6,1.802,1.200,2103,0,79.334
KEWX20250104-13,KEWX20250105_001802_V06,7,2.417,1.200,2101,0,67.084
KEWX20250104-13,KEWX20250105_001802_V06,8,3.120,1.200,2102,0,15.711
KEWX20250104-13,KEWX20250105_001802_V06,9,3.999,1.200,2106,0,0.353
KEWX20250104-13,KEWX20250105_001802_V06,10,5.098,1.200,2110,0,0.416
KEWX20250104-13,KEWX20250105_001802_V06,11,6.416,1.200,2115,0,0.378
KEWX20250104-13,KEWX20250105_002456_V06,0,0.483,1.200,1831,0,22908.620
KEWX20250104-13,KEWX20250105_002456_V06,2,0.879,1.200,1830,0,3490.156
KEWX20250104-13,KEWX20250105_002456_V06,4,1.318,1.200,1830,0,152.447
KEWX20250104-13,KEWX20250105_002456_V06,6,1.802,1.200,913,0,33.564
