track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_refAbove40_pixels,n_refBelow40_animals
KDFX20240106-1,KDFX20240106_223326_V06,9,3.999,1.200,47,0,0.014
KDFX20240107-3,KDFX20240108_001812_V06,0,0.483,1.200,106,0,112.524
KDFX20240107-3,KDFX20240108_001812_V06,2,0.879,1.200,106,0,0.139
KDFX20240107-3,KDFX20240108_001812_V06,4,1.318,1.200,106,0,0.018
KDFX20240107-3,KDFX20240108_001812_V06,6,1.802,1.200,52,0,0.018
KDFX20240107-3,KDFX20240108_001812_V06,7,2.417,1.200,52,0,0.018
KDFX20240107-3,KDFX20240108_001812_V06,8,3.120,1.200,51,0,0.017
KDFX20240107-3,KDFX20240108_001812_V06,9,3.999,1.200,52,0,0.018
KDFX20240107-3,KDFX20240108_002512_V06,0,0.483,1.200,1481,0,604.236
KDFX20240107-3,KDFX20240108_002512_V06,2,0.879,1.200,1480,0,52.574
KDFX20240107-3,KDFX20240108_002512_V06,4,1.318,1.200,1480,0,1.938
KDFX20240107-3,KDFX20240108_002512_V06,6,1.802,1.200,746,0,0.250
KDFX20240107-3,KDFX20240108_002512_V06,7,2.417,1.200,745,0,0.250
KDFX20240107-3,KDFX20240108_002512_V06,8,3.120,1.200,744,0,0.250
KDFX20240107-3,KDFX20240108_002512_V06,9,3.999,1.200,746,0,0.252
KDFX20240107-3,KDFX20240108_003214_V06,0,0.483,1.200,1054,0,804.726
KDFX20240107-3,KDFX20240108_003214_V06,2,0.879,1.200,1053,0,224.117
KDFX20240107-3,KDFX20240108_003214_V06,4,1.318,1.200,1057,0,13.812
KDFX20240107-3,KDFX20240108_003214_V06,6,1.802,1.200,529,0,0.176
KDFX20240107-3,KDFX20240108_003214_V06,7,2.417,1.200,530,0,0.177
KDFX20240107-3,KDFX20240108_003214_V06,8,3.120,1.200,529,0,0.176
KDFX20240107-3,KDFX20240108_003214_V06,9,3.999,1.200,530,0,0.177
KDFX20240107-3,KDFX20240108_003915_V06,0,0.483,1.200,3897,0,1367.768
KDFX20240107-3,KDFX20240108_003915_V06,2,0.879,1.200,3897,0,550.474
KDFX20240107-3,KDFX20240108_003915_V06,4,1.318,1.200,3898,0,118.038
KDFX20240107-3,KDFX20240108_003915_V06,6,1.802,1.200,1948,0,4.031
KDFX20240107-3,KDFX20240108_003915_V06,7,2.417,1.200,1947,0,1.007
KDFX20240107-3,KDFX20240108_003915_V06,8,3.120,1.200,1950,0,0.653
KDFX20240107-3,KDFX20240108_003915_V06,9,3.999,1.200,1948,0,0.653
KDFX20240107-6,KDFX20240108_003915_V06,0,0.483,1.200,223,0,161.359
KDFX20240107-6,KDFX20240108_003915_V06,2,0.879,1.200,222,0,40.991
KDFX20240107-6,KDFX20240108_003915_V06,4,1.318,1.200,222,0,0.074
KDFX20240107-6,KDFX20240108_003915_V06,6,1.802,1.200,109,0,0.072
KDFX20240107-6,KDFX20240108_003915_V06,7,2.417,1.200,108,0,0.072
KDFX20240107-6,KDFX20240108_004615_V06,0,0.483,1.200,1259,0,501.500
KDFX20240107-6,KDFX20240108_004615_V06,2,0.879,1.200,1260,0,96.990
KDFX20240107-6,KDFX20240108_004615_V06,4,1.318,1.200,1261,0,0.866
KDFX20240107-6,KDFX20240108_004615_V06,6,1.802,1.200,630,0,0.417
KDFX20240107-6,KDFX20240108_004615_V06,7,2.417,1.200,628,0,0.416
KDFX20240107-8,KDFX20240108_014212_V06,0,0.483,1.200,3813,14,3759.040
KDFX20240107-8,KDFX20240108_014212_V06,2,0.879,1.200,3814,12,2477.348
KDFX20240107-8,KDFX20240108_014212_V06,4,1.318,1.200,3814,1,425.397
KDFX20240107-8,KDFX20240108_014212_V06,6,1.802,1.200,1900,0,81.788
KDFX20240107-8,KDFX20240108_014212_V06,7,2.417,1.200,1904,0,42.475
KDFX20240107-8,KDFX20240108_014212_V06,8,3.120,1.200,1906,0,61.255
KDFX20240107-8,KDFX20240108_014212_V06,9,3.999,1.200,1911,0,72.640
KDFX20240107-8,KDFX20240108_014212_V06,10,5.098,1.200,1911,0,85.021
KDFX20240107-8,KDFX20240108_014212_V06,11,6.416,1.200,1918,0,45.853
KDFX20240107-8,KDFX20240108_014912_V06,0,0.483,1.200,13503,29,5336.423
KDFX20240107-8,KDFX20240108_014912_V06,2,0.879,1.200,13507,9,3684.390
KDFX20240107-8,KDFX20240108_014912_V06,4,1.318,1.200,13511,1,560.774
KDFX20240107-8,KDFX20240108_014912_V06,6,1.802,1.200,6754,0,168.831
KDFX20240107-8,KDFX20240108_014912_V06,7,2.417,1.200,6760,0,117.447
KDFX20240107-8,KDFX20240108_014912_V06,8,3.120,1.200,6763,0,174.146
KDFX20240107-8,KDFX20240108_014912_V06,9,3.999,1.200,6771,0,214.757
KDFX20240107-8,KDFX20240108_014912_V06,10,5.098,1.200,6777,0,154.981
KDFX20240107-8,KDFX20240108_014912_V06,11,6.416,1.200,6797,0,90.676
KDFX20240107-5,KDFX20240108_003915_V06,0,0.483,1.200,427,0,1166.036
KDFX20240107-5,KDFX20240108_003915_V06,2,0.879,1.200,425,0,323.271
KDFX20240107-5,KDFX20240108_003915_V06,4,1.318,1.200,425,0,0.151
KDFX20240107-5,KDFX20240108_003915_V06,6,1.802,1.200,209,0,0.148
KDFX20240107-5,KDFX20240108_003915_V06,7,2.417,1.200,208,0,0.148
KDFX20240107-11,KDFX20240108_021715_V06,0,0.483,1.200,3506,17,4311.732
KDFX20240107-11,KDFX20240108_021715_V06,2,0.879,1.200,3508,12,3657.276
KDFX20240107-11,KDFX20240108_021715_V06,4,1.318,1.200,3507,1,122.931
KDFX20240107-11,KDFX20240108_021715_V06,6,1.802,1.200,1752,0,20.491
KDFX20240107-11,KDFX20240108_021715_V06,7,2.417,1.200,1753,0,26.082
KDFX20240107-11,KDFX20240108_021715_V06,8,3.120,1.200,1756,0,33.482
KDFX20240107-11,KDFX20240108_021715_V06,9,3.999,1.200,1759,0,46.038
KDFX20240107-11,KDFX20240108_021715_V06,10,5.098,1.200,1759,0,72.781
KDFX20240107-11,KDFX20240108_021715_V06,11,6.416,1.200,1764,0,52.591
KDFX20240109-3,KDFX20240110_010302_V06,0,0.483,1.200,1096,0,1707.374
KDFX20240109-3,KDFX20240110_010302_V06,2,0.879,1.200,1097,0,306.267
KDFX20240109-3,KDFX20240110_010302_V06,4,1.318,1.200,1096,0,0.209
KDFX20240109-3,KDFX20240110_010302_V06,6,1.802,1.200,552,0,0.211
KDFX20240109-3,KDFX20240110_010302_V06,7,2.417,1.200,548,0,0.210
KDFX20240109-3,KDFX20240110_010302_V06,8,3.120,1.200,549,0,0.210
KDFX20240109-3,KDFX20240110_010302_V06,9,3.999,1.200,550,0,0.211
KDFX20240109-4,KDFX20240110_013044_V06,0,0.483,1.200,4150,0,9876.018
KDFX20240109-4,KDFX20240110_013044_V06,2,0.879,1.200,4155,0,1501.484
KDFX20240109-4,KDFX20240110_013044_V06,4,1.318,1.200,4153,0,1.985
KDFX20240109-4,KDFX20240110_013044_V06,6,1.802,1.200,2083,0,0.991
KDFX20240109-4,KDFX20240110_013044_V06,7,2.417,1.200,2080,0,0.990
KDFX20240109-4,KDFX20240110_013044_V06,8,3.120,1.200,2084,0,0.993
KDFX20240110-1,KDFX20240111_002637_V06,0,0.483,1.200,806,0,2041.692
KDFX20240110-1,KDFX20240111_002637_V06,2,0.879,1.200,807,0,117.366
KDFX20240110-1,KDFX20240111_002637_V06,4,1.318,1.200,806,0,0.763
KDFX20240110-1,KDFX20240111_002637_V06,6,1.802,1.200,404,0,0.139
KDFX20240110-1,KDFX20240111_002637_V06,7,2.417,1.200,405,0,0.140
KDFX20240110-1,KDFX20240111_002637_V06,8,3.120,1.200,402,0,0.139
KDFX20240110-1,KDFX20240111_002637_V06,9,3.999,1.200,407,0,0.141
KDFX20240110-1,KDFX20240111_003327_V06,0,0.483,1.200,2458,0,2921.881
KDFX20240110-1,KDFX20240111_003327_V06,2,0.879,1.200,2458,0,544.492
KDFX20240110-1,KDFX20240111_003327_V06,4,1.318,1.200,2457,0,13.381
KDFX20240110-1,KDFX20240111_003327_V06,6,1.802,1.200,1230,0,0.420
KDFX20240110-1,KDFX20240111_003327_V06,7,2.417,1.200,1232,0,0.421
KDFX20240110-1,KDFX20240111_003327_V06,8,3.120,1.200,1230,0,0.421
KDFX20240110-1,KDFX20240111_003327_V06,9,3.999,1.200,1230,0,0.421
KDFX20240110-1,KDFX20240111_004021_V06,0,0.483,1.200,4245,0,3984.194
KDFX20240110-1,KDFX20240111_004021_V06,2,0.879,1.200,4243,0,855.671
KDFX20240110-1,KDFX20240111_004021_V06,4,1.318,1.200,4245,0,31.478
KDFX20240110-1,KDFX20240111_004021_V06,6,1.802,1.200,2128,0,0.692
KDFX20240110-1,KDFX20240111_004021_V06,7,2.417,1.200,2127,0,0.692
KDFX20240110-1,KDFX20240111_004021_V06,8,3.120,1.200,2129,0,0.693
KDFX20240110-1,KDFX20240111_004021_V06,9,3.999,1.200,2127,0,0.694
KDFX20240110-1,KDFX20240111_004716_V06,0,0.483,1.200,4724,0,3927.120
KDFX20240110-1,KDFX20240111_004716_V06,2,0.879,1.200,4724,0,1324.778
KDFX20240110-1,KDFX20240111_004716_V06,4,1.318,1.200,4726,0,74.083
KDFX20240110-1,KDFX20240111_004716_V06,6,1.802,1.200,2361,0,0.756
KDFX20240110-1,KDFX20240111_004716_V06,7,2.417,1.200,2362,0,0.757
KDFX20240110-1,KDFX20240111_004716_V06,8,3.120,1.200,2368,0,1.256
KDFX20240110-1,KDFX20240111_004716_V06,9,3.999,1.200,2370,0,0.762
KDFX20240110-1,KDFX20240111_010112_V06,0,0.483,1.200,8524,0,3666.524
KDFX20240110-1,KDFX20240111_010112_V06,2,0.879,1.200,8528,0,1911.170
KDFX20240110-1,KDFX20240111_010112_V06,4,1.318,1.200,8531,0,296.149
KDFX20240110-1,KDFX20240111_010112_V06,6,1.802,1.200,4298,0,6.257
KDFX20240110-1,KDFX20240111_010112_V06,7,2.417,1.200,4300,0,1.381
KDFX20240110-1,KDFX20240111_010112_V06,8,3.120,1.200,4298,0,1.382
KDFX20240110-1,KDFX20240111_010112_V06,9,3.999,1.200,4304,0,1.386
KDFX20240110-5,KDFX20240111_004021_V06,0,0.483,1.200,2577,0,4145.760
KDFX20240110-5,KDFX20240111_004021_V06,2,0.879,1.200,2576,0,470.193
KDFX20240110-5,KDFX20240111_004021_V06,4,1.318,1.200,2576,0,1.244
KDFX20240110-5,KDFX20240111_004021_V06,6,1.802,1.200,1295,0,1.251
KDFX20240110-5,KDFX20240111_004021_V06,7,2.417,1.200,1291,0,1.249
KDFX20240110-5,KDFX20240111_004716_V06,0,0.483,1.200,5394,0,14087.256
KDFX20240110-5,KDFX20240111_004716_V06,2,0.879,1.200,5397,0,2484.224
KDFX20240110-5,KDFX20240111_004716_V06,4,1.318,1.200,5398,0,2.632
KDFX20240110-5,KDFX20240111_004716_V06,6,1.802,1.200,2695,0,2.630
KDFX20240110-5,KDFX20240111_004716_V06,7,2.417,1.200,2693,0,2.633
KDFX20240110-4,KDFX20240111_002637_V06,0,0.483,1.200,3620,12,4307.425
KDFX20240110-4,KDFX20240111_002637_V06,2,0.879,1.200,3621,12,2603.517
KDFX20240110-4,KDFX20240111_002637_V06,4,1.318,1.200,3622,0,308.802
KDFX20240110-4,KDFX20240111_002637_V06,6,1.802,1.200,1808,0,22.011
KDFX20240110-4,KDFX20240111_002637_V06,7,2.417,1.200,1809,0,11.187
KDFX20240110-4,KDFX20240111_002637_V06,8,3.120,1.200,1812,0,18.320
KDFX20240110-4,KDFX20240111_002637_V06,9,3.999,1.200,1819,0,5.443
KDFX20240110-4,KDFX20240111_002637_V06,10,5.098,1.200,1818,0,3.993
KDFX20240110-4,KDFX20240111_002637_V06,11,6.416,1.200,1825,0,1.424
KDFX20240110-6,KDFX20240111_004021_V06,0,0.483,1.200,507,0,2308.172
KDFX20240110-6,KDFX20240111_004021_V06,2,0.879,1.200,507,0,10.060
KDFX20240110-6,KDFX20240111_004021_V06,4,1.318,1.200,506,0,0.151
KDFX20240110-6,KDFX20240111_004021_V06,6,1.802,1.200,255,0,0.152
KDFX20240110-6,KDFX20240111_004021_V06,7,2.417,1.200,255,0,0.152
KDFX20240110-6,KDFX20240111_004021_V06,8,3.120,1.200,255,0,0.153
KDFX20240111-1,KDFX20240112_001907_V06,0,0.483,1.200,761,0,5276.730
KDFX20240111-1,KDFX20240112_001907_V06,2,0.879,1.200,763,0,601.516
KDFX20240111-1,KDFX20240112_001907_V06,4,1.318,1.200,763,0,22.597
KDFX20240111-1,KDFX20240112_001907_V06,6,1.802,1.200,380,0,0.109
KDFX20240111-1,KDFX20240112_001907_V06,7,2.417,1.200,380,0,0.110
KDFX20240111-1,KDFX20240112_001907_V06,8,3.120,1.200,379,0,0.109
KDFX20240111-1,KDFX20240112_001907_V06,9,3.999,1.200,382,0,0.897
KDFX20240111-1,KDFX20240112_002606_V06,0,0.483,1.200,3625,0,8925.854
KDFX20240111-1,KDFX20240112_002606_V06,2,0.879,1.200,3626,0,2959.461
KDFX20240111-1,KDFX20240112_002606_V06,4,1.318,1.200,3628,0,533.425
KDFX20240111-1,KDFX20240112_002606_V06,6,1.802,1.200,1809,0,22.810
KDFX20240111-1,KDFX20240112_002606_V06,7,2.417,1.200,1810,0,13.530
KDFX20240111-1,KDFX20240112_002606_V06,8,3.120,1.200,1812,0,4.706
KDFX20240111-1,KDFX20240112_002606_V06,9,3.999,1.200,1819,0,3.128
KDFX20240111-1,KDFX20240112_003300_V06,0,0.483,1.200,7115,0,16059.950
KDFX20240111-1,KDFX20240112_003300_V06,2,0.879,1.200,7114,0,4540.066
KDFX20240111-1,KDFX20240112_003300_V06,4,1.318,1.200,7113,0,1010.154
KDFX20240111-1,KDFX20240112_003300_V06,6,1.802,1.200,3557,0,97.092
KDFX20240111-1,KDFX20240112_003300_V06,7,2.417,1.200,3560,0,22.017
KDFX20240111-1,KDFX20240112_003300_V06,8,3.120,1.200,3563,0,2.184
KDFX20240111-1,KDFX20240112_003300_V06,9,3.999,1.200,3565,0,0.921
KDFX20240111-1,KDFX20240112_003300_V06,10,5.098,1.200,3576,0,3.776
KDFX20240111-1,KDFX20240112_003954_V06,0,0.483,1.200,8675,7,21871.852
KDFX20240111-1,KDFX20240112_003954_V06,2,0.879,1.200,8674,0,9475.273
KDFX20240111-1,KDFX20240112_003954_V06,4,1.318,1.200,8677,0,3052.525
KDFX20240111-1,KDFX20240112_003954_V06,6,1.802,1.200,4345,0,387.296
KDFX20240111-1,KDFX20240112_003954_V06,7,2.417,1.200,4345,0,93.848
KDFX20240111-1,KDFX20240112_003954_V06,8,3.120,1.200,4345,0,6.143
KDFX20240111-1,KDFX20240112_003954_V06,9,3.999,1.200,4352,0,1.140
KDFX20240111-1,KDFX20240112_003954_V06,10,5.098,1.200,4365,0,3.265
KDFX20240111-1,KDFX20240112_004648_V06,0,0.483,1.200,10868,5,15344.333
KDFX20240111-1,KDFX20240112_004648_V06,2,0.879,1.200,10871,0,11207.050
KDFX20240111-1,KDFX20240112_004648_V06,4,1.318,1.200,10871,0,6020.419
KDFX20240111-1,KDFX20240112_004648_V06,6,1.802,1.200,5436,0,1155.789
KDFX20240111-1,KDFX20240112_004648_V06,7,2.417,1.200,5442,0,166.226
KDFX20240111-1,KDFX20240112_004648_V06,8,3.120,1.200,5444,0,9.560
KDFX20240111-1,KDFX20240112_004648_V06,9,3.999,1.200,5447,0,2.359
KDFX20240111-1,KDFX20240112_004648_V06,10,5.098,1.200,5460,0,2.422
KDFX20240111-6,KDFX20240112_002606_V06,0,0.483,1.200,1223,0,7519.149
KDFX20240111-6,KDFX20240112_002606_V06,2,0.879,1.200,1225,0,1110.016
KDFX20240111-6,KDFX20240112_002606_V06,4,1.318,1.200,1224,0,0.518
KDFX20240111-6,KDFX20240112_002606_V06,6,1.802,1.200,617,0,0.523
KDFX20240111-6,KDFX20240112_002606_V06,7,2.417,1.200,617,0,0.524
KDFX20240111-6,KDFX20240112_003300_V06,0,0.483,1.200,2922,0,31517.859
KDFX20240111-6,KDFX20240112_003300_V06,2,0.879,1.200,2922,0,7388.228
KDFX20240111-6,KDFX20240112_003300_V06,4,1.318,1.200,2921,0,38.673
KDFX20240111-6,KDFX20240112_003300_V06,6,1.802,1.200,1463,0,1.278
KDFX20240111-6,KDFX20240112_003300_V06,7,2.417,1.200,1465,0,1.281
KDFX20240111-6,KDFX20240112_003954_V06,0,0.483,1.200,4639,0,70472.942
KDFX20240111-6,KDFX20240112_003954_V06,2,0.879,1.200,4637,0,17870.692
KDFX20240111-6,KDFX20240112_003954_V06,4,1.318,1.200,4637,0,358.737
KDFX20240111-6,KDFX20240112_003954_V06,6,1.802,1.200,2300,0,2.085
KDFX20240111-6,KDFX20240112_003954_V06,7,2.417,1.200,2305,0,2.093
KDFX20240111-6,KDFX20240112_004648_V06,0,0.483,1.200,8948,0,93268.053
KDFX20240111-6,KDFX20240112_004648_V06,2,0.879,1.200,8947,0,28925.537
KDFX20240111-6,KDFX20240112_004648_V06,4,1.318,1.200,8946,0,1475.378
KDFX20240111-6,KDFX20240112_004648_V06,6,1.802,1.200,4459,0,8.617
KDFX20240111-6,KDFX20240112_004648_V06,7,2.417,1.200,4460,0,4.037
KDFX20240111-6,KDFX20240112_010035_V06,0,0.483,1.200,17321,0,118416.720
KDFX20240111-6,KDFX20240112_010035_V06,2,0.879,1.200,17322,0,52668.097
KDFX20240111-6,KDFX20240112_010035_V06,4,1.318,1.200,17325,0,7114.817
KDFX20240111-6,KDFX20240112_010035_V06,6,1.802,1.200,8659,0,109.527
KDFX20240111-6,KDFX20240112_010035_V06,7,2.417,1.200,8666,0,8.176
KDFX20240111-10,KDFX20240112_003954_V06,0,0.483,1.200,547,0,1805.887
KDFX20240111-10,KDFX20240112_003954_V06,2,0.879,1.200,546,0,1706.264
KDFX20240111-10,KDFX20240112_003954_V06,4,1.318,1.200,546,0,991.982
KDFX20240111-10,KDFX20240112_003954_V06,6,1.802,1.200,269,0,186.633
KDFX20240111-10,KDFX20240112_003954_V06,7,2.417,1.200,270,0,0.865
KDFX20240111-10,KDFX20240112_003954_V06,8,3.120,1.200,274,0,0.036
KDFX20240111-10,KDFX20240112_003954_V06,9,3.999,1.200,275,0,0.036
KDFX20240111-10,KDFX20240112_003954_V06,10,5.098,1.200,272,0,0.036
KDFX20240111-10,KDFX20240112_003954_V06,11,6.416,1.200,273,0,0.036
KDFX20240111-10,KDFX20240112_004648_V06,0,0.483,1.200,2962,0,2891.094
KDFX20240111-10,KDFX20240112_004648_V06,2,0.879,1.200,2960,0,3315.342
KDFX20240111-10,KDFX20240112_004648_V06,4,1.318,1.200,2960,0,3172.827
KDFX20240111-10,KDFX20240112_004648_V06,6,1.802,1.200,1484,0,2013.864
KDFX20240111-10,KDFX20240112_004648_V06,7,2.417,1.200,1483,0,357.930
KDFX20240111-10,KDFX20240112_004648_V06,8,3.120,1.200,1483,0,9.449
KDFX20240111-10,KDFX20240112_004648_V06,9,3.999,1.200,1482,0,0.195
KDFX20240111-10,KDFX20240112_004648_V06,10,5.098,1.200,1487,0,0.197
KDFX20240111-10,KDFX20240112_004648_V06,11,6.416,1.200,1491,0,0.198
KDFX20240111-10,KDFX20240112_010035_V06,0,0.483,1.200,10437,12,5585.120
KDFX20240111-10,KDFX20240112_010035_V06,2,0.879,1.200,10438,6,4577.682
KDFX20240111-10,KDFX20240112_010035_V06,4,1.318,1.200,10440,0,679.614
KDFX20240111-10,KDFX20240112_010035_V06,6,1.802,1.200,5214,0,390.076
KDFX20240111-10,KDFX20240112_010035_V06,7,2.417,1.200,5218,0,369.342
KDFX20240111-10,KDFX20240112_010035_V06,8,3.120,1.200,5221,0,323.003
KDFX20240111-10,KDFX20240112_010035_V06,9,3.999,1.200,5227,0,238.099
KDFX20240111-10,KDFX20240112_010035_V06,10,5.098,1.200,5245,0,137.854
KDFX20240111-10,KDFX20240112_010035_V06,11,6.416,1.200,5257,0,66.897
KDFX20240111-10,KDFX20240112_010734_V06,0,0.483,1.200,5499,20,5232.228
KDFX20240111-10,KDFX20240112_010734_V06,2,0.879,1.200,5498,6,3257.929
KDFX20240111-10,KDFX20240112_010734_V06,4,1.318,1.200,5499,1,379.663
KDFX20240111-10,KDFX20240112_010734_V06,6,1.802,1.200,2755,0,336.803
KDFX20240111-10,KDFX20240112_010734_V06,7,2.417,1.200,2758,0,200.877
KDFX20240111-10,KDFX20240112_010734_V06,8,3.120,1.200,2760,0,293.698
KDFX20240111-10,KDFX20240112_010734_V06,9,3.999,1.200,2762,0,193.291
KDFX20240111-10,KDFX20240112_010734_V06,10,5.098,1.200,2764,0,149.904
KDFX20240111-10,KDFX20240112_010734_V06,11,6.416,1.200,2770,0,71.729
KDFX20240111-9,KDFX20240112_003954_V06,0,0.483,1.200,505,0,457.949
KDFX20240111-9,KDFX20240112_003954_V06,2,0.879,1.200,505,0,147.051
KDFX20240111-9,KDFX20240112_003954_V06,4,1.318,1.200,504,0,0.179
KDFX20240111-9,KDFX20240112_003954_V06,6,1.802,1.200,254,0,0.180
KDFX20240111-9,KDFX20240112_003954_V06,7,2.417,1.200,256,0,0.182
