track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time,n_radar_pixels,n_refAbove40_pixels
1,KSJT20250102_000446_V06,14.238,0.077,177.976,324.567,13.535,-101.133,31.259,6767.570,62236.358,20250101_180446,479171,101
2,KSJT20250102_005249_V06,62.288,0.133,404.290,225.385,23.923,-99.942,31.706,11961.319,64116.655,20250101_185249,479173,142
3,KSJT20250102_005249_V06,62.288,0.106,183.386,327.464,11.565,-101.104,31.246,5782.663,59901.988,20250101_185249,479173,142
4,KSJT20250102_012015_V06,89.721,0.148,185.156,327.442,11.401,-101.095,31.246,5700.680,59038.600,20250101_192015,479171,242
3,KSJT20250102_223701_V06,-74.253,0.055,277.735,391.247,25.849,-100.609,30.960,12924.568,46961.821,20250102_163701,479169,134
4,KSJT20250102_230416_V06,-47.003,0.060,276.293,397.927,32.285,-100.616,30.929,16142.538,50377.733,20250102_170416,479170,158
1,KSJT20250103_223221_V06,-79.675,0.052,421.811,327.697,17.092,-99.853,31.245,8545.757,62459.936,20250103_163221,479173,72
2,KSJT20250103_231316_V06,-38.758,0.065,277.848,401.326,30.530,-100.608,30.914,15265.087,51859.849,20250103_171316,479173,73
3,KSJT20250104_010838_V06,76.609,0.097,247.881,177.226,9.194,-100.768,31.924,4596.848,66689.124,20250103_190838,479172,77
1,KSJT20250104_233117_V06,-21.511,0.070,275.108,394.502,23.989,-100.622,30.945,11994.438,48862.639,20250104_173117,479168,196
2,KSJT20250106_233704_V06,-17.306,0.092,26.407,168.663,46.554,-101.939,31.955,23276.888,151742.292,20250106_173704,479173,127
2,KSJT20250106_234347_V06,-10.590,-1.000,26.407,168.663,57.233,-101.939,31.955,28616.638,151742.292,20250106_174347,479170,79
2,KSJT20250106_235030_V06,-3.873,0.129,31.213,170.029,55.749,-101.914,31.949,27874.586,149280.849,20250106_175030,479171,87
1,KSJT20250106_222914_V06,-85.140,0.096,178.945,323.593,6.472,-101.128,31.263,3235.821,61666.223,20250106_162914,479176,75
3,KSJT20250106_234347_V06,-10.590,0.077,29.036,142.071,32.280,-101.927,32.075,16139.929,156814.512,20250106_174347,479170,79
4,KSJT20250107_014527_V06,111.077,0.089,184.513,326.615,11.747,-101.098,31.250,5873.621,59257.165,20250106_194527,479173,90
1,KSJT20250107_222921_V06,-85.831,0.073,174.490,327.509,7.952,-101.151,31.245,3975.969,64244.760,20250107_162921,479171,107
2,KSJT20250107_231005_V06,-45.098,0.061,27.589,194.589,43.285,-101.931,31.838,21642.645,146047.433,20250107_171005,479173,159
4,KSJT20250109_003302_V06,37.034,0.059,414.283,326.784,9.767,-99.892,31.249,4883.450,58689.729,20250108_183302,479171,67
6,KSJT20250109_005112_V06,55.200,0.141,22.765,454.503,32.830,-101.939,30.666,16414.801,158690.043,20250108_185112,479171,78
9,KSJT20250109_014542_V06,109.700,0.064,29.057,278.338,50.641,-101.918,31.461,25320.379,135903.652,20250108_194542,479180,16
1,KSJT20250109_224919_V06,-67.512,0.300,209.741,273.233,8.112,-100.967,31.491,4056.149,47072.389,20250109_164919,479180,105
3,KSJT20250110_013110_V06,94.338,0.067,414.516,324.438,14.547,-99.891,31.259,7273.575,58547.051,20250109_193110,479185,88
3,KSJT20250114_014945_V06,109.513,0.052,185.917,327.622,13.435,-101.091,31.245,6717.415,58689.426,20250113_194945,479171,282
3,KSJT20250114_020319_V06,123.080,0.185,185.513,327.918,19.798,-101.093,31.244,9898.820,58920.733,20250113_200319,479173,274
3,KSJT20250114_021005_V06,129.846,0.108,182.358,327.814,11.379,-101.110,31.244,5689.417,60442.888,20250113_201005,479172,269
1,KSJT20250113_223308_V06,-87.104,0.066,364.838,158.782,2.764,-100.149,32.007,1382.118,77695.826,20250113_163308,479171,107
2,KSJT20250114_010848_V06,68.563,0.057,184.753,326.707,11.092,-101.097,31.249,5546.097,59150.633,20250113_190848,479172,149
1,KSJT20250118_223905_V06,-85.570,0.300,227.571,264.778,7.772,-100.874,31.529,3885.777,40269.663,20250118_163905,479172,130
1,KSJT20250120_002522_V06,19.815,0.112,441.417,222.973,4.513,-99.746,31.716,2256.260,80517.178,20250119_182522,479170,107
2,KSJT20250120_022205_V06,136.532,0.064,180.767,324.150,12.393,-101.118,31.261,6196.491,60827.090,20250119_202205,479172,118
1,KSJT20250122_224550_V06,-82.431,0.051,179.088,322.677,5.407,-101.127,31.267,2703.323,61510.234,20250122_164550,479171,54
1,KSJT20250125_225028_V06,-80.526,0.341,420.701,327.102,15.044,-99.859,31.247,7522.148,61853.232,20250125_165028,479173,192
2,KSJT20250125_235247_V06,-18.210,0.052,414.269,332.470,14.135,-99.893,31.223,7067.724,59396.433,20250125_175247,479172,105
10,KSJT20250129_021541_V06,121.961,0.162,246.128,177.586,8.574,-100.777,31.923,4287.090,66871.652,20250128_201541,479171,72
1,KSJT20250201_001346_V06,-2.672,0.053,281.928,373.074,9.678,-100.587,31.042,4838.867,37637.797,20250131_181346,479174,72
1,KSJT20250202_002541_V06,8.345,0.096,247.144,175.212,8.791,-100.772,31.934,4395.401,67760.204,20250201_182541,479173,255
1,KSJT20250202_003235_V06,15.245,-1.000,247.144,175.212,19.762,-100.772,31.934,9880.901,67760.204,20250201_183235,479174,235
1,KSJT20250202_003935_V06,22.245,0.055,246.267,179.915,10.217,-100.776,31.912,5108.437,65779.229,20250201_183935,479171,233
3,KSJT20250202_021555_V06,118.579,0.074,422.474,325.381,15.999,-99.849,31.255,7999.367,62538.352,20250201_201555,479172,272
1,KSJT20250203_232131_V06,-57.610,0.105,414.464,325.327,14.266,-99.891,31.255,7132.755,58616.102,20250203_172131,479169,139
4,KSJT20250205_005142_V06,31.686,0.055,282.319,302.951,12.709,-100.585,31.358,6354.336,8962.959,20250204_185142,479171,248
4,KSJT20250205_010515_V06,45.236,0.559,288.170,302.639,27.563,-100.554,31.359,13781.391,6060.154,20250204_190515,479174,241
1,KSJT20250205_002255_V06,2.902,0.277,404.309,263.924,4.036,-99.943,31.533,2018.021,55185.570,20250204_182255,479172,141
2,KSJT20250205_002255_V06,2.902,0.113,269.806,377.120,19.951,-100.650,31.023,9975.660,41410.093,20250204_182255,479172,141
5,KSJT20250205_010515_V06,45.236,0.273,183.689,323.880,8.665,-101.103,31.262,4332.407,59368.457,20250204_190515,479174,241
1,KSJT20250206_002310_V06,2.269,0.333,291.467,242.106,16.516,-100.537,31.632,8257.935,29259.794,20250205_182310,479172,236
1,KSJT20250206_003004_V06,9.169,0.294,290.344,241.205,24.824,-100.543,31.636,12412.235,29791.266,20250205_183004,479175,206
2,KSJT20250206_005200_V06,31.102,0.210,261.125,382.335,24.893,-100.696,31.000,12446.297,45525.561,20250205_185200,479173,181
2,KSJT20250206_010547_V06,44.885,0.454,262.563,391.937,35.341,-100.688,30.956,17670.281,49633.272,20250205_190547,479173,197
3,KSJT20250206_005200_V06,31.102,0.144,429.356,350.807,31.726,-99.814,31.140,15863.201,69488.022,20250205_185200,479173,181
2,KSJT20250206_231407_V06,-67.660,0.086,414.608,325.546,5.660,-99.891,31.254,2829.796,58710.415,20250206_171407,479173,76
2,KSJT20250206_232053_V06,-60.893,-1.000,414.608,325.546,16.419,-99.891,31.254,8209.296,58710.415,20250206_172053,479172,98
2,KSJT20250206_232754_V06,-53.877,0.256,418.367,324.958,16.667,-99.871,31.257,8333.430,60484.767,20250206_172754,479169,129
2,KSJT20250206_233449_V06,-46.960,0.440,417.945,324.325,16.834,-99.873,31.260,8417.074,60213.524,20250206_173449,479172,129
3,KSJT20250206_235506_V06,-26.677,0.311,414.587,323.830,14.347,-99.891,31.262,7173.607,58519.460,20250206_175506,479171,278
3,KSJT20250207_000200_V06,-19.777,0.108,415.109,324.244,21.247,-99.888,31.260,10623.430,58817.189,20250206_180200,479169,326
3,KSJT20250207_000853_V06,-12.893,0.532,413.514,326.730,11.825,-99.896,31.249,5912.418,58309.219,20250206_180853,479171,224
6,KSJT20250207_002239_V06,0.873,0.267,285.358,248.664,13.923,-100.569,31.603,6961.384,26691.569,20250206_182239,479171,158
6,KSJT20250207_002922_V06,7.590,0.056,290.076,256.920,25.547,-100.544,31.565,12773.324,22103.983,20250206_182922,479172,220
10,KSJT20250207_005742_V06,35.923,0.440,261.427,384.123,26.880,-100.694,30.992,13440.104,46272.566,20250206_185742,479172,114
10,KSJT20250207_010431_V06,42.740,0.310,263.797,387.643,32.778,-100.682,30.976,16388.937,47412.716,20250206_190431,479181,158
7,KSJT20250207_002922_V06,7.590,0.179,320.531,266.381,18.179,-100.384,31.523,9089.474,19696.235,20250206_182922,479172,220
8,KSJT20250207_002922_V06,7.590,0.086,212.134,342.883,5.460,-100.953,31.177,2730.171,48885.978,20250206_182922,479172,220
9,KSJT20250207_005742_V06,35.923,0.569,393.478,356.665,11.879,-100.002,31.115,5939.449,54656.059,20250206_185742,479172,114
15,KSJT20250207_015236_V06,90.823,0.263,416.147,325.963,12.630,-99.883,31.253,6315.022,59506.864,20250206_195236,479177,267
17,KSJT20250207_020617_V06,104.507,0.136,400.827,108.961,11.485,-99.957,32.231,5742.680,108007.206,20250206_200617,479174,214
5,KSJT20250208_002338_V06,0.983,0.203,310.315,271.826,6.973,-100.438,31.498,3486.660,15001.353,20250207_182338,479170,382
5,KSJT20250208_003027_V06,7.800,0.706,310.872,271.033,14.333,-100.435,31.502,7166.491,15469.921,20250207_183027,479167,325
5,KSJT20250208_003717_V06,14.633,0.334,310.696,271.382,20.446,-100.436,31.500,10222.777,15275.918,20250207_183717,479177,243
5,KSJT20250208_004407_V06,21.467,0.119,312.785,270.518,27.193,-100.425,31.504,13596.613,16067.221,20250207_184407,479174,172
