track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time,n_radar_pixels,n_refAbove40_pixels
2,KDFX20250103_020200_V06,126.800,0.055,27.288,414.393,45.921,-101.676,28.749,22960.646,147865.982,20250102_200200,479168,14
1,KDFX20250104_021631_V06,140.586,0.089,23.535,394.211,33.583,-101.697,28.840,16791.327,146038.098,20250103_201631,479179,0
1,KDFX20250106_003901_V06,41.590,0.434,420.758,274.109,4.680,-99.658,29.388,2339.863,61751.284,20250105_183901,479168,0
1,KDFX20250106_004555_V06,48.490,0.098,420.929,276.287,12.501,-99.657,29.378,6250.428,61615.976,20250105_184555,479172,3
1,KDFX20250106_005254_V06,55.473,0.399,415.890,283.321,21.147,-99.684,29.346,10573.588,58542.170,20250105_185254,479174,0
1,KDFX20250109_003052_V06,31.115,0.116,326.986,327.464,12.744,-100.142,29.149,6372.063,19251.923,20250108_183052,479172,0
3,KDFX20250110_003403_V06,33.505,0.083,43.271,271.267,95.929,-101.603,29.396,47964.531,129166.011,20250109_183403,479182,1123
3,KDFX20250110_003951_V06,39.305,0.087,45.466,273.863,104.162,-101.591,29.384,52080.786,127936.359,20250109_183951,479177,1471
3,KDFX20250110_004539_V06,45.105,0.128,52.987,263.024,114.610,-101.553,29.433,57305.198,124882.721,20250109_184539,479176,1582
4,KDFX20250110_012621_V06,85.805,0.204,43.091,419.799,62.519,-101.595,28.726,31259.634,141733.777,20250109_192621,479173,3190
4,KDFX20250110_013209_V06,91.605,0.357,47.003,419.687,66.269,-101.575,28.726,33134.604,139939.673,20250109_193209,479179,3262
4,KDFX20250110_013758_V06,97.422,0.120,51.964,415.522,65.618,-101.550,28.745,32808.826,136809.350,20250109_193758,479183,2764
4,KDFX20250110_014330_V06,102.955,-1.000,56.385,412.303,65.956,-101.528,28.760,32977.781,134126.982,20250109_194330,479173,2436
4,KDFX20250110_014919_V06,108.772,0.091,72.764,377.494,82.489,-101.445,28.918,41244.308,120043.546,20250109_194919,479173,1924
2,KDFX20250109_233559_V06,-24.561,0.236,31.949,416.028,45.090,-101.652,28.742,22545.227,146042.610,20250109_173559,479176,335
2,KDFX20250109_234147_V06,-18.761,0.059,33.665,414.042,52.887,-101.644,28.751,26443.479,144861.982,20250109_174147,479177,328
1,KDFX20250110_230151_V06,-59.496,0.156,299.549,302.992,11.266,-100.283,29.259,5633.007,1512.832,20250110_170151,479176,4
1,KDFX20250110_230843_V06,-52.630,0.100,299.336,303.057,19.064,-100.284,29.259,9532.220,1564.029,20250110_170843,479177,11
1,KDFX20250110_231539_V06,-45.696,0.092,297.146,305.679,16.590,-100.295,29.247,8295.132,3178.071,20250110_171539,479178,12
3,KDFX20250110_232925_V06,-31.930,0.203,296.358,303.331,13.917,-100.299,29.257,6958.298,2467.581,20250110_172925,479170,9
3,KDFX20250110_233617_V06,-25.063,0.212,296.387,304.790,21.451,-100.299,29.251,10725.305,2999.883,20250110_173617,479176,6
4,KDFX20250111_000958_V06,8.620,0.052,299.540,307.855,24.194,-100.283,29.237,12096.992,3934.400,20250110_180958,479170,9
1,KDFX20250113_223814_V06,-85.560,0.059,229.476,381.315,2.289,-100.642,28.905,1144.529,53818.466,20250113_163814,479170,1
1,KDFX20250117_224350_V06,-83.299,0.157,242.382,379.323,2.605,-100.576,28.914,1302.607,49020.455,20250117_164350,479175,2
3,KDFX20250118_001342_V06,6.568,0.059,26.743,408.327,40.154,-101.679,28.776,20076.954,146973.078,20250117_181342,479178,1
5,KDFX20250118_022428_V06,137.335,0.061,45.212,402.549,65.456,-101.585,28.804,32727.924,137325.556,20250117_202428,479171,2
3,KDFX20250124_001900_V06,6.770,0.109,289.673,327.154,14.725,-100.333,29.150,7362.335,14525.849,20250123_181900,479176,0
4,KDFX20250124_004101_V06,28.786,0.069,299.631,299.034,11.533,-100.282,29.277,5766.590,517.055,20250123_184101,479174,0
4,KDFX20250130_014653_V06,89.551,0.208,24.921,110.249,35.429,-101.707,30.121,17714.531,167088.022,20250129_194653,479172,0
4,KDFX20250130_015122_V06,94.034,0.070,25.840,107.209,41.080,-101.703,30.135,20540.002,167579.785,20250129_195122,479174,0
5,KDFX20250130_015551_V06,98.518,0.074,25.986,214.456,51.670,-101.695,29.651,25835.217,143528.256,20250129_195551,479172,0
1,KDFX20250131_010028_V06,42.292,0.227,374.697,364.305,31.978,-99.897,28.982,15988.825,49281.757,20250130_190028,479170,0
1,KDFX20250131_010728_V06,49.292,-1.000,374.697,364.305,43.108,-99.897,28.982,21553.825,49281.757,20250130_190728,479173,0
1,KDFX20250131_011427_V06,56.275,0.074,378.748,357.800,33.097,-99.876,29.011,16548.313,48842.064,20250130_191427,479177,0
1,KDFX20250131_012128_V06,63.292,0.085,392.515,343.238,24.781,-99.805,29.077,12390.459,51060.164,20250130_192128,479176,1
3,KDFX20250131_012128_V06,63.292,0.126,420.752,290.491,41.711,-99.659,29.314,20855.652,60562.848,20250130_192128,479176,1
3,KDFX20250201_000525_V06,-13.598,0.209,290.805,297.223,64.603,-100.328,29.285,32301.544,4802.650,20250131_180525,160851,0
3,KDFX20250201_001226_V06,-6.581,0.220,290.136,302.865,72.733,-100.331,29.260,36366.651,5135.891,20250131_181226,317023,0
4,KDFX20250201_003319_V06,14.302,0.893,298.956,300.634,42.705,-100.286,29.270,21352.705,610.560,20250131_183319,80828,0
4,KDFX20250201_004018_V06,21.286,0.277,298.283,299.545,49.329,-100.289,29.275,24664.692,887.905,20250131_184018,231396,0
7,KDFX20250201_020408_V06,105.119,0.104,427.600,275.358,34.080,-99.623,29.382,17039.978,64978.986,20250131_200408,479174,1
7,KDFX20250201_021108_V06,112.119,0.074,425.465,277.004,41.805,-99.634,29.375,20902.708,63777.408,20250131_201108,479176,0
1,KDFX20250131_224934_V06,-89.448,0.141,394.756,322.085,2.760,-99.793,29.172,1380.112,48647.611,20250131_164934,479173,9
5,KDFX20250201_010807_V06,49.102,0.068,375.586,343.431,17.617,-99.892,29.076,8808.567,43587.732,20250131_190807,479172,1
6,KDFX20250201_012208_V06,63.119,0.059,416.850,272.710,15.633,-99.678,29.394,7816.422,59997.481,20250131_192208,479173,0
2,KDFX20250202_003559_V06,16.134,0.077,253.697,414.283,12.496,-100.517,28.757,6248.043,61653.143,20250201_183559,479172,5
2,KDFX20250202_004259_V06,23.134,0.073,252.275,413.478,21.589,-100.525,28.760,10794.652,61552.745,20250201_184259,479176,7
2,KDFX20250202_004959_V06,30.134,0.609,244.639,405.506,24.465,-100.564,28.796,12232.554,59574.387,20250201_184959,479173,8
2,KDFX20250202_010359_V06,44.134,0.860,244.816,404.613,24.736,-100.563,28.800,12368.228,59137.750,20250201_190359,479172,5
2,KDFX20250202_011059_V06,51.134,0.879,244.762,404.370,26.928,-100.563,28.801,13463.754,59042.941,20250201_191059,479169,6
2,KDFX20250202_011758_V06,58.117,0.762,245.845,404.929,28.034,-100.558,28.799,14017.099,59039.758,20250201_191758,479170,3
2,KDFX20250202_012458_V06,65.117,0.747,250.010,405.852,27.429,-100.536,28.795,13714.629,58531.552,20250201_192458,479171,5
2,KDFX20250202_013158_V06,72.117,0.102,251.606,405.039,29.280,-100.528,28.798,14639.759,57825.308,20250201_193158,479171,8
9,KDFX20250202_012458_V06,65.117,0.509,379.606,300.000,14.982,-99.871,29.272,7491.127,39802.917,20250201_192458,479171,5
9,KDFX20250202_013158_V06,72.117,0.688,378.059,296.615,18.831,-99.879,29.287,9415.673,39066.021,20250201_193158,479171,8
9,KDFX20250202_013857_V06,79.100,0.223,376.720,292.993,18.481,-99.885,29.304,9240.545,38519.640,20250201_193857,479173,6
6,KDFX20250202_010359_V06,44.134,0.106,367.075,320.813,16.159,-99.935,29.178,8079.678,35114.722,20250201_190359,479172,5
6,KDFX20250202_011059_V06,51.134,0.489,369.731,318.927,22.090,-99.922,29.187,11044.894,36127.048,20250201_191059,479169,6
1,KDFX20250202_002858_V06,9.117,0.091,173.706,350.630,2.657,-100.929,29.043,1328.257,68032.046,20250201_182858,479177,3
3,KDFX20250202_010359_V06,44.134,0.829,395.767,311.817,22.943,-99.788,29.218,11471.352,48246.857,20250201_190359,479172,5
4,KDFX20250202_010359_V06,44.134,0.225,487.031,269.732,26.811,-99.317,29.406,13405.704,94732.467,20250201_190359,479172,5
7,KDFX20250203_004845_V06,28.069,0.062,387.639,307.706,8.506,-99.830,29.237,4253.109,43988.556,20250202_184845,479172,10
7,KDFX20250203_010245_V06,42.069,0.795,413.295,257.097,14.499,-99.696,29.465,7249.462,60573.116,20250202_190245,479171,15
7,KDFX20250203_010945_V06,49.069,0.823,419.357,248.696,19.632,-99.665,29.503,9815.854,64958.159,20250202_190945,479174,10
7,KDFX20250203_011645_V06,56.069,0.711,420.033,248.462,24.688,-99.661,29.504,12344.224,65314.588,20250202_191645,479171,11
7,KDFX20250203_012344_V06,63.053,0.543,423.105,248.023,28.146,-99.645,29.505,14072.982,66814.066,20250202_192344,479170,14
7,KDFX20250203_013045_V06,70.069,0.190,425.619,244.037,36.450,-99.632,29.523,18224.965,68760.242,20250202_193045,479170,4
7,KDFX20250203_013745_V06,77.069,0.111,427.957,240.670,41.793,-99.620,29.539,20896.518,70521.148,20250202_193745,479174,12
7,KDFX20250203_014446_V06,84.086,0.293,427.454,239.275,46.541,-99.623,29.545,23270.462,70590.588,20250202_194446,479174,9
7,KDFX20250203_015139_V06,90.969,0.437,433.185,237.013,48.251,-99.593,29.555,24125.520,73664.190,20250202_195139,479172,9
7,KDFX20250203_020534_V06,104.886,0.452,436.392,235.343,53.122,-99.577,29.562,26561.054,75470.721,20250202_200534,479172,8
7,KDFX20250203_021234_V06,111.886,0.354,437.808,232.999,59.363,-99.569,29.573,29681.714,76616.245,20250202_201234,479171,11
7,KDFX20250203_021934_V06,118.886,0.139,436.513,231.059,65.470,-99.576,29.582,32735.060,76466.447,20250202_201934,479173,5
1,KDFX20250203_000654_V06,-13.781,0.287,245.327,421.290,2.840,-100.560,28.725,1420.233,66521.414,20250202_180654,479169,6
1,KDFX20250203_001344_V06,-6.947,0.074,245.229,421.672,12.624,-100.561,28.723,6311.878,66715.477,20250202_181344,479172,13
1,KDFX20250203_002044_V06,0.053,0.493,248.794,410.458,14.707,-100.542,28.774,7353.678,60874.620,20250202_182044,479173,12
1,KDFX20250203_002745_V06,7.069,-1.000,251.697,401.340,18.277,-100.528,28.815,9138.620,56131.611,20250202_182745,479172,10
1,KDFX20250203_003446_V06,14.086,-1.000,254.600,392.223,21.847,-100.513,28.856,10923.562,51396.215,20250202_183446,479174,12
1,KDFX20250203_004145_V06,21.069,0.054,250.793,409.769,20.737,-100.532,28.777,10368.447,60147.062,20250202_184145,479177,9
1,KDFX20250203_004845_V06,28.069,-1.000,251.031,411.239,22.448,-100.531,28.770,11223.800,60770.112,20250202_184845,479172,10
1,KDFX20250203_010245_V06,42.069,0.843,246.953,413.973,24.736,-100.552,28.758,12368.247,62856.600,20250202_190245,479171,15
1,KDFX20250203_010945_V06,49.069,0.182,248.533,412.022,28.467,-100.544,28.767,14233.635,61639.951,20250202_190945,479174,10
1,KDFX20250203_011645_V06,56.069,0.054,252.477,410.910,32.905,-100.524,28.772,16452.373,60331.321,20250202_191645,479171,11
11,KDFX20250203_012344_V06,63.053,0.399,267.346,209.475,9.963,-100.449,29.681,4981.525,48117.314,20250202_192344,479170,14
