track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time,n_radar_pixels,n_refAbove40_pixels
4,KEWX20240102_001858_V06,35.007,0.284,232.204,308.663,7.255,-98.378,29.664,3627.728,34173.495,20240101_181858,479174,2
4,KEWX20240102_002540_V06,41.707,0.074,232.287,310.356,15.769,-98.378,29.656,7884.653,34250.072,20240101_182540,479173,0
4,KEWX20240102_003241_V06,48.724,0.079,228.910,315.588,17.078,-98.395,29.633,8539.146,36389.540,20240101_183241,479174,10
4,KEWX20240102_003923_V06,55.424,-1.000,226.280,319.951,19.685,-98.409,29.613,9842.589,38185.878,20240101_183923,479175,0
4,KEWX20240102_004624_V06,62.441,0.160,225.251,323.068,23.961,-98.414,29.599,11980.543,39113.578,20240101_184624,479175,3
4,KEWX20240102_010027_V06,76.491,0.186,219.664,327.805,29.751,-98.443,29.578,14875.452,42505.687,20240101_190027,479179,0
4,KEWX20240102_010728_V06,83.507,0.181,216.862,332.932,37.786,-98.457,29.554,18893.124,44711.428,20240101_190728,479169,0
4,KEWX20240102_011430_V06,90.541,0.282,215.252,333.542,40.713,-98.465,29.552,20356.457,45572.361,20240101_191430,479172,0
4,KEWX20240102_012130_V06,97.541,0.366,213.158,335.443,41.807,-98.476,29.543,20903.432,46898.146,20240101_192130,479174,0
4,KEWX20240102_012835_V06,104.624,0.358,212.866,336.727,42.066,-98.478,29.537,21032.860,47279.105,20240101_192835,479175,0
4,KEWX20240102_013537_V06,111.657,0.347,210.491,335.315,42.807,-98.490,29.544,21403.574,48112.134,20240101_193537,479172,0
4,KEWX20240102_014239_V06,118.691,0.053,208.277,335.218,44.379,-98.501,29.544,22189.687,49125.991,20240101_194239,479179,0
4,KEWX20240102_014940_V06,125.707,0.072,207.089,334.391,46.343,-98.507,29.548,23171.344,49535.947,20240101_194940,479180,0
8,KEWX20240102_013537_V06,111.657,0.063,27.624,407.932,48.140,-99.429,29.209,24069.836,146490.551,20240101_193537,479172,0
8,KEWX20240102_014239_V06,118.691,0.132,28.033,411.041,56.322,-99.426,29.195,28161.055,146880.873,20240101_194239,479179,0
8,KEWX20240102_014940_V06,125.707,0.056,29.584,413.719,54.186,-99.418,29.183,27093.063,146677.273,20240101_194940,479180,0
3,KEWX20240101_222045_V06,-83.209,0.058,176.707,310.175,2.474,-98.665,29.656,1237.059,61856.171,20240101_162045,479175,1
5,KEWX20240102_002540_V06,41.707,0.343,219.664,343.612,30.386,-98.442,29.506,15193.125,45705.280,20240101_182540,479173,0
2,KEWX20240104_010902_V06,83.643,0.214,248.544,334.649,19.406,-98.294,29.547,9702.763,31017.052,20240103_190902,479173,0
2,KEWX20240104_011545_V06,90.360,0.186,249.886,336.439,26.097,-98.287,29.539,13048.549,30980.657,20240103_191545,479176,0
1,KEWX20240104_010221_V06,76.960,0.624,249.432,324.065,24.987,-98.289,29.595,12493.359,28001.019,20240103_190221,479170,6
3,KEWX20240104_223138_V06,-74.494,0.298,194.670,238.833,44.972,-98.574,29.978,22486.017,60900.921,20240104_163138,479172,3
3,KEWX20240104_223828_V06,-67.660,0.087,194.159,232.825,52.162,-98.577,30.005,26081.012,62679.400,20240104_163828,479179,6
3,KEWX20240104_224530_V06,-60.627,0.098,198.541,200.911,50.469,-98.555,30.150,25234.716,70909.348,20240104_164530,479172,2
9,KEWX20240104_234158_V06,-4.160,0.094,230.146,416.202,37.900,-98.387,29.179,18950.054,67790.963,20240104_174158,479171,0
13,KEWX20240105_002300_V06,36.873,0.057,521.518,457.906,50.078,-96.892,28.986,25039.188,136019.077,20240104_182300,479173,1
4,KEWX20240106_003815_V06,51.373,0.117,244.590,307.078,7.459,-98.314,29.671,3729.546,27930.253,20240105_183815,479175,0
4,KEWX20240106_004501_V06,58.139,0.160,245.393,307.154,14.088,-98.310,29.671,7044.080,27536.699,20240105_184501,479176,0
4,KEWX20240106_005143_V06,64.839,0.082,249.011,307.046,9.457,-98.291,29.672,4728.670,25736.952,20240105_185143,479178,0
1,KEWX20240105_222057_V06,-85.927,0.058,198.266,396.037,2.285,-98.551,29.269,1142.319,69951.447,20240105_162057,479174,1
2,KEWX20240106_003815_V06,51.373,0.253,343.657,195.586,8.303,-97.801,30.174,4151.295,56586.702,20240105_183815,479175,0
5,KEWX20240106_003815_V06,51.373,0.058,228.483,380.783,20.947,-98.396,29.339,10473.419,53945.464,20240105_183815,479175,0
7,KEWX20240106_010527_V06,78.573,0.106,318.336,166.289,9.638,-97.933,30.307,4818.962,67481.247,20240105_190527,479174,3
8,KEWX20240106_013257_V06,106.073,0.067,312.515,165.074,11.873,-97.963,30.312,5936.680,67752.531,20240105_193257,479175,1
3,KEWX20240107_002539_V06,38.010,0.438,318.429,264.166,6.261,-97.933,29.865,3130.352,20147.605,20240106_182539,479181,0
3,KEWX20240107_003241_V06,45.043,0.225,318.292,264.619,14.068,-97.933,29.863,7033.954,19914.826,20240106_183241,479176,4
3,KEWX20240107_003936_V06,51.960,0.429,315.737,271.634,16.325,-97.947,29.832,8162.370,16219.654,20240106_183936,479177,7
4,KEWX20240107_002539_V06,38.010,0.256,206.847,194.420,6.037,-98.512,30.179,3018.595,70400.253,20240106_182539,479181,0
2,KEWX20240108_003252_V06,44.452,0.498,257.689,326.614,13.386,-98.246,29.583,6693.092,24992.456,20240107_183252,479175,0
2,KEWX20240108_003943_V06,51.302,0.152,257.740,326.525,21.003,-98.246,29.584,10501.423,24947.355,20240107_183943,479176,5
3,KEWX20240108_004625_V06,58.002,0.052,423.017,421.606,29.869,-97.396,29.154,14934.269,86488.662,20240107_184625,479176,0
3,KEWX20240108_005306_V06,64.685,0.066,420.973,418.378,38.320,-97.406,29.168,19160.054,84628.271,20240107_185306,479177,0
4,KEWX20240108_013358_V06,105.552,0.067,220.784,341.192,31.156,-98.437,29.517,15577.929,44642.899,20240107_193358,479172,4
4,KEWX20240108_014049_V06,112.402,0.096,219.761,337.386,40.311,-98.442,29.534,20155.477,44260.386,20240107_194049,479174,0
5,KEWX20240108_020126_V06,133.019,0.125,26.696,360.272,52.914,-99.436,29.424,26457.111,139935.680,20240107_200126,479170,0
3,KEWX20240108_232432_V06,-24.667,0.066,521.669,138.341,37.881,-96.874,30.428,18940.651,137177.570,20240108_172432,479190,13
7,KEWX20240109_010348_V06,74.600,0.291,145.586,71.570,8.041,-98.834,30.731,4020.653,137862.420,20240108_190348,479188,557
13,KEWX20240109_011224_V06,83.200,0.171,464.821,13.724,19.467,-97.165,30.992,9733.463,165166.496,20240108_191224,479186,674
18,KEWX20240109_013521_V06,106.150,0.058,379.682,468.845,32.210,-97.619,28.941,16104.826,93351.284,20240108_193521,479188,488
4,KEWX20240111_010952_V06,79.065,0.396,203.455,344.470,15.320,-98.526,29.502,7659.796,53147.019,20240110_190952,479170,2
4,KEWX20240111_011831_V06,87.715,0.097,205.690,344.110,26.048,-98.514,29.504,13024.047,52057.986,20240110_191831,479175,4
4,KEWX20240111_012711_V06,96.382,0.067,216.847,335.223,33.220,-98.457,29.544,16609.785,45152.675,20240110_192711,479179,0
4,KEWX20240111_013551_V06,105.048,0.261,214.396,334.413,35.486,-98.470,29.548,17742.940,46131.097,20240110_193551,479178,3
3,KEWX20240111_002655_V06,36.115,0.067,266.185,322.231,2.042,-98.203,29.603,1021.172,20233.973,20240110_182655,479180,0
3,KEWX20240111_003521_V06,44.548,0.389,247.953,330.750,11.535,-98.297,29.565,5767.578,30226.110,20240110_183521,479172,4
1,KEWX20240111_002655_V06,36.115,0.489,267.080,319.881,2.466,-98.198,29.614,1233.047,19228.673,20240110_182655,479180,0
2,KEWX20240112_002427_V06,32.834,0.375,148.584,202.136,8.522,-98.814,30.143,4261.105,90144.586,20240111_182427,479172,3
2,KEWX20240112_003307_V06,41.501,0.711,153.731,195.733,17.285,-98.787,30.172,8642.739,89814.108,20240111_183307,479171,3
2,KEWX20240112_004146_V06,50.151,0.539,162.911,192.424,28.363,-98.740,30.187,14181.400,87129.270,20240111_184146,479178,0
2,KEWX20240112_005025_V06,58.801,0.647,166.137,191.963,37.843,-98.723,30.189,18921.493,86010.515,20240111_185025,479175,2
2,KEWX20240112_010743_V06,76.101,0.092,175.831,186.351,45.270,-98.673,30.215,22634.949,84163.559,20240111_190743,479171,0
3,KEWX20240112_002427_V06,32.834,0.149,57.078,376.490,8.377,-99.279,29.353,4188.352,127339.796,20240111_182427,479172,3
3,KEWX20240112_003307_V06,41.501,0.762,59.087,366.462,19.993,-99.269,29.398,9996.401,124956.482,20240111_183307,479171,3
3,KEWX20240112_004146_V06,50.151,0.090,61.356,357.646,27.878,-99.258,29.438,13938.763,122753.743,20240111_184146,479178,0
3,KEWX20240112_005025_V06,58.801,0.058,62.753,351.491,33.230,-99.251,29.466,16614.814,121385.220,20240111_185025,479175,2
4,KEWX20240112_003307_V06,41.501,0.099,175.495,288.270,8.867,-98.672,29.755,4433.453,62528.161,20240111_183307,479171,3
5,KEWX20240112_004146_V06,50.151,0.106,297.844,426.291,9.164,-98.039,29.134,4581.944,63154.467,20240111_184146,479178,0
6,KEWX20240112_011624_V06,84.784,0.137,206.958,332.390,7.900,-98.508,29.557,3949.869,49259.308,20240111_191624,479176,2
2,KEWX20240113_002658_V06,34.529,0.191,237.894,309.872,8.228,-98.349,29.659,4114.231,31442.711,20240112_182658,479175,0
2,KEWX20240113_003633_V06,44.112,0.202,237.622,310.922,16.163,-98.350,29.654,8081.403,31663.723,20240112_183633,479173,6
2,KEWX20240113_004504_V06,52.629,0.051,237.849,313.264,17.229,-98.349,29.643,8614.495,31775.337,20240112_184504,479170,4
2,KEWX20240113_010132_V06,69.095,0.063,236.578,312.208,29.228,-98.356,29.648,14614.117,32293.176,20240112_190132,479173,1
2,KEWX20240113_011003_V06,77.612,-1.000,236.006,311.943,35.001,-98.359,29.649,17500.704,32549.219,20240112_191003,479175,3
2,KEWX20240113_011843_V06,86.279,0.060,232.015,340.068,35.279,-98.379,29.522,17639.610,39457.055,20240112_191843,479172,3
3,KEWX20240113_004504_V06,52.629,0.061,220.317,372.763,21.544,-98.438,29.375,10771.963,53953.271,20240112_184504,479170,4
4,KEWX20240113_004504_V06,52.629,0.056,224.774,349.840,19.156,-98.416,29.478,9578.239,45119.261,20240112_184504,479170,4
3,KEWX20240114_000646_V06,13.500,0.185,26.748,421.389,48.727,-99.432,29.149,24363.390,149500.868,20240113_180646,479171,3
3,KEWX20240114_001501_V06,21.750,0.261,27.905,425.340,56.925,-99.426,29.131,28462.729,149787.911,20240113_181501,479176,2
4,KEWX20240114_003129_V06,38.216,0.268,448.505,304.716,9.076,-97.261,29.680,4537.842,74289.713,20240113_183129,479175,5
4,KEWX20240114_004058_V06,47.700,0.129,448.185,304.913,18.685,-97.263,29.679,9342.423,74133.377,20240113_184058,479172,6
4,KEWX20240114_004914_V06,55.966,0.069,453.431,306.846,13.577,-97.236,29.670,6788.330,76792.055,20240113_184914,479176,1
5,KEWX20240114_003129_V06,38.216,0.080,237.236,299.836,7.644,-98.352,29.704,3821.751,31382.233,20240113_183129,479175,5
6,KEWX20240114_003129_V06,38.216,0.070,223.891,335.432,6.235,-98.421,29.543,3117.722,41976.367,20240113_183129,479175,5
7,KEWX20240114_004914_V06,55.966,0.080,470.099,383.399,7.061,-97.152,29.325,3530.525,94722.205,20240113_184914,479176,1
9,KEWX20240114_004914_V06,55.966,0.057,356.542,173.308,8.617,-97.734,30.275,4308.548,69368.317,20240113_184914,479176,1
10,KEWX20240114_020633_V06,133.283,0.147,405.962,413.125,29.865,-97.483,29.192,14932.287,77500.588,20240113_200633,479176,1
6,KEWX20240119_004745_V06,50.259,0.248,161.656,219.556,13.815,-98.745,30.065,6907.295,80016.233,20240118_184745,479172,5
6,KEWX20240119_010149_V06,64.325,0.583,165.595,224.087,24.728,-98.725,30.044,12363.860,77180.882,20240118_190149,479171,0
6,KEWX20240119_010850_V06,71.342,0.081,176.343,222.941,33.626,-98.669,30.050,16812.773,72850.944,20240118_190850,479174,3
3,KEWX20240119_004058_V06,43.475,0.356,305.461,168.570,5.545,-98.000,30.296,2772.564,65771.795,20240118_184058,479172,6
3,KEWX20240119_004745_V06,50.259,0.072,304.692,169.146,12.863,-98.004,30.294,6431.636,65469.227,20240118_184745,479172,5
4,KEWX20240119_004058_V06,43.475,0.169,221.359,377.714,17.240,-98.433,29.352,8620.197,55280.803,20240118_184058,479172,6
5,KEWX20240119_004058_V06,43.475,0.068,175.205,297.772,8.230,-98.673,29.712,4114.773,62407.408,20240118_184058,479172,6
5,KEWX20240119_004745_V06,50.259,0.167,178.049,296.038,7.046,-98.658,29.720,3523.024,61007.915,20240118_184745,479172,5
2,KEWX20240120_223237_V06,-86.589,0.051,204.653,233.921,2.502,-98.522,30.001,1251.080,58003.167,20240120_163237,479171,2
18,KEWX20240122_020749_V06,127.751,0.237,45.385,397.954,61.240,-99.338,29.255,30620.157,136403.738,20240121_200749,479181,3
18,KEWX20240122_021223_V06,132.318,0.509,46.578,400.401,64.120,-99.332,29.244,32059.928,136293.089,20240121_201223,479181,27
18,KEWX20240122_021644_V06,136.668,0.492,50.971,400.958,60.965,-99.309,29.242,30482.283,134357.667,20240121_201644,479176,21
18,KEWX20240122_022105_V06,141.018,0.455,57.844,389.252,59.988,-99.274,29.295,29994.074,129040.392,20240121_202105,479176,26
18,KEWX20240122_022526_V06,145.368,0.414,64.478,376.810,66.003,-99.241,29.352,33001.624,123865.169,20240121_202526,479184,17
18,KEWX20240122_022946_V06,149.701,0.143,69.975,365.446,72.318,-99.213,29.403,36159.224,119576.933,20240121_202946,479179,11
15,KEWX20240122_014939_V06,109.584,0.162,31.868,478.058,51.759,-99.403,28.893,25879.745,160934.369,20240121_194939,479181,0
15,KEWX20240122_015404_V06,114.001,0.132,32.863,476.767,56.915,-99.398,28.899,28457.609,160162.835,20240121_195404,479178,1
2,KEWX20240121_230756_V06,-52.132,0.126,27.595,490.924,46.759,-99.424,28.835,23379.650,166325.346,20240121_170756,479171,6
3,KEWX20240121_231439_V06,-45.416,0.072,21.257,332.123,26.507,-99.466,29.551,13253.580,140294.056,20240121_171439,479176,4
6,KEWX20240121_234130_V06,-18.566,0.053,46.633,199.154,75.861,-99.343,30.152,37930.511,136349.506,20240121_174130,479167,1
