track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time,n_radar_pixels,n_refAbove40_pixels
3,KEWX20250102_231956_V06,-25.290,0.050,487.700,324.012,14.195,-97.059,29.592,7097.431,94615.011,20250102_171956,479174,0
1,KEWX20250103_223043_V06,-75.241,0.051,253.964,294.227,32.871,-98.266,29.729,16435.478,23198.279,20250103_163043,479176,4
15,KEWX20250105_003158_V06,45.261,0.284,296.485,424.450,10.326,-98.046,29.142,5163.202,62249.695,20250104_183158,479176,2
15,KEWX20250105_003859_V06,52.278,0.241,294.832,424.477,17.750,-98.055,29.142,8874.905,62292.036,20250104_183859,479169,1
15,KEWX20250105_004601_V06,59.311,-1.000,293.355,424.501,25.597,-98.062,29.142,12798.668,62339.119,20250104_184601,479171,4
15,KEWX20250105_005256_V06,66.228,0.054,301.569,418.709,21.296,-98.020,29.168,10647.953,59359.588,20250104_185256,479174,6
13,KEWX20250105_001802_V06,31.328,0.130,226.386,343.898,16.442,-98.408,29.505,8220.991,42854.429,20250104_181802,479175,2
13,KEWX20250105_002456_V06,38.228,0.380,228.036,329.403,10.361,-98.399,29.570,5180.576,38869.633,20250104_182456,479168,1
1,KEWX20250111_223925_V06,-72.819,0.062,223.737,468.006,35.815,-98.419,28.945,17907.598,92252.265,20250111_163925,479178,1
8,KEWX20250115_013719_V06,102.590,0.062,371.757,209.550,43.258,-97.656,30.111,21628.986,57728.661,20250114_193719,479178,3
1,KEWX20250116_223054_V06,-85.515,0.060,201.156,291.279,2.726,-98.539,29.742,1363.150,49613.812,20250116_163054,479176,1
1,KEWX20250116_223736_V06,-78.815,0.101,203.243,291.688,11.580,-98.528,29.740,5790.249,48556.666,20250116_163736,479173,3
3,KEWX20250117_001132_V06,15.118,0.059,213.203,271.999,22.629,-98.477,29.829,11314.497,45600.830,20250116_181132,479172,3
1,KEWX20250119_003357_V06,35.829,0.218,231.311,348.955,5.002,-98.382,29.482,2501.009,42174.432,20250118_183357,479178,3
1,KEWX20250119_004053_V06,42.763,-1.000,231.311,348.955,16.026,-98.382,29.482,8013.009,42174.432,20250118_184053,479176,2
1,KEWX20250119_004745_V06,49.629,0.165,225.263,369.118,20.350,-98.413,29.391,10175.037,50899.059,20250118_184745,479175,2
1,KEWX20250119_223116_V06,-87.711,0.088,358.808,362.437,7.323,-97.725,29.422,3661.709,42885.669,20250119_163116,479176,3
1,KEWX20250124_223714_V06,-86.059,0.059,223.149,517.253,4.676,-98.421,28.723,2337.783,115222.751,20250124_163714,479174,2
2,KEWX20250127_230224_V06,-63.483,0.115,225.313,422.522,22.461,-98.412,29.150,11230.354,71745.573,20250127_170224,479171,17
6,KEWX20250128_233719_V06,-29.426,0.265,255.947,349.522,10.524,-98.255,29.480,5262.228,33139.959,20250128_173719,479178,9
12,KEWX20250129_005244_V06,45.990,0.057,118.081,329.342,30.021,-98.967,29.568,15010.524,92135.143,20250128_185244,479176,4
8,KEWX20250130_005221_V06,44.749,0.055,301.272,404.199,31.693,-98.022,29.234,15846.664,52103.631,20250129_185221,479182,884
1,KEWX20250131_000026_V06,-8.023,0.129,218.194,373.409,8.132,-98.449,29.372,4066.236,54957.012,20250130_180026,479175,3
1,KEWX20250131_000841_V06,0.227,0.544,218.506,374.701,16.555,-98.448,29.366,8277.472,55275.522,20250130_180841,479172,0
1,KEWX20250131_001654_V06,8.443,0.603,219.069,380.418,18.926,-98.445,29.340,9463.052,57045.904,20250130_181654,479176,2
1,KEWX20250131_002509_V06,16.693,0.419,224.885,378.781,22.930,-98.415,29.348,11464.882,54425.897,20250130_182509,479177,2
1,KEWX20250131_003323_V06,24.927,0.819,223.167,345.906,23.956,-98.424,29.496,11978.072,44751.123,20250130_183323,479176,11
1,KEWX20250131_004137_V06,33.160,0.624,226.016,343.996,27.675,-98.410,29.505,13837.729,43038.720,20250130_184137,479177,19
1,KEWX20250131_004952_V06,41.410,0.390,227.788,344.712,33.309,-98.400,29.501,16654.720,42466.572,20250130_184952,479176,20
1,KEWX20250131_010626_V06,57.977,0.056,230.615,350.818,47.812,-98.386,29.474,23905.935,43002.151,20250130_190626,479172,16
6,KEWX20250131_003323_V06,24.927,0.575,160.160,210.536,8.819,-98.753,30.105,4409.584,83004.685,20250130_183323,479176,11
6,KEWX20250131_004137_V06,33.160,0.928,166.193,206.652,20.584,-98.722,30.123,10291.813,81575.182,20250130_184137,479177,19
6,KEWX20250131_004952_V06,41.410,0.932,175.242,205.776,28.879,-98.675,30.127,14439.403,78170.755,20250130_184952,479176,20
6,KEWX20250131_010626_V06,57.977,0.663,187.206,203.256,41.528,-98.613,30.139,20764.102,74299.787,20250130_190626,479172,16
6,KEWX20250131_011447_V06,66.327,0.382,200.680,197.051,53.012,-98.544,30.167,26506.142,71524.368,20250130_191447,479176,8
6,KEWX20250131_012306_V06,74.643,0.115,205.347,187.753,62.658,-98.520,30.209,31329.173,73414.345,20250130_192306,479177,15
9,KEWX20250131_004137_V06,33.160,0.444,370.376,179.026,6.667,-97.662,30.249,3333.569,69977.594,20250130_184137,479177,19
9,KEWX20250131_004952_V06,41.410,0.802,370.315,175.397,22.780,-97.663,30.265,11390.047,71537.044,20250130_184952,479176,20
9,KEWX20250131_010626_V06,57.977,0.133,380.257,179.807,22.955,-97.611,30.245,11477.554,72262.552,20250130_190626,479172,16
2,KEWX20250131_001654_V06,8.443,0.685,218.595,344.355,9.611,-98.448,29.503,4805.740,46352.334,20250130_181654,479176,2
2,KEWX20250131_002509_V06,16.693,0.694,220.750,344.867,17.722,-98.437,29.501,8861.202,45534.592,20250130_182509,479177,2
4,KEWX20250131_001654_V06,8.443,0.056,384.995,241.122,18.687,-97.588,29.968,9343.498,51698.216,20250130_181654,479176,2
5,KEWX20250131_002509_V06,16.693,0.192,267.227,318.660,15.910,-98.197,29.619,7955.175,18856.406,20250130_182509,479177,2
8,KEWX20250131_004137_V06,33.160,0.449,196.190,317.121,16.674,-98.564,29.625,8336.918,52606.058,20250130_184137,479177,19
11,KEWX20250131_004137_V06,33.160,0.069,242.790,307.828,5.003,-98.324,29.668,2501.406,28871.603,20250130_184137,479177,19
5,KEWX20250201_010813_V06,58.908,0.083,238.627,317.164,11.732,-98.345,29.626,5866.049,31863.868,20250131_190813,479178,0
5,KEWX20250201_011652_V06,67.558,0.147,242.034,322.049,23.691,-98.327,29.604,11845.686,31009.041,20250131_191652,479169,3
5,KEWX20250201_012518_V06,75.991,0.266,246.089,329.374,25.995,-98.306,29.571,12997.508,30697.239,20250131_192518,479175,0
5,KEWX20250201_013343_V06,84.408,0.315,244.843,331.524,25.292,-98.313,29.561,12646.018,31764.996,20250131_193343,479175,6
5,KEWX20250201_014202_V06,92.725,0.377,246.260,335.201,27.524,-98.305,29.545,13762.171,32121.302,20250131_194202,479176,1
5,KEWX20250201_015043_V06,101.408,0.538,248.188,337.351,33.641,-98.295,29.535,16820.557,31935.845,20250131_195043,479174,3
5,KEWX20250201_020755_V06,118.608,0.530,245.241,328.652,34.394,-98.311,29.574,17197.206,30901.013,20250131_200755,479174,2
