track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_refAbove40_pixels,n_refBelow40_animals
KGRK20240105-1,KGRK20240106_005116_V06,0,0.483,1.200,996,0,423.717
KGRK20240105-1,KGRK20240106_005116_V06,2,0.879,1.200,998,0,79.673
KGRK20240105-1,KGRK20240106_005116_V06,4,1.318,1.200,997,0,0.232
KGRK20240105-1,KGRK20240106_005116_V06,6,1.802,1.200,502,0,0.234
KGRK20240105-1,KGRK20240106_005116_V06,7,2.417,1.200,501,0,0.234
KGRK20240105-1,KGRK20240106_005116_V06,8,3.120,1.200,499,0,0.233
KGRK20240106-1,KGRK20240106_232606_V06,0,0.483,1.200,4531,0,3188.967
KGRK20240106-1,KGRK20240106_232606_V06,2,0.879,1.200,4531,0,51.324
KGRK20240106-1,KGRK20240106_232606_V06,4,1.318,1.200,4539,0,1.923
KGRK20240106-1,KGRK20240106_232606_V06,6,1.802,1.200,2236,0,0.393
KGRK20240106-1,KGRK20240106_232606_V06,7,2.417,1.200,2233,0,0.393
KGRK20240106-1,KGRK20240106_232606_V06,8,3.120,1.200,2233,0,0.642
KGRK20240106-1,KGRK20240106_232606_V06,9,3.999,1.200,2239,0,0.396
KGRK20240106-1,KGRK20240106_232606_V06,10,5.098,1.200,2246,0,0.398
KGRK20240106-1,KGRK20240106_233248_V06,0,0.483,1.200,10404,0,2297.532
KGRK20240106-1,KGRK20240106_233248_V06,2,0.879,1.200,10404,0,73.311
KGRK20240106-1,KGRK20240106_233248_V06,4,1.318,1.200,10407,0,15.079
KGRK20240106-1,KGRK20240106_233248_V06,6,1.802,1.200,5210,0,1.610
KGRK20240106-1,KGRK20240106_233248_V06,7,2.417,1.200,5212,0,1.589
KGRK20240106-1,KGRK20240106_233248_V06,8,3.120,1.200,5215,0,1.023
KGRK20240106-1,KGRK20240106_233248_V06,9,3.999,1.200,5217,0,2.791
KGRK20240106-1,KGRK20240106_233248_V06,10,5.098,1.200,5233,0,1.198
KGRK20240106-3,KGRK20240107_003953_V06,0,0.483,1.200,2084,0,1519.558
