track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time,n_radar_pixels,n_refAbove40_pixels
1,KGRK20240106_005116_V06,69.256,0.052,188.609,389.914,10.384,-97.962,30.315,5191.906,71576.020,20240105_185116,479174,0
1,KGRK20240106_232606_V06,-16.688,0.612,279.699,385.555,17.268,-97.488,30.336,8633.810,43965.363,20240106_172606,479175,5
1,KGRK20240106_233248_V06,-9.988,0.088,280.237,385.715,26.057,-97.486,30.335,13028.481,43982.124,20240106_173248,479171,1
3,KGRK20240107_003953_V06,57.095,0.208,242.437,348.712,10.890,-97.683,30.502,5445.070,37704.073,20240106_183953,479174,1
3,KGRK20240107_004654_V06,64.112,0.104,241.842,350.384,19.302,-97.686,30.494,9651.001,38473.713,20240106_184654,479174,0
35,KGRK20240108_234604_V06,1.687,0.099,28.476,195.858,53.181,-98.807,31.184,26590.450,145405.350,20240108_174604,479179,813
35,KGRK20240108_234917_V06,4.904,0.294,28.266,195.883,57.207,-98.808,31.183,28603.601,145498.693,20240108_174917,479174,817
35,KGRK20240108_235231_V06,8.137,-1.000,28.133,195.900,61.656,-98.809,31.183,30827.924,145558.091,20240108_175231,479183,716
35,KGRK20240108_235545_V06,11.371,-1.000,27.999,195.916,66.104,-98.810,31.183,33052.247,145617.495,20240108_175545,479198,606
35,KGRK20240109_000148_V06,17.421,0.144,50.306,183.110,67.929,-98.693,31.242,33964.505,137849.987,20240108_180148,479177,425
36,KGRK20240108_235231_V06,8.137,0.380,27.560,205.413,48.200,-98.811,31.140,24099.970,144196.151,20240108_175231,479183,716
36,KGRK20240108_235545_V06,11.371,0.586,30.143,203.665,53.898,-98.798,31.148,26948.924,143268.112,20240108_175545,479198,606
50,KGRK20240109_013602_V06,111.654,0.064,219.918,282.970,31.344,-97.801,30.798,15672.243,40936.452,20240108_193602,479176,408
50,KGRK20240109_014009_V06,115.771,0.058,220.737,279.665,38.879,-97.797,30.813,19439.682,40914.954,20240108_194009,479193,276
50,KGRK20240109_014418_V06,119.921,0.190,226.276,228.756,69.307,-97.769,31.042,34653.286,51261.301,20240108_194418,479182,149
3,KGRK20240108_222551_V06,-78.529,0.278,392.777,159.993,16.943,-96.895,31.352,8471.649,83978.571,20240108_162551,479188,274
18,KGRK20240108_231117_V06,-33.096,0.242,179.406,69.250,27.590,-98.019,31.761,13794.779,130180.941,20240108_171117,479178,161
18,KGRK20240108_231431_V06,-29.863,0.733,190.587,56.912,28.406,-97.961,31.817,14203.108,133288.128,20240108_171431,479187,206
18,KGRK20240108_231733_V06,-26.829,0.345,199.595,46.427,30.952,-97.913,31.864,15475.775,136364.071,20240108_171733,479188,204
25,KGRK20240108_231733_V06,-26.829,0.057,395.575,68.013,43.142,-96.878,31.767,21571.175,125451.543,20240108_171733,479188,204
