track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
1,KDFX19980122_001428,4.267,0.082,249.503,433.065,7.636,-100.539,28.672,3817.795,71162.377,19980121_181428
1,KDFX19980122_002019,10.117,0.228,249.215,432.178,16.901,-100.540,28.676,8450.523,70799.474,19980121_182019
2,KDFX19980122_001428,4.267,0.070,371.877,316.225,8.485,-99.911,29.199,4242.691,36842.725,19980121_181428
3,KDFX19980122_002019,10.117,0.053,332.550,169.829,7.974,-100.112,29.860,3986.771,67089.663,19980121_182019
16,KDFX19980130_004725,30.406,0.923,257.616,188.502,5.799,-100.499,29.775,2899.572,59641.000,19980129_184725
16,KDFX19980130_005315,36.239,0.980,256.505,189.369,10.569,-100.505,29.771,5284.425,59436.798,19980129_185315
16,KDFX19980130_005904,42.056,0.942,254.852,189.387,13.685,-100.514,29.771,6842.310,59736.209,19980129_185904
16,KDFX19980130_010455,47.906,0.949,257.240,188.677,24.576,-100.501,29.774,12288.017,59626.441,19980129_190455
16,KDFX19980130_011044,53.723,0.890,256.964,191.432,26.882,-100.503,29.762,13441.182,58393.117,19980129_191044
16,KDFX19980130_011633,59.539,0.711,259.014,196.623,32.498,-100.492,29.739,16248.943,55602.730,19980129_191633
16,KDFX19980130_012223,65.373,0.600,255.427,202.339,34.850,-100.511,29.713,17424.826,53676.122,19980129_192223
16,KDFX19980130_012814,71.223,0.521,255.962,202.134,43.635,-100.508,29.714,21817.679,53658.779,19980129_192814
16,KDFX19980130_013404,77.056,0.155,254.161,203.892,47.162,-100.517,29.706,23581.011,53239.759,19980129_193404
7,KDFX19980129_231334,-63.444,0.927,180.949,302.851,13.494,-100.893,29.258,6747.246,59542.813,19980129_171334
7,KDFX19980129_231924,-57.611,0.891,180.330,303.739,16.012,-100.896,29.254,8005.903,59864.441,19980129_171924
7,KDFX19980129_232513,-51.794,0.537,179.255,303.533,15.555,-100.901,29.255,7777.442,60398.186,19980129_172513
7,KDFX19980129_233102,-45.977,-1.000,178.238,303.428,15.513,-100.907,29.256,7756.578,60904.879,19980129_173102
7,KDFX19980129_233652,-40.144,-1.000,177.219,303.322,15.471,-100.912,29.256,7735.655,61413.099,19980129_173652
