track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
4,KDFX19990102_013829,0,0.400,1.200,149,0,21262.494
4,KDFX19990102_013829,2,1.500,1.200,151,0,67247.203
4,KDFX19990102_013829,4,2.400,1.200,157,0,908.731
4,KDFX19990102_013829,5,3.300,1.200,149,0,0.054
4,KDFX19990102_014419,0,0.400,1.200,891,0,32202.261
4,KDFX19990102_014419,2,1.500,1.200,1044,0,54299.685
4,KDFX19990102_014419,4,2.500,1.200,890,0,2820.101
4,KDFX19990102_014419,5,3.300,1.200,874,0,0.453
4,KDFX19990102_015009,0,0.400,1.200,1118,0,18133.370
4,KDFX19990102_015009,2,1.500,1.200,1115,0,76195.234
4,KDFX19990102_015009,4,2.500,1.200,1111,0,24740.941
4,KDFX19990102_015009,5,3.200,1.200,1123,0,2015.908
4,KDFX19990102_015559,0,0.400,1.200,1245,0,18520.687
4,KDFX19990102_015559,2,1.500,1.200,1246,0,30415.428
4,KDFX19990102_015559,4,2.400,1.200,1245,0,13849.717
4,KDFX19990102_015559,5,3.300,1.200,1246,0,2927.663
7,KDFX19990102_013829,0,0.400,1.200,5046,0,22656.852
7,KDFX19990102_013829,2,1.500,1.200,5045,0,206186.800
7,KDFX19990102_014419,0,0.400,1.200,8439,0,254576.860
7,KDFX19990102_014419,2,1.500,1.200,8443,0,226253.675
7,KDFX19990102_015009,0,0.400,1.200,10912,0,262907.518
7,KDFX19990102_015009,2,1.500,1.200,11306,0,170805.736
8,KDFX19990102_015009,0,0.400,1.200,15403,0,17566.086
8,KDFX19990102_015009,2,1.500,1.200,15420,0,1710.721
8,KDFX19990102_015009,4,2.500,1.200,15424,0,2513.508
8,KDFX19990102_015009,5,3.200,1.200,15438,0,3343.977
8,KDFX19990102_015559,0,0.400,1.200,18310,0,20283.031
8,KDFX19990102_015559,2,1.500,1.200,18439,0,1043.097
8,KDFX19990102_015559,4,2.400,1.200,19113,0,2274.024
8,KDFX19990102_015559,5,3.300,1.200,19140,0,2898.826
8,KDFX19990102_020740,0,0.400,1.200,17638,0,17038.322
