track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_weather_pixels,n_highZ_pixels_60,n_highZ_pixels_40,n_animals,n_animals_60,n_animals_40
KEWX19970101-5,KEWX19970102_002951,0,0.400,1.200,1022,nan,0,0,2791.310,2791.310,2791.310
KEWX19970101-5,KEWX19970102_002951,2,1.400,1.200,1019,nan,0,0,3.701,3.701,3.701
KEWX19970101-5,KEWX19970102_002951,4,2.400,1.200,1019,nan,0,0,0.459,0.459,0.459
KEWX19970101-5,KEWX19970102_002951,5,3.400,1.200,1022,nan,0,0,0.461,0.461,0.461
KEWX19970101-5,KEWX19970102_003939,0,0.500,1.200,2706,nan,0,0,2618.647,2618.647,2618.647
KEWX19970101-5,KEWX19970102_003939,2,1.400,1.200,2704,nan,0,0,76.917,76.917,76.917
KEWX19970101-5,KEWX19970102_003939,4,2.400,1.200,2711,nan,0,0,1.559,1.559,1.559
KEWX19970101-5,KEWX19970102_003939,5,3.400,1.200,2714,nan,0,0,1.229,1.229,1.229
KEWX19970101-1,KEWX19970101_222148,0,0.400,1.200,264,nan,0,0,318.693,318.693,318.693
KEWX19970101-1,KEWX19970101_222148,2,1.400,1.200,265,nan,0,0,5.718,5.718,5.718
KEWX19970101-1,KEWX19970101_222148,4,2.500,1.200,263,nan,0,0,0.113,0.113,0.113
KEWX19970101-1,KEWX19970101_222148,5,3.400,1.200,266,nan,0,0,0.115,0.115,0.115
KEWX19970101-2,KEWX19970101_222148,0,0.400,1.200,19,nan,0,0,139.064,139.064,139.064
KEWX19970101-2,KEWX19970101_222148,2,1.400,1.200,19,nan,0,0,0.012,0.012,0.012
KEWX19970101-2,KEWX19970101_222148,4,2.500,1.200,19,nan,0,0,0.012,0.012,0.012
KEWX19970101-4,KEWX19970101_233027,0,0.500,1.200,521,nan,0,0,832.277,832.277,832.277
KEWX19970101-4,KEWX19970101_233027,2,1.400,1.200,524,nan,0,0,0.465,0.465,0.465
KEWX19970101-4,KEWX19970101_233027,4,2.400,1.200,515,nan,0,0,0.458,0.458,0.458
KEWX19970101-6,KEWX19970102_002951,0,0.400,1.200,5955,nan,0,0,9641.351,9641.351,9641.351
KEWX19970101-6,KEWX19970102_002951,2,1.400,1.200,6094,nan,0,0,147.967,147.967,147.967
KEWX19970101-6,KEWX19970102_002951,4,2.400,1.200,5831,nan,0,0,43.015,43.015,43.015
KEWX19970101-6,KEWX19970102_002951,5,3.400,1.200,5800,nan,0,0,7.552,7.552,7.552
KEWX19970101-6,KEWX19970102_002951,6,4.400,1.200,5686,nan,0,0,3.911,3.911,3.911
KEWX19970102-1,KEWX19970103_004237,0,0.400,1.200,2448,nan,0,0,7111.418,7111.418,7111.418
KEWX19970102-1,KEWX19970103_004237,2,1.400,1.200,2461,nan,0,0,138.429,138.429,138.429
KEWX19970102-1,KEWX19970103_004237,4,2.500,1.200,2453,nan,0,0,1.413,1.413,1.413
KEWX19970102-1,KEWX19970103_004237,5,3.400,1.200,2448,nan,0,0,0.346,0.346,0.346
KEWX19970102-1,KEWX19970103_004237,6,4.400,1.200,2458,nan,0,0,0.349,0.349,0.349
KEWX19970103-1,KEWX19970103_233622,0,0.500,1.200,46,nan,0,0,91.031,91.031,91.031
KEWX19970103-1,KEWX19970103_233622,2,1.400,1.200,47,nan,0,0,0.030,0.030,0.030
KEWX19970103-1,KEWX19970103_233622,4,2.400,1.200,42,nan,0,0,0.027,0.027,0.027
KEWX19970103-3,KEWX19970104_001603,0,0.400,1.200,890,nan,0,0,5893.376,5893.376,5893.376
KEWX19970103-3,KEWX19970104_001603,2,1.400,1.200,889,nan,0,0,2.529,2.529,2.529
KEWX19970103-3,KEWX19970104_001603,4,2.500,1.200,890,nan,0,0,0.451,0.451,0.451
KEWX19970103-3,KEWX19970104_001603,5,3.400,1.200,892,nan,0,0,0.453,0.453,0.453
KEWX19970103-4,KEWX19970104_003539,0,0.500,1.200,3547,nan,0,0,10607.038,10607.038,10607.038
