track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
1,KSJT20220101_224856_V06,-61.386,0.328,392.235,183.441,57.357,-100.005,31.896,28678.642,74319.282,20220101_164856
1,KSJT20220101_230802_V06,-42.286,0.115,393.506,193.387,70.561,-99.998,31.851,35280.456,70904.266,20220101_170802
1,KSJT20220101_231735_V06,-32.736,0.393,388.533,199.487,70.152,-100.025,31.824,35076.049,66971.879,20220101_171735
1,KSJT20220101_232709_V06,-23.169,0.398,380.278,204.878,74.708,-100.068,31.799,37354.171,62234.865,20220101_172709
1,KSJT20220101_233643_V06,-13.603,0.255,375.285,213.809,73.479,-100.095,31.759,36739.629,57220.283,20220101_173643
2,KSJT20220102_002540_V06,35.347,0.085,295.164,382.486,21.194,-100.518,30.999,10596.756,41313.617,20220101_182540
2,KSJT20220102_003513_V06,44.897,0.057,283.553,379.499,11.113,-100.578,31.013,5556.679,40591.402,20220101_183513
4,KSJT20220102_004445_V06,54.431,0.062,247.734,175.914,10.419,-100.769,31.930,5209.423,67322.169,20220101_184445
1,KSJT20220104_223032_V06,-82.040,0.131,418.210,321.418,15.373,-99.872,31.273,7686.382,60067.577,20220104_163032
1,KSJT20220104_224005_V06,-72.490,0.200,417.998,322.433,21.969,-99.873,31.268,10984.294,60055.918,20220104_164005
3,KSJT20220108_003234_V06,37.615,0.121,416.722,318.356,17.212,-99.879,31.287,8606.213,59078.419,20220107_183234
1,KSJT20220108_223342_V06,-82.068,0.191,282.012,207.171,13.638,-100.587,31.790,6819.061,47277.863,20220108_163342
1,KSJT20220108_224316_V06,-72.502,0.085,281.281,207.178,20.557,-100.591,31.790,10278.290,47345.061,20220108_164316
2,KSJT20220108_223342_V06,-82.068,0.085,414.459,324.832,6.635,-99.891,31.258,3317.677,58560.852,20220108_163342
2,KSJT20220108_224316_V06,-72.502,0.408,417.828,322.209,15.868,-99.874,31.269,7934.152,59951.371,20220108_164316
4,KSJT20220109_002815_V06,32.482,0.088,385.173,119.415,8.001,-100.041,32.185,4000.717,99831.420,20220108_182815
4,KSJT20220109_003748_V06,42.032,0.125,393.467,115.734,15.428,-99.997,32.201,7714.089,103307.909,20220108_183748
7,KSJT20220109_012530_V06,89.732,0.119,400.819,109.135,13.188,-99.957,32.231,6593.918,107928.238,20220108_192530
7,KSJT20220109_013502_V06,99.265,0.148,401.994,110.220,20.313,-99.951,32.226,10156.557,107725.547,20220108_193502
8,KSJT20220109_021309_V06,137.382,0.176,174.925,324.595,8.338,-101.149,31.259,4169.008,63734.925,20220108_201309
2,KSJT20220110_010139_V06,65.054,0.114,27.034,154.360,33.027,-101.937,32.020,16513.542,154694.363,20220109_190139
1,KSJT20220110_234124_V06,-16.033,0.058,56.965,401.800,68.389,-101.763,30.906,34194.599,131747.409,20220110_174124
2,KSJT20220111_000029_V06,3.050,0.216,26.847,302.968,33.158,-101.928,31.350,16578.920,136584.668,20220110_180029
3,KSJT20220111_001934_V06,22.133,0.065,19.994,254.668,26.760,-101.967,31.567,13379.969,141825.786,20220110_181934
5,KSJT20220111_004811_V06,50.750,0.052,40.074,379.482,82.202,-101.853,31.005,41101.242,135903.330,20220110_184811
7,KSJT20220111_013558_V06,98.533,0.287,24.083,228.808,30.795,-101.947,31.684,15397.560,142476.977,20220110_193558
1,KSJT20220114_001346_V06,13.768,0.171,418.538,319.974,14.333,-99.870,31.280,7166.325,60104.527,20220113_181346
1,KSJT20220116_223419_V06,-88.311,0.071,416.125,331.225,14.577,-99.883,31.229,7288.677,60124.961,20220116_163419
4,KSJT20220116_231845_V06,-43.877,0.060,24.384,174.368,19.229,-101.950,31.929,9614.679,151449.272,20220116_171845
1,KSJT20220117_224301_V06,-80.498,0.122,417.268,326.569,13.781,-99.877,31.250,6890.461,60120.175,20220117_164301
1,KSJT20220117_230208_V06,-61.382,0.053,417.401,327.989,20.994,-99.876,31.243,10497.090,60345.550,20220117_170208
3,KSJT20220118_224842_V06,-75.707,0.124,283.347,375.181,11.212,-100.579,31.032,5606.232,38501.468,20220118_164842
1,KSJT20220120_001026_V06,5.130,0.071,268.600,370.764,21.880,-100.657,31.052,10939.802,38708.752,20220119_181026
1,KSJT20220120_232152_V06,-44.337,0.175,29.292,474.777,45.097,-101.903,30.575,22548.344,161113.081,20220120_172152
1,KSJT20220120_233127_V06,-34.753,0.210,33.632,477.752,49.520,-101.880,30.562,24759.992,160115.262,20220120_173127
1,KSJT20220120_234102_V06,-25.170,0.238,42.661,472.531,47.499,-101.834,30.586,23749.709,154911.658,20220120_174102
2,KSJT20220121_001923_V06,13.180,0.084,24.682,503.587,27.976,-101.925,30.445,13988.033,171207.025,20220120_181923
1,KSJT20220121_232333_V06,-43.556,0.120,493.705,287.475,21.342,-99.474,31.424,10671.013,97054.754,20220121_172333
1,KSJT20220122_224105_V06,-86.928,0.064,412.874,326.899,11.358,-99.900,31.248,5678.833,58017.632,20220122_164105
1,KSJT20220125_230343_V06,-67.019,0.326,412.659,326.904,14.715,-99.901,31.248,7357.590,57913.705,20220125_170343
5,KSJT20220126_231218_V06,-59.346,0.094,417.735,325.503,13.869,-99.874,31.255,6934.635,60232.511,20220126_171218
5,KSJT20220126_232152_V06,-49.779,0.054,417.322,324.340,20.906,-99.876,31.260,10453.213,59910.164,20220126_172152
5,KSJT20220126_233125_V06,-40.229,-1.000,416.936,323.251,28.433,-99.878,31.265,14216.671,59612.386,20220126_173125
5,KSJT20220126_234100_V06,-30.646,0.114,416.571,324.955,5.215,-99.880,31.257,2607.498,59606.082,20220126_174100
3,KSJT20220126_230244_V06,-68.912,0.072,223.468,49.994,17.395,-100.899,32.498,8697.557,130728.802,20220126_170244
