track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
KSJT20210101-1,KSJT20210101_230412_V06,0,0.483,1.200,1028,0,2572.330
KSJT20210101-1,KSJT20210101_230412_V06,2,1.494,1.200,1029,0,0.950
KSJT20210101-1,KSJT20210101_230412_V06,4,2.505,1.200,514,0,0.220
KSJT20210101-1,KSJT20210101_230412_V06,5,3.516,1.200,514,0,0.302
KSJT20210101-1,KSJT20210101_230412_V06,6,4.482,1.200,514,0,0.571
KSJT20210101-2,KSJT20210102_010544_V06,0,0.483,1.200,14970,78,131376.257
KSJT20210101-2,KSJT20210102_010544_V06,2,0.879,1.200,14974,14,32077.567
KSJT20210101-2,KSJT20210102_010544_V06,4,1.318,1.200,14982,0,648.708
KSJT20210101-2,KSJT20210102_010544_V06,6,1.802,1.200,7496,0,41.645
KSJT20210101-2,KSJT20210102_010544_V06,7,2.417,1.200,7500,0,36.528
KSJT20210101-2,KSJT20210102_010544_V06,8,3.120,1.200,7498,0,12.464
KSJT20210101-3,KSJT20210102_014854_V06,0,0.483,1.200,13095,68,155837.831
KSJT20210101-3,KSJT20210102_014854_V06,2,0.879,1.200,13098,7,38871.375
KSJT20210101-3,KSJT20210102_014854_V06,4,1.318,1.200,13097,0,5670.212
KSJT20210101-3,KSJT20210102_014854_V06,6,1.802,1.200,6551,0,1925.488
KSJT20210101-3,KSJT20210102_014854_V06,7,2.417,1.200,6555,0,379.144
KSJT20210101-3,KSJT20210102_014854_V06,8,3.120,1.200,6565,0,26.451
KSJT20210103-3,KSJT20210104_010336_V06,0,0.483,1.200,571,0,6225.985
KSJT20210103-3,KSJT20210104_010336_V06,2,1.494,1.200,573,0,0.300
KSJT20210103-3,KSJT20210104_011308_V06,0,0.483,1.200,1922,0,4692.815
KSJT20210103-3,KSJT20210104_011308_V06,2,1.494,1.200,1922,0,1.005
KSJT20210105-1,KSJT20210106_020211_V06,0,0.483,1.200,12417,0,1557.493
KSJT20210105-1,KSJT20210106_020211_V06,2,1.494,1.200,12420,0,8.802
KSJT20210105-1,KSJT20210106_020211_V06,4,2.505,1.200,6211,0,1.827
KSJT20210105-1,KSJT20210106_020211_V06,5,3.516,1.200,6223,0,1.727
KSJT20210105-1,KSJT20210106_020211_V06,6,4.482,1.200,6237,0,1.752
KSJT20210106-1,KSJT20210107_002732_V06,0,0.483,1.200,1574,0,10111.631
KSJT20210106-1,KSJT20210107_002732_V06,2,1.494,1.200,1575,0,6.226
KSJT20210106-1,KSJT20210107_002732_V06,4,2.505,1.200,794,0,0.722
KSJT20210106-1,KSJT20210107_002732_V06,5,3.516,1.200,797,0,0.235
