track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_weather_pixels,n_highZ_pixels_60,n_highZ_pixels_40,n_animals,n_animals_60,n_animals_40
KSJT19980107-9,KSJT19980108_001953,0,0.500,1.200,1520,nan,0,0,120827.375,120827.375,120827.375
KSJT19980107-9,KSJT19980108_001953,2,1.400,1.200,1527,nan,0,0,92424.573,92424.573,92424.573
KSJT19980107-9,KSJT19980108_001953,4,2.400,1.200,1521,nan,0,0,5253.248,5253.248,5253.248
KSJT19980107-9,KSJT19980108_001953,5,3.500,1.200,1524,nan,0,0,0.698,0.698,0.698
KSJT19980107-9,KSJT19980108_002942,0,0.500,1.200,2728,nan,0,0,135904.166,135904.166,135904.166
KSJT19980107-9,KSJT19980108_002942,2,1.400,1.200,2715,nan,0,0,52707.557,52707.557,52707.557
KSJT19980107-9,KSJT19980108_002942,4,2.500,1.200,2726,nan,0,0,496.566,496.566,496.566
KSJT19980107-9,KSJT19980108_002942,5,3.500,1.200,2731,nan,0,0,1.370,1.370,1.370
KSJT19980107-9,KSJT19980108_003931,0,0.500,1.200,2375,nan,0,0,111916.201,111916.201,111916.201
KSJT19980107-9,KSJT19980108_003931,2,1.400,1.200,2391,nan,0,0,18276.122,18276.122,18276.122
KSJT19980107-9,KSJT19980108_003931,4,2.400,1.200,2399,nan,0,0,11.642,11.642,11.642
KSJT19980107-9,KSJT19980108_004919,0,0.500,1.200,2580,nan,0,0,55799.756,55799.756,55799.756
KSJT19980107-9,KSJT19980108_004919,2,1.400,1.200,2625,nan,0,0,1342.667,1342.667,1342.667
KSJT19980107-9,KSJT19980108_004919,4,2.500,1.200,2616,nan,0,0,2.373,2.373,2.373
KSJT19980107-9,KSJT19980108_005908,0,0.500,1.200,809,nan,0,0,18915.686,18915.686,18915.686
KSJT19980107-9,KSJT19980108_005908,2,1.400,1.200,847,nan,0,0,85.197,85.197,85.197
KSJT19980107-9,KSJT19980108_005908,4,2.400,1.200,797,nan,0,0,0.743,0.743,0.743
KSJT19980107-5,KSJT19980107_231112,0,0.500,1.200,2552,nan,0,0,36201.161,36201.161,36201.161
KSJT19980107-5,KSJT19980107_231112,2,1.400,1.200,2491,nan,0,0,13194.549,13194.549,13194.549
KSJT19980107-5,KSJT19980107_231112,4,2.400,1.200,2499,nan,0,0,2.277,2.277,2.277
KSJT19980107-5,KSJT19980107_232101,0,0.500,1.200,4261,nan,0,0,52609.149,52609.149,52609.149
KSJT19980107-5,KSJT19980107_232101,2,1.400,1.200,4341,nan,0,0,14593.522,14593.522,14593.522
KSJT19980107-5,KSJT19980107_232101,4,2.400,1.200,4300,nan,0,0,11.682,11.682,11.682
KSJT19980107-1,KSJT19980107_223158,0,0.500,1.200,410,nan,0,0,179.214,179.214,179.214
KSJT19980107-1,KSJT19980107_223158,2,1.400,1.200,415,nan,0,0,0.653,0.653,0.653
KSJT19980107-2,KSJT19980107_224146,0,0.500,1.200,263,nan,0,0,5752.876,5752.876,5752.876
KSJT19980107-2,KSJT19980107_224146,2,1.500,1.200,264,nan,0,0,0.374,0.374,0.374
KSJT19980107-3,KSJT19980107_224146,0,0.500,1.200,430,nan,0,0,12257.807,12257.807,12257.807
KSJT19980107-3,KSJT19980107_224146,2,1.500,1.200,427,nan,0,0,127.400,127.400,127.400
KSJT19980107-3,KSJT19980107_224146,4,2.400,1.200,427,nan,0,0,0.381,0.381,0.381
KSJT19980107-4,KSJT19980107_224146,0,0.500,1.200,2591,nan,0,0,118585.332,118585.332,118585.332
KSJT19980107-4,KSJT19980107_224146,2,1.500,1.200,2595,nan,0,0,20771.091,20771.091,20771.091
KSJT19980107-4,KSJT19980107_224146,4,2.400,1.200,2584,nan,0,0,359.085,359.085,359.085
KSJT19980107-4,KSJT19980107_224146,5,3.500,1.200,2597,nan,0,0,1.149,1.149,1.149
KSJT19980107-6,KSJT19980107_233050,0,0.500,1.200,1732,nan,0,0,258.843,258.843,258.843
KSJT19980107-6,KSJT19980107_233050,2,1.400,1.200,1732,nan,0,0,82.605,82.605,82.605
KSJT19980107-6,KSJT19980107_233050,4,2.500,1.200,1731,nan,0,0,42.049,42.049,42.049
KSJT19980107-6,KSJT19980107_233050,5,3.600,1.200,1730,nan,0,0,19.708,19.708,19.708
KSJT19980107-6,KSJT19980107_233050,6,4.500,1.200,1734,nan,0,0,19.850,19.850,19.850
KSJT19980107-7,KSJT19980108_000016,0,0.500,1.200,1065,nan,0,0,27306.437,27306.437,27306.437
KSJT19980107-7,KSJT19980108_000016,2,1.400,1.200,1120,nan,0,0,1.497,1.497,1.497
KSJT19980107-8,KSJT19980108_000016,0,0.500,1.200,7640,nan,0,0,22064.885,22064.885,22064.885
KSJT19980107-8,KSJT19980108_000016,2,1.400,1.200,7643,nan,0,0,41685.501,41685.501,41685.501
KSJT19980107-8,KSJT19980108_000016,4,2.400,1.200,7645,nan,0,0,47666.216,47666.216,47666.216
KSJT19980107-8,KSJT19980108_000016,5,3.600,1.200,7661,nan,0,0,36505.405,36505.405,36505.405
KSJT19980107-8,KSJT19980108_000016,6,4.500,1.200,7670,nan,0,0,28518.597,28518.597,28518.597
KSJT19980107-12,KSJT19980108_005908,0,0.500,1.200,1267,nan,0,0,89602.787,89602.787,89602.787
KSJT19980107-12,KSJT19980108_005908,2,1.400,1.200,1271,nan,0,0,20900.031,20900.031,20900.031
KSJT19980107-12,KSJT19980108_005908,4,2.400,1.200,1264,nan,0,0,1520.727,1520.727,1520.727
KSJT19980107-12,KSJT19980108_005908,5,3.500,1.200,1269,nan,0,0,49.375,49.375,49.375
KSJT19980107-13,KSJT19980108_010856,0,0.500,1.200,1807,nan,0,0,39466.866,39466.866,39466.866
KSJT19980107-13,KSJT19980108_010856,2,1.400,1.200,1801,nan,0,0,23244.591,23244.591,23244.591
KSJT19980107-13,KSJT19980108_010856,4,2.500,1.200,1800,nan,0,0,332.183,332.183,332.183
KSJT19980107-13,KSJT19980108_010856,5,3.500,1.200,1808,nan,0,0,0.872,0.872,0.872
KSJT19980107-14,KSJT19980108_013822,0,0.500,1.200,78,nan,0,0,51.805,51.805,51.805
KSJT19980107-14,KSJT19980108_013822,2,1.400,1.200,81,nan,0,0,0.031,0.031,0.031
KSJT19980107-14,KSJT19980108_013822,4,2.500,1.200,79,nan,0,0,0.372,0.372,0.372
KSJT19980107-14,KSJT19980108_013822,5,3.500,1.200,76,nan,0,0,0.029,0.029,0.029
KSJT19980116-1,KSJT19980116_231424,0,0.500,1.200,58280,nan,0,5,11921.400,11921.400,11469.467
KSJT19980116-1,KSJT19980116_231424,2,1.400,1.200,58378,nan,0,0,112.044,112.044,112.044
KSJT19980116-1,KSJT19980116_231424,4,2.500,1.200,58579,nan,0,0,40.537,40.537,40.537
KSJT19980116-1,KSJT19980116_231424,5,3.500,1.200,58794,nan,0,0,16.096,16.096,16.096
KSJT19980116-1,KSJT19980116_231424,6,4.500,1.200,59211,nan,0,0,12.993,12.993,12.993
KSJT19980116-2,KSJT19980117_011204,0,0.500,1.200,1701,nan,0,0,2.245,2.245,2.245
KSJT19980116-2,KSJT19980117_011204,2,1.400,1.200,1704,nan,0,0,0.208,0.208,0.208
KSJT19980116-2,KSJT19980117_011204,4,2.400,1.200,1708,nan,0,0,0.070,0.070,0.070
KSJT19980116-2,KSJT19980117_011204,5,3.500,1.200,1704,nan,0,0,0.069,0.069,0.069
KSJT19980116-2,KSJT19980117_011204,6,4.500,1.200,1707,nan,0,0,0.070,0.070,0.070
KSJT19980117-1,KSJT19980117_224809,0,0.500,1.200,1204,nan,0,0,4.136,4.136,4.136
KSJT19980117-1,KSJT19980117_224809,2,1.500,1.200,1200,nan,0,0,0.276,0.276,0.276
KSJT19980117-1,KSJT19980117_224809,4,2.500,1.200,1198,nan,0,0,0.090,0.090,0.090
KSJT19980117-1,KSJT19980117_224809,5,3.500,1.200,1200,nan,0,0,0.667,0.667,0.667
KSJT19980117-1,KSJT19980117_224809,6,4.500,1.200,1199,nan,0,0,0.192,0.192,0.192
KSJT19980117-2,KSJT19980117_224809,0,0.500,1.200,15,nan,0,0,96.872,96.872,96.872
KSJT19980117-2,KSJT19980117_224809,2,1.500,1.200,17,nan,0,0,0.008,0.008,0.008
KSJT19980117-2,KSJT19980117_224809,4,2.500,1.200,17,nan,0,0,0.008,0.008,0.008
KSJT19980117-2,KSJT19980117_224809,5,3.500,1.200,17,nan,0,0,0.008,0.008,0.008
KSJT19980119-1,KSJT19980119_224457,0,0.500,1.200,687,nan,0,0,3986.252,3986.252,3986.252
KSJT19980119-1,KSJT19980119_224457,2,1.400,1.200,688,nan,0,0,0.233,0.233,0.233
KSJT19980119-1,KSJT19980119_224457,4,2.500,1.200,688,nan,0,0,0.388,0.388,0.388
