track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_weather_pixels,n_highZ_pixels_60,n_highZ_pixels_40,n_animals,n_animals_60,n_animals_40
KGRK19970109-1,KGRK19970109_221819,0,0.400,1.200,255,nan,0,11,119903.719,119903.719,30750.901
KGRK19970109-1,KGRK19970109_221819,2,1.400,1.200,257,nan,0,0,1.518,1.518,1.518
KGRK19970109-1,KGRK19970109_221819,4,2.400,1.200,257,nan,0,0,0.037,0.037,0.037
KGRK19970109-1,KGRK19970109_221819,5,3.300,1.200,281,nan,0,0,0.041,0.041,0.041
KGRK19970109-1,KGRK19970109_221819,6,4.400,1.200,312,nan,0,0,0.045,0.045,0.045
KGRK19970109-2,KGRK19970109_221819,0,0.400,1.200,536,nan,0,0,881.140,881.140,881.140
KGRK19970109-2,KGRK19970109_221819,2,1.400,1.200,531,nan,0,0,0.149,0.149,0.149
KGRK19970109-2,KGRK19970109_221819,4,2.400,1.200,518,nan,0,0,0.146,0.146,0.146
KGRK19970109-2,KGRK19970109_221819,5,3.300,1.200,513,nan,0,0,0.144,0.144,0.144
KGRK19970109-2,KGRK19970109_221819,6,4.400,1.200,530,nan,0,0,0.150,0.150,0.150
KGRK19970109-3,KGRK19970110_003100,0,0.400,1.200,551,nan,0,39,775262.514,775262.514,54729.154
KGRK19970109-3,KGRK19970110_003100,2,1.400,1.200,553,nan,0,0,26.405,26.405,26.405
KGRK19970109-3,KGRK19970110_003100,4,2.300,1.200,554,nan,0,0,0.114,0.114,0.114
KGRK19970109-3,KGRK19970110_003100,5,3.300,1.200,551,nan,0,0,0.113,0.113,0.113
KGRK19970109-3,KGRK19970110_003100,6,4.300,1.200,551,nan,0,0,0.114,0.114,0.114
KGRK19970109-5,KGRK19970110_010608,0,0.400,1.200,414,nan,0,8,193802.741,193802.741,29486.425
KGRK19970109-5,KGRK19970110_010608,2,1.400,1.200,415,nan,0,0,10.980,10.980,10.980
KGRK19970109-5,KGRK19970110_010608,4,2.300,1.200,410,nan,0,0,0.144,0.144,0.144
KGRK19970109-5,KGRK19970110_010608,5,3.300,1.200,417,nan,0,0,0.147,0.147,0.147
KGRK19970109-5,KGRK19970110_010608,6,4.300,1.200,410,nan,0,0,0.144,0.144,0.144
KGRK19970109-7,KGRK19970110_014115,0,0.400,1.200,133,nan,0,15,461723.522,461723.522,71340.719
KGRK19970109-7,KGRK19970110_014115,2,1.400,1.200,129,nan,0,0,28.445,28.445,28.445
KGRK19970109-7,KGRK19970110_014115,4,2.300,1.200,133,nan,0,0,0.067,0.067,0.067
KGRK19970109-7,KGRK19970110_014115,5,3.300,1.200,133,nan,0,0,0.067,0.067,0.067
KGRK19970111-1,KGRK19970111_221906,0,0.400,1.200,570,nan,0,0,691.897,691.897,691.897
KGRK19970111-1,KGRK19970111_221906,2,1.400,1.200,567,nan,0,0,0.136,0.136,0.136
KGRK19970111-1,KGRK19970111_221906,4,2.500,1.200,570,nan,0,0,0.240,0.240,0.240
KGRK19970111-1,KGRK19970111_221906,5,3.400,1.200,570,nan,0,0,12.002,12.002,12.002
KGRK19970111-1,KGRK19970111_221906,6,4.400,1.200,572,nan,0,0,9.933,9.933,9.933
KGRK19970112-6,KGRK19970112_225449,0,0.400,1.200,29674,nan,39,1627,2763024.071,2271325.172,649817.116
KGRK19970112-6,KGRK19970112_225449,2,1.400,1.200,29725,nan,0,0,716224.776,716224.776,716224.776
KGRK19970112-6,KGRK19970112_225449,4,2.300,1.200,29892,nan,0,0,936948.369,936948.369,936948.369
KGRK19970112-6,KGRK19970112_225449,5,3.300,1.200,29827,nan,0,0,189647.456,189647.456,189647.456
KGRK19970112-6,KGRK19970112_225449,6,4.300,1.200,29757,nan,0,0,27561.326,27561.326,27561.326
KGRK19970112-6,KGRK19970112_225449,7,5.900,1.200,29800,nan,0,0,6498.018,6498.018,6498.018
KGRK19970112-6,KGRK19970112_230053,0,0.500,1.200,38302,nan,1,2406,3297623.453,3291369.769,824471.142
KGRK19970112-6,KGRK19970112_230053,2,1.300,1.200,38176,nan,0,1,1097956.553,1097956.553,1090655.219
KGRK19970112-6,KGRK19970112_230053,4,2.300,1.200,38128,nan,0,17,915157.293,915157.293,858260.035
KGRK19970112-6,KGRK19970112_230053,5,3.300,1.200,37775,nan,0,77,612475.979,612475.979,131789.812
KGRK19970112-6,KGRK19970112_230053,6,4.200,1.200,37791,nan,0,94,453150.122,453150.122,105512.919
KGRK19970112-6,KGRK19970112_230053,7,5.900,1.200,37875,nan,0,2,14047.809,14047.809,14004.287
KGRK19970112-6,KGRK19970112_231113,0,0.500,1.200,21356,nan,0,92,1623968.411,1623968.411,865511.255
KGRK19970112-6,KGRK19970112_231113,2,1.400,1.200,20865,nan,0,0,1475224.196,1475224.196,1475224.196
KGRK19970112-6,KGRK19970112_231113,4,2.300,1.200,20491,nan,0,7,526263.478,526263.478,509663.291
KGRK19970112-6,KGRK19970112_231113,5,3.300,1.200,20510,nan,0,78,527130.374,527130.374,88971.756
KGRK19970112-6,KGRK19970112_231113,6,4.200,1.200,20534,nan,0,0,67162.785,67162.785,67162.785
KGRK19970112-6,KGRK19970112_231746,0,0.400,1.200,16676,nan,0,31,1388352.785,1388352.785,1014796.345
KGRK19970112-6,KGRK19970112_231746,2,1.400,1.200,16690,nan,0,0,1624379.013,1624379.013,1624379.013
KGRK19970112-6,KGRK19970112_231746,4,2.300,1.200,16656,nan,0,0,273799.597,273799.597,273799.597
KGRK19970112-6,KGRK19970112_231746,5,3.300,1.200,16696,nan,0,32,255516.601,255516.601,136406.106
KGRK19970112-6,KGRK19970112_231746,6,4.200,1.200,16697,nan,0,0,14331.311,14331.311,14331.311
KGRK19970112-6,KGRK19970112_232337,0,0.400,1.200,14849,nan,0,16,1255549.208,1255549.208,1175678.757
KGRK19970112-6,KGRK19970112_232337,2,1.300,1.200,14655,nan,0,0,2021396.898,2021396.898,2021396.898
KGRK19970112-6,KGRK19970112_232337,4,2.300,1.200,14288,nan,0,0,169114.880,169114.880,169114.880
KGRK19970112-6,KGRK19970112_232337,5,3.300,1.200,14226,nan,0,0,84707.796,84707.796,84707.796
KGRK19970112-6,KGRK19970112_232337,6,4.200,1.200,14248,nan,0,0,6543.973,6543.973,6543.973
KGRK19970112-6,KGRK19970112_232939,0,0.500,1.200,12623,nan,0,0,1264113.603,1264113.603,1264113.603
