track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
1,KEWX20230102_001429_V06,30.357,0.113,224.939,335.111,5.612,-98.415,29.545,2806.171,41433.458,20230101_181429
2,KEWX20230102_001429_V06,30.357,0.065,245.104,348.929,18.587,-98.311,29.483,9293.369,36768.499,20230101_181429
6,KEWX20230102_004005_V06,55.957,0.107,229.883,349.493,27.258,-98.390,29.480,13628.899,42912.630,20230101_184005
1,KEWX20230103_000015_V06,15.413,0.378,213.759,341.392,14.863,-98.473,29.516,7431.450,47830.077,20230102_180015
1,KEWX20230103_000521_V06,20.513,0.707,214.649,340.317,19.761,-98.468,29.521,9880.459,47197.086,20230102_180521
1,KEWX20230103_001027_V06,25.613,0.749,212.791,339.968,26.002,-98.478,29.523,13000.972,47965.628,20230102_181027
1,KEWX20230103_001537_V06,30.779,-1.000,211.363,339.522,32.194,-98.485,29.525,16097.042,48524.225,20230102_181537
1,KEWX20230103_002228_V06,37.629,0.237,221.153,339.044,33.696,-98.435,29.527,16848.191,43992.424,20230102_182228
1,KEWX20230103_002926_V06,44.596,0.640,222.347,333.739,37.502,-98.429,29.551,18751.082,42332.742,20230102_182926
1,KEWX20230103_003604_V06,51.229,0.203,225.411,329.395,41.592,-98.413,29.570,20795.880,40086.229,20230102_183604
1,KEWX20230103_004354_V06,59.063,0.168,228.375,331.580,43.060,-98.398,29.561,21530.157,39138.765,20230102_184354
1,KEWX20230103_004930_V06,64.663,0.075,228.282,334.144,44.292,-98.398,29.549,22146.221,39715.211,20230102_184930
1,KEWX20230103_010036_V06,75.763,0.086,226.812,335.940,46.331,-98.406,29.541,23165.513,40768.271,20230102_190036
6,KEWX20230103_001027_V06,25.613,0.471,375.062,120.473,4.683,-97.637,30.513,2341.354,97293.986,20230102_181027
6,KEWX20230103_001537_V06,30.779,0.733,375.399,118.844,9.609,-97.635,30.520,4804.391,98110.536,20230102_181537
6,KEWX20230103_002228_V06,37.629,0.697,380.494,110.478,15.550,-97.609,30.558,7774.881,102953.682,20230102_182228
6,KEWX20230103_002926_V06,44.596,0.617,388.897,105.773,17.902,-97.565,30.579,8950.805,106802.328,20230102_182926
6,KEWX20230103_003604_V06,51.229,0.212,395.858,116.647,25.329,-97.529,30.530,12664.620,103449.332,20230102_183604
9,KEWX20230103_002228_V06,37.629,0.278,62.187,382.555,6.344,-99.252,29.326,3172.216,125867.132,20230102_182228
9,KEWX20230103_002926_V06,44.596,0.853,63.439,380.701,13.565,-99.246,29.334,6782.251,124973.752,20230102_182926
9,KEWX20230103_003604_V06,51.229,0.817,66.462,377.370,16.749,-99.231,29.349,8374.660,123010.430,20230102_183604
9,KEWX20230103_004354_V06,59.063,0.658,71.002,373.314,22.744,-99.207,29.368,11372.061,120223.846,20230102_184354
9,KEWX20230103_004930_V06,64.663,0.173,72.047,365.413,31.863,-99.202,29.403,15931.535,118576.284,20230102_184930
2,KEWX20230103_000015_V06,15.413,0.250,187.552,315.517,5.990,-98.609,29.632,2995.012,56756.603,20230102_180015
8,KEWX20230103_001537_V06,30.779,0.165,220.161,346.627,19.955,-98.440,29.493,9977.598,46228.883,20230102_181537
17,KEWX20230103_010036_V06,75.763,0.072,159.543,197.198,18.575,-98.757,30.165,9287.441,87029.202,20230102_190036
23,KEWX20230103_012106_V06,96.263,0.093,383.652,113.581,20.770,-97.592,30.544,10384.758,102163.570,20230102_192106
3,KEWX20230103_235220_V06,6.771,0.632,201.223,349.692,5.587,-98.537,29.478,2793.486,55286.148,20230103_175220
3,KEWX20230104_000621_V06,20.788,0.831,208.348,349.718,20.278,-98.501,29.479,10139.175,52134.371,20230103_180621
3,KEWX20230104_001323_V06,27.821,0.834,210.850,351.845,24.707,-98.488,29.469,12353.649,51564.380,20230103_181323
3,KEWX20230104_002018_V06,34.738,0.782,214.241,354.154,29.213,-98.470,29.459,14606.672,50713.172,20230103_182018
3,KEWX20230104_002718_V06,41.738,0.172,217.088,345.610,42.007,-98.456,29.497,21003.494,47314.334,20230103_182718
3,KEWX20230104_003414_V06,48.671,0.117,221.044,344.185,44.416,-98.435,29.504,22207.891,45239.181,20230103_183414
18,KEWX20230104_011530_V06,89.938,0.084,205.556,370.534,29.588,-98.515,29.385,14794.157,58938.119,20230103_191530
18,KEWX20230104_012216_V06,96.704,0.757,207.914,373.191,33.700,-98.502,29.373,16850.195,58814.811,20230103_192216
18,KEWX20230104_012902_V06,103.471,0.757,213.846,374.519,31.685,-98.472,29.367,15842.310,56955.123,20230103_192902
18,KEWX20230104_013548_V06,110.238,0.424,213.517,373.609,34.709,-98.473,29.371,17354.520,56783.738,20230103_193548
18,KEWX20230104_014234_V06,117.004,0.165,215.841,368.210,41.822,-98.462,29.395,20911.076,54164.894,20230103_194234
18,KEWX20230104_014920_V06,123.771,-1.000,217.753,363.915,47.862,-98.452,29.415,23930.882,52081.116,20230103_194920
18,KEWX20230104_020252_V06,137.304,0.055,247.755,366.264,48.386,-98.297,29.404,24193.011,42191.394,20230103_200252
4,KEWX20230103_235220_V06,6.771,0.569,188.340,317.683,5.455,-98.605,29.623,2727.684,56525.970,20230103_175220
4,KEWX20230104_000621_V06,20.788,0.062,191.169,319.014,14.738,-98.590,29.617,7369.180,55239.908,20230103_180621
4,KEWX20230104_001323_V06,27.821,0.489,192.907,319.311,20.956,-98.581,29.615,10477.894,54409.996,20230103_181323
16,KEWX20230104_004115_V06,55.688,0.135,321.496,269.149,11.019,-97.917,29.843,5509.350,18800.969,20230103_184115
16,KEWX20230104_004816_V06,62.704,0.297,322.582,271.437,19.627,-97.911,29.832,9813.335,18205.545,20230103_184816
16,KEWX20230104_010202_V06,76.471,0.083,322.740,275.121,19.496,-97.910,29.816,9748.216,16853.135,20230103_190202
1,KEWX20230103_233155_V06,-13.646,0.182,347.499,400.751,36.276,-97.784,29.249,18137.917,55693.045,20230103_173155
1,KEWX20230103_233840_V06,-6.896,0.093,349.681,402.776,46.473,-97.773,29.240,23236.294,57076.860,20230103_173840
9,KEWX20230104_000621_V06,20.788,0.057,377.815,143.535,1.935,-97.623,30.409,967.537,87373.492,20230103_180621
9,KEWX20230104_001323_V06,27.821,0.096,378.976,142.500,10.745,-97.617,30.413,5372.692,88095.875,20230103_181323
10,KEWX20230104_001323_V06,27.821,0.191,309.102,273.987,7.325,-97.981,29.821,3662.552,13779.591,20230103_181323
10,KEWX20230104_002018_V06,34.738,0.051,309.934,274.723,14.725,-97.977,29.818,7362.318,13579.584,20230103_182018
17,KEWX20230104_010202_V06,76.471,0.243,252.123,326.562,29.705,-98.275,29.584,14852.346,27375.964,20230103_190202
17,KEWX20230104_010848_V06,83.238,0.256,254.543,328.267,36.518,-98.263,29.576,18259.158,26764.612,20230103_190848
7,KEWX20230103_235220_V06,6.771,0.072,315.357,362.753,18.637,-97.949,29.421,9318.731,32302.410,20230103_175220
8,KEWX20230104_000621_V06,20.788,0.334,366.736,254.351,5.999,-97.683,29.909,2999.619,40427.291,20230103_180621
12,KEWX20230104_002018_V06,34.738,0.398,356.654,181.876,8.183,-97.734,30.236,4091.251,65503.588,20230103_182018
14,KEWX20230104_002018_V06,34.738,0.112,348.630,198.666,7.957,-97.776,30.160,3978.676,56199.444,20230103_182018
15,KEWX20230104_002018_V06,34.738,0.063,239.788,309.850,5.397,-98.339,29.659,2698.412,30506.394,20230103_182018
1,KEWX20230105_001156_V06,25.633,0.501,207.646,344.870,6.533,-98.504,29.500,3266.598,51338.398,20230104_181156
1,KEWX20230105_001857_V06,32.649,0.908,213.890,344.168,13.670,-98.472,29.504,6835.228,48388.206,20230104_181857
1,KEWX20230105_002552_V06,39.566,0.869,217.734,343.900,15.824,-98.452,29.505,7912.139,46623.165,20230104_182552
1,KEWX20230105_003248_V06,46.499,0.463,221.489,350.449,23.416,-98.433,29.475,11707.880,46661.292,20230104_183248
8,KEWX20230105_003938_V06,53.333,0.294,247.520,302.951,10.154,-98.299,29.690,5076.958,26281.298,20230104_183938
8,KEWX20230105_004628_V06,60.166,0.312,248.880,302.918,16.825,-98.292,29.690,8412.661,25601.598,20230104_184628
8,KEWX20230105_010014_V06,73.933,0.175,252.990,305.664,22.551,-98.271,29.678,11275.388,23674.760,20230104_190014
8,KEWX20230105_010715_V06,80.949,0.389,257.017,302.989,24.445,-98.250,29.690,12222.661,21543.251,20230104_190715
6,KEWX20230105_002552_V06,39.566,0.065,243.951,303.645,8.565,-98.318,29.687,4282.331,28083.517,20230104_182552
6,KEWX20230105_003248_V06,46.499,0.108,244.314,303.170,15.422,-98.316,29.689,7711.017,27887.931,20230104_183248
3,KEWX20230105_001156_V06,25.633,0.058,353.811,413.838,33.024,-97.751,29.190,16511.757,62957.638,20230104_181156
9,KEWX20230105_003938_V06,53.333,0.143,321.097,260.276,6.289,-97.919,29.883,3144.440,22489.166,20230104_183938
11,KEWX20230106_002152_V06,34.815,0.337,231.683,334.303,13.759,-98.381,29.548,6879.292,38222.787,20230105_182152
11,KEWX20230106_002853_V06,41.832,0.089,232.964,334.926,21.748,-98.374,29.546,10874.081,37794.365,20230105_182853
11,KEWX20230106_003555_V06,48.865,0.570,224.435,339.610,25.519,-98.418,29.524,12759.506,42658.472,20230105_183555
11,KEWX20230106_004250_V06,55.782,-1.000,217.803,343.467,30.059,-98.452,29.507,15029.293,46491.437,20230105_184250
11,KEWX20230106_004945_V06,62.698,-1.000,211.170,347.325,34.598,-98.486,29.489,17299.079,50324.920,20230105_184945
11,KEWX20230106_010329_V06,76.432,0.679,221.764,348.001,31.615,-98.431,29.486,15807.485,45893.748,20230105_190329
11,KEWX20230106_011030_V06,83.448,0.077,217.925,361.345,20.287,-98.451,29.426,10143.538,51233.377,20230105_191030
11,KEWX20230106_011732_V06,90.482,0.086,216.769,361.972,28.783,-98.457,29.423,14391.319,51884.305,20230105_191732
5,KEWX20230105_222926_V06,-77.618,0.386,385.186,34.403,28.039,-97.583,30.901,14019.447,139461.779,20230105_162926
5,KEWX20230105_223629_V06,-70.568,0.425,392.396,38.471,34.412,-97.545,30.882,17206.052,138685.217,20230105_163629
5,KEWX20230105_224330_V06,-63.552,0.430,397.620,43.759,39.754,-97.518,30.858,19877.038,137103.293,20230105_164330
10,KEWX20230105_233241_V06,-14.368,0.176,348.033,389.659,34.620,-97.781,29.299,17309.984,50857.479,20230105_173241
10,KEWX20230105_233943_V06,-7.335,0.097,347.584,389.780,41.529,-97.783,29.298,20764.384,50805.344,20230105_173943
10,KEWX20230105_234644_V06,-0.318,0.059,345.213,396.425,40.367,-97.795,29.268,20183.289,53249.570,20230105_174644
1,KEWX20230105_222225_V06,-84.635,0.436,148.686,390.514,3.619,-98.807,29.293,1809.286,88159.960,20230105_162225
1,KEWX20230105_222926_V06,-77.618,0.191,148.603,390.209,11.520,-98.807,29.294,5759.964,88117.337,20230105_162926
3,KEWX20230105_222225_V06,-84.635,0.353,217.638,44.518,12.067,-98.459,30.855,6033.665,134214.919,20230105_162225
3,KEWX20230105_222926_V06,-77.618,0.149,220.577,46.445,21.285,-98.443,30.847,10642.641,132851.539,20230105_162926
7,KEWX20230105_222926_V06,-77.618,0.058,161.929,46.345,17.955,-98.750,30.846,8977.573,144399.303,20230105_162926
7,KEWX20230105_223629_V06,-70.568,0.157,167.534,50.654,24.660,-98.720,30.826,12330.248,141174.288,20230105_163629
12,KEWX20230106_004250_V06,55.782,0.137,225.144,365.380,18.744,-98.414,29.408,9371.832,49693.945,20230105_184250
12,KEWX20230106_004945_V06,62.698,0.178,226.808,359.319,28.419,-98.405,29.435,14209.569,47105.597,20230105_184945
8,KEWX20230105_224330_V06,-63.552,0.463,189.496,66.574,16.322,-98.605,30.755,8160.952,129130.745,20230105_164330
13,KEWX20230106_010329_V06,76.432,0.257,53.850,376.532,17.276,-99.295,29.352,8637.856,128886.519,20230105_190329
13,KEWX20230106_011030_V06,83.448,-1.000,53.850,376.532,28.432,-99.295,29.352,14216.106,128886.519,20230105_191030
13,KEWX20230106_011732_V06,90.482,0.069,59.508,373.246,25.058,-99.267,29.367,12529.218,125699.499,20230105_191732
1,KEWX20230107_001015_V06,22.435,0.325,206.391,338.470,5.179,-98.511,29.529,2589.338,50602.937,20230106_181015
1,KEWX20230107_001717_V06,29.469,0.320,205.612,337.833,12.645,-98.515,29.532,6322.485,50843.810,20230106_181717
1,KEWX20230107_002359_V06,36.169,0.150,206.938,337.334,18.415,-98.508,29.534,9207.633,50135.902,20230106_182359
1,KEWX20230107_003049_V06,43.002,0.079,217.838,339.283,23.549,-98.452,29.526,11774.326,45534.918,20230106_183049
1,KEWX20230107_003732_V06,49.719,0.254,216.924,347.027,27.799,-98.456,29.491,13899.368,47731.476,20230106_183732
1,KEWX20230107_004434_V06,56.752,-1.000,218.616,353.242,32.564,-98.448,29.463,16281.841,48626.565,20230106_184434
1,KEWX20230107_005136_V06,63.785,0.074,223.890,348.520,32.484,-98.420,29.484,16242.089,45130.235,20230106_185136
1,KEWX20230107_010528_V06,77.652,0.121,222.491,338.364,47.169,-98.428,29.530,23584.504,43241.716,20230106_190528
1,KEWX20230107_011229_V06,84.669,0.166,216.438,335.403,49.503,-98.459,29.543,24751.524,45376.109,20230106_191229
10,KEWX20230107_005136_V06,63.785,0.377,54.168,363.578,12.218,-99.295,29.411,6108.994,126960.417,20230106_185136
10,KEWX20230107_010528_V06,77.652,0.439,53.653,350.322,27.285,-99.298,29.471,13642.748,125717.293,20230106_190528
9,KEWX20230107_004434_V06,56.752,0.105,236.943,336.869,19.214,-98.353,29.537,9606.752,36522.134,20230106_184434
5,KEWX20230108_000118_V06,12.711,0.096,363.631,164.563,6.254,-97.697,30.314,3126.762,74820.031,20230107_180118
5,KEWX20230108_000553_V06,17.294,0.064,362.609,166.397,12.201,-97.703,30.306,6100.396,73772.407,20230107_180553
5,KEWX20230108_001029_V06,21.894,0.072,362.310,169.876,14.872,-97.704,30.290,7435.895,72136.635,20230107_181029
5,KEWX20230108_001505_V06,26.494,0.084,364.084,176.364,15.775,-97.695,30.261,7887.630,69628.383,20230107_181505
