track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_weather_pixels,n_highZ_pixels_60,n_highZ_pixels_40,n_animals,n_animals_60,n_animals_40
KDFX19960314-1,KDFX19960314_234140,0,0.700,1.200,935,nan,0,0,74827.572,74827.572,74827.572
KDFX19960314-1,KDFX19960314_234140,2,1.400,1.200,934,nan,0,0,622.462,622.462,622.462
KDFX19960314-1,KDFX19960314_234140,4,2.400,1.200,1087,nan,0,0,0.380,0.380,0.380
KDFX19960314-1,KDFX19960314_234140,5,3.300,1.200,937,nan,0,0,0.330,0.330,0.330
KDFX19960314-1,KDFX19960314_234140,6,4.400,1.200,931,nan,0,0,0.329,0.329,0.329
KDFX19960314-1,KDFX19960314_234731,0,0.500,1.200,1406,nan,0,0,106387.466,106387.466,106387.466
KDFX19960314-1,KDFX19960314_234731,2,1.400,1.200,1409,nan,0,0,3979.151,3979.151,3979.151
KDFX19960314-1,KDFX19960314_234731,4,2.400,1.200,1411,nan,0,0,0.486,0.486,0.486
KDFX19960314-1,KDFX19960314_234731,5,3.300,1.200,1409,nan,0,0,0.487,0.487,0.487
KDFX19960314-1,KDFX19960314_234731,6,4.400,1.200,1409,nan,0,0,0.488,0.488,0.488
KDFX19960314-1,KDFX19960314_235321,0,0.500,1.200,2158,nan,0,0,95962.831,95962.831,95962.831
KDFX19960314-1,KDFX19960314_235321,2,1.400,1.200,2159,nan,0,0,24242.598,24242.598,24242.598
KDFX19960314-1,KDFX19960314_235321,4,2.300,1.200,2160,nan,0,0,0.757,0.757,0.757
KDFX19960314-1,KDFX19960314_235321,5,3.300,1.200,2162,nan,0,0,0.758,0.758,0.758
KDFX19960314-1,KDFX19960314_235321,6,4.400,1.200,2164,nan,0,0,0.761,0.761,0.761
KDFX19960314-1,KDFX19960314_235911,0,0.500,1.200,3067,nan,0,0,100302.353,100302.353,100302.353
KDFX19960314-1,KDFX19960314_235911,2,1.400,1.200,3078,nan,0,0,36419.272,36419.272,36419.272
KDFX19960314-1,KDFX19960314_235911,4,2.400,1.200,3074,nan,0,0,17.896,17.896,17.896
KDFX19960314-1,KDFX19960314_235911,5,3.400,1.200,3333,nan,0,0,1.197,1.197,1.197
KDFX19960314-1,KDFX19960315_000501,0,0.500,1.200,5121,nan,0,0,107790.467,107790.467,107790.467
KDFX19960314-1,KDFX19960315_000501,2,1.400,1.200,5130,nan,0,0,40176.291,40176.291,40176.291
KDFX19960314-1,KDFX19960315_000501,4,2.400,1.200,5119,nan,0,0,16.127,16.127,16.127
KDFX19960314-1,KDFX19960315_000501,5,3.300,1.200,5136,nan,0,0,1.833,1.833,1.833
KDFX19960314-1,KDFX19960315_001051,0,0.500,1.200,6726,nan,0,0,110515.769,110515.769,110515.769
KDFX19960314-1,KDFX19960315_001051,2,1.400,1.200,6731,nan,0,0,40805.251,40805.251,40805.251
KDFX19960314-1,KDFX19960315_001051,4,2.400,1.200,6734,nan,0,0,17.853,17.853,17.853
KDFX19960314-1,KDFX19960315_001051,5,3.300,1.200,6741,nan,0,0,2.474,2.474,2.474
KDFX19960314-1,KDFX19960315_001051,6,4.300,1.200,6744,nan,0,0,2.482,2.482,2.482
KDFX19960314-1,KDFX19960315_001642,0,0.500,1.200,8046,nan,0,0,113851.671,113851.671,113851.671
KDFX19960314-1,KDFX19960315_001642,2,1.400,1.200,8032,nan,0,0,37782.731,37782.731,37782.731
KDFX19960314-1,KDFX19960315_001642,4,2.400,1.200,8018,nan,0,0,3.156,3.156,3.156
KDFX19960314-1,KDFX19960315_001642,5,3.400,1.200,8226,nan,0,0,2.938,2.938,2.938
KDFX19960314-1,KDFX19960315_001642,6,4.200,1.200,8543,nan,0,0,3.088,3.088,3.088
KDFX19960314-1,KDFX19960315_002234,0,0.500,1.200,10163,nan,0,0,134599.548,134599.548,134599.548
KDFX19960314-1,KDFX19960315_002234,2,1.400,1.200,10169,nan,0,0,30665.041,30665.041,30665.041
KDFX19960314-1,KDFX19960315_002234,4,2.400,1.200,10169,nan,0,0,24.547,24.547,24.547
KDFX19960314-1,KDFX19960315_002234,5,3.300,1.200,10182,nan,0,0,3.713,3.713,3.713
KDFX19960314-1,KDFX19960315_002825,0,0.500,1.200,11610,nan,0,0,142038.215,142038.215,142038.215
KDFX19960314-1,KDFX19960315_002825,2,1.400,1.200,11635,nan,0,0,18255.548,18255.548,18255.548
KDFX19960314-1,KDFX19960315_002825,4,2.400,1.200,11629,nan,0,0,19.586,19.586,19.586
KDFX19960314-1,KDFX19960315_002825,5,3.300,1.200,11642,nan,0,0,4.273,4.273,4.273
KDFX19960314-1,KDFX19960315_003415,0,0.500,1.200,14210,nan,0,0,142636.683,142636.683,142636.683
KDFX19960314-1,KDFX19960315_003415,2,1.500,1.200,14221,nan,0,0,13316.824,13316.824,13316.824
