track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
5,KEWX19970102_002951,45.426,0.149,357.114,171.503,14.628,-97.731,30.283,7313.873,70309.035,19970101_182951
5,KEWX19970102_003939,55.226,0.323,356.872,171.089,23.806,-97.733,30.285,11903.056,70449.400,19970101_183939
1,KEWX19970101_222148,-82.624,0.087,243.127,174.815,7.367,-98.324,30.268,3683.649,68748.946,19970101_162148
2,KEWX19970101_222148,-82.624,0.074,338.989,136.414,1.939,-97.825,30.441,969.463,84083.903,19970101_162148
4,KEWX19970101_233027,-13.974,0.268,495.533,270.510,12.425,-97.016,29.833,6212.318,98872.158,19970101_173027
6,KEWX19970102_002951,45.426,0.108,246.029,351.853,24.799,-98.306,29.469,12399.506,37421.813,19970101_182951
1,KEWX19970103_004237,57.475,0.059,375.302,323.344,16.918,-97.639,29.598,8458.828,39418.972,19970102_184237
1,KEWX19970103_233622,-9.507,0.109,322.769,132.781,3.245,-97.910,30.458,1622.311,84380.775,19970103_173622
3,KEWX19970104_001603,30.176,0.622,357.740,162.443,14.075,-97.728,30.324,7037.708,74591.869,19970103_181603
4,KEWX19970104_003539,49.776,0.088,380.569,313.960,20.696,-97.612,29.640,10348.068,40884.690,19970103_183539
5,KEWX19970104_003539,49.776,0.052,240.209,299.267,10.027,-98.337,29.707,5013.485,29897.721,19970103_183539
6,KEWX19970104_004528,59.593,0.345,268.906,252.953,17.645,-98.189,29.916,8822.693,28196.895,19970103_184528
7,KEWX19970104_005516,69.393,0.281,25.927,419.749,46.122,-99.437,29.156,23060.778,149545.775,19970103_185516
8,KEWX19970104_012441,98.810,0.070,38.657,412.939,60.882,-99.372,29.187,30441.090,142350.903,19970103_192441
3,KEWX19970104_232923,-17.236,0.195,367.142,166.354,7.681,-97.679,30.306,3840.546,74781.693,19970104_172923
3,KEWX19970104_233911,-7.436,0.051,367.414,166.181,16.321,-97.678,30.307,8160.703,74920.163,19970104_173911
3,KEWX19970104_234900,2.381,0.125,375.071,141.135,27.004,-97.637,30.420,13501.754,87854.576,19970104_174900
3,KEWX19970104_235848,12.181,0.608,372.772,173.763,25.057,-97.650,30.272,12528.731,72855.244,19970104_175848
3,KEWX19970105_000906,22.481,0.298,356.107,200.787,30.850,-97.737,30.151,15424.769,56989.735,19970104_180906
3,KEWX19970105_001854,32.281,0.876,372.924,187.179,29.080,-97.649,30.212,14540.217,67168.539,19970104_181854
3,KEWX19970105_002843,42.098,0.942,381.265,182.567,36.991,-97.606,30.233,18495.468,71404.641,19970104_182843
3,KEWX19970105_003831,51.898,0.918,385.251,190.624,50.155,-97.585,30.196,25077.723,69337.614,19970104_183831
3,KEWX19970105_004820,61.714,0.628,379.795,179.342,72.949,-97.614,30.247,36474.295,72328.602,19970104_184820
3,KEWX19970105_005808,71.514,0.061,391.373,235.476,34.208,-97.555,29.994,17103.840,55929.341,19970104_185808
3,KEWX19970105_010756,81.314,0.074,396.385,235.371,45.949,-97.529,29.994,22974.603,58023.615,19970104_190756
3,KEWX19970105_011745,91.131,0.166,403.509,226.843,56.738,-97.491,30.033,28368.814,63376.039,19970104_191745
3,KEWX19970105_012733,100.931,0.073,402.933,238.367,59.080,-97.495,29.981,29539.767,59987.131,19970104_192733
