track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
1,KEAX20090601_102614_V03,-27.534,0.168,314.029,42.919,2.800,-94.182,39.968,1399.792,128731.581,20090601_052614
2,KEAX20090602_110531_V03,12.117,0.114,250.403,98.954,12.510,-94.553,39.715,6254.961,103536.509,20090602_060531
2,KEAX20090602_111003_V03,16.650,0.069,250.920,98.785,18.714,-94.550,39.716,9357.062,103557.329,20090602_061003
1,KEAX20090602_100146_V03,-51.633,0.224,170.400,78.953,10.435,-95.021,39.803,5217.604,128118.989,20090602_050146
1,KEAX20090603_095318_V03,-59.763,0.109,167.942,274.864,3.241,-95.026,38.921,1620.253,67214.464,20090603_045318
1,KEAX20090603_095808_V03,-54.930,0.062,167.931,275.047,9.223,-95.026,38.920,4611.428,67202.658,20090603_045808
2,KEAX20090603_095808_V03,-54.930,0.053,181.086,193.359,19.897,-94.953,39.289,9948.746,79863.761,20090603_045808
2,KEAX20090603_100257_V03,-50.113,0.053,180.632,193.532,26.163,-94.956,39.288,13081.314,79975.299,20090603_050257
2,KEAX20090603_100843_V03,-44.346,0.112,184.573,198.780,17.834,-94.933,39.264,8917.061,76760.726,20090603_050843
3,KEAX20090603_100257_V03,-50.113,0.055,436.942,160.106,4.931,-93.469,39.438,2465.649,97881.980,20090603_050257
3,KEAX20090603_100843_V03,-44.346,0.198,437.073,160.380,11.793,-93.468,39.436,5896.585,97829.964,20090603_050843
6,KEAX20090603_103252_V03,-20.196,0.255,394.630,316.663,9.466,-93.720,38.734,4732.967,48043.070,20090603_053252
6,KEAX20090603_103742_V03,-15.363,0.319,394.817,316.774,15.234,-93.719,38.733,7617.006,48144.713,20090603_053742
6,KEAX20090603_104232_V03,-10.530,-1.000,394.966,316.863,21.394,-93.718,38.733,10696.908,48225.607,20090603_054232
6,KEAX20090603_104721_V03,-5.713,0.222,396.393,318.128,10.980,-93.710,38.727,5489.994,49041.628,20090603_054721
6,KEAX20090603_105213_V03,-0.846,0.482,397.563,318.809,16.442,-93.703,38.724,8221.060,49679.944,20090603_055213
6,KEAX20090603_105702_V03,3.970,0.301,401.060,319.822,11.741,-93.683,38.720,5870.255,51492.985,20090603_055702
5,KEAX20090603_102312_V03,-29.863,0.068,393.407,319.050,9.994,-93.727,38.723,4997.196,47665.012,20090603_052312
7,KEAX20090603_104232_V03,-10.530,0.088,397.210,320.183,13.450,-93.705,38.718,6724.903,49641.433,20090603_054232
10,KEAX20090603_105702_V03,3.970,0.061,419.481,167.320,11.893,-93.571,39.406,5946.346,89274.284,20090603_055702
3,KEAX20090605_105812_V03,5.718,0.142,243.708,234.516,10.886,-94.590,39.105,5443.056,43176.815,20090605_055812
3,KEAX20090605_110753_V03,15.402,0.088,243.757,233.919,18.975,-94.589,39.107,9487.400,43387.822,20090605_060753
1,KEAX20090605_103849_V03,-13.665,0.159,302.393,169.230,13.655,-94.250,39.399,6827.641,65396.169,20090605_053849
2,KEAX20090605_103849_V03,-13.665,0.056,237.478,398.998,6.027,-94.622,38.364,3013.275,58543.972,20090605_053849
9,KEAX20090606_120203_V03,69.812,0.056,335.993,403.448,2.120,-94.058,38.344,1060.228,54765.441,20090606_070203
9,KEAX20090606_120636_V03,74.362,0.053,336.429,403.469,8.775,-94.056,38.344,4387.312,54847.451,20090606_070636
2,KEAX20090606_103859_V03,-13.254,0.588,252.535,87.024,21.325,-94.541,39.769,10662.411,109100.344,20090606_053859
3,KEAX20090606_104806_V03,-4.138,0.236,206.207,69.657,12.059,-94.812,39.846,6029.440,124353.224,20090606_054806
4,KEAX20090606_110622_V03,14.129,0.054,302.581,52.140,17.882,-94.249,39.927,8941.090,123936.834,20090606_060622
5,KEAX20090606_111528_V03,23.229,0.062,211.512,81.896,25.200,-94.781,39.791,12600.130,117685.379,20090606_061528
6,KEAX20090606_114821_V03,56.112,0.330,316.444,188.225,13.979,-94.169,39.314,6989.258,56489.054,20090606_064821
6,KEAX20090606_115256_V03,60.696,-1.000,316.444,188.225,21.266,-94.169,39.314,10633.008,56489.054,20090606_065256
6,KEAX20090606_115728_V03,65.229,0.056,295.376,167.548,46.859,-94.291,39.407,23429.502,66266.473,20090606_065728
7,KEAX20090606_114821_V03,56.112,0.087,333.576,171.428,15.487,-94.069,39.389,7743.267,66441.775,20090606_064821
10,KEAX20090606_121546_V03,83.529,0.179,346.616,189.909,2.728,-93.994,39.306,1364.094,59776.670,20090606_071546
1,KEAX20090607_095453_V03,-57.141,0.098,64.234,292.110,8.715,-95.622,38.838,4357.299,117948.819,20090607_045453
1,KEAX20090607_095942_V03,-52.324,0.060,64.576,291.262,15.802,-95.620,38.842,7900.976,117792.833,20090607_045942
5,KEAX20090608_103038_V03,-21.209,0.111,277.481,450.291,20.396,-94.393,38.133,10197.897,75984.584,20090608_053038
5,KEAX20090608_103511_V03,-16.659,0.723,278.699,450.376,26.470,-94.386,38.133,13234.976,75938.520,20090608_053511
5,KEAX20090608_103943_V03,-12.126,0.078,285.631,448.098,30.596,-94.346,38.143,15298.003,74396.960,20090608_053943
7,KEAX20090608_114418_V03,52.458,0.056,290.990,520.347,15.814,-94.315,37.818,7907.048,110265.464,20090608_064418
7,KEAX20090608_114854_V03,57.058,0.365,291.986,519.874,22.260,-94.310,37.820,11130.091,110009.760,20090608_064854
7,KEAX20090608_115328_V03,61.624,0.314,294.671,517.712,28.838,-94.294,37.830,14418.843,108888.612,20090608_065328
1,KEAX20090608_095413_V03,-57.626,0.055,308.713,552.831,8.433,-94.215,37.671,4216.600,126490.791,20090608_045413
2,KEAX20090608_100753_V03,-43.959,0.076,295.836,342.962,56.217,-94.288,38.617,28108.515,21581.758,20090608_050753
3,KEAX20090608_100753_V03,-43.959,0.055,444.514,76.459,63.452,-93.420,39.814,31726.234,133092.815,20090608_050753
4,KEAX20090608_102133_V03,-30.292,0.082,397.178,141.367,4.658,-93.699,39.523,2329.082,93016.294,20090608_052133
6,KEAX20090608_103038_V03,-21.209,0.066,489.355,86.091,82.211,-93.159,39.768,41105.507,142839.420,20090608_053038
13,KEAX20090611_113730_V03,46.018,0.101,492.071,116.130,77.607,-93.146,39.633,38803.467,132946.528,20090611_063730
13,KEAX20090611_114206_V03,50.618,0.205,493.669,114.112,83.812,-93.136,39.642,41905.883,134221.733,20090611_064206
13,KEAX20090611_114638_V03,55.151,0.246,503.628,110.181,83.017,-93.078,39.659,41508.400,139190.255,20090611_064638
