track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
1,KGRK19960104_230845,-32.431,0.057,351.713,398.596,20.175,-97.114,30.277,10087.681,55667.426,19960104_170845
2,KGRK19960105_011631,95.336,0.054,371.983,303.332,11.695,-97.007,30.706,5847.645,36030.016,19960104_191631
2,KGRK19960106_014918,127.360,0.057,415.957,532.107,32.065,-96.784,29.673,16032.547,129730.362,19960105_194918
2,KGRK19960106_015855,136.977,0.353,417.793,523.876,37.389,-96.774,29.710,18694.304,126486.881,19960105_195855
2,KGRK19960106_020833,146.610,0.197,426.408,515.023,36.563,-96.729,29.750,18281.408,124713.659,19960105_200833
1,KGRK19960106_005132,69.594,0.229,410.676,505.800,36.614,-96.810,29.792,18306.982,116836.110,19960105_185132
3,KGRK19960106_015855,136.977,0.169,458.095,424.796,42.777,-96.562,30.156,21388.491,100707.446,19960105_195855
1,KGRK19960116_225946,-51.247,0.125,257.924,177.586,2.028,-97.604,31.274,1014.166,64721.420,19960116_165946
2,KGRK19960117_001716,26.253,0.068,196.482,367.045,4.590,-97.921,30.418,2294.941,61666.419,19960116_181716
1,KGRK19960122_223100,-85.308,0.076,334.746,523.765,14.485,-97.203,29.712,7242.703,113223.390,19960122_163100
1,KGRK19960122_224037,-75.692,0.512,339.651,518.142,25.349,-97.178,29.738,12674.475,110858.195,19960122_164037
1,KGRK19960122_225015,-66.058,0.161,342.349,518.133,36.598,-97.164,29.738,18298.850,111102.826,19960122_165015
1,KGRK19960122_225953,-56.425,0.112,392.024,525.138,79.452,-96.907,29.705,39725.979,121609.274,19960122_165953
2,KGRK19960122_224037,-75.692,0.062,377.250,315.439,9.109,-96.980,30.651,4554.581,39388.967,19960122_164037
4,KGRK19960122_232847,-27.525,0.061,366.981,428.150,40.707,-97.035,30.143,20353.319,72299.600,19960122_172847
5,KGRK19960123_002702,30.725,0.059,449.516,491.318,10.955,-96.609,29.856,5477.265,121405.847,19960122_182702
1,KGRK19960124_001109,13.950,0.223,224.243,421.953,4.685,-97.776,30.171,2342.548,71783.499,19960123_181109
1,KGRK19960124_001701,19.817,0.869,224.068,421.233,13.519,-97.777,30.174,6759.384,71524.714,19960123_181701
1,KGRK19960124_002252,25.667,0.924,226.556,419.397,20.408,-97.764,30.183,10204.129,70088.877,19960123_182252
1,KGRK19960124_002844,31.534,0.745,228.853,419.514,24.846,-97.752,30.182,12422.994,69544.235,19960123_182844
1,KGRK19960124_003436,37.400,0.898,241.639,417.816,24.274,-97.686,30.190,12136.790,65739.179,19960123_183436
1,KGRK19960124_004026,43.234,0.949,246.016,427.680,30.144,-97.663,30.146,15072.004,69311.769,19960123_184026
4,KGRK19960124_002252,25.667,0.865,249.108,358.610,14.446,-97.648,30.457,7223.190,38811.142,19960123_182252
