track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
6,KEWX19980102_001638,32.390,0.089,317.602,170.663,23.144,-97.937,30.287,11572.208,65264.377,19980101_181638
6,KEWX19980102_002228,38.224,0.511,317.664,166.092,27.965,-97.936,30.308,13982.530,67533.774,19980101_182228
6,KEWX19980102_002819,44.074,0.087,320.030,159.103,28.045,-97.924,30.339,14022.646,71156.791,19980101_182819
6,KEWX19980102_003409,49.907,0.056,322.451,148.695,24.824,-97.911,30.386,12412.148,76480.977,19980101_183409
1,KEWX19980101_222459,-79.260,0.189,306.247,392.760,19.255,-97.996,29.285,9627.438,46484.960,19980101_162459
1,KEWX19980101_223049,-73.426,0.116,305.942,392.486,27.033,-97.997,29.286,13516.732,46338.427,19980101_163049
3,KEWX19980101_233514,-9.010,0.228,449.080,184.345,23.053,-97.254,30.223,11526.379,94340.988,19980101_173514
3,KEWX19980101_234104,-3.176,0.165,449.738,183.047,29.743,-97.250,30.229,14871.592,94999.301,19980101_174104
4,KEWX19980101_233514,-9.010,0.107,451.537,112.064,25.290,-97.238,30.549,12644.798,120709.780,19980101_173514
4,KEWX19980101_234104,-3.176,0.191,451.931,109.697,32.456,-97.236,30.560,16228.234,121756.317,19980101_174104
9,KEWX19980102_003959,55.740,0.065,363.525,260.738,15.431,-97.699,29.880,7715.572,37339.346,19980101_183959
9,KEWX19980102_004549,61.574,0.064,364.169,259.167,23.021,-97.696,29.887,11510.604,38029.704,19980101_184549
10,KEWX19980102_014413,119.974,0.075,532.129,495.906,38.892,-96.839,28.815,19446.213,151874.085,19980101_194413
10,KEWX19980102_015003,125.807,0.126,532.851,490.072,45.081,-96.835,28.841,22540.378,150288.731,19980101_195003
10,KEWX19980102_015553,131.640,-1.000,533.464,485.112,51.732,-96.832,28.863,25865.883,148973.357,19980101_195553
10,KEWX19980102_020143,137.474,0.121,535.242,454.137,35.409,-96.821,29.003,17704.592,140620.947,19980101_200143
13,KEWX19980102_020734,143.324,0.127,538.927,439.872,31.382,-96.801,29.067,15690.960,138428.741,19980101_200734
13,KEWX19980102_021325,149.174,0.342,538.385,436.649,37.897,-96.804,29.082,18948.591,137386.481,19980101_201325
2,KEWX19980101_232924,-14.843,0.089,515.006,508.960,37.055,-96.927,28.756,18527.639,149909.861,19980101_172924
5,KEWX19980102_001048,26.557,0.087,345.144,106.854,18.160,-97.793,30.575,9080.242,99175.963,19980101_181048
7,KEWX19980102_002228,38.224,0.077,510.510,426.788,35.841,-96.947,29.127,17920.511,122871.643,19980101_182228
11,KEWX19980102_015553,131.640,0.069,523.136,281.424,36.085,-96.874,29.782,18042.679,111954.139,19980101_195553
3,KEWX19980102_222914,-75.724,0.077,414.518,320.565,25.277,-97.437,29.610,12638.590,58174.992,19980102_162914
3,KEWX19980102_223505,-69.874,0.358,413.574,314.180,30.361,-97.442,29.638,15180.408,57228.075,19980102_163505
3,KEWX19980102_224056,-64.024,0.672,417.778,297.615,29.538,-97.419,29.713,14768.816,58901.014,19980102_164056
3,KEWX19980102_224647,-58.174,0.381,415.937,284.811,28.321,-97.429,29.771,14160.293,58463.686,19980102_164647
3,KEWX19980102_225238,-52.324,0.606,407.037,272.650,28.716,-97.474,29.826,14358.147,55237.902,19980102_165238
3,KEWX19980102_225828,-46.491,0.229,407.934,262.471,29.095,-97.469,29.872,14547.469,57136.306,19980102_165828
3,KEWX19980102_230419,-40.641,-1.000,407.184,251.784,29.404,-97.473,29.920,14702.003,58764.884,19980102_170419
