track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
2,KDFX20110101_223134_V04,-82.519,0.082,382.113,416.878,5.266,-99.860,28.745,2632.763,71419.556,20110101_163134
2,KDFX20110101_224141_V04,-72.403,0.108,383.119,417.564,14.245,-99.855,28.741,7122.520,71989.691,20110101_164141
3,KDFX20110101_231205_V04,-42.003,0.096,380.512,413.669,10.677,-99.868,28.759,5338.518,69647.009,20110101_171205
1,KDFX20110102_222623_V04,-88.411,0.111,178.557,261.221,3.178,-100.906,29.446,1589.005,63742.084,20110102_162623
5,KDFX20110106_004155_V04,44.917,0.059,223.606,281.927,12.732,-100.674,29.353,6365.818,39251.358,20110105_184155
5,KDFX20110106_005200_V04,55.000,0.118,223.192,285.312,22.430,-100.676,29.338,11215.034,39099.892,20110105_185200
1,KDFX20110105_230055_V04,-56.083,0.213,241.421,388.294,12.187,-100.581,28.874,6093.718,52979.547,20110105_170055
4,KDFX20110106_003150_V04,34.833,0.070,261.337,438.718,17.197,-100.478,28.647,8598.570,72002.623,20110105_183150
1,KDFX20110107_231033_V04,-47.980,0.130,422.965,425.269,2.969,-99.651,28.706,1484.360,87767.753,20110107_171033
3,KDFX20110108_234859_V04,-10.327,0.053,42.632,164.104,71.328,-101.612,29.879,35663.853,145521.485,20110108_174859
3,KDFX20110108_235409_V04,-5.160,0.079,42.722,163.471,77.801,-101.612,29.882,38900.732,145629.785,20110108_175409
3,KDFX20110108_235920_V04,0.023,0.105,44.918,161.612,75.817,-101.601,29.890,37908.418,145101.745,20110108_175920
3,KDFX20110109_000431_V04,5.206,0.155,49.160,152.389,79.359,-101.579,29.932,39679.480,145524.665,20110108_180431
3,KDFX20110109_000942_V04,10.390,-1.000,52.573,145.699,81.709,-101.562,29.962,40854.669,145798.593,20110108_180942
3,KDFX20110109_001453_V04,15.573,0.050,59.513,152.524,81.814,-101.526,29.932,40907.154,141052.444,20110108_181453
3,KDFX20110109_002003_V04,20.740,0.054,65.767,151.972,76.046,-101.493,29.935,38022.880,138543.664,20110108_182003
3,KDFX20110109_002514_V04,25.923,0.080,71.586,150.351,73.861,-101.463,29.942,36930.290,136535.507,20110108_182514
1,KDFX20110108_230224_V04,-56.910,0.067,201.911,420.333,24.979,-100.782,28.729,12489.679,77623.261,20110108_170224
1,KDFX20110108_230734_V04,-51.744,0.436,202.569,418.482,30.949,-100.779,28.737,15474.358,76698.735,20110108_170734
1,KDFX20110108_231245_V04,-46.560,0.162,203.806,413.439,32.425,-100.773,28.760,16212.720,74366.814,20110108_171245
6,KDFX20110109_011651_V04,77.540,0.104,239.315,276.948,19.853,-100.593,29.376,9926.460,32457.911,20110108_191651
6,KDFX20110109_012200_V04,82.690,0.080,239.553,277.564,29.021,-100.592,29.373,14510.411,32238.230,20110108_192200
7,KDFX20110109_013727_V04,98.140,0.085,518.007,364.333,31.272,-99.162,28.978,15635.784,113650.547,20110108_193727
7,KDFX20110109_014237_V04,103.306,0.099,515.739,362.747,36.690,-99.173,28.985,18345.169,112339.332,20110108_194237
7,KDFX20110109_014745_V04,108.440,0.057,505.612,349.661,28.259,-99.225,29.044,14129.257,105762.126,20110108_194745
7,KDFX20110109_015253_V04,113.573,0.066,504.149,347.836,34.737,-99.232,29.053,17368.594,104839.278,20110108_195253
2,KDFX20110108_234349_V04,-15.494,0.051,426.141,267.911,39.384,-99.630,29.416,19691.898,65079.290,20110108_174349
4,KDFX20110108_235409_V04,-5.160,0.307,236.224,274.365,10.868,-100.609,29.388,5433.977,34367.613,20110108_175409
9,KDFX20110109_020820_V04,129.023,0.068,239.288,288.284,33.351,-100.593,29.325,16675.581,30916.062,20110108_200820
1,KDFX20110110_003914_V04,39.133,0.203,261.574,424.141,14.933,-100.477,28.712,7466.652,64976.044,20110109_183914
1,KDFX20110110_004922_V04,49.267,0.686,260.668,423.941,21.958,-100.482,28.713,10979.058,65016.109,20110109_184922
1,KDFX20110110_005931_V04,59.417,0.236,262.858,425.514,24.882,-100.470,28.706,12440.946,65447.101,20110109_185931
1,KDFX20110110_010940_V04,69.567,0.387,262.079,426.235,25.289,-100.474,28.703,12644.668,65903.865,20110109_190940
1,KDFX20110112_233646_V04,-25.751,0.109,105.652,367.274,39.642,-101.277,28.965,19820.789,102831.095,20110112_173646
1,KDFX20110114_233731_V04,-26.646,0.107,503.871,382.272,38.089,-99.235,28.897,19044.542,109922.776,20110114_173731
1,KDFX20110114_234743_V04,-16.446,0.085,504.521,376.815,50.959,-99.232,28.922,25479.474,109235.278,20110114_174743
3,KDFX20110115_002830_V04,24.337,0.120,471.937,299.458,45.212,-99.396,29.272,22606.155,85968.927,20110114_182830
3,KDFX20110115_003841_V04,34.521,0.071,467.654,293.211,53.918,-99.417,29.300,26959.219,83895.700,20110114_183841
3,KDFX20110115_004852_V04,44.704,0.461,462.314,264.900,45.101,-99.444,29.428,22550.613,83032.892,20110114_184852
3,KDFX20110115_005903_V04,54.887,0.140,459.455,257.218,54.092,-99.458,29.463,27045.978,82547.254,20110114_185903
1,KDFX20110115_230514_V04,-59.760,0.116,309.427,444.384,37.238,-100.232,28.621,18618.856,72345.711,20110115_170514
1,KDFX20110115_231526_V04,-49.560,0.089,307.695,438.479,47.405,-100.241,28.648,23702.380,69346.317,20110115_171526
1,KDFX20110115_232538_V04,-39.360,0.671,303.494,424.381,44.671,-100.262,28.711,22335.514,62215.033,20110115_172538
1,KDFX20110115_233547_V04,-29.210,0.608,300.424,421.517,44.522,-100.278,28.724,22261.226,60758.870,20110115_173547
9,KDFX20110116_021446_V04,129.774,0.170,330.053,357.743,19.310,-100.126,29.012,9655.067,32547.799,20110115_201446
9,KDFX20110116_021959_V04,134.990,0.379,329.662,355.638,25.688,-100.128,29.021,12844.141,31525.471,20110115_201959
9,KDFX20110116_022511_V04,140.190,0.118,332.324,350.564,26.088,-100.114,29.044,13043.920,30006.495,20110115_202511
2,KDFX20110115_233547_V04,-29.210,0.155,382.067,495.301,31.801,-99.862,28.391,15900.635,105921.519,20110115_173547
2,KDFX20110115_234558_V04,-19.026,0.373,376.800,489.371,38.660,-99.888,28.418,19329.874,102175.848,20110115_174558
11,KDFX20110116_021959_V04,134.990,0.371,364.691,314.459,34.638,-99.948,29.207,17318.810,33143.582,20110115_201959
11,KDFX20110116_022511_V04,140.190,0.330,362.528,314.209,40.829,-99.959,29.208,20414.254,32061.061,20110115_202511
3,KDFX20110116_003647_V04,31.790,0.068,520.711,430.365,31.082,-99.151,28.680,15541.214,128168.228,20110115_183647
4,KDFX20110116_012239_V04,77.657,0.051,468.674,523.848,32.724,-99.421,28.260,16362.173,140141.754,20110115_192239
5,KDFX20110116_012753_V04,82.890,0.057,349.283,311.241,33.727,-100.027,29.222,16863.581,25274.365,20110115_192753
6,KDFX20110116_014846_V04,103.774,0.141,389.483,284.471,41.053,-99.820,29.342,20526.417,45410.233,20110115_194846
6,KDFX20110116_015359_V04,108.990,0.075,384.678,274.606,34.854,-99.844,29.386,17427.021,44201.863,20110115_195359
