track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
KDFX20020108-3,KDFX20020109_004456,0,0.400,1.200,2991,0,651.710
KDFX20020108-3,KDFX20020109_004456,2,1.400,1.200,2994,0,13.511
KDFX20020108-3,KDFX20020109_004456,4,2.500,1.200,2996,0,1.047
KDFX20020108-3,KDFX20020109_004456,5,3.600,1.200,2999,0,1.050
KDFX20020108-3,KDFX20020109_004456,6,4.400,1.200,3005,0,1.055
KDFX20020108-3,KDFX20020109_005444,0,0.400,1.200,5298,0,808.591
KDFX20020108-3,KDFX20020109_005444,2,1.600,1.200,5303,0,43.250
KDFX20020108-3,KDFX20020109_005444,4,2.500,1.200,5292,0,1.943
KDFX20020108-3,KDFX20020109_005444,5,3.300,1.200,5296,0,1.946
KDFX20020108-1,KDFX20020109_001531,0,0.400,1.200,769,0,73.989
KDFX20020108-1,KDFX20020109_001531,2,1.400,1.200,763,0,0.884
KDFX20020108-1,KDFX20020109_001531,4,2.700,1.200,769,0,0.034
KDFX20020108-1,KDFX20020109_001531,5,3.400,1.200,768,0,0.034
KDFX20020108-1,KDFX20020109_001531,6,4.400,1.200,766,0,0.034
KDFX20020109-1,KDFX20020110_003005,0,0.400,1.200,896,0,508.741
KDFX20020109-1,KDFX20020110_003005,2,1.400,1.200,895,0,0.354
KDFX20020109-1,KDFX20020110_003005,4,2.500,1.200,898,0,0.356
KDFX20020109-1,KDFX20020110_003005,5,3.600,1.200,900,0,0.357
KDFX20020109-1,KDFX20020110_003953,0,0.400,1.200,3043,0,1328.958
KDFX20020109-1,KDFX20020110_003953,2,1.600,1.200,3054,0,16.323
KDFX20020109-1,KDFX20020110_003953,4,2.500,1.200,3061,0,1.176
KDFX20020109-1,KDFX20020110_003953,5,3.600,1.200,3060,0,1.178
KDFX20020109-4,KDFX20020110_013842,0,0.400,1.200,7343,0,43383.967
KDFX20020109-4,KDFX20020110_014830,0,0.400,1.200,10190,0,75074.385
KDFX20020109-2,KDFX20020110_003953,0,0.400,1.200,262,0,251.464
KDFX20020109-2,KDFX20020110_003953,2,1.600,1.200,335,0,4.421
KDFX20020109-2,KDFX20020110_003953,4,2.500,1.200,265,0,0.100
KDFX20020109-2,KDFX20020110_003953,5,3.600,1.200,261,0,0.099
KDFX20020110-1,KDFX20020111_002503,0,0.400,1.200,593,0,95.330
KDFX20020110-1,KDFX20020111_002503,2,1.400,1.200,592,0,0.159
KDFX20020110-1,KDFX20020111_002503,4,2.600,1.200,594,0,0.160
KDFX20020110-1,KDFX20020111_002503,5,3.400,1.200,590,0,0.159
KDFX20020110-1,KDFX20020111_002503,6,4.400,1.200,596,0,0.161
KDFX20020110-1,KDFX20020111_004440,0,0.400,1.200,5636,0,10864.501
KDFX20020110-1,KDFX20020111_004440,2,1.600,1.200,5632,0,82.897
KDFX20020110-1,KDFX20020111_004440,4,2.400,1.200,5636,0,1.264
KDFX20020110-1,KDFX20020111_004440,5,3.600,1.200,5651,0,1.257
KDFX20020110-1,KDFX20020111_004440,6,4.500,1.200,5656,0,1.260
KDFX20020110-1,KDFX20020111_005428,0,0.400,1.200,8067,0,13768.656
KDFX20020110-1,KDFX20020111_005428,2,1.500,1.200,8072,0,161.094
KDFX20020110-1,KDFX20020111_005428,4,2.400,1.200,8079,0,1.892
KDFX20020110-1,KDFX20020111_005428,5,3.600,1.200,8091,0,1.707
KDFX20020110-1,KDFX20020111_005428,6,4.400,1.200,8100,0,1.615
KDFX20020111-1,KDFX20020111_224045,0,0.400,1.200,459,0,70.925
KDFX20020111-1,KDFX20020111_224045,2,1.600,1.200,462,0,3.094
KDFX20020111-1,KDFX20020111_224045,4,2.600,1.200,463,0,0.138
KDFX20020111-1,KDFX20020111_224045,5,3.600,1.200,457,0,0.137
KDFX20020111-1,KDFX20020111_224045,6,4.400,1.200,463,0,0.139
KDFX20020117-1,KDFX20020118_005006,0,0.400,1.200,480,0,1417.814
KDFX20020117-1,KDFX20020118_005006,2,1.600,1.200,482,0,58.378
KDFX20020117-1,KDFX20020118_005006,4,2.300,1.200,482,0,0.172
KDFX20020117-1,KDFX20020118_005006,5,3.300,1.200,482,0,0.173
KDFX20020117-1,KDFX20020118_005006,6,4.300,1.200,482,0,0.173
KDFX20020117-1,KDFX20020118_005558,0,0.400,1.200,1384,0,2152.168
KDFX20020117-1,KDFX20020118_005558,2,1.500,1.200,1387,0,187.770
KDFX20020117-1,KDFX20020118_005558,4,2.300,1.200,1387,0,0.499
KDFX20020117-1,KDFX20020118_005558,5,3.400,1.200,1390,0,0.501
KDFX20020117-1,KDFX20020118_005558,6,4.300,1.200,1396,0,0.505
KDFX20020117-1,KDFX20020118_010149,0,0.400,1.200,2186,0,2188.144
KDFX20020117-1,KDFX20020118_010149,2,1.500,1.200,2183,0,434.827
KDFX20020117-1,KDFX20020118_010149,4,2.300,1.200,2354,0,1.448
KDFX20020117-1,KDFX20020118_010149,5,3.400,1.200,2449,0,0.895
KDFX20020117-1,KDFX20020118_010149,6,4.200,1.200,2200,0,0.807
KDFX20020117-1,KDFX20020118_010738,0,0.400,1.200,3087,0,2285.432
KDFX20020117-1,KDFX20020118_010738,2,1.600,1.200,3092,0,607.849
KDFX20020117-1,KDFX20020118_010738,4,2.300,1.200,3081,0,22.058
KDFX20020117-1,KDFX20020118_010738,5,3.400,1.200,3087,0,1.140
KDFX20020117-1,KDFX20020118_010738,6,4.200,1.200,3092,0,1.144
KDFX20020117-1,KDFX20020118_011328,0,0.400,1.200,4529,0,2919.886
KDFX20020117-1,KDFX20020118_011328,2,1.500,1.200,4532,0,420.390
KDFX20020117-1,KDFX20020118_011328,4,2.500,1.200,4532,0,63.165
KDFX20020117-1,KDFX20020118_011328,5,3.300,1.200,4536,0,1.703
KDFX20020117-1,KDFX20020118_011918,0,0.400,1.200,6858,0,3705.702
KDFX20020117-1,KDFX20020118_011918,2,1.400,1.200,6855,0,363.523
KDFX20020117-1,KDFX20020118_011918,4,2.400,1.200,6869,0,35.569
KDFX20020117-1,KDFX20020118_011918,5,3.300,1.200,6877,0,2.865
KDFX20020117-1,KDFX20020118_012509,0,0.400,1.200,9078,0,4559.305
KDFX20020117-1,KDFX20020118_012509,2,1.600,1.200,9092,0,566.466
KDFX20020117-1,KDFX20020118_012509,4,2.300,1.200,9088,0,31.761
KDFX20020117-1,KDFX20020118_012509,5,3.400,1.200,9093,0,3.794
KDFX20020117-2,KDFX20020118_005558,0,0.400,1.200,2104,0,5316.238
KDFX20020117-2,KDFX20020118_005558,2,1.500,1.200,2116,0,2.941
KDFX20020117-2,KDFX20020118_005558,4,2.300,1.200,2109,0,0.950
KDFX20020117-2,KDFX20020118_005558,5,3.400,1.200,2109,0,0.951
KDFX20020117-3,KDFX20020118_012509,0,0.400,1.200,1780,0,1569.886
KDFX20020117-3,KDFX20020118_012509,2,1.600,1.200,1775,0,2.194
KDFX20020117-4,KDFX20020118_014240,0,0.400,1.200,4573,0,3475.785
KDFX20020117-4,KDFX20020118_014240,3,1.400,1.200,4583,0,1.930
KDFX20020117-4,KDFX20020118_014240,2,1.700,1.200,4572,0,316.479
KDFX20020117-4,KDFX20020118_014240,4,2.300,1.200,4582,0,1.930
KDFX20020117-4,KDFX20020118_014240,5,3.400,1.200,4578,0,1.931
KDFX20020120-1,KDFX20020121_004400,0,0.400,1.200,1219,0,1790.963
KDFX20020120-1,KDFX20020121_004400,2,1.600,1.200,1216,0,0.523
KDFX20020120-1,KDFX20020121_004400,4,2.600,1.200,1219,0,0.525
KDFX20020120-1,KDFX20020121_004400,5,3.600,1.200,1222,0,0.528
KDFX20020120-1,KDFX20020121_010337,0,0.400,1.200,4058,0,4268.009
KDFX20020120-1,KDFX20020121_010337,2,1.600,1.200,3730,0,19.254
KDFX20020120-1,KDFX20020121_010337,4,2.500,1.200,3727,0,1.586
KDFX20020120-1,KDFX20020121_010337,5,3.600,1.200,3739,0,1.594
KDFX20020121-7,KDFX20020122_003903,0,0.400,1.200,1343,0,1405.586
KDFX20020121-7,KDFX20020122_003903,2,1.500,1.200,1347,0,0.514
KDFX20020121-7,KDFX20020122_003903,4,2.300,1.200,1337,0,0.510
KDFX20020121-7,KDFX20020122_003903,5,3.300,1.200,1340,0,0.512
KDFX20020121-7,KDFX20020122_004453,0,0.400,1.200,2384,0,1996.498
KDFX20020121-7,KDFX20020122_004453,2,1.600,1.200,2387,0,2.216
KDFX20020121-7,KDFX20020122_004453,4,2.300,1.200,2391,0,0.970
KDFX20020121-7,KDFX20020122_004453,5,3.200,1.200,2397,0,0.974
KDFX20020121-7,KDFX20020122_005044,0,0.400,1.200,4012,0,2399.641
KDFX20020121-7,KDFX20020122_005044,2,1.500,1.200,4010,0,21.202
KDFX20020121-7,KDFX20020122_005044,4,2.300,1.200,4013,0,1.550
KDFX20020121-7,KDFX20020122_005044,5,3.400,1.200,4057,0,1.573
KDFX20020121-7,KDFX20020122_005634,0,0.400,1.200,4497,0,2201.689
KDFX20020121-7,KDFX20020122_005634,2,1.600,1.200,4505,0,50.609
KDFX20020121-7,KDFX20020122_005634,4,2.400,1.200,4510,0,1.648
KDFX20020121-7,KDFX20020122_005634,5,3.300,1.200,4524,0,1.657
KDFX20020121-7,KDFX20020122_005634,6,4.300,1.200,4524,0,1.661
KDFX20020121-7,KDFX20020122_010225,0,0.400,1.200,4715,0,2122.076
KDFX20020121-7,KDFX20020122_010225,2,1.600,1.200,4722,0,99.440
KDFX20020121-7,KDFX20020122_010225,4,2.400,1.200,4690,0,1.747
KDFX20020121-7,KDFX20020122_010225,5,3.400,1.200,4693,0,1.752
KDFX20020121-7,KDFX20020122_010814,0,0.400,1.200,5528,0,2078.496
KDFX20020121-7,KDFX20020122_010814,2,1.600,1.200,5533,0,133.717
KDFX20020121-7,KDFX20020122_010814,4,2.300,1.200,5500,0,2.023
KDFX20020121-7,KDFX20020122_010814,5,3.300,1.200,5508,0,2.030
KDFX20020121-7,KDFX20020122_010814,6,4.200,1.200,5513,0,2.036
KDFX20020121-1,KDFX20020121_224112,0,0.400,1.200,869,0,6094.179
