track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_weather_pixels,n_highZ_pixels_60,n_highZ_pixels_40,n_animals,n_animals_60,n_animals_40
KEWX20120101-2,KEWX20120102_002357_V03,0,0.483,1.200,4169,nan,0,0,10341.058,10341.058,10341.058
KEWX20120101-2,KEWX20120102_002357_V03,2,1.494,1.200,4169,nan,0,0,2.428,2.428,2.428
KEWX20120101-2,KEWX20120102_002357_V03,4,2.505,1.200,2080,nan,0,0,1.055,1.055,1.055
KEWX20120101-2,KEWX20120102_002357_V03,5,3.516,1.200,2082,nan,0,0,0.882,0.882,0.882
KEWX20120101-2,KEWX20120102_002357_V03,6,4.482,1.200,2084,nan,0,0,1.148,1.148,1.148
KEWX20120101-2,KEWX20120102_003339_V03,0,0.483,1.200,17447,nan,0,1,25884.199,25884.199,25217.938
KEWX20120101-2,KEWX20120102_003339_V03,2,1.494,1.200,17451,nan,0,0,30.187,30.187,30.187
KEWX20120101-2,KEWX20120102_003339_V03,4,2.505,1.200,8739,nan,0,0,5.387,5.387,5.387
KEWX20120101-2,KEWX20120102_003339_V03,5,3.516,1.200,8739,nan,0,0,4.157,4.157,4.157
KEWX20120101-2,KEWX20120102_003339_V03,6,4.482,1.200,8752,nan,0,0,15.593,15.593,15.593
KEWX20120101-2,KEWX20120102_004320_V03,0,0.483,1.200,26328,nan,0,0,46030.177,46030.177,46030.177
KEWX20120101-2,KEWX20120102_004320_V03,2,1.494,1.200,26340,nan,0,0,126.795,126.795,126.795
KEWX20120101-2,KEWX20120102_004320_V03,4,2.505,1.200,13181,nan,0,0,7.982,7.982,7.982
KEWX20120101-2,KEWX20120102_004320_V03,5,3.516,1.200,13203,nan,0,0,5.984,5.984,5.984
KEWX20120101-2,KEWX20120102_004320_V03,6,4.482,1.200,13218,nan,0,0,11.044,11.044,11.044
KEWX20120101-2,KEWX20120102_005358_V03,0,0.483,1.200,26661,nan,0,0,52863.091,52863.091,52863.091
KEWX20120101-2,KEWX20120102_005358_V03,2,1.494,1.200,26681,nan,0,0,154.693,154.693,154.693
KEWX20120101-2,KEWX20120102_005358_V03,4,2.505,1.200,13345,nan,0,0,9.408,9.408,9.408
KEWX20120101-2,KEWX20120102_005358_V03,5,3.516,1.200,13359,nan,0,0,7.133,7.133,7.133
KEWX20120101-2,KEWX20120102_005358_V03,6,4.482,1.200,13375,nan,0,0,14.307,14.307,14.307
KEWX20120101-2,KEWX20120102_010340_V03,0,0.483,1.200,28547,nan,0,0,53922.043,53922.043,53922.043
KEWX20120101-2,KEWX20120102_010340_V03,2,1.494,1.200,28559,nan,0,0,84.769,84.769,84.769
KEWX20120101-2,KEWX20120102_010340_V03,4,2.505,1.200,14296,nan,0,0,15.475,15.475,15.475
KEWX20120101-2,KEWX20120102_010340_V03,5,3.516,1.200,14310,nan,0,0,9.450,9.450,9.450
KEWX20120101-2,KEWX20120102_010340_V03,6,4.482,1.200,14327,nan,0,0,14.547,14.547,14.547
KEWX20120101-2,KEWX20120102_011323_V03,0,0.483,1.200,28877,nan,0,0,47461.928,47461.928,47461.928
KEWX20120101-2,KEWX20120102_011323_V03,2,1.494,1.200,28883,nan,0,0,59.467,59.467,59.467
KEWX20120101-2,KEWX20120102_011323_V03,4,2.505,1.200,14470,nan,0,0,17.417,17.417,17.417
KEWX20120101-2,KEWX20120102_011323_V03,5,3.516,1.200,14488,nan,0,0,13.960,13.960,13.960
KEWX20120101-2,KEWX20120102_011323_V03,6,4.482,1.200,14510,nan,0,0,30.225,30.225,30.225
KEWX20120101-1,KEWX20120101_235452_V03,0,0.483,1.200,312,nan,0,0,558.956,558.956,558.956
KEWX20120101-1,KEWX20120101_235452_V03,2,1.494,1.200,313,nan,0,0,0.054,0.054,0.054
KEWX20120101-1,KEWX20120101_235452_V03,4,2.505,1.200,156,nan,0,0,0.054,0.054,0.054
KEWX20120101-1,KEWX20120101_235452_V03,5,3.516,1.200,158,nan,0,0,0.055,0.055,0.055
KEWX20120101-3,KEWX20120102_002357_V03,0,0.483,1.200,332,nan,0,0,292.958,292.958,292.958
KEWX20120101-3,KEWX20120102_002357_V03,2,1.494,1.200,333,nan,0,0,0.051,0.051,0.051
KEWX20120101-3,KEWX20120102_002357_V03,4,2.505,1.200,165,nan,0,0,0.051,0.051,0.051
KEWX20120101-3,KEWX20120102_002357_V03,5,3.516,1.200,164,nan,0,0,0.051,0.051,0.051
KEWX20120101-3,KEWX20120102_002357_V03,6,4.482,1.200,165,nan,0,0,0.051,0.051,0.051
KEWX20120101-6,KEWX20120102_003339_V03,0,0.483,1.200,474,nan,0,0,351.298,351.298,351.298
KEWX20120101-6,KEWX20120102_003339_V03,2,1.494,1.200,477,nan,0,0,0.085,0.085,0.085
KEWX20120101-6,KEWX20120102_003339_V03,4,2.505,1.200,236,nan,0,0,0.084,0.084,0.084
KEWX20120101-6,KEWX20120102_003339_V03,5,3.516,1.200,238,nan,0,0,0.085,0.085,0.085
KEWX20120101-7,KEWX20120102_003339_V03,0,0.483,1.200,2240,nan,0,0,15877.267,15877.267,15877.267
KEWX20120101-7,KEWX20120102_003339_V03,2,1.494,1.200,2240,nan,0,0,9.402,9.402,9.402
KEWX20120101-7,KEWX20120102_003339_V03,4,2.505,1.200,1124,nan,0,0,0.609,0.609,0.609
KEWX20120101-7,KEWX20120102_003339_V03,5,3.516,1.200,1123,nan,0,0,0.889,0.889,0.889
KEWX20120101-7,KEWX20120102_003339_V03,6,4.482,1.200,1115,nan,0,0,3.957,3.957,3.957
KEWX20120101-8,KEWX20120102_010340_V03,0,0.483,1.200,22438,nan,0,0,54443.210,54443.210,54443.210
KEWX20120101-8,KEWX20120102_010340_V03,2,1.494,1.200,22451,nan,0,0,81.503,81.503,81.503
