track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_weather_pixels,n_highZ_pixels_60,n_highZ_pixels_40,n_animals,n_animals_60,n_animals_40
KDFX20160102-4,KDFX20160103_000134_V06,0,0.483,1.200,18850,17667,0,0,33696.861,33696.861,33696.861
KDFX20160102-4,KDFX20160103_000134_V06,4,1.450,1.200,18869,17493,0,0,12435.536,12435.536,12435.536
KDFX20160103-1,KDFX20160103_231240_V06,0,0.483,1.200,166,20,0,0,1120.940,1120.940,1120.940
KDFX20160103-1,KDFX20160103_231240_V06,2,1.494,1.200,166,166,0,0,0.000,0.000,0.000
KDFX20160103-1,KDFX20160103_231240_V06,4,2.505,1.200,85,85,0,0,0.000,0.000,0.000
KDFX20160103-1,KDFX20160103_231240_V06,5,3.516,1.200,83,83,0,0,0.000,0.000,0.000
KDFX20160103-1,KDFX20160103_231240_V06,6,4.482,1.200,85,85,0,0,0.000,0.000,0.000
KDFX20160103-1,KDFX20160103_232219_V06,0,0.483,1.200,2057,1482,0,0,2467.516,2467.516,2467.516
KDFX20160103-1,KDFX20160103_232219_V06,2,1.494,1.200,2059,2057,0,0,0.355,0.355,0.355
KDFX20160103-1,KDFX20160103_232219_V06,4,2.505,1.200,1032,1032,0,0,0.000,0.000,0.000
KDFX20160103-1,KDFX20160103_232219_V06,5,3.516,1.200,1032,1032,0,0,0.000,0.000,0.000
KDFX20160103-1,KDFX20160103_232219_V06,6,4.482,1.200,1033,1033,0,0,0.000,0.000,0.000
KDFX20160103-1,KDFX20160103_233158_V06,0,0.483,1.200,3201,2759,0,0,966.373,966.373,966.373
KDFX20160103-1,KDFX20160103_233158_V06,2,1.494,1.200,3197,3197,0,0,0.000,0.000,0.000
KDFX20160103-1,KDFX20160103_233158_V06,4,2.505,1.200,1601,1601,0,0,0.000,0.000,0.000
KDFX20160103-1,KDFX20160103_233158_V06,5,3.516,1.200,1602,1602,0,0,0.000,0.000,0.000
KDFX20160103-1,KDFX20160103_233158_V06,6,4.482,1.200,1607,1607,0,0,0.000,0.000,0.000
KDFX20160103-3,KDFX20160104_003933_V06,0,0.483,1.200,126,11,0,0,508.459,508.459,508.459
KDFX20160103-3,KDFX20160104_003933_V06,2,1.494,1.200,126,126,0,0,0.000,0.000,0.000
KDFX20160103-3,KDFX20160104_003933_V06,4,2.505,1.200,65,65,0,0,0.000,0.000,0.000
KDFX20160103-3,KDFX20160104_003933_V06,5,3.516,1.200,65,65,0,0,0.000,0.000,0.000
KDFX20160103-3,KDFX20160104_003933_V06,6,4.482,1.200,64,64,0,0,0.000,0.000,0.000
KDFX20160104-1,KDFX20160105_002009_V06,0,0.483,1.200,367,280,0,0,50.089,50.089,50.089
KDFX20160104-1,KDFX20160105_002009_V06,2,1.494,1.200,368,368,0,0,0.000,0.000,0.000
KDFX20160104-1,KDFX20160105_002009_V06,4,2.505,1.200,185,185,0,0,0.000,0.000,0.000
KDFX20160104-1,KDFX20160105_002009_V06,5,3.516,1.200,184,184,0,0,0.000,0.000,0.000
KDFX20160104-1,KDFX20160105_002948_V06,0,0.483,1.200,2000,1622,0,0,308.225,308.225,308.225
KDFX20160104-1,KDFX20160105_002948_V06,2,1.494,1.200,1999,1995,0,0,0.637,0.637,0.637
KDFX20160104-1,KDFX20160105_002948_V06,4,2.505,1.200,1002,1002,0,0,0.000,0.000,0.000
KDFX20160104-1,KDFX20160105_002948_V06,5,3.516,1.200,1003,1003,0,0,0.000,0.000,0.000
KDFX20160106-2,KDFX20160107_002728_V06,0,0.483,1.200,594,279,0,0,1910.577,1910.577,1910.577
KDFX20160106-2,KDFX20160107_002728_V06,2,1.450,1.200,595,595,0,0,0.000,0.000,0.000
KDFX20160106-2,KDFX20160107_002728_V06,4,2.417,1.200,295,295,0,0,0.000,0.000,0.000
KDFX20160106-2,KDFX20160107_002728_V06,5,3.384,1.200,299,299,0,0,0.000,0.000,0.000
KDFX20160106-2,KDFX20160107_003046_V06,0,0.483,1.200,1694,1319,0,0,1838.204,1838.204,1838.204
KDFX20160106-2,KDFX20160107_003046_V06,2,1.450,1.200,1694,1694,0,0,0.000,0.000,0.000
KDFX20160106-2,KDFX20160107_003046_V06,4,2.417,1.200,846,846,0,0,0.000,0.000,0.000
KDFX20160106-2,KDFX20160107_003046_V06,5,3.384,1.200,845,845,0,0,0.000,0.000,0.000
KDFX20160106-1,KDFX20160107_002410_V06,0,0.483,1.200,1970,1927,0,0,2914.742,2914.742,2914.742
KDFX20160107-4,KDFX20160108_002441_V06,0,0.483,1.200,1195,692,0,0,20106.835,20106.835,20106.835
KDFX20160107-4,KDFX20160108_002441_V06,2,1.494,1.200,1194,1194,0,0,0.000,0.000,0.000
KDFX20160107-4,KDFX20160108_002441_V06,4,2.505,1.200,595,595,0,0,0.000,0.000,0.000
KDFX20160107-4,KDFX20160108_002441_V06,5,3.516,1.200,598,598,0,0,0.000,0.000,0.000
KDFX20160107-4,KDFX20160108_003419_V06,0,0.483,1.200,3712,2556,0,0,17305.317,17305.317,17305.317
KDFX20160107-4,KDFX20160108_003419_V06,2,1.494,1.200,3707,3707,0,0,0.000,0.000,0.000
