track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_weather_pixels,n_highZ_pixels_60,n_highZ_pixels_40,n_animals,n_animals_60,n_animals_40
KSJT20190103-1,KSJT20190103_222748_V06,0,0.483,1.200,748,505,0,2,11013.633,11013.633,5828.902
KSJT20190103-1,KSJT20190103_222748_V06,2,1.494,1.200,752,743,0,0,1.627,1.627,1.627
KSJT20190103-1,KSJT20190103_222748_V06,4,2.505,1.200,372,372,0,0,0.000,0.000,0.000
KSJT20190103-1,KSJT20190103_222748_V06,5,3.516,1.200,374,374,0,0,0.000,0.000,0.000
KSJT20190103-1,KSJT20190103_222748_V06,6,4.482,1.200,376,376,0,0,0.000,0.000,0.000
KSJT20190103-1,KSJT20190103_223728_V06,0,0.483,1.200,2897,2641,0,0,5666.907,5666.907,5666.907
KSJT20190103-1,KSJT20190103_223728_V06,2,1.494,1.200,2896,2892,0,0,0.595,0.595,0.595
KSJT20190103-1,KSJT20190103_223728_V06,4,2.505,1.200,1447,1447,0,0,0.000,0.000,0.000
KSJT20190103-1,KSJT20190103_223728_V06,5,3.516,1.200,1448,1448,0,0,0.000,0.000,0.000
KSJT20190103-1,KSJT20190103_223728_V06,6,4.482,1.200,1458,1458,0,0,0.000,0.000,0.000
KSJT20190104-1,KSJT20190105_002654_V06,0,0.483,1.200,8637,2472,1,38,345246.679,285760.240,20359.776
KSJT20190104-1,KSJT20190105_002654_V06,2,1.494,1.200,8643,7935,0,0,44.571,44.571,44.571
KSJT20190104-1,KSJT20190105_002654_V06,4,2.505,1.200,4328,4239,0,0,2.268,2.268,2.268
KSJT20190104-1,KSJT20190105_002654_V06,5,3.516,1.200,4334,4327,0,0,0.192,0.192,0.192
KSJT20190104-1,KSJT20190105_002654_V06,6,4.482,1.200,4333,4305,0,0,0.383,0.383,0.383
KSJT20190104-1,KSJT20190105_003633_V06,0,0.483,1.200,15752,5957,2,41,545615.977,335735.775,16092.527
KSJT20190104-1,KSJT20190105_003633_V06,2,1.494,1.200,15756,14481,0,0,65.602,65.602,65.602
KSJT20190104-1,KSJT20190105_003633_V06,4,2.505,1.200,7886,7763,0,0,4.549,4.549,4.549
KSJT20190104-1,KSJT20190105_003633_V06,5,3.516,1.200,7889,7873,0,0,0.188,0.188,0.188
KSJT20190104-1,KSJT20190105_003633_V06,6,4.482,1.200,7900,7859,0,0,0.462,0.462,0.462
KSJT20190104-2,KSJT20190105_013431_V06,0,0.483,1.200,750,576,0,0,34038.232,34038.232,34038.232
KSJT20190104-2,KSJT20190105_013431_V06,2,1.494,1.200,751,751,0,0,0.000,0.000,0.000
KSJT20190106-4,KSJT20190107_003642_V06,0,0.483,1.200,25505,25321,0,0,1040.008,1040.008,1040.008
KSJT20190106-4,KSJT20190107_003642_V06,2,0.879,1.200,25496,25117,0,0,2503.050,2503.050,2503.050
KSJT20190106-4,KSJT20190107_003642_V06,4,1.318,1.200,25519,25028,0,0,2948.401,2948.401,2948.401
KSJT20190106-4,KSJT20190107_004105_V06,0,0.483,1.200,30653,30429,0,0,1280.163,1280.163,1280.163
KSJT20190106-4,KSJT20190107_004105_V06,2,0.879,1.200,30654,30291,0,0,2024.460,2024.460,2024.460
KSJT20190106-4,KSJT20190107_004105_V06,4,1.318,1.200,30689,30165,0,0,2919.992,2919.992,2919.992
KSJT20190106-4,KSJT20190107_004531_V06,0,0.483,1.200,28704,28489,0,0,1343.127,1343.127,1343.127
KSJT20190106-4,KSJT20190107_004531_V06,2,0.879,1.200,28713,28309,0,0,2187.658,2187.658,2187.658
KSJT20190106-4,KSJT20190107_004531_V06,4,1.318,1.200,28724,28233,0,0,2556.616,2556.616,2556.616
KSJT20190106-8,KSJT20190107_011545_V06,0,0.483,1.200,5116,4993,0,0,710.323,710.323,710.323
KSJT20190106-8,KSJT20190107_011545_V06,2,0.879,1.200,5095,4960,0,0,808.759,808.759,808.759
KSJT20190106-8,KSJT20190107_011545_V06,4,1.318,1.200,5089,4883,0,0,1304.627,1304.627,1304.627
KSJT20190107-1,KSJT20190107_233905_V06,0,0.483,1.200,273,159,0,0,269.714,269.714,269.714
KSJT20190107-1,KSJT20190107_233905_V06,2,1.494,1.200,276,276,0,0,0.000,0.000,0.000
KSJT20190107-1,KSJT20190107_233905_V06,4,2.505,1.200,143,143,0,0,0.000,0.000,0.000
KSJT20190107-1,KSJT20190107_233905_V06,5,3.516,1.200,141,141,0,0,0.000,0.000,0.000
KSJT20190108-1,KSJT20190109_003400_V06,0,0.483,1.200,3272,1122,0,0,1707.770,1707.770,1707.770
KSJT20190108-1,KSJT20190109_003400_V06,2,1.494,1.200,3270,3072,0,0,4.006,4.006,4.006
KSJT20190108-1,KSJT20190109_003400_V06,4,2.505,1.200,1627,1611,0,0,0.489,0.489,0.489
KSJT20190108-1,KSJT20190109_003400_V06,5,3.516,1.200,1624,1617,0,0,0.205,0.205,0.205
KSJT20190108-1,KSJT20190109_003400_V06,6,4.482,1.200,1621,1587,0,0,1.763,1.763,1.763
KSJT20190109-1,KSJT20190110_010433_V06,0,0.483,1.200,786,446,0,5,28354.321,28354.321,8391.940
KSJT20190109-1,KSJT20190110_010433_V06,2,1.494,1.200,789,769,0,0,2.689,2.689,2.689
KSJT20190109-1,KSJT20190110_010433_V06,4,2.505,1.200,392,391,0,0,0.130,0.130,0.130
KSJT20190109-1,KSJT20190110_010433_V06,5,3.516,1.200,394,394,0,0,0.000,0.000,0.000
KSJT20190109-1,KSJT20190110_010433_V06,6,4.482,1.200,396,396,0,0,0.000,0.000,0.000
KSJT20190109-2,KSJT20190110_012351_V06,0,0.483,1.200,15221,15219,0,0,7.516,7.516,7.516
KSJT20190109-3,KSJT20190110_013741_V06,0,0.483,1.200,4991,4938,0,0,528.567,528.567,528.567
KSJT20190109-3,KSJT20190110_013741_V06,2,0.879,1.200,4988,4892,0,0,1083.828,1083.828,1083.828
KSJT20190109-3,KSJT20190110_013741_V06,4,1.318,1.200,4996,4835,0,0,1449.064,1449.064,1449.064
KSJT20190111-2,KSJT20190112_003245_V06,0,0.483,1.200,8548,2377,4,36,768209.963,420642.472,18625.581
KSJT20190111-2,KSJT20190112_003245_V06,2,0.879,1.200,8552,3133,3,24,360930.521,140184.361,12558.736
KSJT20190111-2,KSJT20190112_003245_V06,4,1.318,1.200,8556,5768,0,0,621.492,621.492,621.492
KSJT20190111-2,KSJT20190112_003245_V06,8,1.802,1.200,4279,4081,0,0,23.785,23.785,23.785
KSJT20190111-2,KSJT20190112_003245_V06,9,2.417,1.200,4280,4189,0,0,13.430,13.430,13.430
KSJT20190111-2,KSJT20190112_003245_V06,10,3.120,1.200,4282,4223,0,0,6.468,6.468,6.468
KSJT20190111-2,KSJT20190112_003245_V06,11,3.999,1.200,4283,4267,0,0,0.623,0.623,0.623
KSJT20190111-2,KSJT20190112_003245_V06,12,5.098,1.200,4285,4279,0,0,0.279,0.279,0.279
KSJT20190111-2,KSJT20190112_003245_V06,13,6.416,1.200,4302,4294,0,0,0.462,0.462,0.462
KSJT20190115-1,KSJT20190115_223624_V06,0,0.483,1.200,14839,3511,0,2,460.716,460.716,445.399
KSJT20190115-1,KSJT20190115_223624_V06,2,1.494,1.200,14846,7784,0,0,9.769,9.769,9.769
KSJT20190115-1,KSJT20190115_223624_V06,4,2.505,1.200,7432,4416,0,0,1.985,1.985,1.985
KSJT20190115-1,KSJT20190115_223624_V06,5,3.516,1.200,7442,4956,0,0,0.098,0.098,0.098
KSJT20190115-1,KSJT20190115_223624_V06,6,4.482,1.200,7453,5593,0,0,0.106,0.106,0.106
KSJT20190116-1,KSJT20190117_011447_V06,0,0.483,1.200,10647,6668,0,0,461.781,461.781,461.781
KSJT20190116-1,KSJT20190117_011447_V06,2,1.494,1.200,10657,10657,0,0,0.000,0.000,0.000
KSJT20190116-1,KSJT20190117_011447_V06,4,2.505,1.200,5328,5328,0,0,0.000,0.000,0.000
KSJT20190116-1,KSJT20190117_011447_V06,5,3.516,1.200,5338,5338,0,0,0.000,0.000,0.000
KSJT20190116-1,KSJT20190117_011447_V06,6,4.482,1.200,5346,5346,0,0,0.000,0.000,0.000
KSJT20190116-2,KSJT20190117_013404_V06,0,0.483,1.200,436,125,0,0,509.693,509.693,509.693
KSJT20190116-2,KSJT20190117_013404_V06,2,1.494,1.200,432,425,0,0,1.266,1.266,1.266
KSJT20190116-2,KSJT20190117_013404_V06,4,2.505,1.200,219,219,0,0,0.000,0.000,0.000
KSJT20190116-2,KSJT20190117_013404_V06,5,3.516,1.200,223,223,0,0,0.000,0.000,0.000
KSJT20190118-1,KSJT20190118_224441_V06,0,0.483,1.200,1229,236,0,4,39856.202,39856.202,4655.088
KSJT20190118-1,KSJT20190118_224441_V06,2,1.494,1.200,1232,1017,0,0,7.359,7.359,7.359
KSJT20190118-1,KSJT20190118_224441_V06,4,2.505,1.200,611,601,0,0,0.803,0.803,0.803
KSJT20190118-1,KSJT20190118_224441_V06,5,3.516,1.200,612,612,0,0,0.000,0.000,0.000
KSJT20190118-1,KSJT20190118_224441_V06,6,4.482,1.200,615,615,0,0,0.000,0.000,0.000
KSJT20190118-1,KSJT20190118_230400_V06,0,0.483,1.200,7993,2478,2,44,880977.105,409690.695,21022.261
KSJT20190118-1,KSJT20190118_230400_V06,2,1.494,1.200,8003,5327,0,0,157.225,157.225,157.225
KSJT20190118-1,KSJT20190118_230400_V06,4,2.505,1.200,4012,3261,0,0,39.506,39.506,39.506
KSJT20190118-1,KSJT20190118_230400_V06,5,3.516,1.200,4016,3641,0,0,8.703,8.703,8.703
KSJT20190118-1,KSJT20190118_230400_V06,6,4.482,1.200,4021,3701,0,0,8.562,8.562,8.562
KSJT20190118-1,KSJT20190118_231340_V06,0,0.483,1.200,7842,2909,0,29,233945.408,233945.408,24796.306
KSJT20190118-1,KSJT20190118_231340_V06,2,0.879,1.200,7845,3157,0,22,54880.250,54880.250,11089.115
KSJT20190118-1,KSJT20190118_231340_V06,4,1.318,1.200,7848,4574,0,0,994.943,994.943,994.943
KSJT20190118-1,KSJT20190118_231340_V06,6,1.802,1.200,3923,3234,0,0,54.228,54.228,54.228
