track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
KSJT20090101-1,KSJT20090102_000221_V03,0,0.483,1.200,2037,0,2216.423
KSJT20090101-1,KSJT20090102_000221_V03,2,1.494,1.200,2039,0,2.664
KSJT20090101-1,KSJT20090102_000221_V03,4,2.505,1.200,1020,0,0.419
KSJT20090101-1,KSJT20090102_000221_V03,5,3.516,1.200,1019,0,0.170
KSJT20090101-1,KSJT20090102_000221_V03,6,4.482,1.200,1023,0,0.171
KSJT20090101-1,KSJT20090102_001209_V03,0,0.483,1.200,9295,0,651.301
KSJT20090101-1,KSJT20090102_001209_V03,2,1.494,1.200,9299,0,12.664
KSJT20090101-1,KSJT20090102_001209_V03,4,2.505,1.200,4654,0,80.619
KSJT20090101-1,KSJT20090102_001209_V03,5,3.516,1.200,4657,0,11.474
KSJT20090101-1,KSJT20090102_001209_V03,6,4.482,1.200,4671,0,1.965
KSJT20090101-3,KSJT20090102_002155_V03,0,0.483,1.200,50222,7,7488.109
KSJT20090101-3,KSJT20090102_002155_V03,2,1.494,1.200,50250,0,435.373
KSJT20090101-3,KSJT20090102_002155_V03,4,2.505,1.200,25141,0,226.234
KSJT20090101-3,KSJT20090102_002155_V03,5,3.516,1.200,25172,0,75.645
KSJT20090101-3,KSJT20090102_002155_V03,6,4.482,1.200,25201,0,64.404
KSJT20090105-11,KSJT20090105_235309_V03,0,0.483,1.200,33961,1,4339.709
KSJT20090105-11,KSJT20090105_235309_V03,2,1.494,1.200,33985,0,4989.402
KSJT20090105-11,KSJT20090105_235309_V03,4,2.505,1.200,17010,0,413.477
KSJT20090105-11,KSJT20090105_235309_V03,5,3.516,1.200,17031,0,636.481
KSJT20090105-11,KSJT20090105_235309_V03,6,4.482,1.200,17053,0,46.411
KSJT20090105-11,KSJT20090106_000256_V03,0,0.483,1.200,47587,0,3776.257
KSJT20090105-11,KSJT20090106_000256_V03,2,1.494,1.200,47604,0,983.825
KSJT20090105-11,KSJT20090106_000256_V03,4,2.505,1.200,23825,0,999.513
KSJT20090105-11,KSJT20090106_000256_V03,5,3.516,1.200,23856,0,153.605
KSJT20090105-11,KSJT20090106_000256_V03,6,4.482,1.200,23889,0,572.739
KSJT20090105-11,KSJT20090106_001243_V03,0,0.483,1.200,45900,3,3622.720
KSJT20090105-11,KSJT20090106_001243_V03,2,1.494,1.200,45913,0,381.129
KSJT20090105-11,KSJT20090106_001243_V03,4,2.505,1.200,22977,0,136.726
KSJT20090105-11,KSJT20090106_001243_V03,5,3.516,1.200,22994,0,190.890
KSJT20090105-11,KSJT20090106_001243_V03,6,4.482,1.200,23032,0,410.259
KSJT20090105-11,KSJT20090106_002232_V03,0,0.483,1.200,43920,5,3860.080
KSJT20090105-11,KSJT20090106_002232_V03,2,1.494,1.200,43938,0,154.453
KSJT20090105-11,KSJT20090106_002232_V03,4,2.505,1.200,21987,0,932.977
KSJT20090105-11,KSJT20090106_002232_V03,5,3.516,1.200,22010,0,390.535
KSJT20090105-11,KSJT20090106_002232_V03,6,4.482,1.200,22050,0,235.925
KSJT20090105-11,KSJT20090106_003219_V03,0,0.483,1.200,638,0,5.925
KSJT20090105-11,KSJT20090106_003219_V03,2,1.494,1.200,636,0,0.026
KSJT20090105-11,KSJT20090106_003219_V03,4,2.505,1.200,321,0,0.432
KSJT20090105-11,KSJT20090106_003219_V03,5,3.516,1.200,321,0,0.496
KSJT20090105-11,KSJT20090106_003219_V03,6,4.482,1.200,321,0,0.580
KSJT20090105-1,KSJT20090105_225625_V03,0,0.483,1.200,3931,0,54409.226
KSJT20090105-1,KSJT20090105_225625_V03,2,1.494,1.200,3934,0,10873.893
KSJT20090105-1,KSJT20090105_225625_V03,4,2.505,1.200,1958,0,85.442
KSJT20090105-1,KSJT20090105_230612_V03,0,0.483,1.200,7429,0,36598.257
KSJT20090105-1,KSJT20090105_230612_V03,2,1.494,1.200,7438,0,6490.608
KSJT20090105-1,KSJT20090105_230612_V03,4,2.505,1.200,3722,0,2.936
KSJT20090105-4,KSJT20090105_230612_V03,0,0.483,1.200,13872,0,28074.961
KSJT20090105-4,KSJT20090105_230612_V03,2,1.494,1.200,13882,0,29340.660
KSJT20090105-4,KSJT20090105_230612_V03,4,2.505,1.200,6945,0,84738.780
KSJT20090105-4,KSJT20090105_230612_V03,5,3.516,1.200,6957,0,21569.334
