track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
KSJT20180104-1,KSJT20180105_000807_V06,0,0.483,1.200,6289,0,46784.854
KSJT20180105-1,KSJT20180105_231811_V06,0,0.483,1.200,3620,56,19834.415
KSJT20180105-1,KSJT20180105_231811_V06,2,1.494,1.200,3622,0,206.961
KSJT20180105-1,KSJT20180105_231811_V06,4,2.505,1.200,1813,0,19.442
KSJT20180105-1,KSJT20180105_231811_V06,5,3.516,1.200,1813,0,3.182
KSJT20180105-1,KSJT20180105_231811_V06,6,4.482,1.200,1821,0,2.868
KSJT20180105-1,KSJT20180105_232756_V06,0,0.483,1.200,8883,75,24565.623
KSJT20180105-1,KSJT20180105_232756_V06,2,1.494,1.200,8889,0,162.359
KSJT20180105-1,KSJT20180105_232756_V06,4,2.505,1.200,4446,0,29.618
KSJT20180105-1,KSJT20180105_232756_V06,5,3.516,1.200,4452,0,2.410
KSJT20180105-1,KSJT20180105_232756_V06,6,4.482,1.200,4461,0,3.468
KSJT20180105-3,KSJT20180106_014629_V06,0,0.483,1.200,3147,40,20663.248
KSJT20180105-3,KSJT20180106_014629_V06,2,1.494,1.200,3148,0,268.785
KSJT20180105-3,KSJT20180106_014629_V06,4,2.505,1.200,1575,0,16.959
KSJT20180105-3,KSJT20180106_014629_V06,5,3.516,1.200,1576,0,1.126
KSJT20180105-3,KSJT20180106_014629_V06,6,4.482,1.200,1578,0,1.286
KSJT20180105-3,KSJT20180106_020600_V06,0,0.483,1.200,7088,50,23909.243
KSJT20180105-3,KSJT20180106_020600_V06,2,1.494,1.200,7088,0,201.610
KSJT20180105-3,KSJT20180106_020600_V06,4,2.505,1.200,3545,0,9.840
KSJT20180105-3,KSJT20180106_020600_V06,5,3.516,1.200,3556,0,2.036
KSJT20180105-3,KSJT20180106_020600_V06,6,4.482,1.200,3557,0,1.987
KSJT20180105-2,KSJT20180106_003812_V06,0,0.483,1.200,3674,62,18160.904
KSJT20180105-2,KSJT20180106_003812_V06,2,1.494,1.200,3674,0,316.441
KSJT20180105-2,KSJT20180106_003812_V06,4,2.505,1.200,1843,0,20.922
KSJT20180105-2,KSJT20180106_003812_V06,5,3.516,1.200,1845,0,2.219
KSJT20180105-2,KSJT20180106_003812_V06,6,4.482,1.200,1844,0,3.251
KSJT20180106-1,KSJT20180106_223850_V06,0,0.483,1.200,2906,52,14541.118
KSJT20180106-1,KSJT20180106_223850_V06,2,1.494,1.200,2906,0,56.452
KSJT20180106-1,KSJT20180106_223850_V06,4,2.505,1.200,1457,0,2.921
KSJT20180106-1,KSJT20180106_223850_V06,5,3.516,1.200,1455,0,0.529
KSJT20180106-1,KSJT20180106_223850_V06,6,4.482,1.200,1454,0,1.861
KSJT20180106-3,KSJT20180106_232738_V06,0,0.483,1.200,3142,23,18294.203
KSJT20180106-3,KSJT20180106_232738_V06,2,1.494,1.200,3144,0,94.199
KSJT20180106-3,KSJT20180106_232738_V06,4,2.505,1.200,1573,0,3.273
