track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_weather_pixels,n_highZ_pixels_60,n_highZ_pixels_40,n_animals,n_animals_60,n_animals_40
KDFX20000101-1,KDFX20000102_012650,0,0.400,1.200,7112,nan,0,0,1124.361,1124.361,1124.361
KDFX20000101-1,KDFX20000102_012650,2,1.500,1.200,7129,nan,0,0,26.001,26.001,26.001
KDFX20000102-1,KDFX20000103_000659,0,0.400,1.200,2028,nan,0,0,8.567,8.567,8.567
KDFX20000102-1,KDFX20000103_000659,2,1.500,1.200,2024,nan,0,0,10.731,10.731,10.731
KDFX20000102-1,KDFX20000103_000659,4,2.600,1.200,2037,nan,0,0,0.191,0.191,0.191
KDFX20000102-1,KDFX20000103_000659,5,3.600,1.200,2038,nan,0,0,0.191,0.191,0.191
KDFX20000102-1,KDFX20000103_000659,6,4.400,1.200,2037,nan,0,0,0.220,0.220,0.220
KDFX20000102-1,KDFX20000103_001649,0,0.400,1.200,3792,nan,0,0,25.864,25.864,25.864
KDFX20000102-1,KDFX20000103_001649,2,1.500,1.200,3798,nan,0,0,7.692,7.692,7.692
KDFX20000102-1,KDFX20000103_001649,4,2.500,1.200,3797,nan,0,0,0.402,0.402,0.402
KDFX20000102-1,KDFX20000103_001649,5,3.500,1.200,3803,nan,0,0,0.403,0.403,0.403
KDFX20000102-1,KDFX20000103_001649,6,4.500,1.200,3814,nan,0,0,0.405,0.405,0.405
KDFX20000103-1,KDFX20000104_003402,0,0.400,1.200,621,nan,0,0,288.239,288.239,288.239
KDFX20000103-1,KDFX20000104_003402,2,1.400,1.200,497,nan,0,0,0.130,0.130,0.130
KDFX20000103-1,KDFX20000104_003402,4,2.600,1.200,499,nan,0,0,0.131,0.131,0.131
KDFX20000103-1,KDFX20000104_003402,5,3.600,1.200,503,nan,0,0,0.132,0.132,0.132
KDFX20000103-1,KDFX20000104_003402,6,4.400,1.200,502,nan,0,0,0.132,0.132,0.132
KDFX20000103-1,KDFX20000104_004352,0,0.400,1.200,1943,nan,0,0,2815.717,2815.717,2815.717
KDFX20000103-1,KDFX20000104_004352,2,1.600,1.200,1948,nan,0,0,24.315,24.315,24.315
KDFX20000103-1,KDFX20000104_004352,4,2.600,1.200,1949,nan,0,0,0.496,0.496,0.496
