track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
KEWX20070103-2,KEWX20070104_000020,0,0.600,1.200,1117,0,12245.911
KEWX20070103-2,KEWX20070104_000020,2,1.500,1.200,1118,0,13397.800
KEWX20070103-2,KEWX20070104_000020,4,2.400,1.200,1116,0,7349.462
KEWX20070103-2,KEWX20070104_000020,5,3.400,1.200,1120,0,1581.041
KEWX20070103-2,KEWX20070104_000020,6,4.300,1.200,1126,0,78.846
KEWX20070103-2,KEWX20070104_000020,7,5.300,1.200,1126,0,65.954
KEWX20070103-2,KEWX20070104_000020,8,6.100,1.200,1125,0,113.206
KEWX20070103-2,KEWX20070104_000020,9,7.400,1.200,1128,0,56.334
KEWX20070103-2,KEWX20070104_000020,10,8.600,1.200,1134,0,19.936
KEWX20070103-2,KEWX20070104_000020,11,9.900,1.200,1136,0,15.586
KEWX20070103-2,KEWX20070104_000020,12,11.900,1.200,1145,0,0.843
KEWX20070103-2,KEWX20070104_000516,0,0.600,1.200,4227,0,11795.562
KEWX20070103-2,KEWX20070104_000516,2,1.400,1.200,4232,0,15558.490
KEWX20070103-2,KEWX20070104_000516,4,2.400,1.200,4232,0,9243.231
KEWX20070103-2,KEWX20070104_000516,5,3.400,1.200,4239,0,6855.592
KEWX20070103-2,KEWX20070104_000516,6,4.100,1.200,4248,0,3843.179
KEWX20070103-2,KEWX20070104_000516,7,5.300,1.200,4255,0,2377.612
KEWX20070103-2,KEWX20070104_000516,8,6.100,1.200,4268,0,1702.514
KEWX20070103-2,KEWX20070104_000516,9,7.400,1.200,4274,0,1192.272
KEWX20070103-2,KEWX20070104_000516,10,8.600,1.200,4287,0,521.247
KEWX20070103-2,KEWX20070104_000516,11,9.900,1.200,4299,0,187.616
KEWX20070103-2,KEWX20070104_000516,12,11.800,1.200,4335,0,26.763
KEWX20070103-2,KEWX20070104_001011,0,0.600,1.200,10174,1,85771.778
KEWX20070103-2,KEWX20070104_001011,2,1.400,1.200,10180,0,77071.607
KEWX20070103-2,KEWX20070104_001011,4,2.500,1.200,10174,0,43246.023
KEWX20070103-2,KEWX20070104_001011,5,3.400,1.200,10186,1,30949.390
KEWX20070103-2,KEWX20070104_001011,6,4.300,1.200,10192,0,19657.796
KEWX20070103-2,KEWX20070104_001011,7,5.300,1.200,10204,0,17413.888
KEWX20070103-2,KEWX20070104_001011,8,6.100,1.200,10231,0,10860.135
KEWX20070103-2,KEWX20070104_001011,9,7.300,1.200,10255,0,6970.877
KEWX20070103-2,KEWX20070104_001011,10,8.600,1.200,10293,0,3127.190
KEWX20070103-2,KEWX20070104_001011,11,9.900,1.200,10334,0,1876.685
KEWX20070103-2,KEWX20070104_001011,12,11.900,1.200,10408,0,109.650
KEWX20070103-2,KEWX20070104_001506,0,0.600,1.200,9276,0,43072.340
KEWX20070103-2,KEWX20070104_001506,2,1.400,1.200,9284,0,56430.370
KEWX20070103-2,KEWX20070104_001506,4,2.500,1.200,9290,0,42313.322
KEWX20070103-2,KEWX20070104_001506,5,3.400,1.200,9291,0,20473.460
KEWX20070103-2,KEWX20070104_001506,6,4.300,1.200,9294,0,14490.592
KEWX20070103-2,KEWX20070104_001506,7,5.300,1.200,9307,0,10127.215
KEWX20070103-2,KEWX20070104_001506,8,6.100,1.200,9326,0,11177.327
KEWX20070103-2,KEWX20070104_001506,9,7.300,1.200,9362,0,2594.352
KEWX20070103-2,KEWX20070104_001506,10,8.600,1.200,9383,0,1512.501
KEWX20070103-2,KEWX20070104_001506,11,9.900,1.200,9427,0,610.904
KEWX20070103-2,KEWX20070104_001506,12,11.900,1.200,9491,0,47.808
KEWX20070103-2,KEWX20070104_002000,0,0.600,1.200,10930,0,63536.225
KEWX20070103-2,KEWX20070104_002000,2,1.400,1.200,10943,0,54898.902
KEWX20070103-2,KEWX20070104_002000,4,2.400,1.200,10939,0,35911.308
KEWX20070103-2,KEWX20070104_002000,5,3.300,1.200,10945,0,21841.806
KEWX20070103-2,KEWX20070104_002000,6,4.300,1.200,10952,0,14130.776
KEWX20070103-2,KEWX20070104_002000,7,5.300,1.200,10977,0,7487.058
KEWX20070103-2,KEWX20070104_002000,8,6.100,1.200,10995,0,6245.807
KEWX20070103-2,KEWX20070104_002000,9,7.400,1.200,11024,0,3775.937
KEWX20070103-2,KEWX20070104_002000,10,8.600,1.200,11062,0,2934.705
KEWX20070103-2,KEWX20070104_002000,11,9.900,1.200,11112,0,388.997
KEWX20070103-2,KEWX20070104_002000,12,11.800,1.200,11182,0,74.916
KEWX20070103-2,KEWX20070104_002454,0,0.600,1.200,11739,0,55841.047
KEWX20070103-2,KEWX20070104_002454,2,1.400,1.200,11739,0,45424.431
KEWX20070103-2,KEWX20070104_002454,4,2.500,1.200,11734,0,40014.922
KEWX20070103-2,KEWX20070104_002454,5,3.300,1.200,11755,1,26362.246
KEWX20070103-2,KEWX20070104_002454,6,4.200,1.200,11768,0,16533.686
KEWX20070103-2,KEWX20070104_002454,7,5.200,1.200,11790,0,9200.055
KEWX20070103-2,KEWX20070104_002454,8,6.000,1.200,11806,0,5910.829
KEWX20070103-2,KEWX20070104_002454,9,7.300,1.200,11832,0,3018.821
KEWX20070103-2,KEWX20070104_002454,10,8.600,1.200,11870,0,1556.360
KEWX20070103-2,KEWX20070104_002454,11,9.900,1.200,11917,0,540.780
KEWX20070103-1,KEWX20070103_224646,0,0.600,1.200,2191,0,37406.199
KEWX20070103-1,KEWX20070103_224646,2,1.400,1.200,2186,0,447.465
KEWX20070103-1,KEWX20070103_225140,0,0.600,1.200,3151,0,48787.631
KEWX20070103-3,KEWX20070104_003936,0,0.600,1.200,2753,1,2279757.513
KEWX20070103-3,KEWX20070104_003936,2,1.500,1.200,2756,0,1177445.405
KEWX20070103-3,KEWX20070104_003936,4,2.400,1.200,2735,0,427075.232
KEWX20070104-1,KEWX20070105_000116,0,0.600,1.200,3140,0,909.615
KEWX20070104-1,KEWX20070105_000116,2,1.500,1.200,3144,0,364.954
