track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
9,KEWX19960102_011505,91.178,0.129,149.417,303.352,11.186,-98.806,29.686,5592.888,75309.999,19960101_191505
9,KEWX19960102_012055,97.012,0.436,151.954,307.439,17.698,-98.793,29.668,8849.106,74116.465,19960101_192055
9,KEWX19960102_012645,102.845,-1.000,154.110,310.914,24.625,-98.781,29.652,12312.373,73148.731,19960101_192645
9,KEWX19960102_013235,108.678,0.092,157.707,308.770,27.208,-98.763,29.662,13603.807,71281.461,19960101_193235
9,KEWX19960102_013825,114.512,0.281,162.441,317.244,26.553,-98.738,29.624,13276.403,69317.876,19960101_193825
9,KEWX19960102_014415,120.345,0.161,166.943,319.986,25.446,-98.715,29.612,12722.875,67274.759,19960101_194415
9,KEWX19960102_015005,126.178,0.522,168.997,299.039,24.421,-98.705,29.706,12210.257,65503.514,19960101_195005
9,KEWX19960102_015555,132.012,0.263,171.573,297.826,28.764,-98.692,29.712,14382.019,64222.707,19960101_195555
9,KEWX19960102_020144,137.828,0.093,177.462,307.234,29.703,-98.661,29.669,14851.565,61375.804,19960101_200144
2,KEWX19960101_223711,-66.722,0.150,27.032,452.721,44.858,-99.429,29.007,22428.886,156393.241,19960101_163711
2,KEWX19960101_224301,-60.888,0.294,26.693,451.048,50.877,-99.431,29.015,25438.521,156134.950,19960101_164301
2,KEWX19960101_224851,-55.055,0.281,27.050,438.916,49.201,-99.430,29.070,24600.368,153133.343,19960101_164851
3,KEWX19960101_224301,-60.888,0.341,460.060,347.282,28.943,-97.203,29.488,14471.571,83448.573,19960101_164301
3,KEWX19960101_224851,-55.055,0.194,464.371,342.452,35.058,-97.180,29.509,17528.853,84882.190,19960101_164851
3,KEWX19960101_225441,-49.222,0.086,471.974,326.361,38.344,-97.141,29.582,19171.982,86991.499,19960101_165441
1,KEWX19960101_223121,-72.555,0.367,428.290,373.918,34.526,-97.367,29.369,17263.031,74030.605,19960101_163121
1,KEWX19960101_223711,-66.722,0.386,432.708,371.054,41.057,-97.345,29.381,20528.704,75266.320,19960101_163711
5,KEWX19960101_230621,-37.555,0.071,501.630,293.850,33.544,-96.986,29.727,16772.064,100861.864,19960101_170621
5,KEWX19960101_231211,-31.722,0.119,504.645,293.082,41.076,-96.970,29.731,20537.943,102380.997,19960101_171211
8,KEWX19960102_001646,32.862,0.062,169.514,241.962,36.090,-98.704,29.964,18045.031,71405.309,19960101_181646
8,KEWX19960102_002236,38.695,0.058,170.646,243.761,43.745,-98.698,29.956,21872.434,70525.305,19960101_182236
14,KEWX19960102_014415,120.345,0.058,297.329,147.984,47.438,-98.042,30.389,23719.049,76019.571,19960101_194415
14,KEWX19960102_015005,126.178,0.058,297.960,150.777,54.156,-98.039,30.377,27078.152,74618.698,19960101_195005
4,KEWX19960101_230031,-43.388,0.068,318.850,526.499,39.021,-97.932,28.682,19510.729,113641.235,19960101_170031
6,KEWX19960101_231800,-25.905,0.074,378.584,296.862,17.486,-97.622,29.717,8742.878,39323.508,19960101_171800
7,KEWX19960101_235850,14.928,0.325,186.010,176.167,17.352,-98.620,30.261,8675.848,84155.277,19960101_175850
11,KEWX19960102_013825,114.512,0.068,166.359,345.476,11.570,-98.717,29.497,5785.219,70583.206,19960101_193825
4,KEWX19960102_231917,-25.327,0.070,30.003,234.646,57.316,-99.427,29.991,28657.906,138897.117,19960102_171917
4,KEWX19960102_232857,-15.660,0.135,32.833,225.948,69.397,-99.413,30.030,34698.581,138619.948,19960102_172857
4,KEWX19960102_233837,-5.993,0.183,40.040,224.266,72.731,-99.376,30.038,36365.386,135383.402,19960102_173837
4,KEWX19960102_234817,3.673,0.435,42.443,234.052,71.498,-99.363,29.994,35748.853,132933.044,19960102_174817
4,KEWX19960102_235759,13.373,0.616,44.900,260.467,70.600,-99.348,29.875,35300.124,129072.345,19960102_175759
4,KEWX19960103_000804,23.457,0.661,48.838,269.563,70.362,-99.327,29.835,35181.016,126499.710,19960102_180804
4,KEWX19960103_001743,33.107,0.756,50.399,286.117,68.244,-99.318,29.760,34121.789,124993.456,19960102_181743
4,KEWX19960103_002723,42.773,0.634,62.209,292.138,70.652,-99.257,29.733,35326.113,118960.397,19960102_182723
4,KEWX19960103_003703,52.440,0.202,52.594,294.228,70.986,-99.307,29.723,35492.851,123736.845,19960102_183703
4,KEWX19960103_004643,62.107,0.073,59.402,300.461,75.912,-99.271,29.696,37956.011,120299.318,19960102_184643
5,KEWX19960102_233837,-5.993,0.055,15.472,464.412,21.244,-99.487,28.954,10622.044,164307.172,19960102_173837
5,KEWX19960102_234817,3.673,0.051,19.733,463.145,34.818,-99.466,28.960,17408.765,162146.334,19960102_174817
5,KEWX19960102_235759,13.373,0.622,31.116,457.401,34.958,-99.408,28.986,17478.802,155783.323,19960102_175759
5,KEWX19960103_000804,23.457,0.559,38.767,453.398,42.224,-99.369,29.005,21111.982,151470.703,19960102_180804
5,KEWX19960103_001743,33.107,0.321,52.864,447.881,49.886,-99.297,29.030,24942.859,144000.599,19960102_181743
5,KEWX19960103_002723,42.773,0.164,61.619,444.714,57.179,-99.252,29.045,28589.547,139434.090,19960102_182723
5,KEWX19960103_003703,52.440,-1.000,71.132,441.186,64.510,-99.203,29.062,32254.917,134456.316,19960102_183703
5,KEWX19960103_004643,62.107,0.081,26.107,434.811,35.071,-99.435,29.088,17535.702,152636.137,19960102_184643
5,KEWX19960103_005233,67.940,-1.000,26.107,434.811,44.346,-99.435,29.088,22173.202,152636.137,19960102_185233
5,KEWX19960103_005823,73.773,0.115,40.397,433.609,34.074,-99.361,29.094,17037.094,145983.908,19960102_185823
13,KEWX19960103_013322,108.757,0.052,60.653,510.225,35.784,-99.253,28.750,17892.115,159280.749,19960102_193322
13,KEWX19960103_013912,114.590,0.146,61.112,507.587,47.181,-99.251,28.762,23590.581,158240.063,19960102_193912
13,KEWX19960103_014502,120.423,0.077,64.147,501.031,57.726,-99.236,28.791,28862.945,154951.802,19960102_194502
12,KEWX19960103_012732,102.923,0.127,42.807,465.469,32.126,-99.347,28.951,16063.213,152911.897,19960102_192732
12,KEWX19960103_013322,108.757,0.145,45.746,467.124,42.095,-99.332,28.943,21047.286,152131.169,19960102_193322
1,KEWX19960102_225017,-54.327,0.080,68.912,182.627,11.180,-99.228,30.228,5590.106,129593.668,19960102_165017
3,KEWX19960102_230937,-34.993,0.114,332.467,422.025,2.710,-97.861,29.153,1354.950,63135.254,19960102_170937
8,KEWX19960103_002723,42.773,0.262,27.355,397.011,28.292,-99.431,29.259,14146.173,144695.118,19960102_182723
1,KEWX19960104_013737,112.287,0.070,320.090,505.835,21.346,-97.925,28.775,10672.852,103406.653,19960103_193737
2,KEWX19960104_231027,-35.612,0.255,297.026,389.662,21.441,-98.043,29.299,10720.739,44855.645,19960104_171027
2,KEWX19960104_232005,-25.979,0.123,298.824,390.192,32.450,-98.034,29.297,16225.018,45099.747,19960104_172005
1,KEWX19960104_230050,-45.229,0.228,299.813,402.135,28.647,-98.029,29.243,14323.481,51067.743,19960104_170050
1,KEWX19960105_234027,-6.359,0.052,429.084,235.000,18.242,-97.359,29.995,9121.197,72262.756,19960105_174027
1,KEWX19960109_224137,-68.293,0.079,270.985,395.671,17.291,-98.177,29.272,8645.435,49987.060,19960109_164137
1,KEWX19960110_223101,-79.694,0.559,291.637,400.741,11.373,-98.071,29.249,5686.628,50543.544,19960110_163101
1,KEWX19960110_224039,-70.061,0.058,292.331,399.797,21.180,-98.068,29.253,10589.830,50045.841,19960110_164039
4,KEWX19960110_224039,-70.061,0.112,179.454,351.501,4.775,-98.649,29.470,2387.341,65543.112,19960110_164039
5,KEWX19960110_225016,-60.444,0.148,205.910,434.405,5.084,-98.511,29.096,2542.250,82033.178,19960110_165016
2,KEWX19960112_001745,26.229,0.429,216.152,381.123,17.289,-98.460,29.337,8644.630,58334.029,19960111_181745
2,KEWX19960112_002725,35.896,0.064,220.352,378.097,24.182,-98.438,29.351,12091.101,55773.936,19960111_182725
2,KEWX19960112_003705,45.562,0.070,211.023,369.799,30.301,-98.486,29.388,15150.286,56543.888,19960111_183705
2,KEWX19960112_004645,55.229,0.057,230.291,352.244,39.258,-98.387,29.467,19629.167,43556.789,19960111_184645
7,KEWX19960112_003705,45.562,0.100,358.810,209.484,21.602,-97.723,30.112,10801.048,53971.663,19960111_183705
7,KEWX19960112_004645,55.229,0.059,362.335,204.594,33.372,-97.705,30.134,16686.173,56982.606,19960111_184645
1,KEWX19960111_225100,-60.521,0.051,528.761,478.756,12.555,-96.855,28.892,6277.360,145159.633,19960111_165100
8,KEWX19960112_005625,64.896,0.058,238.635,307.618,5.044,-98.345,29.669,2521.765,30917.921,19960111_185625
9,KEWX19960112_020354,132.379,0.083,207.846,359.429,28.959,-98.503,29.435,14479.689,54827.645,19960111_200354
5,KEWX19960113_005718,64.961,0.161,255.186,347.609,18.433,-98.259,29.489,9216.293,32691.174,19960112_185718
5,KEWX19960113_010655,74.577,0.085,252.209,346.429,30.699,-98.274,29.494,15349.661,33315.071,19960112_190655
5,KEWX19960113_011633,84.211,0.550,245.597,347.140,31.199,-98.309,29.491,15599.609,35992.555,19960112_191633
5,KEWX19960113_012612,93.861,0.337,241.480,347.437,37.857,-98.330,29.489,18928.295,37665.822,19960112_192612
5,KEWX19960113_013550,103.494,0.623,242.425,355.115,35.716,-98.325,29.455,17857.776,39851.333,19960112_193550
5,KEWX19960113_014527,113.111,0.614,236.476,356.555,34.471,-98.355,29.448,17235.493,42526.012,19960112_194527
5,KEWX19960113_015532,123.194,0.244,237.350,354.310,45.241,-98.351,29.458,22620.359,41456.575,19960112_195532
5,KEWX19960113_020513,132.877,0.451,236.526,356.201,49.007,-98.355,29.450,24503.453,42389.705,19960112_200513
5,KEWX19960113_021453,142.544,0.140,239.715,359.133,52.652,-98.339,29.437,26326.159,42222.572,19960112_201453
2,KEWX19960113_002820,35.994,0.212,221.876,370.824,15.415,-98.430,29.384,7707.695,52724.257,19960112_182820
2,KEWX19960113_003800,45.661,0.426,225.040,364.006,25.172,-98.414,29.414,12585.888,49284.564,19960112_183800
2,KEWX19960113_004741,55.344,0.326,227.305,357.236,29.843,-98.403,29.445,14921.594,46261.353,19960112_184741
1,KEWX19960112_223221,-79.989,0.199,314.204,454.562,15.649,-97.955,29.006,7824.417,77606.854,19960112_163221
2,KEWX19960113_223258,-80.199,0.175,294.888,397.651,20.144,-98.054,29.263,10071.873,48892.446,19960113_163258
2,KEWX19960113_224239,-70.516,0.120,301.449,402.598,31.494,-98.021,29.241,15746.982,51303.953,19960113_164239
4,KEWX19960114_001911,26.018,0.137,177.721,347.278,16.727,-98.659,29.489,8363.424,65550.218,19960113_181911
4,KEWX19960114_002848,35.634,-1.000,177.721,347.278,32.017,-98.659,29.489,16008.674,65550.218,19960113_182848
4,KEWX19960114_003828,45.301,0.307,186.146,361.771,37.209,-98.615,29.424,18604.479,64765.515,19960113_183828
1,KEWX19960113_222318,-89.866,0.060,178.799,350.955,8.415,-98.653,29.472,4207.479,65738.249,19960113_162318
3,KEWX19960113_223258,-80.199,0.107,295.664,377.174,8.581,-98.050,29.355,4290.369,38647.748,19960113_163258
1,KEWX19960114_224313,-70.782,0.056,295.249,397.158,15.870,-98.053,29.265,7934.843,48637.216,19960114_164313
2,KEWX19960114_230233,-51.449,0.065,375.491,343.173,14.402,-97.639,29.508,7201.035,43482.308,19960114_170233
3,KEWX19960115_002018,26.301,0.177,177.783,337.720,20.058,-98.658,29.532,10028.934,63952.753,19960114_182018
4,KEWX19960115_011812,84.201,0.270,211.145,324.583,17.531,-98.487,29.592,8765.362,46096.511,19960114_191812
3,KEWX19960116_002047,25.945,0.255,355.908,178.798,3.819,-97.738,30.250,1909.317,66737.805,19960115_182047
3,KEWX19960116_003027,35.612,0.947,354.567,179.931,13.627,-97.745,30.245,6813.681,65943.408,19960115_183027
3,KEWX19960116_004007,45.278,0.985,352.522,181.595,25.786,-97.755,30.237,12892.869,64765.744,19960115_184007
3,KEWX19960116_004947,54.945,0.975,348.677,179.185,36.831,-97.775,30.248,18415.647,65126.346,19960115_184947
3,KEWX19960116_005927,64.612,0.958,353.968,182.344,43.232,-97.748,30.234,21615.930,64721.477,19960115_185927
3,KEWX19960116_010907,74.278,0.841,354.459,191.878,46.995,-97.745,30.191,23497.593,60531.306,19960115_190907
3,KEWX19960116_011847,83.945,0.740,364.037,201.420,43.843,-97.696,30.148,21921.318,58776.623,19960115_191847
3,KEWX19960116_012827,93.612,0.239,354.362,199.487,57.263,-97.746,30.157,28631.594,57135.890,19960115_192827
3,KEWX19960116_013804,103.228,0.227,345.812,197.609,68.018,-97.790,30.165,34008.933,56086.232,19960115_193804
7,KEWX19960116_003027,35.612,0.199,220.131,372.729,13.526,-98.439,29.375,6762.852,54010.442,19960115_183027
7,KEWX19960116_004007,45.278,0.891,222.073,370.017,18.285,-98.429,29.387,9142.459,52380.746,19960115_184007
7,KEWX19960116_004947,54.945,0.803,221.509,377.273,18.676,-98.432,29.354,9338.121,55072.514,19960115_184947
7,KEWX19960116_005927,64.612,0.616,224.181,364.782,25.384,-98.419,29.411,12691.794,49862.539,19960115_185927
7,KEWX19960116_010907,74.278,0.169,225.177,371.342,24.322,-98.413,29.381,12160.868,51691.660,19960115_190907
7,KEWX19960116_011847,83.945,0.283,225.400,377.468,26.430,-98.412,29.354,13214.823,53773.397,19960115_191847
6,KEWX19960116_003027,35.612,0.226,316.427,261.903,3.023,-97.943,29.875,1511.574,20743.722,19960115_183027
6,KEWX19960116_004007,45.278,0.678,316.879,262.344,10.104,-97.941,29.873,5051.926,20632.953,19960115_184007
6,KEWX19960116_004947,54.945,0.058,315.873,256.948,17.884,-97.946,29.898,8942.068,22942.270,19960115_184947
1,KEWX19960115_223403,-80.788,0.073,174.557,326.723,5.440,-98.675,29.581,2719.906,64128.910,19960115_163403
2,KEWX19960115_230303,-51.788,0.257,315.693,409.987,29.262,-97.947,29.207,14630.917,55550.662,19960115_170303
5,KEWX19960116_003027,35.612,0.300,362.262,126.435,17.232,-97.704,30.486,8615.921,92197.180,19960115_183027
1,KEWX19960116_235142,-3.984,0.054,172.667,338.310,2.500,-98.685,29.529,1249.851,66485.550,19960116_175142
2,KEWX19960118_001035,14.049,0.123,225.937,330.541,3.089,-98.410,29.565,1544.289,40056.412,19960117_181035
2,KEWX19960118_001625,19.883,-1.000,225.937,330.541,12.364,-98.410,29.565,6181.789,40056.412,19960117_181625
2,KEWX19960118_002215,25.716,-1.000,225.937,330.541,21.639,-98.410,29.565,10819.289,40056.412,19960117_182215
2,KEWX19960118_002805,31.549,0.079,204.762,340.978,25.155,-98.519,29.518,12577.507,51839.546,19960117_182805
2,KEWX19960118_003355,37.383,0.071,196.334,344.333,29.132,-98.563,29.503,14566.237,56373.759,19960117_183355
1,KEWX19960118_000446,8.233,0.061,174.206,329.341,8.370,-98.677,29.570,4184.824,64585.285,19960117_180446
1,KEWX19960118_001035,14.049,-1.000,174.206,329.341,17.618,-98.677,29.570,8809.074,64585.285,19960117_181035
1,KEWX19960118_001625,19.883,0.068,180.471,329.173,26.443,-98.645,29.571,13221.423,61518.970,19960117_181625
4,KEWX19960118_015532,118.999,0.077,38.573,83.185,47.789,-99.392,30.675,23894.585,169818.321,19960117_195532
2,KEWX19960121_003523,36.277,0.244,226.598,368.038,9.189,-98.406,29.396,4594.330,50042.767,19960120_183523
2,KEWX19960121_004503,45.943,0.097,223.304,373.395,20.445,-98.423,29.372,10222.385,53077.943,19960120_184503
2,KEWX19960121_005440,55.560,0.133,220.455,382.589,22.462,-98.438,29.330,11231.192,57333.116,19960120_185440
1,KEWX19960121_001603,16.943,0.051,172.830,335.679,5.166,-98.684,29.541,2582.983,66040.194,19960120_181603
1,KEWX19960121_231736,-42.369,0.143,288.527,412.522,16.450,-98.087,29.196,8224.768,56552.487,19960121_171736
1,KEWX19960121_232713,-32.753,0.167,287.963,397.232,14.698,-98.090,29.265,7348.957,48986.911,19960121_172713
3,KEWX19960122_003521,35.381,0.052,213.708,359.892,3.335,-98.473,29.433,1667.376,52519.799,19960121_183521
6,KEWX19960123_000901,8.184,0.275,177.687,332.198,8.328,-98.659,29.557,4163.822,63240.010,19960122_180901
6,KEWX19960123_001451,14.017,0.241,177.915,331.366,14.936,-98.658,29.561,7468.190,63025.130,19960122_181451
6,KEWX19960123_002041,19.850,-1.000,178.108,330.658,21.945,-98.657,29.564,10972.388,62844.212,19960122_182041
6,KEWX19960123_002631,25.684,0.100,188.889,336.326,22.845,-98.601,29.539,11422.669,58449.298,19960122_182631
6,KEWX19960123_003221,31.517,0.081,194.995,349.382,23.620,-98.569,29.480,11810.214,58018.791,19960122_183221
2,KEWX19960122_224105,-79.750,0.103,468.564,288.543,26.422,-97.157,29.752,13211.166,84476.596,19960122_164105
2,KEWX19960122_224655,-73.916,0.311,469.853,285.738,33.648,-97.150,29.765,16823.965,85225.324,19960122_164655
2,KEWX19960122_225245,-68.083,0.055,477.565,272.290,39.315,-97.109,29.825,19657.390,89856.885,19960122_165245
3,KEWX19960122_231604,-44.766,0.078,518.127,264.817,71.103,-96.899,29.857,35551.598,110473.267,19960122_171604
3,KEWX19960122_232154,-38.933,0.098,518.802,261.157,77.871,-96.896,29.874,38935.448,111111.623,19960122_172154
3,KEWX19960122_232744,-33.100,0.125,521.732,239.890,69.206,-96.879,29.970,34603.123,114867.713,19960122_172744
