track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_weather_pixels,n_highZ_pixels_60,n_highZ_pixels_40,n_animals,n_animals_60,n_animals_40
KGRK20050906-7,KGRK20050907_003811,0,0.500,1.200,555,nan,0,0,21501.433,21501.433,21501.433
KGRK20050906-7,KGRK20050907_003811,2,1.400,1.200,554,nan,0,0,190.430,190.430,190.430
KGRK20050906-7,KGRK20050907_003811,4,2.400,1.200,705,nan,0,0,5.152,5.152,5.152
KGRK20050906-7,KGRK20050907_004400,0,0.500,1.200,1195,nan,0,0,41584.889,41584.889,41584.889
KGRK20050906-7,KGRK20050907_004400,2,1.400,1.200,1184,nan,0,0,739.932,739.932,739.932
KGRK20050906-7,KGRK20050907_004400,4,2.400,1.200,1200,nan,0,0,92.150,92.150,92.150
KGRK20050906-7,KGRK20050907_004948,0,0.500,1.200,1945,nan,0,0,71782.126,71782.126,71782.126
KGRK20050906-7,KGRK20050907_004948,2,1.400,1.200,1970,nan,0,0,1969.232,1969.232,1969.232
KGRK20050906-7,KGRK20050907_004948,4,2.500,1.200,1952,nan,0,0,28.409,28.409,28.409
KGRK20050906-7,KGRK20050907_005535,0,0.500,1.200,2170,nan,0,0,59600.189,59600.189,59600.189
KGRK20050906-7,KGRK20050907_005535,2,1.400,1.200,2179,nan,0,0,2209.060,2209.060,2209.060
KGRK20050906-7,KGRK20050907_005535,4,2.300,1.200,2173,nan,0,0,34.381,34.381,34.381
KGRK20050906-7,KGRK20050907_010124,0,0.500,1.200,2229,nan,0,0,45271.519,45271.519,45271.519
KGRK20050906-7,KGRK20050907_010124,2,1.500,1.200,2285,nan,0,0,2827.779,2827.779,2827.779
KGRK20050906-7,KGRK20050907_010124,4,2.300,1.200,2249,nan,0,0,1.788,1.788,1.788
KGRK20050906-7,KGRK20050907_010712,0,0.500,1.200,2342,nan,0,0,38170.537,38170.537,38170.537
KGRK20050906-7,KGRK20050907_010712,2,1.500,1.200,2354,nan,0,0,2809.634,2809.634,2809.634
KGRK20050906-7,KGRK20050907_010712,4,2.300,1.200,2386,nan,0,0,3.164,3.164,3.164
KGRK20050906-7,KGRK20050907_011301,0,0.500,1.200,4213,nan,0,0,54459.930,54459.930,54459.930
KGRK20050906-7,KGRK20050907_011301,2,1.500,1.200,4215,nan,0,0,7374.289,7374.289,7374.289
KGRK20050906-7,KGRK20050907_011301,4,2.300,1.200,4209,nan,0,0,33.137,33.137,33.137
KGRK20050906-7,KGRK20050907_011847,0,0.400,1.200,5755,nan,0,0,121619.292,121619.292,121619.292
KGRK20050906-7,KGRK20050907_011847,2,1.500,1.200,5315,nan,0,0,12207.717,12207.717,12207.717
KGRK20050906-7,KGRK20050907_011847,4,2.300,1.200,5319,nan,0,0,137.212,137.212,137.212
KGRK20050906-7,KGRK20050907_012436,0,0.500,1.200,7015,nan,0,0,163844.903,163844.903,163844.903
KGRK20050906-7,KGRK20050907_012436,2,1.400,1.200,7024,nan,0,0,17077.202,17077.202,17077.202
KGRK20050906-7,KGRK20050907_012436,4,2.300,1.200,7022,nan,0,0,411.965,411.965,411.965
KGRK20050906-7,KGRK20050907_013024,0,0.400,1.200,8851,nan,0,0,211963.292,211963.292,211963.292
KGRK20050906-7,KGRK20050907_013024,2,1.400,1.200,8861,nan,0,0,23660.255,23660.255,23660.255
KGRK20050906-7,KGRK20050907_013024,4,2.300,1.200,8864,nan,0,0,1053.188,1053.188,1053.188
KGRK20050906-7,KGRK20050907_013612,0,0.500,1.200,10199,nan,0,0,281098.926,281098.926,281098.926
KGRK20050906-7,KGRK20050907_013612,2,1.500,1.200,10207,nan,0,0,25092.103,25092.103,25092.103
KGRK20050906-16,KGRK20050907_010712,0,0.500,1.200,1882,nan,0,16,222870.289,222870.289,144874.128
KGRK20050906-16,KGRK20050907_010712,2,1.500,1.200,2019,nan,0,0,13691.970,13691.970,13691.970
KGRK20050906-16,KGRK20050907_010712,4,2.300,1.200,2004,nan,0,0,1104.323,1104.323,1104.323
KGRK20050906-16,KGRK20050907_010712,5,3.300,1.200,1875,nan,0,0,49.622,49.622,49.622
KGRK20050906-16,KGRK20050907_010712,6,4.300,1.200,1879,nan,0,0,18.573,18.573,18.573
KGRK20050906-16,KGRK20050907_010712,7,6.000,1.200,1879,nan,0,0,3.602,3.602,3.602
KGRK20050906-16,KGRK20050907_011301,0,0.500,1.200,3029,nan,0,12,212095.891,212095.891,164121.615
KGRK20050906-16,KGRK20050907_011301,2,1.500,1.200,3026,nan,0,0,43826.059,43826.059,43826.059
KGRK20050906-16,KGRK20050907_011301,4,2.300,1.200,3032,nan,0,0,7709.980,7709.980,7709.980
KGRK20050906-16,KGRK20050907_011301,5,3.400,1.200,3032,nan,0,0,153.050,153.050,153.050
KGRK20050906-16,KGRK20050907_011301,6,4.300,1.200,3037,nan,0,0,22.381,22.381,22.381
KGRK20050906-16,KGRK20050907_011301,7,6.000,1.200,3041,nan,0,0,7.925,7.925,7.925
KGRK20050906-16,KGRK20050907_011847,0,0.400,1.200,3971,nan,0,0,176055.708,176055.708,176055.708
KGRK20050906-16,KGRK20050907_011847,2,1.500,1.200,3974,nan,0,0,71162.036,71162.036,71162.036
KGRK20050906-16,KGRK20050907_011847,4,2.300,1.200,3976,nan,0,0,18011.807,18011.807,18011.807
KGRK20050906-16,KGRK20050907_011847,5,3.500,1.200,3980,nan,0,0,2121.306,2121.306,2121.306
