track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
1,KGRK20160101_223206_V06,0,0.483,1.200,1565,0,7673.044
1,KGRK20160101_223206_V06,2,1.450,1.200,1565,0,1.864
1,KGRK20160101_223206_V06,4,2.417,1.200,782,0,0.137
1,KGRK20160101_223206_V06,5,3.384,1.200,784,0,0.340
1,KGRK20160101_223206_V06,6,4.307,1.200,783,0,0.138
1,KGRK20160101_223206_V06,7,5.317,1.200,788,0,2.238
1,KGRK20160101_223206_V06,8,6.196,1.200,789,0,20.989
2,KGRK20160101_223206_V06,0,0.483,1.200,1469,0,3649.707
2,KGRK20160101_223206_V06,2,1.450,1.200,1467,0,0.169
2,KGRK20160101_223206_V06,4,2.417,1.200,727,0,0.168
2,KGRK20160101_223206_V06,5,3.384,1.200,724,0,289.193
2,KGRK20160101_223206_V06,6,4.307,1.200,725,0,6057.081
2,KGRK20160101_223206_V06,7,5.317,1.200,727,0,8187.125
3,KGRK20160101_230926_V06,0,0.483,1.200,2287,0,1743.908
3,KGRK20160101_230926_V06,2,1.450,1.200,2288,0,0.852
3,KGRK20160101_230926_V06,4,2.417,1.200,1145,0,0.287
3,KGRK20160101_230926_V06,5,3.384,1.200,1147,0,2430.198
3,KGRK20160101_230926_V06,6,4.307,1.200,1151,0,4763.925
5,KGRK20160103_005420_V06,0,0.483,1.200,6400,0,8233.302
5,KGRK20160103_005420_V06,2,1.450,1.200,6403,0,209433.364
5,KGRK20160103_005921_V06,0,0.483,1.200,8894,0,8679.716
5,KGRK20160103_005921_V06,2,1.450,1.200,8900,0,264015.915
5,KGRK20160103_010421_V06,0,0.483,1.200,9676,0,17107.982
5,KGRK20160103_010421_V06,2,1.450,1.200,9682,0,281164.332
2,KGRK20160102_224916_V06,0,0.483,1.200,954,0,6961.693
2,KGRK20160102_224916_V06,2,1.450,1.200,955,0,18.819
2,KGRK20160102_224916_V06,4,2.417,1.200,475,0,12.407
2,KGRK20160102_224916_V06,5,3.384,1.200,479,0,1440.913
2,KGRK20160102_224916_V06,6,4.307,1.200,483,0,8170.901
