track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_weather_pixels,n_highZ_pixels_60,n_highZ_pixels_40,n_animals,n_animals_60,n_animals_40
KEWX20110101-1,KEWX20110101_222850_V03,0,0.483,1.200,243,nan,0,0,194.773,194.773,194.773
KEWX20110101-1,KEWX20110101_222850_V03,2,1.494,1.200,242,nan,0,0,0.046,0.046,0.046
KEWX20110101-1,KEWX20110101_222850_V03,4,2.505,1.200,121,nan,0,0,0.046,0.046,0.046
KEWX20110101-1,KEWX20110101_222850_V03,5,3.516,1.200,123,nan,0,0,0.047,0.047,0.047
KEWX20110103-1,KEWX20110103_224513_V03,0,0.483,1.200,11231,nan,0,0,1989.034,1989.034,1989.034
KEWX20110103-1,KEWX20110103_224513_V03,2,1.494,1.200,11234,nan,0,0,43.056,43.056,43.056
KEWX20110103-1,KEWX20110103_224513_V03,4,2.505,1.200,5624,nan,0,0,5.408,5.408,5.408
KEWX20110103-1,KEWX20110103_224513_V03,5,3.516,1.200,5629,nan,0,0,1.755,1.755,1.755
KEWX20110103-1,KEWX20110103_224513_V03,6,4.482,1.200,5632,nan,0,0,1.530,1.530,1.530
KEWX20110104-1,KEWX20110104_234546_V03,0,0.483,1.200,4153,nan,0,0,5974.248,5974.248,5974.248
KEWX20110104-1,KEWX20110104_234546_V03,2,1.450,1.200,4155,nan,0,0,3585.530,3585.530,3585.530
KEWX20110104-1,KEWX20110104_234546_V03,4,2.417,1.200,2083,nan,0,0,1332.864,1332.864,1332.864
KEWX20110104-1,KEWX20110104_234546_V03,5,3.384,1.200,2078,nan,0,0,277.682,277.682,277.682
KEWX20110104-1,KEWX20110104_234546_V03,6,4.307,1.200,2081,nan,0,0,50.273,50.273,50.273
KEWX20110104-1,KEWX20110104_234546_V03,7,5.317,1.200,2078,nan,0,0,5.986,5.986,5.986
KEWX20110104-1,KEWX20110104_234546_V03,8,6.196,1.200,2077,nan,0,0,0.235,0.235,0.235
KEWX20110104-1,KEWX20110104_234546_V03,9,7.515,1.200,2092,nan,0,0,0.140,0.140,0.140
KEWX20110104-1,KEWX20110104_234546_V03,10,8.701,1.200,2100,nan,0,0,0.141,0.141,0.141
KEWX20110104-1,KEWX20110104_234546_V03,11,10.020,1.200,2108,nan,0,0,0.143,0.143,0.143
KEWX20110105-1,KEWX20110106_000313_V03,0,0.483,1.200,342,nan,0,0,865.889,865.889,865.889
KEWX20110105-1,KEWX20110106_000313_V03,2,1.494,1.200,343,nan,0,0,0.043,0.043,0.043
KEWX20110105-1,KEWX20110106_000313_V03,4,2.505,1.200,172,nan,0,0,0.043,0.043,0.043
KEWX20110105-1,KEWX20110106_000313_V03,5,3.516,1.200,176,nan,0,0,0.044,0.044,0.044
KEWX20110105-1,KEWX20110106_000313_V03,6,4.482,1.200,174,nan,0,0,0.043,0.043,0.043
KEWX20110105-1,KEWX20110106_001256_V03,0,0.483,1.200,4690,nan,0,0,929.039,929.039,929.039
KEWX20110105-1,KEWX20110106_001256_V03,2,1.494,1.200,4692,nan,0,0,0.797,0.797,0.797
KEWX20110105-1,KEWX20110106_001256_V03,4,2.505,1.200,2346,nan,0,0,0.861,0.861,0.861
KEWX20110105-1,KEWX20110106_001256_V03,5,3.516,1.200,2345,nan,0,0,0.625,0.625,0.625
KEWX20110105-1,KEWX20110106_001256_V03,6,4.482,1.200,2363,nan,0,0,0.632,0.632,0.632
KEWX20110105-1,KEWX20110106_002241_V03,0,0.483,1.200,13992,nan,0,0,4801.623,4801.623,4801.623
KEWX20110105-1,KEWX20110106_002241_V03,2,1.494,1.200,13994,nan,0,0,2.711,2.711,2.711
KEWX20110105-1,KEWX20110106_002241_V03,4,2.505,1.200,7004,nan,0,0,2.576,2.576,2.576
KEWX20110105-1,KEWX20110106_002241_V03,5,3.516,1.200,7008,nan,0,0,2.628,2.628,2.628
KEWX20110105-1,KEWX20110106_002241_V03,6,4.482,1.200,7015,nan,0,0,2.663,2.663,2.663
KEWX20110105-1,KEWX20110106_003224_V03,0,0.483,1.200,15401,nan,0,0,13351.045,13351.045,13351.045
KEWX20110105-1,KEWX20110106_003224_V03,2,1.494,1.200,15404,nan,0,0,36.232,36.232,36.232
KEWX20110105-1,KEWX20110106_003224_V03,4,2.505,1.200,7710,nan,0,0,13.869,13.869,13.869
KEWX20110105-1,KEWX20110106_003224_V03,5,3.516,1.200,7725,nan,0,0,5.280,5.280,5.280
KEWX20110105-1,KEWX20110106_003224_V03,6,4.482,1.200,7727,nan,0,0,4.117,4.117,4.117
KEWX20110105-3,KEWX20110106_001256_V03,0,0.483,1.200,161,nan,0,0,30.704,30.704,30.704
KEWX20110105-3,KEWX20110106_001256_V03,2,1.494,1.200,164,nan,0,0,0.034,0.034,0.034
KEWX20110105-3,KEWX20110106_001256_V03,4,2.505,1.200,81,nan,0,0,0.034,0.034,0.034
KEWX20110105-3,KEWX20110106_001256_V03,5,3.516,1.200,82,nan,0,0,0.035,0.035,0.035
KEWX20110105-3,KEWX20110106_002241_V03,0,0.483,1.200,1149,nan,0,0,517.435,517.435,517.435
KEWX20110105-3,KEWX20110106_002241_V03,2,1.494,1.200,1150,nan,0,0,0.238,0.238,0.238
KEWX20110105-3,KEWX20110106_002241_V03,4,2.505,1.200,576,nan,0,0,0.239,0.239,0.239
KEWX20110105-3,KEWX20110106_002241_V03,5,3.516,1.200,574,nan,0,0,0.239,0.239,0.239
KEWX20110105-3,KEWX20110106_003224_V03,0,0.483,1.200,465,nan,0,0,706.032,706.032,706.032
KEWX20110105-3,KEWX20110106_003224_V03,2,1.494,1.200,462,nan,0,0,0.088,0.088,0.088
KEWX20110105-3,KEWX20110106_003224_V03,4,2.505,1.200,232,nan,0,0,0.089,0.089,0.089
KEWX20110105-3,KEWX20110106_003224_V03,5,3.516,1.200,233,nan,0,0,0.089,0.089,0.089
KEWX20110105-3,KEWX20110106_004207_V03,0,0.483,1.200,1349,nan,0,0,1392.670,1392.670,1392.670
KEWX20110105-3,KEWX20110106_004207_V03,2,1.494,1.200,1341,nan,0,0,0.257,0.257,0.257
KEWX20110105-3,KEWX20110106_004207_V03,4,2.505,1.200,675,nan,0,0,0.259,0.259,0.259
KEWX20110105-3,KEWX20110106_004207_V03,5,3.516,1.200,674,nan,0,0,0.259,0.259,0.259
KEWX20110106-1,KEWX20110106_222101_V03,0,0.483,1.200,78,nan,0,0,127.497,127.497,127.497
KEWX20110106-1,KEWX20110106_222101_V03,2,1.494,1.200,74,nan,0,0,0.014,0.014,0.014
KEWX20110106-1,KEWX20110106_222101_V03,4,2.505,1.200,36,nan,0,0,0.014,0.014,0.014
KEWX20110106-1,KEWX20110106_222101_V03,5,3.516,1.200,38,nan,0,0,0.015,0.015,0.015
KEWX20110107-6,KEWX20110108_011126_V03,0,0.483,1.200,8331,nan,0,0,5821.397,5821.397,5821.397
KEWX20110107-6,KEWX20110108_011126_V03,2,1.494,1.200,8334,nan,0,0,2.082,2.082,2.082
KEWX20110107-6,KEWX20110108_011126_V03,4,2.505,1.200,4166,nan,0,0,2.085,2.085,2.085
KEWX20110107-6,KEWX20110108_011126_V03,5,3.516,1.200,4176,nan,0,0,21.776,21.776,21.776
KEWX20110107-6,KEWX20110108_012110_V03,0,0.483,1.200,13196,nan,0,0,6803.419,6803.419,6803.419
KEWX20110107-6,KEWX20110108_012110_V03,2,1.494,1.200,13204,nan,0,0,3.896,3.896,3.896
KEWX20110107-6,KEWX20110108_012110_V03,4,2.505,1.200,6612,nan,0,0,13.690,13.690,13.690
KEWX20110107-6,KEWX20110108_012110_V03,5,3.516,1.200,6616,nan,0,0,60.805,60.805,60.805
KEWX20110107-6,KEWX20110108_013054_V03,0,0.483,1.200,13040,nan,0,0,6792.859,6792.859,6792.859
KEWX20110107-6,KEWX20110108_013054_V03,2,1.494,1.200,13049,nan,0,0,4.520,4.520,4.520
KEWX20110107-6,KEWX20110108_013054_V03,4,2.505,1.200,6544,nan,0,0,3.368,3.368,3.368
KEWX20110107-6,KEWX20110108_013054_V03,5,3.516,1.200,6536,nan,0,0,3.370,3.370,3.370
KEWX20110107-6,KEWX20110108_014037_V03,0,0.483,1.200,13579,nan,0,0,7355.718,7355.718,7355.718
KEWX20110107-6,KEWX20110108_014037_V03,2,1.494,1.200,13583,nan,0,0,4.345,4.345,4.345
KEWX20110107-6,KEWX20110108_014037_V03,4,2.505,1.200,6805,nan,0,0,3.581,3.581,3.581
KEWX20110107-6,KEWX20110108_015020_V03,0,0.483,1.200,22953,nan,0,0,7876.529,7876.529,7876.529
KEWX20110107-6,KEWX20110108_015020_V03,2,1.494,1.200,22975,nan,0,0,11.466,11.466,11.466
KEWX20110107-6,KEWX20110108_015020_V03,4,2.505,1.200,11516,nan,0,0,6.046,6.046,6.046
KEWX20110107-6,KEWX20110108_015020_V03,5,3.516,1.200,11538,nan,0,0,6.908,6.908,6.908
