track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
14,KGRK20220102_001043_V06,31.329,0.459,237.728,345.242,12.625,-97.707,30.517,6312.315,38485.636,20220101_181043
14,KGRK20220102_001742_V06,38.312,0.654,237.594,344.079,19.739,-97.708,30.522,9869.669,38201.790,20220101_181742
14,KGRK20220102_002441_V06,45.296,0.608,236.957,343.474,28.438,-97.711,30.525,14219.163,38289.603,20220101_182441
14,KGRK20220102_003139_V06,52.262,0.540,236.106,346.446,36.163,-97.716,30.512,18081.625,39495.803,20220101_183139
14,KGRK20220102_003838_V06,59.246,0.478,226.892,364.995,56.630,-97.763,30.428,28315.080,48910.752,20220101_183838
14,KGRK20220102_004537_V06,66.229,0.652,230.396,366.038,64.487,-97.745,30.423,32243.737,47973.410,20220101_184537
14,KGRK20220102_005236_V06,73.212,0.627,230.304,368.811,67.637,-97.745,30.411,33818.379,48970.689,20220101_185236
14,KGRK20220102_010633_V06,87.162,0.646,229.287,368.770,67.352,-97.751,30.411,33676.130,49319.323,20220101_190633
14,KGRK20220102_011332_V06,94.146,0.175,232.993,363.637,70.392,-97.732,30.434,35195.856,46204.993,20220101_191332
18,KGRK20220102_001742_V06,38.312,0.383,22.349,436.165,18.832,-98.823,30.100,9415.916,154621.449,20220101_181742
18,KGRK20220102_002441_V06,45.296,0.853,28.284,430.167,20.595,-98.793,30.127,10297.667,150642.766,20220101_182441
18,KGRK20220102_003139_V06,52.262,0.868,33.915,424.668,24.377,-98.764,30.152,12188.395,146921.143,20220101_183139
18,KGRK20220102_003838_V06,59.246,0.791,35.313,426.460,33.842,-98.756,30.144,16921.083,146672.659,20220101_183838
18,KGRK20220102_004537_V06,66.229,0.754,41.991,426.178,40.352,-98.722,30.146,20176.066,143605.051,20220101_184537
18,KGRK20220102_005236_V06,73.212,0.661,47.578,425.838,45.437,-98.693,30.148,22718.318,141024.556,20220101_185236
18,KGRK20220102_010633_V06,87.162,0.655,52.076,430.595,52.767,-98.669,30.126,26383.417,140108.352,20220101_190633
18,KGRK20220102_011332_V06,94.146,0.095,57.848,426.524,58.834,-98.639,30.145,29416.964,136606.927,20220101_191332
17,KGRK20220102_001742_V06,38.312,0.413,397.790,300.193,3.679,-96.872,30.720,1839.272,48895.283,20220101_181742
17,KGRK20220102_002441_V06,45.296,0.126,397.991,300.631,11.496,-96.871,30.718,5748.018,48996.569,20220101_182441
17,KGRK20220102_003139_V06,52.262,0.405,398.813,303.623,15.656,-96.867,30.704,7827.915,49439.744,20220101_183139
17,KGRK20220102_003838_V06,59.246,0.169,401.854,306.633,20.199,-96.851,30.691,10099.385,51034.846,20220101_183838
17,KGRK20220102_004537_V06,66.229,0.131,401.489,310.770,24.469,-96.853,30.672,12234.518,51029.554,20220101_184537
17,KGRK20220102_005236_V06,73.212,0.235,400.704,316.160,31.372,-96.857,30.648,15686.147,50996.031,20220101_185236
10,KGRK20220102_000344_V06,24.346,0.911,227.993,403.835,7.275,-97.757,30.253,3637.611,63179.509,20220101_180344
10,KGRK20220102_001043_V06,31.329,0.817,228.296,403.560,16.371,-97.755,30.254,8185.746,62980.672,20220101_181043
10,KGRK20220102_001742_V06,38.312,0.907,228.528,401.485,24.374,-97.754,30.263,12187.233,62063.356,20220101_181742
10,KGRK20220102_002441_V06,45.296,0.706,225.672,400.161,30.922,-97.769,30.269,15460.957,62363.606,20220101_182441
10,KGRK20220102_003139_V06,52.262,0.407,223.402,400.260,34.713,-97.781,30.269,17356.375,63085.716,20220101_183139
1,KGRK20220101_222003_V06,-79.338,0.098,324.003,86.161,19.021,-97.256,31.686,9510.441,107590.909,20220101_162003
1,KGRK20220101_222702_V06,-72.354,0.685,327.079,82.334,31.538,-97.240,31.703,15768.906,109671.897,20220101_162702
1,KGRK20220101_223350_V06,-65.554,0.108,333.973,75.075,47.791,-97.204,31.736,23895.648,113738.182,20220101_163350
1,KGRK20220101_224038_V06,-58.754,0.298,336.340,76.252,60.393,-97.191,31.731,30196.431,113340.013,20220101_164038
1,KGRK20220101_224731_V06,-51.871,0.707,372.566,123.174,4.138,-97.001,31.519,2068.802,95568.373,20220101_164731
3,KGRK20220101_224731_V06,-51.871,0.147,324.415,135.879,2.917,-97.254,31.462,1458.588,82963.648,20220101_164731
3,KGRK20220101_230117_V06,-38.104,-1.000,324.415,135.879,24.806,-97.254,31.462,12403.088,82963.648,20220101_170117
3,KGRK20220101_230816_V06,-31.121,-1.000,324.415,135.879,35.910,-97.254,31.462,17954.838,82963.648,20220101_170816
3,KGRK20220101_231505_V06,-24.304,0.071,334.017,125.423,50.251,-97.204,31.509,25125.693,88930.295,20220101_171505
7,KGRK20220101_230816_V06,-31.121,0.065,370.381,424.572,30.899,-97.017,30.159,15449.444,71539.520,20220101_170816
8,KGRK20220101_232853_V06,-10.504,0.081,188.490,146.497,41.890,-97.969,31.413,20944.895,94865.319,20220101_172853
8,KGRK20220101_233551_V06,-3.538,-1.000,188.490,146.497,52.967,-97.969,31.413,26483.395,94865.319,20220101_173551
8,KGRK20220101_234250_V06,3.446,0.061,189.853,166.364,38.587,-97.961,31.323,19293.715,86589.597,20220101_174250
11,KGRK20220102_000344_V06,24.346,0.125,305.048,222.761,2.448,-97.356,31.070,1224.018,38701.692,20220101_180344
20,KGRK20220102_002441_V06,45.296,0.082,271.989,180.473,70.965,-97.530,31.261,35482.506,61382.498,20220101_182441
21,KGRK20220102_002441_V06,45.296,0.079,121.521,345.277,8.654,-98.313,30.514,4327.221,92066.055,20220101_182441
22,KGRK20220102_014826_V06,129.046,0.059,308.021,380.947,36.967,-97.341,30.357,18483.583,40671.828,20220101_194826
1,KGRK20220102_221138_V06,-88.483,0.057,278.920,414.363,4.644,-97.492,30.206,2322.247,58144.670,20220102_161138
1,KGRK20220104_221327_V06,-88.167,0.197,299.100,68.961,11.878,-97.388,31.764,5938.984,115520.590,20220104_161327
2,KGRK20220105_003807_V06,56.499,0.055,223.104,375.716,6.122,-97.783,30.380,3061.058,53958.318,20220104_183807
1,KGRK20220107_001713_V06,34.045,0.089,436.737,198.165,25.723,-96.666,31.179,12861.313,85245.869,20220106_181713
1,KGRK20220107_002413_V06,41.045,0.202,440.885,198.226,33.798,-96.644,31.179,16898.851,86900.146,20220106_182413
1,KGRK20220107_003114_V06,48.061,0.068,457.618,197.332,29.831,-96.556,31.182,14915.691,94053.412,20220106_183114
9,KGRK20220108_011511_V06,91.216,0.271,429.250,303.896,32.986,-96.708,30.702,16492.882,64654.234,20220107_191511
1,KGRK20220109_221842_V06,-86.889,0.093,307.697,414.594,1.841,-97.343,30.205,920.353,57426.317,20220109_161842
2,KGRK20220110_002611_V06,40.594,0.058,362.093,340.448,5.581,-97.059,30.539,2790.298,37052.606,20220109_182611
6,KGRK20220113_012021_V06,92.258,0.113,50.909,354.461,36.506,-98.680,30.470,18253.078,127487.624,20220112_192021
6,KGRK20220113_012713_V06,99.125,0.401,53.886,354.604,44.195,-98.664,30.469,22097.484,126049.211,20220112_192713
6,KGRK20220113_013412_V06,106.108,0.655,61.645,367.965,37.013,-98.623,30.409,18506.557,123927.812,20220112_193412
6,KGRK20220113_014105_V06,112.992,0.372,65.998,372.826,41.386,-98.600,30.388,20693.155,122536.577,20220112_194105
7,KGRK20220113_012713_V06,99.125,0.250,132.282,412.968,26.122,-98.254,30.209,13060.856,101108.044,20220112_192713
7,KGRK20220113_013412_V06,106.108,0.092,134.797,415.939,32.622,-98.241,30.196,16310.879,100913.237,20220112_193412
1,KGRK20220112_222246_V06,-85.325,0.173,227.298,181.464,6.545,-97.764,31.256,3272.509,69527.387,20220112_162246
3,KGRK20220113_000423_V06,16.292,0.128,88.909,378.195,94.953,-98.481,30.364,47476.547,112554.249,20220112_180423
4,KGRK20220113_005245_V06,64.658,0.166,104.282,362.621,26.944,-98.401,30.435,13471.957,102745.778,20220112_185245
5,KGRK20220113_012021_V06,92.258,0.196,119.892,397.592,32.819,-98.319,30.278,16409.678,102424.399,20220112_192021
1,KGRK20220114_014016_V06,111.325,0.246,297.557,222.342,13.684,-97.396,31.072,6842.060,38848.065,20220113_194016
1,KGRK20220114_225201_V06,-57.781,0.077,209.855,108.099,38.646,-97.858,31.586,19323.124,106009.622,20220114_165201
1,KGRK20220114_225850_V06,-50.965,0.193,208.364,108.607,50.939,-97.865,31.584,25469.360,106099.644,20220114_165850
1,KGRK20220114_231217_V06,-37.515,0.202,226.497,110.998,56.180,-97.770,31.573,28089.910,101395.747,20220114_171217
1,KGRK20220114_231857_V06,-30.848,0.207,233.911,109.377,59.676,-97.731,31.581,29838.094,100877.226,20220114_171857
1,KGRK20220114_232542_V06,-24.098,0.156,246.750,113.832,58.845,-97.663,31.561,29422.299,96816.945,20220114_172542
1,KGRK20220114_233226_V06,-17.365,0.084,259.069,111.126,57.872,-97.598,31.573,28935.912,96629.014,20220114_173226
4,KGRK20220115_020624_V06,136.602,0.050,482.753,144.642,10.552,-96.422,31.419,5276.077,119932.104,20220114_200624
10,KGRK20220119_010455_V06,71.639,0.317,323.699,422.203,14.370,-97.260,30.170,7184.956,62239.835,20220118_190455
10,KGRK20220119_011148_V06,78.522,0.692,325.412,416.750,20.946,-97.251,30.195,10472.949,59741.786,20220118_191148
10,KGRK20220119_011837_V06,85.339,0.605,323.508,411.098,27.335,-97.261,30.221,13667.607,56778.832,20220118_191837
10,KGRK20220119_012535_V06,92.306,0.209,329.049,407.844,30.501,-97.232,30.235,15250.675,55843.870,20220118_192535
10,KGRK20220119_013234_V06,99.289,0.054,324.680,407.535,35.018,-97.255,30.237,17508.982,55165.152,20220118_193234
1,KGRK20220118_222443_V06,-88.561,0.757,316.076,91.502,14.394,-97.298,31.662,7197.037,104558.423,20220118_162443
1,KGRK20220118_223141_V06,-81.594,0.564,319.568,91.537,23.811,-97.280,31.662,11905.565,104689.480,20220118_163141
